Name,Team,Age,Position,Apps,Minutes,Tackles per game,Interceptions per game,Fouls per game,Offsides per game,Clearances per game,Dribbled past per game,Outfield blocks per game,Own goals,Rating
Lionel Messi,Barcelona,32,"AM(CR),FW",37(1),3375,0.7,0.2,0.7,-,-,0.3,-,-,8.84
Cristiano Ronaldo,Real Madrid,34,"M(L),FW",35,3099,0.3,-,0.7,-,0.8,0.3,0.1,-,8.48
Neymar,Barcelona,27,"AM(CLR),FW",29(4),2573,1.3,0.3,1,-,0.2,0.5,-,-,7.96
James Rodríguez,Real Madrid,27,AM(CLR),29,2290,1.4,0.8,0.8,-,0.1,1.3,-,-,7.85
Luis Suárez,Barcelona,32,"AM(CLR),FW",25(2),2180,0.6,0.1,0.9,-,0.6,0.1,0.1,-,7.69
David López,Espanyol,29,"D(C),DMC",1,90,7,2,-,-,2,-,1,-,7.68
Gareth Bale,Real Madrid,29,"M(CLR),FW",30(1),2582,0.8,0.3,0.8,-,0.5,0.5,0.2,-,7.66
Nicolás Otamendi,Valencia,31,D(C),35,3098,2.9,3.1,1,0.7,7.3,1,0.8,-,7.59
Karim Benzema,Real Madrid,31,FW,29,2312,0.6,0.1,0.9,-,0.7,0.2,-,-,7.56
José Giménez,Atletico Madrid,24,D(CR),19(1),1752,2.1,2.7,0.7,0.3,5.6,0.6,1,-,7.52
Marc Bartra,Barcelona,28,D(CR),11(3),1036,2.1,2.4,0.5,0.6,2.7,0.6,0.4,-,7.51
Tiago,Atletico Madrid,38,M(C),31,2592,2.5,2.6,1.4,-,2.2,0.9,0.3,-,7.50
Luka Modric,Real Madrid,33,M(C),16,1306,1.3,1.4,1,-,0.3,0.8,0.3,-,7.48
Nolito,Celta Vigo,32,AM(L),32(4),2973,1.1,0.6,1.5,-,0.4,0.8,-,-,7.47
Bruno Soriano,Villarreal,35,M(C),23(1),2087,2,2.8,1.3,-,2.9,0.4,0.5,-,7.43
Gerard Piqué,Barcelona,32,D(C),26(1),2385,2.1,2.2,0.9,0.9,4.4,0.4,0.5,-,7.43
Toni Kroos,Real Madrid,29,M(C),36,3064,2.6,0.9,0.9,-,0.3,1.7,0.2,-,7.42
Sergio Ramos,Real Madrid,33,D(CR),27,2254,1.7,2.4,1.6,0.2,3.9,0.7,0.8,-,7.42
Ignacio Camacho,Malaga,29,"D(C),M(C)",25,2206,3.3,2.8,2,0.2,3.1,1.5,0.2,-,7.41
David Costas,Celta Vigo,24,D(C),1,90,2,8,2,-,7,-,-,-,7.40
Marcelo,Real Madrid,31,D(L),33(1),2931,2.3,1.3,0.6,0.4,1.6,1.2,0.1,-,7.39
Diego Godín,Atletico Madrid,33,D(C),34,3060,1.4,2.6,0.6,0.3,6,0.6,0.4,-,7.37
Daniel Parejo,Valencia,30,M(C),33(1),2929,2.5,1.4,1.4,-,1,1,0.1,-,7.37
Aritz Aduriz,Athletic Bilbao,38,FW,30(1),2586,0.7,0.3,2,0.1,0.5,0.1,-,-,7.37
Dani Alves,Barcelona,36,"D(R),M(CR)",29(1),2524,4.1,1.5,1.8,0.2,1,1.4,0.2,-,7.37
Denis Cheryshev,Villarreal,28,"AM(L),FW",18(8),1693,2.2,1.1,2,-,0.7,0.9,0.1,-,7.36
Isco,Real Madrid,27,"AM(CLR),FW",26(8),2341,1.7,0.8,0.9,-,0.1,1.2,0.1,-,7.35
Grzegorz Krychowiak,Sevilla,29,"D(C),M(C)",31(1),2717,3.3,3,2.5,-,2.1,0.8,0.4,-,7.33
Aritz Elustondo,Real Sociedad,25,D(CR),4,320,4,4.3,0.8,0.5,2.5,1,-,-,7.32
Vicente Iborra,Sevilla,31,M(C),24(2),2026,2,1.2,1.6,-,2.2,0.7,0.4,-,7.32
Koke,Atletico Madrid,27,M(CLR),33(1),2884,2.8,1.2,1.1,-,0.9,1.6,0.1,-,7.32
Rúben Vezo,Valencia,25,D(CR),6(1),554,1.6,2.3,0.7,1.3,5,1.1,0.7,-,7.28
Pablo Piatti,Valencia,30,M(LR),26(2),1913,1.8,0.9,0.8,-,0.2,0.9,-,-,7.27
José Antonio Reyes,Sevilla,35,M(CLR),15(4),1227,1.6,0.6,1.5,-,0.2,1.5,0.2,-,7.25
Sergio Busquets,Barcelona,30,DMC,29(4),2492,2.9,1.5,0.8,0.1,0.7,1.2,0.2,-,7.24
Adrián Marín,Villarreal,22,D(L),4,346,3,2.5,1,0.3,3.8,1,0.3,-,7.24
Shkodran Mustafi,Valencia,27,D(CR),33,2915,1.4,2.9,1,0.6,6.8,0.5,0.5,1,7.23
Jordi Alba,Barcelona,30,D(L),27,2335,2.1,1.7,0.8,0.1,2.1,0.7,0.1,2,7.22
Mario Mandzukic,Atletico Madrid,33,"M(L),FW",24(4),1945,1.1,0.4,1.4,-,1,0.3,0.1,-,7.22
Pepe,Real Madrid,36,D(C),25(2),2225,1.7,1.8,0.7,0.5,3.7,0.6,0.4,-,7.20
José Gayá,Valencia,24,D(L),32(3),2921,2.8,2,1.7,0.4,2.4,0.5,0.3,-,7.19
Aymeric Laporte,Athletic Bilbao,25,D(CL),33,2960,1.9,3.7,1.2,1.1,4.5,0.5,0.4,-,7.19
Mateo Musacchio,Villarreal,28,D(C),12(2),1135,2,2.1,0.9,0.7,4.8,0.2,1,-,7.18
Jesús Gámez,Atletico Madrid,34,D(LR),12(2),1080,3.4,1.9,0.9,-,3.8,1.1,0.1,-,7.18
Víctor Ruiz,Villarreal,30,D(C),24(1),2205,1.3,3.2,1,0.8,5.3,0.5,1,-,7.18
Adrián Embarba,Rayo Vallecano,27,"AM(LR),FW",9(5),833,2.6,1.1,1,-,1.2,0.9,0.1,-,7.18
Mikel San José,Athletic Bilbao,30,"D(C),DMC",23(5),2140,2.8,2.5,1.1,0.5,3,1.2,0.2,-,7.17
Sergio García,Espanyol,36,"M(CLR),FW",34(1),2986,0.6,0.5,1.2,-,0.9,0.2,-,-,7.17
Gabi,Atletico Madrid,35,M(C),32(2),2612,3.5,1.5,1.8,-,0.8,1.4,0.2,-,7.17
Nico Pareja,Sevilla,35,D(C),26,2280,1.6,2.7,1.2,0.5,3.9,0.6,0.8,-,7.16
Raphael Varane,Real Madrid,26,D(C),21(6),2033,1.2,2,0.4,0.5,5,0.3,0.7,-,7.16
Fabián Orellana,Celta Vigo,33,AM(CLR),34(1),2967,1.2,1,0.8,-,0.6,0.7,-,-,7.16
Antoine Griezmann,Atletico Madrid,28,"AM(CLR),FW",29(8),2473,0.8,0.4,1.1,-,0.2,0.5,-,-,7.15
