Name,Team,Age,Position,Apps,Minutes,Total goals,Total Assists,Shots per game,Key passes per game,Dribbles per game,Fouled per game,Offsides per game,Dispossessed per game,Bad control per game,Rating
Arjen Robben,Bayern Munich,35,"M(CLR),FW",20(1),1679,17,7,4.2,2.4,4.5,1.3,0.4,1.2,1.1,8.45
Kevin De Bruyne,Wolfsburg,28,"M(CLR),FW",34,3052,10,20,2.8,3.3,2.9,1.5,0.5,1.8,1.5,7.95
Franck Ribéry,Bayern Munich,36,AM(L),9(6),959,5,7,1.5,1.9,3.8,1.5,0.3,1.6,0.9,7.93
Roberto Firmino,Hoffenheim,27,"M(CLR),FW",33,2918,7,10,2.9,2.1,4.2,1,0.2,2.2,2.3,7.79
Naldo,Wolfsburg,36,D(C),32,2879,7,2,1.6,0.3,0.6,0.8,-,0.3,0.2,7.78
Ricardo Rodríguez,Wolfsburg,26,"D(CL),M(L)",26,2294,6,4,1.3,2.1,1.4,1.1,0.1,1,0.5,7.72
Cléber Reis,Hamburger SV,28,D(C),11(1),1029,1,-,1.1,-,1.2,0.8,-,0.8,0.8,7.68
Karim Bellarabi,Bayer Leverkusen,29,"AM(CLR),FW",32(1),2725,12,6,3.2,1.4,4.7,1.9,0.9,2.5,1.5,7.64
Granit Xhaka,Borussia M.Gladbach,26,M(C),30,2639,2,1,2,0.7,1.4,1.4,0.1,1.2,0.8,7.61
Mats Hummels,Borussia Dortmund,30,D(C),23(1),2032,2,-,0.9,0.4,0.8,0.6,-,0.3,0.5,7.60
Bas Dost,Wolfsburg,30,FW,17(4),1530,16,4,2,0.7,0.2,0.9,0.8,0.2,0.7,7.59
Marco Reus,Borussia Dortmund,30,"M(CLR),FW",18(2),1571,7,5,3.3,2.5,1.9,2.2,1.2,1.4,1.8,7.54
Alexander Meier,Eintracht Frankfurt,36,"M(C),FW",24(2),2210,19,2,3.1,0.8,0.2,0.4,0.6,0.8,1.1,7.54
Eric Maxim Choupo-Moting,Schalke 04,30,"M(CLR),FW",30(1),2557,9,6,2.2,1.2,3.9,1.4,0.6,2.9,2.2,7.50
Stefan Bell,Mainz 05,27,D(CR),31,2790,3,1,0.7,0.2,0.8,0.7,0.1,0.4,0.4,7.50
Xabi Alonso,Bayern Munich,37,M(C),24(2),1973,2,3,0.8,1.3,0.4,1.3,-,0.8,0.5,7.47
Timm Klose,Wolfsburg,31,D(C),11(1),959,1,-,0.3,0.1,0.3,1,-,-,0.4,7.44
Nuri Sahin,Borussia Dortmund,30,M(C),6(1),544,1,-,1.9,1,0.7,1.3,-,1.1,2,7.44
Robert Lewandowski,Bayern Munich,30,FW,28(3),2487,17,5,3.4,1,1.4,1.4,0.8,1.9,1.5,7.43
Lars Bender,Bayer Leverkusen,30,"D(R),M(C)",25(1),2028,1,3,0.8,0.7,0.7,2,-,0.6,0.6,7.43
Raffael,Borussia M.Gladbach,34,"AM(CL),FW",28(3),2379,12,2,2.2,1.4,2.9,1.4,0.2,1.5,1.2,7.43
Wendell,Bayer Leverkusen,25,"D(CL),M(L)",25(1),2251,1,1,0.7,0.9,1.6,1.7,-,0.9,1,7.42
Salif Sané,Hannover 96,28,"D(C),DMC",16(2),1438,2,-,1.2,0.4,1.2,1.1,-,0.5,0.9,7.42
Ömer Toprak,Bayer Leverkusen,29,D(C),27(2),2497,1,-,0.3,0.3,0.2,0.9,0.1,0.3,0.6,7.41
Bastian Schweinsteiger,Bayern Munich,34,"D(C),M(C)",15(5),1362,5,4,1.5,1.6,1,1.2,0.1,0.6,0.5,7.40
Jonas Hector,FC Cologne,29,"D(L),DMC,M(L)",33,2970,2,-,0.6,0.9,2.1,1.5,0.1,0.4,0.7,7.40
Roberto Hilbert,Bayer Leverkusen,34,"D(R),M(R)",21(2),1792,-,5,0.3,1,1.2,0.8,-,0.7,0.7,7.40
Stefan Kießling,Bayer Leverkusen,35,FW,31(3),2577,9,4,1.6,1,0.8,3.2,1,2,2.1,7.39
Lars Stindl,Hannover 96,30,"M(CR),FW",20(1),1798,10,3,2.4,1.6,1.4,2.8,0.2,1.9,2.2,7.39
Tony Jantschke,Borussia M.Gladbach,29,"D(CR),DMC",31,2746,1,-,0.4,0.5,0.4,1.4,-,0.1,0.3,7.38
Emir Spahic,Bayer Leverkusen,38,D(C),22,1875,1,-,0.5,0.1,0.4,0.6,-,0.3,0.2,7.38
Kyriakos Papadopoulos,Bayer Leverkusen,27,D(C),9(5),829,2,1,1.2,0.1,0.1,0.6,-,-,0.1,7.37
Abdul Rahman Baba,Augsburg,24,"D(L),M(L)",29(2),2669,-,4,0.2,0.8,1.4,1.5,0.2,0.7,1.1,7.37
Bastian Oczipka,Eintracht Frankfurt,30,"D(CL),M(L)",28(2),2570,1,4,0.4,1.5,1.7,1.3,-,0.9,0.7,7.36
Christoph Kramer,Borussia M.Gladbach,28,DMC,28(2),2508,2,1,0.4,0.8,1.7,1.3,-,1.6,0.8,7.35
