Team,Name,Goal conversion percentage,Total shots,Successful dribbles,Big chances missed,Goals,Rating
Atletico Madrid,Jan Oblak,0,0,3,0,0,7.08
Atletico Madrid,Šime Vrsaljko,0,3,11,0,0,7.08
Valencia,Jaume Doménech,0,0,0,0,0,7.08
Villarreal,Carlos Bacca,26,57,35,10,15,7.08
Athletic Bilbao,Unai Núñez,5,19,17,3,1,7.06
Eibar,Iván Ramis,30,10,4,1,3,7.06
Barcelona,Andrés Iniesta,8,13,63,0,1,7.06
Real Betis,Andrés Guardado,7,30,22,2,2,7.06
Leganes,Diego Rico,12,17,20,0,2,7.06
Atletico Madrid,José Giménez,8,12,6,0,1,7.06
Real Sociedad,Aritz Elustondo,30,10,3,0,3,7.05
Celta Vigo,Daniel Wass,10,41,11,5,4,7.05
Girona,Christian Stuani,33,64,15,16,21,7.05
Valencia,Gonçalo Guedes,12,42,81,7,5,7.04
Real Sociedad,Héctor Moreno,13,8,0,2,1,7.04
Barcelona,Marc-André ter Stegen,0,0,1,0,0,7.03
Real Betis,Junior Firpo,22,9,8,1,2,7.03
Levante,José Campaña,6,17,36,2,1,7.03
Real Madrid,Karim Benzema,10,48,33,18,5,7.03
Leganes,Rubén Pérez,0,13,27,0,0,7.02
Valencia,Gabriel Paulista,0,15,5,1,0,7.02
Getafe,Djené,11,9,30,0,1,7.02
Celta Vigo,Pione Sisto,13,39,75,5,5,7.01
Athletic Bilbao,Raúl García,15,68,11,8,10,7.01
Malaga,Roberto Rosales,8,13,18,0,1,7.01
Celta Vigo,Maximiliano Gómez,28,61,14,17,17,7.01
Real Sociedad,Xabi Prieto,20,15,20,2,3,7.01
Villarreal,Cédric Bakambu,33,27,10,6,9,7.01
Real Sociedad,Mikel Oyarzabal,24,49,40,8,12,7.01
Deportivo Alaves,Ermedin Demirović,33,3,0,2,1,7.00
Sevilla,Nicolás Pareja,0,0,0,0,0,7.00
Sevilla,Borja Lasso,0,0,1,0,0,7.00
Las Palmas,Aythami Artiles,0,0,0,0,0,7.00
Malaga,Juan Cruz,0,0,1,0,0,7.00
Villarreal,Pablo Fornals,9,33,27,0,3,7.00
Eibar,Anaitz Arbilla,15,13,20,0,2,7.00
Deportivo La Coruna,Sidnei,14,7,16,0,1,7.00
Las Palmas,Oghenekaro Etebo,0,13,25,0,0,6.99
Real Sociedad,Diego Llorente,14,21,16,1,3,6.99
Real Madrid,Raphaël Varane,0,9,9,2,0,6.99
Real Betis,Aïssa Mandi,9,11,13,5,1,6.99
Atletico Madrid,Stefan Savić,0,1,4,0,0,6.99
Real Madrid,Achraf Hakimi,67,3,22,0,2,6.99
Valencia,Martín Montoya,0,5,19,0,0,6.99
Real Betis,Zouhair Feddal,60,5,3,0,3,6.99
Athletic Bilbao,Iñigo Martínez,7,14,11,2,1,6.99
Celta Vigo,Hugo Mallo,0,18,19,2,0,6.99
Villarreal,Víctor Ruiz,40,5,5,0,2,6.99
Athletic Bilbao,Beñat Etxebarria,0,10,6,0,0,6.98
Sevilla,Simon Kjær,29,7,1,0,2,6.97
Real Betis,Loren Moron,35,20,19,2,7,6.97
Real Madrid,Nacho Fernández,38,8,6,1,3,6.97
Getafe,Vicente Guaita,0,0,0,0,0,6.97
Real Madrid,Lucas Vázquez,16,25,36,7,4,6.97
Sevilla,Ganso,33,6,4,1,2,6.97
Real Sociedad,Alberto de la Bella,0,5,9,0,0,6.97
Levante,Jefferson Lerma,0,18,19,1,0,6.97
Getafe,Fayçal Fajr,6,17,19,1,1,6.97
Real Madrid,Keylor Navas,0,0,0,0,0,6.97
Real Sociedad,Raúl Navas,0,11,6,1,0,6.97
Leganes,Alexander Szymanowski,13,15,7,0,2,6.96
Girona,Marc Muniesa,0,2,5,0,0,6.96
Deportivo La Coruna,Luisinho,9,11,43,0,1,6.96
Deportivo Alaves,Víctor Laguardia,40,5,1,0,2,6.96
Real Sociedad,Carlos Vela,13,8,17,2,1,6.96
Valencia,Santi Mina,36,33,19,5,12,6.96
Villarreal,Samu Castillejo,15,41,47,3,6,6.96
Espanyol,Naldo,0,1,2,0,0,6.95
Athletic Bilbao,Enric Saborit,0,5,3,0,0,6.95
Sevilla,Steven N'Zonzi,7,15,13,2,1,6.95
Sevilla,Sergio Escudero,0,13,26,2,0,6.95
Athletic Bilbao,Iago Herrerín,0,0,0,0,0,6.95
Sevilla,Carlos Fernández Luna,20,5,0,1,1,6.95
Leganes,Gabriel Pires,15,33,49,0,5,6.95
Malaga,Chori Castro,18,22,28,1,4,6.95
Eibar,Paulo Oliveira,0,10,2,1,0,6.95
Getafe,Ángel Rodríguez,24,55,22,11,13,6.95
Barcelona,Lucas Digne,0,2,4,1,0,6.95
Las Palmas,Leandro Chichizola,0,0,5,0,0,6.94
Espanyol,Sergi Darder,6,18,34,0,1,6.94
Leganes,Dimitrios Siovas,7,14,8,1,1,6.94
Espanyol,David López,8,13,7,2,1,6.94
Real Madrid,Borja Mayoral,21,14,7,3,3,6.94
Deportivo La Coruna,Adrián López,19,47,38,5,9,6.94
Valencia,Neto,0,1,0,1,0,6.94
Real Betis,Joel Campbell,40,5,9,0,2,6.94
Deportivo La Coruna,Federico Cartabia,8,24,35,2,2,6.94
Levante,Raúl Fernández,0,0,0,0,0,6.94
Sevilla,Jesús Navas,6,16,16,1,1,6.94
Sevilla,Nolito,12,33,27,7,4,6.93
Sevilla,Clément Lenglet,25,12,12,1,3,6.93
Eibar,David Lombán,33,3,0,0,1,6.93
Eibar,Charles Días,21,39,4,6,8,6.93
Real Madrid,Jesús Vallejo,0,0,5,0,0,6.93
Athletic Bilbao,Ander Iturraspe,0,5,5,0,0,6.93
Girona,Bernardo Espinosa,0,19,2,3,0,6.93
Deportivo Alaves,Martín Aguirregabiria,0,2,16,0,0,6.92
Barcelona,Ousmane Dembélé,20,15,40,1,3,6.92
Leganes,Joseba Zaldúa,13,8,32,0,1,6.92
Barcelona,Thomas Vermaelen,0,3,1,0,0,6.92
Sevilla,David Soria,0,0,0,0,0,6.92
Espanyol,Pau López,0,0,0,0,0,6.92
Real Betis,Cristian Tello,14,28,42,1,4,6.92
Getafe,Juan Cala,13,16,2,2,2,6.92
Las Palmas,Oussama Tannane,0,12,8,0,0,6.91
Real Madrid,Mateo Kovačić,0,6,35,0,0,6.91
Celta Vigo,Pablo Hernández,21,14,18,1,3,6.91
Deportivo Alaves,Rodrigo Ely,7,15,3,0,1,6.91
Malaga,Paul Baysse,11,9,3,0,1,6.91
Celta Vigo,Sergi Gómez,9,11,1,3,1,6.91
Leganes,Raúl García,0,7,11,0,0,6.90
Las Palmas,Sergi Samper,0,0,3,0,0,6.90
Sevilla,Walter Montoya,0,1,0,0,0,6.90
Eibar,Asier Riesgo,0,0,0,0,0,6.90
Deportivo Alaves,Víctor López,0,0,0,0,0,6.90
Getafe,Leandro Cabrera,0,2,3,1,0,6.90
Real Betis,Antonio Sanabria,36,22,6,5,8,6.89
Villarreal,Álvaro González,0,15,2,2,0,6.89
Real Madrid,Dani Ceballos,33,6,11,0,2,6.89
Eibar,Dani García,0,15,8,0,0,6.89
Espanyol,Diego López,0,0,0,0,0,6.89
Athletic Bilbao,Yeray Álvarez,0,1,4,0,0,6.89
Deportivo Alaves,Rubén Duarte,0,4,10,1,0,6.89
Malaga,Recio,6,17,17,1,1,6.89
Espanyol,Javi López,0,2,7,0,0,6.89
Valencia,Ezequiel Garay,0,5,0,0,0,6.88
Valencia,Nemanja Maksimović,0,7,6,0,0,6.88
Girona,Aleix García,13,8,6,0,1,6.88
Deportivo Alaves,Fernando Pacheco,0,0,1,0,0,6.88
Sevilla,Gabriel Mercado,0,14,4,1,0,6.88
Villarreal,Jaume Costa,0,9,27,0,0,6.88
Sevilla,Pablo Sarabia,14,42,21,8,6,6.88
Espanyol,Didac Vila,0,5,6,1,0,6.88
Malaga,Federico Ricca,0,4,7,0,0,6.88
Atletico Madrid,Gabi,0,7,10,0,0,6.88
Leganes,Unai Bustinza,15,13,3,4,2,6.88
Deportivo La Coruna,Guilherme,0,29,26,3,0,6.87
Villarreal,Daniele Bonera,0,2,1,0,0,6.87
Getafe,Bruno González,0,3,1,0,0,6.87
Athletic Bilbao,Aritz Aduriz,17,52,19,9,9,6.87
Sevilla,Guido Pizarro,11,9,21,2,1,6.87
Las Palmas,Ximo Navarro,0,3,36,0,0,6.87
Villarreal,Nicola Sansone,50,10,10,0,5,6.87
Valencia,Francis Coquelin,33,3,14,0,1,6.87
Celta Vigo,Jonny Castro,25,8,45,1,2,6.87
Villarreal,Sergio Asenjo,0,0,1,0,0,6.87
Barcelona,Paulinho,24,38,25,11,9,6.86
Athletic Bilbao,Kepa Arrizabalaga,0,0,0,0,0,6.86
Girona,Pedro Alcala,14,7,5,0,1,6.86
Barcelona,Paco Alcácer,31,13,3,3,4,6.86
Valencia,Simone Zaza,23,57,13,9,13,6.86
Deportivo La Coruna,Celso Borges,14,22,14,0,3,6.86
Eibar,Sergi Enrich,12,26,4,1,3,6.86
Levante,Enis Bardhi,33,27,24,2,9,6.86
Real Sociedad,Miguel Ángel Moyà,0,0,0,0,0,6.86
Deportivo Alaves,Ibai Gómez,18,39,38,1,7,6.85
Valencia,Rubén Vezo,0,2,11,0,0,6.85
Real Betis,Ryad Boudebouz,14,14,38,0,2,6.85
Eibar,David Juncà,0,3,10,0,0,6.85
Las Palmas,Alejandro Gálvez,6,16,10,1,1,6.85
Atletico Madrid,Yannick Carrasco,19,16,35,1,3,6.85
Real Sociedad,Adnan Januzaj,8,40,67,8,3,6.85
Deportivo La Coruna,Juanfran,0,16,47,2,0,6.85
Girona,Portu,27,41,50,8,11,6.84
Las Palmas,Jonathan Calleri,12,77,31,12,9,6.84
Girona,Juanpe,29,17,4,3,5,6.84
Valencia,Nacho Vidal,50,2,3,0,1,6.84
Getafe,Loïc Rémy,23,35,27,6,8,6.84
Villarreal,Mariano Barbosa,0,0,0,0,0,6.84
Celta Vigo,Stanislav Lobotka,0,6,44,0,0,6.84
Leganes,Ezequiel Muñoz,0,5,3,0,0,6.84
Atletico Madrid,Juanfran,0,1,7,0,0,6.84
Eibar,Joan Jordan,20,30,42,3,6,6.83
Atletico Madrid,Diego Costa,17,18,15,4,3,6.83
Real Sociedad,Kevin Rodrigues,10,10,13,0,1,6.83
Las Palmas,Alen Halilović,7,29,31,1,2,6.83
Celta Vigo,Emre Mor,10,10,44,0,1,6.83
Real Sociedad,Igor Zubeldia,8,12,9,0,1,6.83
Barcelona,Denis Suárez,22,9,21,3,2,6.83
Athletic Bilbao,Óscar de Marcos,8,12,12,4,1,6.82
Espanyol,Pablo Piatti,10,21,24,4,2,6.82
Deportivo Alaves,Guillermo Maripán,0,3,10,1,0,6.82
Girona,Pablo Maffeo,0,20,33,0,0,6.82
Levante,Emmanuel Boateng,17,35,15,8,6,6.82
Barcelona,Gerard Deulofeu,20,5,7,1,1,6.82
Getafe,Emiliano Martínez,0,0,0,0,0,6.82
Deportivo La Coruna,Fabian Schär,12,17,14,3,2,6.82
Eibar,Kike,15,55,13,12,8,6.82
Leganes,Martín Mantovani,20,5,2,1,1,6.82
Las Palmas,Javi Castellano,0,3,7,0,0,6.81
Malaga,Miguel Torres,0,1,0,0,0,6.81
Athletic Bilbao,Iñaki Williams,12,59,61,15,7,6.81
Espanyol,Víctor Sánchez,0,11,11,0,0,6.81
Espanyol,Aarón Martin Caricol,0,4,35,0,0,6.81
Leganes,Iván Cuéllar,0,0,0,0,0,6.81
Girona,Michael Olunga,25,12,3,2,3,6.81
Sevilla,Miguel Layún,13,15,8,0,2,6.81
Girona,David Timor,22,9,1,0,2,6.81
Levante,José Luis Morales,22,45,91,7,10,6.81
Getafe,Markel Bergara,29,14,2,1,4,6.81
Deportivo Alaves,Manu García,14,21,18,3,3,6.80
Espanyol,Léo Baptistão,13,63,30,14,8,6.80
Malaga,Isaac Success,0,4,23,0,0,6.80
Eibar,Gonzalo Escalante,6,17,15,0,1,6.80
Real Madrid,Marcos Llorente,0,6,7,0,0,6.80
Celta Vigo,Facundo Roncaglia,0,5,9,1,0,6.80
Eibar,Bebé,0,6,8,0,0,6.80
Villarreal,Andrés Fernández,0,0,0,0,0,6.80
Malaga,Emanuel Cecchini,0,1,1,0,0,6.80
Malaga,Álex Robles,0,0,0,0,0,6.80
Real Betis,Antonio Barragán,0,7,14,1,0,6.80
Athletic Bilbao,Markel Susaeta,17,18,37,1,3,6.80
Levante,Sergio Postigo,25,4,9,0,1,6.80
Deportivo Alaves,Tomás Pina,13,8,19,1,1,6.80
Espanyol,Esteban Granero,8,12,9,0,1,6.80
Las Palmas,Alberto Aquilani,0,9,7,0,0,6.80
Malaga,Roberto,0,1,0,1,0,6.79
Sevilla,Johannes Geis,0,5,0,0,0,6.79
Malaga,Luis Hernández,0,3,3,0,0,6.79
Deportivo La Coruna,Emre Çolak,7,15,33,1,1,6.79
Getafe,Damián Suárez,13,8,34,1,1,6.79
Espanyol,Marc Roca,0,3,2,0,0,6.79
Espanyol,Sergio García,6,33,22,3,2,6.79
Girona,Bono,0,0,1,0,0,6.79
Sevilla,Roque Mesa,0,0,3,0,0,6.79
Sevilla,Lionel Carole,0,2,10,1,0,6.78
Deportivo Alaves,Álvaro Medrán,20,10,18,0,2,6.78
Leganes,Miguel Ángel Guerrero,15,27,9,6,4,6.78
Las Palmas,David García,20,5,5,0,1,6.78
Las Palmas,Mauricio Lemos,0,13,6,0,0,6.78
Levante,Ruben Rochina,17,6,5,1,1,6.78
Athletic Bilbao,Xabier Etxeita,25,4,0,2,1,6.78
Real Betis,Sergio León,24,46,20,12,11,6.78
Athletic Bilbao,Mikel Rico,0,11,10,0,0,6.78
Atletico Madrid,Fernando Torres,20,25,17,4,5,6.77
Real Betis,Juan Narváez,0,1,3,0,0,6.77
Eibar,Rubén Peña,11,9,20,0,1,6.77
Sevilla,Wissam Ben Yedder,23,39,16,17,9,6.77
Getafe,Jorge Molina,13,54,24,18,7,6.77
Sevilla,Daniel Carriço,0,1,0,0,0,6.77
Real Betis,Antonio Adán,0,0,5,0,0,6.77
Athletic Bilbao,Mikel Balenziaga,0,3,14,0,0,6.77
Athletic Bilbao,Íñigo Lekue,0,14,42,0,0,6.77
Levante,Roger,15,20,13,6,3,6.76
Deportivo Alaves,Mubarak Wakaso,0,7,17,1,0,6.76
Valencia,Toni Lato,0,1,8,0,0,6.76
Villarreal,Raba,22,9,27,3,2,6.76
Deportivo Alaves,Rubén Sobrino,13,23,25,6,3,6.76
Celta Vigo,Jozabed Sánchez,0,16,6,2,0,6.76
Getafe,Vitorino Antunes,0,19,18,1,0,6.76
Girona,Anthony Lozano,8,13,11,1,1,6.76
Las Palmas,Michel Macedo,0,6,14,0,0,6.76
Celta Vigo,Gustavo Cabral,14,7,1,0,1,6.76
Barcelona,Nélson Semedo,0,3,29,1,0,6.75
Villarreal,Enes Ünal,15,39,9,7,6,6.75
Real Betis,Francis Guerrero,33,3,17,1,1,6.75
Las Palmas,Sergio Araujo,0,1,2,0,0,6.75
Espanyol,Sergio Sánchez,0,1,0,0,0,6.75
Real Sociedad,Juanmi,29,28,11,3,8,6.75
Deportivo Alaves,John Guidetti,10,29,8,4,3,6.75
Levante,Coke,30,10,19,2,3,6.75
Las Palmas,Pedro Bigas,0,3,10,0,0,6.75
Getafe,Dani Pacheco,0,0,4,0,0,6.74
Atletico Madrid,Kévin Gameiro,44,16,9,6,7,6.74
Eibar,Ander Capa,0,4,34,0,0,6.74
Girona,Aday Benítez,8,25,27,2,2,6.74
Sevilla,Franco Vázquez,10,42,32,7,4,6.74
Eibar,Iván Alejo,11,9,33,0,1,6.74
Levante,Erick Cabaco,0,2,2,0,0,6.74
Atletico Madrid,Vitolo,15,13,34,3,2,6.73
Las Palmas,Momo,0,4,7,1,0,6.73
Celta Vigo,Brais Méndez,6,17,8,2,1,6.73
Real Madrid,Theo Hernández,0,2,22,0,0,6.73
Malaga,Juankar,0,0,6,0,0,6.73
Villarreal,Roger Martínez,20,5,6,0,1,6.73
Real Betis,Jordi Amat,0,3,18,0,0,6.73
Levante,Oier Olazábal,0,0,2,0,0,6.73
Deportivo Alaves,Burgui,13,8,21,0,1,6.73
Levante,Róber Pier,0,6,8,0,0,6.72
Malaga,Adalberto Peñaranda,0,17,15,0,0,6.72
Sevilla,Sandro Ramírez,0,20,11,3,0,6.72
Girona,Jonas Ramalho,0,6,13,2,0,6.72
Leganes,Mauro Dos Santos,0,1,1,0,0,6.72
Girona,Carles Planas,0,1,0,0,0,6.72
Celta Vigo,Rubén Blanco,0,0,0,0,0,6.72
Villarreal,Antonio Rukavina,0,2,1,0,0,6.72
Levante,Antonio Luna,0,1,10,0,0,6.72
Levante,Chema,14,7,1,0,1,6.72
Las Palmas,Gabriel Peñalba,0,4,6,0,0,6.71
Deportivo La Coruna,Sulley Muntari,0,4,0,0,0,6.71
Girona,Gorka Iraizoz,0,0,0,0,0,6.71
Valencia,Carlos Soler,3,37,26,6,1,6.71
Real Betis,Víctor Camarasa,5,19,11,0,1,6.71
Sevilla,Sébastien Corchia,0,5,5,0,0,6.71
Levante,Toño,0,1,24,0,0,6.71
Deportivo La Coruna,Borja Valle,23,13,0,3,3,6.71
Atletico Madrid,Ángel Correa,21,39,69,8,8,6.71
Malaga,Youssef En-Nesyri,10,41,18,6,4,6.70
Real Sociedad,David Zurutuza,0,11,14,3,0,6.70
Real Betis,Javi García,14,7,13,3,1,6.70
Deportivo La Coruna,Pedro Mosquera,0,9,9,2,0,6.70
Sevilla,Joaquín Correa,5,20,40,2,1,6.70
Eibar,Cristian Rivera,0,1,2,0,0,6.70
Real Betis,Alin Toșca,0,1,2,0,0,6.70
Getafe,Mathias Olivera,100,1,2,0,1,6.70
Deportivo La Coruna,Carles Gil,0,7,2,0,0,6.70
Deportivo Alaves,Antonio Sivera,0,0,0,0,0,6.70
Deportivo Alaves,Héctor Hernández,0,0,0,0,0,6.70
Malaga,Ivan Rodríguez,0,0,0,0,0,6.70
Getafe,Carlos Calderón,0,0,0,0,0,6.70
Atletico Madrid,Nicolás Gaitán,0,4,2,1,0,6.70
Deportivo Alaves,Enzo Zidane,0,0,2,0,0,6.70
Villarreal,Alfred N'Diaye,0,0,1,0,0,6.70
Levante,Ivi,15,27,33,0,4,6.70
Real Betis,Riza Durmisi,15,13,8,1,2,6.70
Celta Vigo,Sergio Álvarez,0,0,1,0,0,6.69
Espanyol,Carlos Sánchez,0,2,9,0,0,6.69
Deportivo Alaves,Alexis Ruano,11,9,6,0,1,6.69
Malaga,Diego Rolán,17,30,42,6,5,6.69
Athletic Bilbao,Mikel San José,6,17,20,3,1,6.69
Valencia,Luciano Vietto,20,10,8,2,2,6.69
Malaga,Ignasi Miquel,0,8,10,0,0,6.69
Deportivo La Coruna,Raúl Albentosa,10,10,2,2,1,6.69
Deportivo La Coruna,Costel Pantilimon,0,0,1,0,0,6.68
Deportivo La Coruna,Michael Krohn-Dehli,9,11,15,0,1,6.68
Sevilla,Sergio Rico,0,0,0,0,0,6.68
Girona,Johan Mojica,0,11,47,0,0,6.68
Espanyol,Óscar Duarte,0,2,1,0,0,6.68
Espanyol,Mario Hermoso,10,10,5,1,1,6.68
Levante,Pedro López,0,2,7,0,0,6.68
Real Madrid,Kiko Casilla,0,0,0,0,0,6.68
Malaga,Adrián González,12,26,8,2,3,6.68
Atletico Madrid,Augusto Fernández,0,0,2,0,0,6.68
Las Palmas,Tana,10,10,19,2,1,6.67
Eibar,Marko Dmitrović,0,0,5,0,0,6.67
Villarreal,Denis Cheryshev,8,25,16,7,2,6.67
Sevilla,Luis Muriel,16,45,28,11,7,6.67
Celta Vigo,Andreu Fontàs,0,1,0,0,0,6.67
Deportivo La Coruna,Fernando Navarro,0,0,8,0,0,6.67
Real Betis,Rafa Navarro,0,1,3,0,0,6.67
Malaga,Diego Gonzalez,8,13,1,1,1,6.67
Malaga,Manuel Iturra,0,2,19,1,0,6.67
Las Palmas,David Simón,0,3,13,0,0,6.66
Barcelona,Aleix Vidal,13,8,3,3,1,6.66
Leganes,Darko Brašanac,22,9,10,1,2,6.66
Valencia,Andreas Pereira,10,10,17,1,1,6.66
Malaga,Mehdi Lacen,0,5,5,0,0,6.66
Las Palmas,Dani Castellano,0,3,24,0,0,6.65
Las Palmas,Matías Aguirregaray,0,6,14,1,0,6.65
Deportivo Alaves,Daniel Torres,0,4,9,0,0,6.65
Eibar,Papakouli Diop,0,11,8,0,0,6.65
Levante,Hacen,0,0,0,0,0,6.65
Deportivo La Coruna,Mujaid Sadick,0,0,0,0,0,6.65
Deportivo La Coruna,Eneko Bóveda,0,0,3,0,0,6.65
Deportivo Alaves,Bojan Krkić,0,5,9,2,0,6.65
Deportivo La Coruna,Federico Valverde,0,14,7,1,0,6.64
Deportivo Alaves,Alfonso Pedraza,10,29,43,4,3,6.64
Eibar,Takashi Inui,12,43,40,5,5,6.64
Sevilla,Guilherme Arana,0,0,0,0,0,6.63
Villarreal,Chuca,0,3,2,0,0,6.63
Espanyol,José Jurado,0,9,35,2,0,6.63
Villarreal,Roberto Soriano,0,17,14,2,0,6.63
Leganes,Javier Eraso,17,24,10,4,4,6.63
Getafe,Mauro Arambarri,8,13,13,1,1,6.62
Real Sociedad,Álvaro Odriozola,0,6,32,1,0,6.62
Levante,Saša Lukić,0,2,15,0,0,6.62
Levante,Jason,4,23,25,2,1,6.62
Las Palmas,Hernán,0,4,0,2,0,6.62
Real Sociedad,Gerónimo Rulli,0,0,0,0,0,6.62
Leganes,José Naranjo,13,8,6,0,1,6.62
Leganes,Claudio Beauvue,7,30,13,5,2,6.61
Leganes,Gerard Gumbau,8,12,6,0,1,6.61
Athletic Bilbao,Mikel Vesga,17,6,7,3,1,6.61
Las Palmas,Raúl Lizoain,0,0,0,0,0,6.61
Girona,Olarenwaju Kayode,0,4,3,2,0,6.61
Villarreal,Javi Fuego,0,4,4,1,0,6.61
Espanyol,Óscar Melendo,0,5,8,0,0,6.61
Leganes,Omar Ramos,0,6,33,0,0,6.60
Girona,Marlos Moreno,0,0,0,0,0,6.60
Barcelona,José Manuel Arnáiz,0,0,0,0,0,6.60
Deportivo Alaves,Óscar Romero,0,5,2,0,0,6.60
Real Betis,Matías Nahuel,0,2,8,1,0,6.60
Villarreal,Leonardo Suárez,0,0,1,0,0,6.60
Real Sociedad,Jon Bautista,17,6,1,2,1,6.60
Levante,Aly Abeid,0,0,1,0,0,6.60
Atletico Madrid,Carlos Isaac,0,1,1,0,0,6.60
Las Palmas,Erik Expósito,14,7,5,1,1,6.60
Getafe,David Alba,0,0,0,0,0,6.60
Getafe,Alberto Redondo,0,0,0,0,0,6.60
Malaga,Alberto Lopez,0,0,0,0,0,6.60
Leganes,Sergio Arribas,0,0,0,0,0,6.60
Valencia,Ferrán Torres,0,3,8,1,0,6.60
Malaga,Maxime Lestienne,0,11,10,2,0,6.60
Celta Vigo,Nemanja Radoja,0,4,11,1,0,6.60
Getafe,Gaku Shibasaki,14,7,12,1,1,6.60
Real Betis,Rubén Castro,13,8,1,3,1,6.59
Deportivo Alaves,Christian Santos,29,7,0,1,2,6.59
Getafe,Francisco Portillo,17,12,36,4,2,6.59
Malaga,Keko,0,11,10,2,0,6.59
Espanyol,Marc Navarro,7,14,9,0,1,6.58
Levante,Nano Mesa,0,6,2,2,0,6.58
Girona,Pere Pons,0,9,41,2,0,6.58
Las Palmas,Nacho Gil,0,4,10,0,0,6.58
Las Palmas,Benito Ramírez,0,1,4,0,0,6.58
Girona,Douglas Luiz,0,9,4,1,0,6.58
Getafe,Mathieu Flamini,0,1,1,0,0,6.58
Malaga,Esteban Rolón,0,2,4,0,0,6.57
Levante,Álex Alegría,0,10,1,1,0,6.57
Leganes,Nabil El Zhar,7,30,49,6,2,6.56
Malaga,Javier Ontiveros,0,6,14,0,0,6.56
Levante,Cheick Doukouré,8,12,1,0,1,6.56
Athletic Bilbao,Sabin Merino,0,7,2,3,0,6.56
Malaga,Borja Bastón,10,21,3,5,2,6.56
Levante,Armando Sadiku,0,2,2,0,0,6.55
Villarreal,Mario González,0,1,0,0,0,6.55
Celta Vigo,Róbert Mazáň,0,2,1,0,0,6.55
