Team,Name,Key passes,Accurate passes percentage,Accurate passes,Assists,Big chances created,Rating
Barcelona,Lionel Messi,89,81,1529,12,30,8.48
Eibar,Yoel Rodríguez,0,33,13,0,0,7.90
Real Madrid,Cristiano Ronaldo,38,82,597,5,8,7.90
Real Madrid,Toni Kroos,65,93,1927,7,11,7.73
Barcelona,Javier Mascherano,3,92,401,0,0,7.70
Celta Vigo,Iago Aspas,69,79,972,5,15,7.60
Barcelona,Jasper Cillessen,0,77,20,0,0,7.60
Valencia,Dani Parejo,70,86,2023,7,9,7.59
Real Madrid,Gareth Bale,41,82,573,2,8,7.52
Barcelona,Luis Suárez,58,77,810,12,19,7.51
Atletico Madrid,Antoine Griezmann,45,78,798,9,13,7.49
Barcelona,Philippe Coutinho,29,87,707,5,5,7.47
Atletico Madrid,Filipe Luís,19,83,791,2,4,7.45
Levante,Ivan Lopez,1,80,56,1,1,7.40
Real Madrid,Casemiro,24,88,1542,3,5,7.35
Real Betis,Marc Bartra,5,86,937,0,1,7.34
Real Madrid,Luka Modrić,40,90,1390,6,8,7.34
Real Sociedad,Asier Illarramendi,34,88,2203,5,5,7.33
Real Madrid,Sergio Ramos,14,90,1703,1,3,7.30
Las Palmas,Jonathan Viera,63,84,1248,3,9,7.30
Espanyol,Gerard Moreno,44,70,838,1,8,7.26
Girona,Alex Granell,76,79,1329,7,12,7.24
Atletico Madrid,Lucas Hernández,6,83,759,1,0,7.23
Real Sociedad,Sergio Canales,57,85,993,5,7,7.22
Real Madrid,Isco,48,89,1350,7,10,7.22
Athletic Bilbao,Iker Muniain,15,85,365,2,4,7.21
Real Madrid,Marco Asensio,52,90,1023,6,12,7.21
Athletic Bilbao,Aymeric Laporte,8,84,814,1,2,7.21
Barcelona,Jordi Alba,38,87,1824,8,9,7.20
Valencia,João Cancelo,5,63,26,0,0,7.20
Atletico Madrid,Axel Werner,0,25,4,0,0,7.20
Deportivo La Coruna,Francis Uzoho,0,33,14,0,0,7.20
Barcelona,Ivan Rakitić,31,90,2253,5,5,7.20
Sevilla,Éver Banega,68,87,1851,3,9,7.20
Barcelona,Sergio Busquets,24,91,2029,4,2,7.19
Eibar,Pedro León,28,66,190,3,4,7.19
Real Betis,Dani Giménez,1,64,67,0,0,7.18
Barcelona,Gerard Piqué,6,89,1657,0,2,7.17
Villarreal,Rodrigo,23,90,2225,3,3,7.17
Real Madrid,Daniel Carvajal,36,87,1368,2,8,7.16
Girona,Borja Garcia,56,86,1129,5,6,7.16
Real Betis,Joaquín,51,86,1063,7,13,7.15
Barcelona,Samuel Umtiti,1,91,1475,0,0,7.15
Barcelona,Yerry Mina,3,93,225,1,0,7.14
Atletico Madrid,Saúl Ñíguez,21,82,1393,3,7,7.14
Valencia,Geoffrey Kondogbia,22,87,1353,4,4,7.14
Atletico Madrid,Koke,52,85,1694,4,10,7.14
Real Madrid,Marcelo,57,85,1360,6,10,7.14
Real Sociedad,Willian José,40,75,634,4,9,7.13
Atletico Madrid,Thomas Partey,13,83,1148,0,0,7.13
Eibar,José Ángel,46,66,729,8,7,7.13
Valencia,Rodrigo,35,76,680,4,7,7.13
Real Betis,Fabián Ruiz,34,86,1800,6,3,7.13
Deportivo La Coruna,Lucas Pérez,83,75,608,6,13,7.13
Barcelona,Sergi Roberto,23,91,1466,7,8,7.12
Villarreal,Mario Gaspar,31,79,1130,3,3,7.11
Atletico Madrid,Diego Godín,6,86,1039,0,0,7.10
Villarreal,Manu Trigueros,43,88,1588,4,5,7.09
Valencia,Jeison Murillo,0,89,670,0,0,7.09
Valencia,José Luis Gayà,38,82,1109,3,5,7.09
Deportivo Alaves,Munir El Haddadi,41,71,445,6,6,7.08
Atletico Madrid,Jan Oblak,2,50,401,0,0,7.08
Atletico Madrid,Šime Vrsaljko,13,75,470,4,5,7.08
Valencia,Jaume Doménech,0,68,74,0,0,7.08
Villarreal,Carlos Bacca,30,74,384,6,9,7.08
Athletic Bilbao,Unai Núñez,3,82,1206,0,1,7.06
Eibar,Iván Ramis,1,83,577,0,0,7.06
Barcelona,Andrés Iniesta,18,88,1341,2,3,7.06
Real Betis,Andrés Guardado,46,87,1264,8,10,7.06
Leganes,Diego Rico,27,71,653,2,7,7.06
Atletico Madrid,José Giménez,6,79,585,1,1,7.06
Real Sociedad,Aritz Elustondo,7,86,815,2,1,7.05
Celta Vigo,Daniel Wass,57,80,1187,9,12,7.05
Girona,Christian Stuani,13,67,329,0,1,7.05
Valencia,Gonçalo Guedes,48,79,707,9,11,7.04
Real Sociedad,Héctor Moreno,2,87,438,0,0,7.04
Barcelona,Marc-André ter Stegen,0,80,883,0,0,7.03
Real Betis,Junior Firpo,9,84,472,2,3,7.03
Levante,José Campaña,49,84,1318,4,9,7.03
Real Madrid,Karim Benzema,46,83,720,10,11,7.03
Leganes,Rubén Pérez,15,76,1139,0,1,7.02
Valencia,Gabriel Paulista,4,87,1186,0,0,7.02
Getafe,Djené,3,71,683,0,0,7.02
Celta Vigo,Pione Sisto,41,84,825,9,9,7.01
Athletic Bilbao,Raúl García,23,58,491,1,6,7.01
Malaga,Roberto Rosales,54,75,1052,0,3,7.01
Celta Vigo,Maximiliano Gómez,24,72,455,4,5,7.01
Real Sociedad,Xabi Prieto,42,86,849,5,8,7.01
Villarreal,Cédric Bakambu,15,74,206,0,2,7.01
Real Sociedad,Mikel Oyarzabal,44,78,706,5,9,7.01
Deportivo Alaves,Ermedin Demirović,1,55,16,1,0,7.00
Sevilla,Nicolás Pareja,1,86,197,0,0,7.00
Sevilla,Borja Lasso,1,74,26,0,0,7.00
Las Palmas,Aythami Artiles,0,85,81,0,0,7.00
Malaga,Juan Cruz,0,100,3,0,0,7.00
Villarreal,Pablo Fornals,54,78,1037,12,16,7.00
Eibar,Anaitz Arbilla,8,80,1199,1,0,7.00
Deportivo La Coruna,Sidnei,5,84,640,1,2,7.00
Las Palmas,Oghenekaro Etebo,7,85,536,1,0,6.99
Real Sociedad,Diego Llorente,0,89,1356,0,0,6.99
Real Madrid,Raphaël Varane,7,91,1208,1,2,6.99
