Team,Name,Blocked shots,Errors lead to goal,Clearances,Interceptions,Tackles,Rating
West Ham United,Dimitri Payet,0,1,2,23,24,7.68
Arsenal,Mesut Özil,0,0,10,22,35,7.63
Arsenal,Santi Cazorla,1,0,15,26,28,7.59
Arsenal,Alexis Sánchez,3,0,6,24,47,7.49
Liverpool,Philippe Coutinho,1,0,7,17,35,7.46
Tottenham,Mousa Dembélé,8,0,33,56,104,7.41
West Ham United,Modibo Maiga,0,0,0,0,0,7.40
Tottenham,Christian Eriksen,0,0,25,34,47,7.40
Chelsea,Cesc Fàbregas,7,0,19,23,103,7.39
Tottenham,Harry Kane,9,0,31,21,29,7.38
Southampton,Virgil van Dijk,22,0,260,96,59,7.38
Leicester City,N'Golo Kanté,11,0,57,156,175,7.37
Leicester City,Riyad Mahrez,5,0,14,38,53,7.35
Manchester City,Yaya Touré,2,0,35,25,43,7.32
Sunderland,Lamine Koné,10,0,138,33,28,7.31
Arsenal,Laurent Koscielny,27,0,186,126,47,7.31
Crystal Palace,Yohan Cabaye,6,0,17,120,107,7.30
Aston Villa,Idrissa Gueye,6,1,30,141,144,7.30
Leicester City,Christian Fuchs,11,0,122,98,99,7.29
Tottenham,Toby Alderweireld,33,0,285,66,45,7.28
Leicester City,Jamie Vardy,3,0,7,18,35,7.28
Manchester City,Nicolás Otamendi,13,0,209,104,90,7.28
Watford,Troy Deeney,4,0,48,17,49,7.27
Liverpool,Jordan Henderson,1,0,17,22,41,7.26
Manchester City,Vincent Kompany,4,0,78,23,20,7.26
Manchester City,Sergio Agüero,1,0,0,6,15,7.26
Southampton,Graziano Pellè,1,0,30,10,13,7.25
Manchester City,Kevin De Bruyne,0,1,13,18,28,7.24
Arsenal,Gabriel Paulista,13,1,113,62,42,7.24
Manchester United,Wayne Rooney,7,0,15,9,29,7.24
Everton,Ross Barkley,5,0,18,17,34,7.23
Leicester City,Danny Drinkwater,17,0,68,55,106,7.23
Arsenal,David Ospina,0,0,1,0,0,7.23
Newcastle United,Jonjo Shelvey,2,0,25,45,37,7.22
Everton,Ramiro Funes Mori,11,0,217,66,41,7.21
Manchester City,Bersant Celina,0,0,0,0,1,7.20
Swansea City,Ashley Williams,43,1,314,99,68,7.20
Manchester City,David Silva,0,0,3,16,36,7.20
Everton,Phil Jagielka,21,3,170,50,39,7.19
Chelsea,Willian,1,1,5,20,42,7.19
Manchester United,Daley Blind,20,0,119,80,95,7.19
West Ham United,Mark Noble,12,1,19,83,103,7.18
Sunderland,Yann M'Vila,9,0,110,86,99,7.18
Everton,Romelu Lukaku,3,0,5,0,13,7.18
Arsenal,Francis Coquelin,7,0,22,77,72,7.17
West Bromwich Albion,Jonny Evans,28,0,105,91,75,7.16
Manchester City,Gaël Clichy,3,0,40,50,28,7.16
Liverpool,Roberto Firmino,2,1,12,16,67,7.16
Liverpool,Lucas Leiva,8,0,27,52,108,7.16
Liverpool,Daniel Sturridge,0,0,4,3,3,7.16
Chelsea,Eden Hazard,1,0,4,13,21,7.15
Everton,Gareth Barry,24,1,79,53,96,7.15
Watford,Nathan Aké,8,0,72,76,79,7.14
West Ham United,Winston Reid,26,0,154,77,44,7.13
Norwich City,Timm Klose,10,0,102,24,14,7.12
Tottenham,Kieran Trippier,2,0,12,11,14,7.12
Liverpool,James Milner,3,0,23,37,69,7.11
Liverpool,Kevin Stewart,2,0,14,15,19,7.11
Arsenal,Olivier Giroud,4,0,26,11,34,7.11
Manchester City,Fernandinho,7,0,44,56,105,7.11
West Ham United,Manuel Lanzini,3,0,5,24,33,7.11
Tottenham,Jan Vertonghen,18,0,174,63,48,7.11
Arsenal,Aaron Ramsey,11,0,20,57,78,7.11
Liverpool,Alberto Moreno,5,0,48,63,92,7.10
Arsenal,Nacho Monreal,11,0,114,106,79,7.09
West Bromwich Albion,James Morrison,5,0,11,43,26,7.09
Southampton,Dušan Tadić,2,0,18,24,37,7.09
Southampton,Sadio Mané,2,0,14,35,54,7.09
Aston Villa,Jores Okore,8,0,83,28,37,7.09
Liverpool,Dejan Lovren,14,1,153,37,34,7.09
Swansea City,Jack Cork,12,0,67,83,77,7.09
Bournemouth,Harry Arter,1,0,10,25,57,7.09
Manchester United,Antonio Valencia,6,0,18,15,27,7.09
Chelsea,César Azpilicueta,16,0,102,86,114,7.08
West Ham United,Cheikhou Kouyaté,13,0,57,77,95,7.08
Southampton,José Fonte,32,0,225,80,53,7.08
Manchester United,Chris Smalling,19,0,180,97,55,7.08
Crystal Palace,Brede Hangeland,5,1,60,10,10,7.07
Southampton,Cédric Soares,11,0,67,53,70,7.07
Tottenham,Kyle Walker,5,1,106,92,87,7.07
Liverpool,Mamadou Sakho,22,0,137,37,30,7.06
Tottenham,Danny Rose,11,1,79,39,67,7.06
Liverpool,Emre Can,9,2,43,62,79,7.05
Chelsea,Pedro,0,1,5,23,37,7.05
Stoke City,Marko Arnautović,0,0,14,28,53,7.05
Stoke City,Giannelli Imbula,2,0,5,7,14,7.05
Liverpool,Steven Caulker,2,0,14,6,2,7.05
Chelsea,Nemanja Matić,10,0,47,67,84,7.05
West Ham United,Andy Carroll,7,1,28,7,9,7.05
Tottenham,Dele Alli,5,0,32,61,71,7.04
Southampton,Steven Davis,10,0,38,42,56,7.04
Tottenham,Eric Dier,21,0,70,80,80,7.03
Crystal Palace,Scott Dann,45,1,179,62,35,7.03
Everton,James McCarthy,16,0,48,51,79,7.03
West Ham United,Michail Antonio,4,1,45,57,37,7.03
Leicester City,Robert Huth,34,0,258,76,41,7.03
Watford,Odion Ighalo,2,0,27,15,27,7.02
Stoke City,Jack Butland,0,0,20,0,1,7.02
Tottenham,Érik Lamela,2,0,5,27,81,7.02
Chelsea,Bertrand Traoré,1,0,3,2,9,7.02
Bournemouth,Steve Cook,35,1,298,82,33,7.01
Liverpool,Adam Lallana,2,0,35,20,59,7.01
Arsenal,Petr Čech,0,2,33,1,0,7.01
Southampton,Oriol Romeu,11,0,31,39,77,7.01
Manchester City,Aleksandar Kolarov,8,0,71,45,34,7.01
Leicester City,Wes Morgan,41,1,216,95,51,7.01
West Ham United,Mauro Zárate,0,0,8,7,25,7.00
Southampton,Victor Wanyama,6,1,62,68,94,7.00
Arsenal,Alex Iwobi,0,0,1,3,8,7.00
Arsenal,Danny Welbeck,0,0,6,2,11,7.00
West Bromwich Albion,Serge Gnabry,0,0,0,0,0,7.00
Tottenham,Kevin Wimmer,9,0,49,20,5,7.00
West Bromwich Albion,Sebastien Pocognoli,0,0,3,1,0,7.00
Manchester United,Morgan Schneiderlin,5,0,49,73,71,7.00
Swansea City,Federico Fernández,23,1,217,80,58,7.00
Stoke City,Philipp Wollscheid,19,1,164,75,74,7.00
Sunderland,Younès Kaboul,20,1,196,52,43,7.00
Manchester United,Michael Carrick,3,0,36,45,43,6.99
Everton,Tom Cleverley,1,0,17,19,47,6.99
Sunderland,Vito Mannone,0,1,23,0,0,6.99
Bournemouth,Andrew Surman,11,0,63,110,51,6.99
Aston Villa,Carlos Sánchez,5,0,25,45,53,6.99
Norwich City,Robbie Brady,3,1,89,57,101,6.98
Sunderland,Jermain Defoe,0,0,2,2,17,6.98
Liverpool,Kolo Touré,3,0,45,25,22,6.98
Liverpool,Martin Škrtel,20,0,147,41,23,6.98
Swansea City,Gylfi Sigurðsson,5,0,15,27,42,6.98
Liverpool,Christian Benteke,0,0,13,0,8,6.98
Newcastle United,Jack Colback,13,0,39,63,81,6.98
Bournemouth,Simon Francis,20,0,207,88,105,6.98
Sunderland,Adam Johnson,2,0,7,10,10,6.98
Watford,Heurelho Gomes,0,3,76,2,2,6.98
Everton,John Stones,34,3,127,56,46,6.98
Manchester City,Bacary Sagna,7,0,99,50,50,6.98
Manchester United,Timothy Fosu-Mensah,1,0,14,13,12,6.97
Sunderland,Patrick van Aanholt,10,0,102,63,85,6.97
West Ham United,James Tomkins,10,2,101,54,62,6.96
Bournemouth,Junior Stanislas,1,0,11,17,29,6.96
Chelsea,Diego Costa,4,1,25,6,21,6.96
West Ham United,James Collins,22,0,151,19,18,6.96
Manchester United,Ander Herrera,6,0,17,24,56,6.96
Manchester United,Bastian Schweinsteiger,3,0,16,23,36,6.96
Newcastle United,Karl Darlow,0,0,14,0,1,6.96
Chelsea,Oscar,2,0,21,13,62,6.95
Swansea City,Stephen Kingsley,4,0,20,1,5,6.95
Everton,Leighton Baines,6,0,42,29,34,6.95
West Bromwich Albion,Gareth McAuley,28,0,170,96,45,6.95
Swansea City,Kyle Bartley,7,0,29,6,9,6.95
Leicester City,Marc Albrighton,0,0,20,50,65,6.95
Arsenal,Héctor Bellerín,7,0,85,66,57,6.95
Newcastle United,Chancel Mbemba,25,2,231,96,77,6.95
Crystal Palace,Jason Puncheon,3,0,14,28,54,6.95
Aston Villa,Rudy Gestede,3,0,29,6,11,6.94
Aston Villa,Ashley Westwood,12,0,23,57,62,6.94
Watford,Étienne Capoue,7,0,45,82,95,6.94
Southampton,Cuco Martina,3,1,34,24,37,6.94
Southampton,Shane Long,3,0,21,19,15,6.94
Arsenal,Joel Campbell,3,0,3,10,26,6.94
Crystal Palace,Damien Delaney,36,0,204,56,31,6.94
Leicester City,Danny Simpson,17,0,125,94,52,6.94
Liverpool,Cameron Brannagan,1,0,0,2,5,6.93
Watford,Ben Watson,13,0,62,88,71,6.93
Manchester City,Wilfried Bony,1,0,8,2,9,6.93
Manchester United,Juan Mata,0,0,19,23,30,6.93
Swansea City,Sung-Yueng Ki,4,0,18,28,32,6.93
Bournemouth,Matt Ritchie,1,0,32,48,54,6.92
Watford,José Jurado,1,0,7,22,37,6.92
Manchester United,Luke Shaw,2,0,19,5,9,6.92
Stoke City,Erik Pieters,18,0,93,96,116,6.92
Manchester City,Fernando,5,0,36,43,60,6.92
Swansea City,Àngel Rangel,7,0,72,59,43,6.91
Sunderland,Jan Kirchhoff,3,0,49,35,51,6.91
Newcastle United,Georginio Wijnaldum,6,0,16,27,38,6.91
Chelsea,Kurt Zouma,10,0,123,36,30,6.91
Manchester City,Fabian Delph,2,0,8,22,26,6.91
Stoke City,Phil Bardsley,8,0,32,18,31,6.91
West Bromwich Albion,Claudio Yacob,15,1,67,117,108,6.91
Norwich City,Dieumerci Mbokani,1,0,22,3,11,6.90
West Ham United,Adrián,0,2,34,1,0,6.90
Watford,Alessandro Diamanti,0,0,1,1,3,6.90
Crystal Palace,Sullay Kaikai,0,0,0,0,2,6.90
Manchester United,Donald Love,0,0,0,1,4,6.90
Sunderland,Adam Matthews,0,0,1,0,2,6.90
Swansea City,Jay Fulton,0,0,0,0,3,6.90
Everton,Tony Hibbert,1,0,0,3,1,6.90
Manchester United,Phil Jones,1,0,24,13,9,6.90
Stoke City,Glenn Whelan,22,0,99,73,71,6.90
Leicester City,Kasper Schmeichel,0,0,32,3,1,6.90
Tottenham,Hugo Lloris,0,3,45,1,2,6.90
West Ham United,Angelo Ogbonna,19,1,161,50,43,6.90
Manchester City,Kelechi Iheanacho,0,0,6,3,14,6.89
Everton,Kevin Mirallas,1,0,6,9,14,6.89
Swansea City,André Ayew,2,0,13,23,55,6.89
Watford,Sebastian Prödl,14,0,92,65,23,6.89
Swansea City,Jordi Amat,3,0,28,16,7,6.89
Bournemouth,Lee Tomlin,0,0,1,2,6,6.88
Liverpool,Joe Allen,1,0,8,14,28,6.88
Aston Villa,Ciaran Clark,13,1,127,47,24,6.88
Arsenal,Per Mertesacker,10,0,109,36,27,6.88
Manchester City,Eliaquim Mangala,7,1,120,66,32,6.88
Chelsea,John Mikel Obi,8,0,34,32,52,6.87
Chelsea,Kenedy,0,0,6,13,14,6.87
Watford,Almen Abdi,3,0,24,32,83,6.87
Manchester United,Marcos Rojo,5,0,32,27,43,6.87
Liverpool,Danny Ings,0,0,2,1,1,6.87
Leicester City,Andy King,4,0,24,29,27,6.87
Aston Villa,Jordan Amavi,3,1,32,37,36,6.86
Crystal Palace,Mile Jedinak,10,1,58,55,50,6.86
Bournemouth,Adam Smith,5,0,49,44,71,6.86
Manchester City,Samir Nasri,0,0,0,2,11,6.86
Everton,Muhamed Bešić,3,0,16,8,26,6.86
Chelsea,Branislav Ivanović,18,2,87,60,66,6.86
Swansea City,Leroy Fer,2,0,15,13,21,6.85
Newcastle United,Vurnon Anita,8,0,40,56,74,6.85
Manchester United,Matteo Darmian,2,0,53,42,84,6.85
Manchester United,David De Gea,0,1,21,0,1,6.85
Newcastle United,Aleksandar Mitrović,6,0,32,7,24,6.85
Arsenal,Alex Oxlade-Chamberlain,5,1,9,12,23,6.85
Norwich City,Alexander Tettey,4,0,51,42,48,6.85
Sunderland,DeAndre Yedlin,13,0,89,25,39,6.85
Sunderland,Jordan Pickford,0,0,1,0,0,6.85
Southampton,Gastón Ramírez,0,0,1,1,2,6.85
Newcastle United,Cheik Tiote,3,0,29,42,48,6.85
Liverpool,Nathaniel Clyne,8,0,57,52,84,6.85
Chelsea,Gary Cahill,34,0,114,36,22,6.85
Arsenal,Mohamed Elneny,3,0,16,16,10,6.85
Arsenal,Calum Chambers,8,0,21,10,8,6.84
Everton,Tim Howard,0,0,14,6,1,6.84
Southampton,Matt Targett,2,0,33,26,20,6.84
Aston Villa,Micah Richards,15,1,142,60,41,6.84
West Ham United,Alex Song,0,0,6,12,41,6.84
Manchester City,Joe Hart,0,1,43,0,1,6.84
Newcastle United,Andros Townsend,2,0,10,11,29,6.84
Bournemouth,Sylvain Distin,4,0,47,24,19,6.84
West Bromwich Albion,Craig Dawson,25,0,163,85,59,6.84
Crystal Palace,Connor Wickham,3,0,20,4,13,6.84
Bournemouth,Charlie Daniels,4,1,76,53,75,6.84
Norwich City,Wesley Hoolahan,0,0,1,15,27,6.84
Newcastle United,Paul Dummett,11,1,88,42,54,6.83
Watford,Miguel Britos,15,1,126,60,25,6.83
Norwich City,Youssouf Mulumbu,0,0,4,6,21,6.83
Stoke City,Xherdan Shaqiri,1,0,3,12,19,6.83
Everton,Aaron Lennon,2,0,15,8,35,6.83
Everton,Arouna Koné,1,0,7,9,25,6.83
Liverpool,Sheyi Ojo,0,0,1,2,9,6.83
Southampton,Fraser Forster,0,2,12,0,0,6.83
Aston Villa,Libor Kozák,1,0,5,0,3,6.83
Everton,Matthew Pennington,8,0,17,7,1,6.83
Chelsea,Asmir Begović,0,1,19,0,0,6.82
Tottenham,Ben Davies,6,0,61,28,32,6.82
Crystal Palace,Joel Ward,14,0,109,69,62,6.82
Swansea City,Bafétimbi Gomis,0,0,19,6,7,6.82
West Ham United,Aaron Cresswell,17,3,88,70,38,6.82
Sunderland,Jordi Gomez,3,0,7,6,9,6.82
West Bromwich Albion,Ben Foster,0,0,6,2,0,6.82
West Ham United,Enner Valencia,2,0,16,10,19,6.82
Swansea City,Łukasz Fabiański,0,4,40,1,0,6.81
Southampton,Ryan Bertrand,7,0,88,72,43,6.81
Bournemouth,Dan Gosling,12,0,21,52,73,6.81
Watford,Craig Cathcart,25,1,171,63,45,6.81
Norwich City,Ryan Bennett,14,0,174,36,20,6.81
Manchester City,Jesús Navas,0,0,11,21,29,6.81
Everton,Gerard Deulofeu,0,0,5,14,16,6.81
Leicester City,Leonardo Ulloa,1,0,21,7,27,6.81
Arsenal,Mathieu Flamini,13,0,25,35,30,6.81
Newcastle United,Jamaal Lascelles,13,0,77,28,12,6.81
West Bromwich Albion,Chris Brunt,10,1,68,37,28,6.80
Aston Villa,Jordan Veretout,0,1,15,27,32,6.80
Stoke City,Bojan Krkić,0,0,1,15,18,6.80
Bournemouth,Joshua King,1,0,12,10,29,6.80
Swansea City,Leon Britton,6,0,17,62,41,6.80
Liverpool,Divock Origi,0,0,1,0,5,6.80
Manchester City,Willy Caballero,0,1,2,0,0,6.80
Arsenal,Mathieu Debuchy,0,0,1,3,9,6.80
Chelsea,Ruben Loftus-Cheek,0,0,4,5,11,6.80
Everton,Tom Davies,0,0,1,5,1,6.80
Chelsea,Jake Clarke-Salter,0,0,0,0,2,6.80
West Bromwich Albion,Sandro,3,0,12,13,10,6.80
Swansea City,Kristoffer Nordfeldt,0,0,1,0,0,6.80
West Bromwich Albion,Callum McManaman,0,0,0,2,6,6.80
Aston Villa,Kevin Toner,1,0,18,9,10,6.80
Southampton,Kelvin Davis,0,0,1,0,0,6.80
Crystal Palace,James McArthur,10,0,20,66,55,6.80
Norwich City,Jonathan Howson,9,0,66,42,76,6.80
Manchester United,Anthony Martial,4,0,18,9,21,6.80
Crystal Palace,Yannick Bolasie,6,0,27,10,26,6.80
