Team,Name,Goal conversion percentage,Total shots,Successful dribbles,Big chances missed,Goals,Rating
Augsburg,Jeffrey Gouweleeuw,33,6,5,0,2,7.08
Hertha Bsc,John Brooks,20,10,4,0,2,7.08
Werder Bremen,Thomas Delaney,33,12,0,0,4,7.08
Borussia Dortmund,Raphaël Guerreiro,21,28,26,4,6,7.08
Eintracht Frankfurt,Omar Mascarell,0,9,17,0,0,7.08
Fc Schalke 04,Nabil Bentaleb,16,32,39,1,5,7.07
Hamburger Sv,Mërgim Mavraj,0,13,4,0,0,7.07
Wolfsburg,Josuha Guilavogui,0,6,11,3,0,7.06
1899 Hoffenheim,Steven Zuber,18,22,27,0,4,7.06
1 Fc Koln,Yuya Osako,18,38,28,2,7,7.05
Borussia Dortmund,Łukasz Piszczek,36,14,11,1,5,7.05
Hertha Bsc,Sebastian Langkamp,0,6,4,0,0,7.05
Werder Bremen,Zlatko Junuzović,13,31,11,0,4,7.05
Rb Leipzig,Diego Demme,11,9,19,0,1,7.05
Borussia Dortmund,André Schürrle,8,24,17,3,2,7.05
Borussia Mgladbach,Lars Stindl,21,52,17,7,11,7.05
Darmstadt 98,Florian Jungwirth,0,7,0,0,0,7.04
Borussia Dortmund,Adrian Ramos,18,11,1,0,2,7.04
1899 Hoffenheim,Kerem Demirbay,17,35,60,1,6,7.04
Augsburg,Martin Hinteregger,14,21,4,1,3,7.04
1 Fc Koln,Leonardo Bittencourt,16,19,14,3,3,7.04
Fc Schalke 04,Sead Kolašinac,27,11,17,1,3,7.04
1899 Hoffenheim,Oliver Baumann,0,0,2,0,0,7.04
1 Fsv Mainz 05,Stefan Bell,24,21,4,0,5,7.03
Fc Schalke 04,Breel Embolo,40,5,8,0,2,7.03
Ingolstadt,Almog Cohen,15,48,10,3,7,7.02
Wolfsburg,Ricardo Rodríguez,12,17,1,0,2,7.02
Rb Leipzig,Bernardo,0,12,6,1,0,7.02
Freiburg,Vincenzo Grifo,11,54,37,2,6,7.02
Augsburg,Paul Verhaegh,38,8,9,1,3,7.02
Borussia Mgladbach,Ibrahima Traoré,14,7,24,0,1,7.01
Wolfsburg,Robin Knoche,9,11,3,0,1,7.01
Fc Schalke 04,Leon Goretzka,13,39,35,5,5,7.01
Rb Leipzig,Marvin Compper,29,7,4,0,2,7.00
Werder Bremen,Niklas Schmidt,0,0,0,0,0,7.00
Rb Leipzig,Marcel Sabitzer,13,62,24,5,8,7.00
1899 Hoffenheim,Sandro Wagner,19,58,10,10,11,7.00
1899 Hoffenheim,Mark Uth,29,24,20,0,7,7.00
Borussia Dortmund,Shinji Kagawa,8,13,18,2,1,7.00
Rb Leipzig,Stefan Ilsanker,0,8,8,0,0,6.99
Wolfsburg,Julian Draxler,0,23,27,4,0,6.99
Bayern Munchen,Jérôme Boateng,0,3,0,0,0,6.99
Augsburg,Dominik Kohr,9,23,9,2,2,6.99
Wolfsburg,Christian Träsch,0,4,11,0,0,6.99
Fc Schalke 04,Matija Nastasić,0,3,2,0,0,6.99
Bayer 04 Leverkusen,Wendell,15,13,20,0,2,6.98
Bayer 04 Leverkusen,Javier Hernández,23,47,13,10,11,6.98
1 Fc Koln,Dominique Heintz,0,6,12,2,0,6.98
Hamburger Sv,Aaron Hunt,50,8,13,2,4,6.98
1 Fc Koln,Paweł Olkowski,0,1,11,0,0,6.98
Bayer 04 Leverkusen,Kevin Kampl,4,23,49,0,1,6.98
Borussia Dortmund,Sven Bender,0,2,1,0,0,6.98
Bayer 04 Leverkusen,Jonathan Tah,10,10,10,0,1,6.97
1 Fsv Mainz 05,Leon Balogun,0,2,3,0,0,6.97
Ingolstadt,Romain Brégerie,27,11,5,0,3,6.96
Fc Schalke 04,Holger Badstuber,0,1,2,0,0,6.96
Eintracht Frankfurt,Jesús Vallejo,25,4,5,0,1,6.96
Bayer 04 Leverkusen,Julian Baumgartlinger,0,6,8,0,0,6.96
Darmstadt 98,Jérôme Gondorf,12,25,15,2,3,6.95
1899 Hoffenheim,Ermin Bičakčić,11,9,2,2,1,6.95
Bayer 04 Leverkusen,Lars Bender,0,4,2,0,0,6.94
Hertha Bsc,Marvin Plattenhardt,19,16,12,0,3,6.94
Hertha Bsc,Per Ciljan Skjelbred,0,4,13,0,0,6.94
Werder Bremen,Robert Bauer,10,10,13,1,1,6.94
Hertha Bsc,Jens Hegeler,0,1,1,0,0,6.94
Freiburg,Çağlar Söyüncü,0,10,13,0,0,6.94
Borussia Dortmund,Marcel Schmelzer,0,18,7,1,0,6.93
Werder Bremen,Lamine Sané,17,6,4,0,1,6.93
1 Fc Koln,Timo Horn,0,0,0,0,0,6.93
Borussia Mgladbach,László Bénes,50,2,1,0,1,6.93
1 Fsv Mainz 05,Giulio Donati,0,7,19,0,0,6.93
Rb Leipzig,Dayot Upamecano,0,1,2,0,0,6.93
Werder Bremen,Clemens Fritz,0,5,19,0,0,6.92
Hertha Bsc,Vedad Ibišević,20,59,27,10,12,6.92
Borussia Mgladbach,Thorgan Hazard,19,32,38,5,6,6.92
Freiburg,Nils Petersen,22,46,13,6,10,6.92
Wolfsburg,Maximilian Arnold,6,35,19,1,2,6.91
Borussia Mgladbach,Christoph Kramer,0,1,16,0,0,6.91
Borussia Mgladbach,Tony Jantschke,0,1,2,0,0,6.91
Borussia Dortmund,Matthias Ginter,0,13,8,1,0,6.91
Borussia Dortmund,Emre Mor,11,9,28,1,1,6.91
Rb Leipzig,Marcel Halstenberg,0,19,28,1,0,6.91
1899 Hoffenheim,Ádám Szalai,53,15,15,2,8,6.91
Ingolstadt,Marvin Matip,0,23,4,1,0,6.91
Ingolstadt,Florent Hadergjonaj,25,4,12,0,1,6.90
Bayer 04 Leverkusen,Benjamin Henrichs,0,3,31,0,0,6.90
Hertha Bsc,Ondrej Duda,0,0,1,0,0,6.90
Werder Bremen,Niklas Moisander,0,9,16,2,0,6.90
Eintracht Frankfurt,Marc Stendera,0,0,0,0,0,6.90
Darmstadt 98,Victor Obinna,0,0,3,0,0,6.90
1 Fc Koln,Neven Subotić,0,1,1,0,0,6.90
Darmstadt 98,Daniel Fernandes,0,0,0,0,0,6.90
Borussia Mgladbach,Tobias Strobl,0,8,5,1,0,6.90
Borussia Mgladbach,Fabian Johnson,17,18,3,4,3,6.90
Wolfsburg,Jeffrey Bruma,10,10,3,1,1,6.90
Fc Schalke 04,Ralf Fährmann,0,0,0,0,0,6.89
1 Fsv Mainz 05,André Ramalho,0,7,8,0,0,6.89
Bayer 04 Leverkusen,Ömer Toprak,10,10,2,1,1,6.89
1899 Hoffenheim,Pavel Kadeřábek,0,7,19,0,0,6.89
1 Fsv Mainz 05,Danny Latza,17,23,10,0,4,6.89
Darmstadt 98,Felix Platte,20,10,8,0,2,6.89
Freiburg,Lukas Kübler,0,4,4,0,0,6.89
Darmstadt 98,Markus Steinhofer,0,2,5,0,0,6.89
Fc Schalke 04,Guido Burgstaller,24,38,12,6,9,6.88
Borussia Dortmund,Roman Bürki,0,0,2,0,0,6.88
Wolfsburg,Yunus Malli,16,45,33,5,7,6.88
Freiburg,Mike Frantz,0,19,13,2,0,6.88
Bayer 04 Leverkusen,Roberto Hilbert,0,2,3,1,0,6.87
Eintracht Frankfurt,Bastian Oczipka,14,7,37,0,1,6.87
Freiburg,Marc-Oliver Kempf,0,2,5,0,0,6.87
Hamburger Sv,Walace,50,2,6,0,1,6.87
Wolfsburg,Vieirinha,0,14,9,0,0,6.87
1 Fc Koln,Matthias Lehmann,0,9,0,0,0,6.87
Wolfsburg,Jakub Błaszczykowski,0,5,12,0,0,6.87
Bayer 04 Leverkusen,Charles Aránguiz,14,14,12,2,2,6.87
Werder Bremen,Fin Bartels,24,34,46,6,8,6.86
Borussia Mgladbach,Oscar Wendt,10,21,4,2,2,6.86
1 Fc Koln,Thomas Kessler,0,0,0,0,0,6.86
1 Fc Koln,Marco Höger,0,8,31,0,0,6.86
Bayern Munchen,Juan Bernat,22,9,30,3,2,6.86
Bayern Munchen,Manuel Neuer,0,0,0,0,0,6.85
Eintracht Frankfurt,Szabolcs Huszti,25,8,4,1,2,6.85
Rb Leipzig,Yussuf Poulsen,14,36,21,6,5,6.85
1 Fsv Mainz 05,Daniel Brosinski,4,26,14,0,1,6.85
Werder Bremen,Serge Gnabry,22,50,43,3,11,6.85
Darmstadt 98,Aytaç Sulu,10,20,1,3,2,6.85
Borussia Mgladbach,Nico Elvedi,0,5,21,1,0,6.85
Eintracht Frankfurt,Timothy Chandler,0,12,19,2,0,6.85
Borussia Dortmund,Erik Durm,0,5,7,2,0,6.85
1899 Hoffenheim,Marco Terrazzino,20,5,5,0,1,6.84
Bayern Munchen,Kingsley Coman,13,16,29,3,2,6.84
Hertha Bsc,Mitchell Weiser,20,10,35,1,2,6.84
Freiburg,Pascal Stenzel,11,9,13,0,1,6.84
Eintracht Frankfurt,Alexander Meier,15,34,8,6,5,6.84
Eintracht Frankfurt,Mijat Gaćinović,8,24,29,1,2,6.84
Hertha Bsc,Vladimír Darida,10,20,14,0,2,6.84
Augsburg,Gojko Kačar,0,6,5,0,0,6.84
Eintracht Frankfurt,Aymen Barkok,33,6,25,0,2,6.84
Freiburg,Manuel Gulde,0,1,2,0,0,6.84
Darmstadt 98,Peter Niemeyer,0,4,1,1,0,6.83
1899 Hoffenheim,Eugen Polański,0,4,3,0,0,6.83
Werder Bremen,Thanos Petsos,0,1,1,0,0,6.83
Borussia Dortmund,Mikel Merino,0,3,2,1,0,6.83
Rb Leipzig,Davie Selke,36,11,10,1,4,6.83
Wolfsburg,Sebastian Jung,0,0,0,0,0,6.83
Freiburg,Maximilian Philipp,23,40,35,3,9,6.82
Hertha Bsc,Allan,0,6,4,0,0,6.82
Borussia Dortmund,Nuri Şahin,0,1,1,0,0,6.82
Hertha Bsc,Rune Jarstein,0,0,1,0,0,6.82
Freiburg,Florian Niederlechner,19,57,46,6,11,6.82
Fc Schalke 04,Dennis Aogo,0,0,0,0,0,6.82
Borussia Mgladbach,Julian Korb,0,1,2,0,0,6.82
1 Fc Koln,Miloš Jojić,25,16,10,0,4,6.82
1 Fsv Mainz 05,Gaëtan Bussmann,0,7,7,0,0,6.82
Hamburger Sv,Lewis Holtby,6,18,21,0,1,6.81
Ingolstadt,Mathew Leckie,0,41,49,8,0,6.81
Bayer 04 Leverkusen,Stefan Kießling,17,23,2,5,4,6.81
Werder Bremen,Theodor Gebre Selassie,21,24,8,2,5,6.80
Freiburg,Nicolas Höfler,20,5,9,0,1,6.80
Darmstadt 98,Fabian Holland,0,1,4,1,0,6.80
Borussia Dortmund,Christian Pulišić,12,26,55,2,3,6.80
Borussia Dortmund,Dženis Burnić,0,0,1,0,0,6.80
Hamburger Sv,Christian Mathenia,0,0,0,0,0,6.80
1 Fsv Mainz 05,Jannik Huth,0,0,0,0,0,6.80
Freiburg,Karim Guédé,0,1,0,0,0,6.80
Freiburg,Jonas Meffert,0,0,0,0,0,6.80
Borussia Mgladbach,Nico Schulz,33,3,8,0,1,6.80
Bayer 04 Leverkusen,Aleksandar Dragović,0,4,1,0,0,6.79
Augsburg,Dong-Won Ji,9,35,30,2,3,6.79
Fc Schalke 04,Alessandro Schöpf,32,19,34,2,6,6.79
Hamburger Sv,Matthias Ostrzolek,17,6,4,1,1,6.79
Ingolstadt,Darío Lezcano,15,40,34,5,6,6.79
Wolfsburg,Yannick Gerhardt,0,13,18,1,0,6.79
Augsburg,Raúl Bobadilla,14,28,26,2,4,6.79
Rb Leipzig,Benno Schmitz,0,5,2,0,0,6.79
1 Fsv Mainz 05,Fabian Frei,0,10,7,0,0,6.78
Freiburg,Janik Haberer,14,22,23,2,3,6.78
Borussia Mgladbach,Yann Sommer,0,0,0,0,0,6.78
Eintracht Frankfurt,Anderson Ordóñez,0,0,1,0,0,6.78
Fc Schalke 04,Eric Maxim Choupo-Moting,8,37,39,5,3,6.77
Bayer 04 Leverkusen,Kai Havertz,15,26,25,2,4,6.77
Werder Bremen,Philipp Bargfrede,100,1,3,0,1,6.77
Hamburger Sv,Vasilije Janjičić,0,0,0,0,0,6.77
Wolfsburg,Koen Casteels,0,0,1,0,0,6.77
1 Fc Koln,Christian Clemens,8,12,13,2,1,6.76
Augsburg,Philipp Max,9,11,5,0,1,6.76
1899 Hoffenheim,Nadiem Amiri,6,33,30,3,2,6.76
Hamburger Sv,Gotoku Sakai,6,18,17,0,1,6.76
Fc Schalke 04,Coke,33,3,5,0,1,6.76
Werder Bremen,Florian Grillitsch,15,13,11,0,2,6.76
Werder Bremen,Florian Kainz,100,2,7,0,2,6.76
1 Fc Koln,Artjoms Rudnevs,20,15,6,3,3,6.76
Hamburger Sv,Gideon Jung,0,8,9,0,0,6.76
1 Fc Koln,Dominic Maroh,0,2,0,0,0,6.76
Ingolstadt,Marcel Tisserand,0,15,15,3,0,6.76
Hamburger Sv,Emir Spahić,0,3,4,0,0,6.76
1 Fsv Mainz 05,Niko Bungert,33,3,0,1,1,6.76
Darmstadt 98,Alexander Milošević,0,8,2,1,0,6.76
Augsburg,Christoph Janker,0,0,0,0,0,6.75
Werder Bremen,Felix Wiedwald,0,0,0,0,0,6.75
Ingolstadt,Tobias Levels,0,5,3,0,0,6.75
Borussia Dortmund,Sebastian Rode,20,5,1,0,1,6.75
Eintracht Frankfurt,Danny Blum,6,17,12,1,1,6.75
Fc Schalke 04,Franco di Santo,0,3,3,0,0,6.75
Rb Leipzig,Dominik Kaiser,9,11,1,1,1,6.75
Bayer 04 Leverkusen,Bernd Leno,0,0,0,0,0,6.74
Hamburger Sv,Douglas Santos,0,6,10,0,0,6.74
Ingolstadt,Anthony Jung,20,5,4,0,1,6.74
Fc Schalke 04,Baba Rahman,0,6,13,0,0,6.74
1899 Hoffenheim,Pirmin Schwegler,0,2,0,0,0,6.74
Darmstadt 98,Michael Esser,0,0,0,0,0,6.74
Hertha Bsc,Peter Pekarík,10,10,5,0,1,6.74
Bayer 04 Leverkusen,Julian Brandt,9,34,70,3,3,6.74
1 Fc Koln,Konstantin Rausch,0,14,12,0,0,6.74
Hertha Bsc,Julian Schieber,21,14,4,1,3,6.74
Freiburg,Alexander Schwolow,0,0,0,0,0,6.74
Eintracht Frankfurt,Guillermo Varela,0,0,6,0,0,6.73
Werder Bremen,Santiago García,13,8,6,0,1,6.73
Hamburger Sv,Pierre-Michel Lasogga,7,15,1,0,1,6.73
Hertha Bsc,Salomon Kalou,21,33,30,1,7,6.73
Eintracht Frankfurt,Branimir Hrgota,16,32,21,11,5,6.73
Bayer 04 Leverkusen,Karim Bellarabi,7,29,26,0,2,6.73
Freiburg,Amir Abrashi,17,6,4,0,1,6.73
Darmstadt 98,Patrick Banggaard,0,5,0,0,0,6.72
Fc Schalke 04,Daniel Caligiuri,16,25,34,2,4,6.72
1899 Hoffenheim,Lukas Rupp,17,12,12,2,2,6.72
Fc Schalke 04,Max Meyer,5,21,14,1,1,6.72
Wolfsburg,Jannes Horn,0,2,6,0,0,6.72
Wolfsburg,Diego Benaglio,0,0,0,0,0,6.71
Ingolstadt,Roger,8,12,8,0,1,6.71
Eintracht Frankfurt,Michael Hector,25,4,5,0,1,6.71
Bayer 04 Leverkusen,Kevin Volland,24,25,27,4,6,6.71
Freiburg,Julian Schuster,0,2,4,0,0,6.71
Darmstadt 98,Immanuel Höhn,0,2,1,0,0,6.71
1 Fsv Mainz 05,Jhon Córdoba,10,51,47,10,5,6.70
Fc Schalke 04,Benjamin Stambouli,0,3,9,0,0,6.70
Darmstadt 98,Sven Schipplock,15,13,6,3,2,6.70
Wolfsburg,Bas Dost,0,0,0,0,0,6.70
Borussia Dortmund,Felix Passlack,0,3,3,0,0,6.70
Eintracht Frankfurt,Marco Russ,0,3,0,0,0,6.70
Rb Leipzig,Massimo Bruno,0,1,0,0,0,6.70
Werder Bremen,Lennart Thy,25,4,1,0,1,6.70
1 Fsv Mainz 05,Aaron Seydel,33,3,0,0,1,6.70
Freiburg,Håvard Nielsen,0,0,1,0,0,6.70
Hamburger Sv,Tom Mickel,0,0,0,0,0,6.70
Borussia Dortmund,Mario Götze,20,5,10,1,1,6.70
Bayer 04 Leverkusen,Leon Bailey,0,6,7,0,0,6.70
Hamburger Sv,Bakery Jatta,0,4,3,1,0,6.70
1899 Hoffenheim,Jeremy Toljan,10,10,6,1,1,6.70
Bayern Munchen,Renato Sanches,0,5,19,0,0,6.69
Darmstadt 98,Antonio Čolak,15,27,5,4,4,6.69
Augsburg,Marwin Hitz,0,1,1,0,0,6.69
Werder Bremen,Claudio Pizarro,7,15,7,2,1,6.69
1 Fsv Mainz 05,Yoshinori Muto,42,12,10,2,5,6.68
Wolfsburg,Daniel Didavi,17,23,8,1,4,6.68
1 Fsv Mainz 05,Bojan Krkić,10,10,14,1,1,6.68
Augsburg,Caiuby,0,7,4,1,0,6.68
Hertha Bsc,Genki Haraguchi,5,22,49,0,1,6.68
Rb Leipzig,Péter Gulácsi,0,0,0,0,0,6.68
1 Fsv Mainz 05,Jonas Lössl,0,1,0,0,0,6.68
Ingolstadt,Alfredo Morales,5,20,10,1,1,6.68
Wolfsburg,Riechedly Bazoer,0,13,2,1,0,6.68
Wolfsburg,Paul Seguin,14,7,10,0,1,6.68
Freiburg,Marc Torrejón,0,5,1,0,0,6.68
Hamburger Sv,Michael Gregoritsch,12,41,8,2,5,6.67
Wolfsburg,Bruno Henrique,0,3,2,1,0,6.67
Eintracht Frankfurt,Ante Rebić,6,35,39,4,2,6.67
Hamburger Sv,Albin Ekdal,20,5,7,0,1,6.67
Hertha Bsc,Maximilian Mittelstädt,0,3,6,1,0,6.67
Ingolstadt,Lukas Hinterseer,17,18,9,2,3,6.67
1 Fsv Mainz 05,Pablo De Blasis,16,31,19,2,5,6.67
Wolfsburg,Borja Mayoral,25,8,9,1,2,6.67
Werder Bremen,Izet Hajrović,10,10,11,1,1,6.67
Borussia Mgladbach,Jonas Hofmann,0,18,26,4,0,6.67
Bayer 04 Leverkusen,Admir Mehmedi,21,14,14,1,3,6.67
Hamburger Sv,Luca Waldschmidt,13,8,2,0,1,6.66
Hamburger Sv,Johan Djourou,0,3,0,1,0,6.66
1 Fsv Mainz 05,Jean-Philippe Gbamin,0,15,22,1,0,6.66
Hertha Bsc,Valentin Stocker,24,17,9,2,4,6.66
Hertha Bsc,Alexander Esswein,9,22,10,2,2,6.66
Augsburg,Alfreð Finnbogason,18,17,7,6,3,6.65
Fc Schalke 04,Yevhen Konoplyanka,8,12,12,2,1,6.65
Werder Bremen,Maximilian Eggestein,50,2,2,0,1,6.65
Bayer 04 Leverkusen,Tin Jedvaj,17,6,3,1,1,6.65
Fc Schalke 04,Donis Avdijaj,22,9,9,1,2,6.65
Rb Leipzig,Federico Palacios,0,1,1,0,0,6.65
1 Fc Koln,Marcel Hartel,0,4,1,1,0,6.65
Fc Schalke 04,Sascha Riether,0,0,0,1,0,6.65
Werder Bremen,Ousman Manneh,6,16,1,4,1,6.65
Eintracht Frankfurt,Lukáš Hrádecký,0,0,0,0,0,6.65
Hamburger Sv,Dennis Diekmeier,0,3,10,1,0,6.65
Borussia Mgladbach,André Hahn,11,28,9,4,3,6.64
Darmstadt 98,Roman Bezjak,0,8,3,1,0,6.64
Bayer 04 Leverkusen,Danny da Costa,0,0,2,0,0,6.63
1899 Hoffenheim,Fabian Schär,0,2,2,0,0,6.63
1899 Hoffenheim,Barış Atik,0,1,2,0,0,6.63
Wolfsburg,Marcel Schafer,0,1,2,0,0,6.63
Ingolstadt,Sonny Kittel,13,15,10,3,2,6.63
Fc Schalke 04,Klaas-Jan Huntelaar,11,19,2,3,2,6.63
Darmstadt 98,Artem Fedetsky,0,3,4,0,0,6.63
Darmstadt 98,Denys Oliynyk,100,1,2,0,1,6.63
1 Fsv Mainz 05,Gerit Holtmann,0,2,0,0,0,6.63
Augsburg,Jonathan Schmid,6,17,8,0,1,6.63
Werder Bremen,Miloš Veljković,0,1,2,0,0,6.62
Bayern Munchen,Sven Ulreich,0,0,0,0,0,6.62
1 Fsv Mainz 05,Suat Serdar,0,1,5,0,0,6.61
Hamburger Sv,Nicolai Müller,15,33,37,5,5,6.61
Hamburger Sv,Bobby Wood,15,34,28,7,5,6.61
Freiburg,Onur Bulut,0,6,12,1,0,6.61
Ingolstadt,Martin Hansen,0,0,0,0,0,6.61
Eintracht Frankfurt,Haris Seferović,12,26,9,5,3,6.60
Augsburg,Ja-Cheol Koo,11,18,16,1,2,6.60
Borussia Mgladbach,Patrick Herrmann,17,6,7,4,1,6.60
Hertha Bsc,Jordan Torunarigha,100,1,1,0,1,6.60
Borussia Dortmund,Ju Ho Park,0,0,0,0,0,6.60
Fc Schalke 04,Fabian Reese,0,1,1,0,0,6.60
Eintracht Frankfurt,Max Besuschkow,0,1,0,0,0,6.60
Ingolstadt,Max Christiansen,0,4,0,0,0,6.60
Augsburg,Markus Feulner,0,0,0,0,0,6.60
Darmstadt 98,Benjamin Gorka,0,0,0,0,0,6.60
1 Fsv Mainz 05,Levin Öztunali,21,24,29,4,5,6.60
Augsburg,Halil Altintop,40,15,10,2,6,6.59
Werder Bremen,Arón Johannssón,11,9,5,2,1,6.59
1 Fc Koln,Simon Zoller,18,11,5,2,2,6.59
Ingolstadt,Ørjan Nyland,0,0,0,0,0,6.58
1899 Hoffenheim,Eduardo Vargas,0,2,1,1,0,6.58
Augsburg,Georg Teigl,0,5,5,1,0,6.58
Ingolstadt,Stefan Lex,0,6,1,2,0,6.58
Rb Leipzig,Rani Khedira,0,2,1,0,0,6.57
Darmstadt 98,Leon Guwara,0,2,11,0,0,6.57
Darmstadt 98,László Kleinheisler,10,10,4,0,1,6.57
Eintracht Frankfurt,Marius Wolf,0,1,0,0,0,6.57
Darmstadt 98,Dominik Stroh-Engel,0,0,0,0,0,6.57
Augsburg,Jan Morávek,0,1,2,0,0,6.56
Hamburger Sv,René Adler,0,0,0,0,0,6.56
Augsburg,Moritz Leitner,0,3,0,0,0,6.56
Wolfsburg,Josip Brekalo,0,3,4,0,0,6.55
Freiburg,Jonas Föhrenbach,0,0,0,0,0,6.55
Eintracht Frankfurt,Heinz Lindner,0,0,0,0,0,6.55
Freiburg,Georg Niedermeier,0,1,0,0,0,6.55
Darmstadt 98,Sandro Sirigu,13,15,16,1,2,6.55
Werder Bremen,Luca Caldirola,0,1,0,0,0,6.54
1899 Hoffenheim,Phillipp Ochs,0,0,0,0,0,6.53
Freiburg,Aleksandar Ignjovski,0,2,8,0,0,6.53
Hertha Bsc,Sami Allagui,25,4,4,1,1,6.53
Augsburg,Kevin Danso,0,3,3,0,0,6.51
Eintracht Frankfurt,Shani Tarashaj,25,4,8,1,1,6.51
Ingolstadt,Moritz Hartmann,7,15,6,5,1,6.51
1 Fsv Mainz 05,Robin Quaison,25,4,5,0,1,6.50
Wolfsburg,Paul-Georges Ntep,0,6,9,1,0,6.50
Borussia Mgladbach,Josip Drmić,0,7,0,1,0,6.50
Fc Schalke 04,Junior Caiçara,0,0,0,0,0,6.50
1 Fc Koln,Filip Mladenović,0,0,0,0,0,6.50
Freiburg,Mats Møller Dæhli,0,0,1,0,0,6.50
Hamburger Sv,Nabil Bahoui,0,1,0,0,0,6.50
Borussia Mgladbach,Ba-Muaka Simakala,0,0,0,0,0,6.50
Hertha Bsc,Julius Kade,0,0,0,0,0,6.50
