Team,Name,Goal conversion percentage,Total shots,Successful dribbles,Big chances missed,Goals,Rating
Groningen,Paul Gladon,45,11,0,1,5,6.98
Az Alkmaar,Marco Bizot,0,0,0,0,0,6.97
Feyenoord,Jan-Arie van der Heijden,20,10,10,3,2,6.97
Ado Den Haag,Lex Immers,18,38,12,4,7,6.97
Excelsior,Jerdy Schouten,7,15,42,1,1,6.96
Vitesse,Tim Matavz,32,19,5,1,6,6.96
Az Alkmaar,Guus Til,19,62,17,18,12,6.96
Groningen,Samir Memisevic,19,21,21,0,4,6.96
Pec Zwolle,Gustavo Hamer,0,30,12,1,0,6.96
Excelsior,Jurgen Matheij,12,25,3,2,3,6.96
Vvv Venlo,Tino-Sven Sušić,21,29,45,3,6,6.96
Feyenoord,Cuco Martina,0,0,2,0,0,6.95
Groningen,Mike te Wierik,0,10,3,1,0,6.95
Pec Zwolle,Vito van Crooy,23,40,17,5,9,6.95
De Graafschap,Charlison Benschop,12,26,8,3,3,6.95
Willem Ii Tilburg,Dan Crowley,16,32,77,4,5,6.94
Vitesse,Thomas Buitink,54,13,12,1,7,6.94
Fc Utrecht,Sean Klaiber,7,29,26,0,2,6.94
Nac Breda,Dorian Dervite,0,1,0,0,0,6.94
Heracles Almelo,Adrian Dalmau,33,57,20,19,19,6.94
Groningen,Sergio Padt,0,0,1,0,0,6.94
Feyenoord,Sven van Beek,0,10,6,1,0,6.94
Vvv Venlo,Christian Kum,0,7,4,2,0,6.94
Vitesse,Thulani Serero,8,13,12,0,1,6.93
Ajax,André Onana,0,0,2,0,0,6.92
Az Alkmaar,Fredrik Midtsjø,5,21,50,1,1,6.92
Fc Emmen,Nick Kuipers,8,12,1,1,1,6.92
Nac Breda,Mitchell Te Vrede,14,70,9,11,10,6.92
Pec Zwolle,Bram Van Polen,17,12,3,1,2,6.92
Groningen,Michael Breij,11,9,4,0,1,6.92
Heerenveen,Mitchell Van Bergen,24,29,38,6,7,6.92
Fc Emmen,Glenn Bijl,4,50,12,2,2,6.92
Groningen,Julian Chabot,14,7,12,0,1,6.92
Ado Den Haag,Tomáš Necid,33,27,7,6,9,6.92
Pec Zwolle,Mike van Duinen,13,62,46,6,8,6.92
Nac Breda,Karol Mets,100,1,4,0,1,6.91
Pec Zwolle,Thomas Lam,29,14,3,2,4,6.91
Pec Zwolle,Clint Leemans,10,20,1,0,2,6.91
Groningen,Thomas Bruns,10,21,9,2,2,6.91
Feyenoord,Nicolai Jørgensen,19,36,11,8,7,6.91
Nac Breda,Khalid Karami,0,4,11,1,0,6.90
Groningen,Tom Van Weert,0,5,0,1,0,6.90
Ado Den Haag,Tom Beugelsdijk,0,11,11,1,0,6.90
Az Alkmaar,Kenzo Goudmijn,0,0,1,0,0,6.90
Vvv Venlo,Jonathan Opoku,14,37,14,9,5,6.90
Fc Emmen,Cas Peters,0,2,0,0,0,6.90
Fc Utrecht,Gyrano Kerk,18,44,96,8,8,6.90
Pec Zwolle,Kingsley Ehizibue,5,19,39,3,1,6.89
Vitesse,Jake Clarke-Salter,7,15,9,1,1,6.89
Vitesse,Alexander Büttner,10,21,19,2,2,6.89
Willem Ii Tilburg,Aras Özbiliz,5,19,22,0,1,6.89
Heracles Almelo,Kristoffer Peterson,22,55,73,7,12,6.89
Feyenoord,Kenneth Vermeer,0,0,0,0,0,6.89
Fortuna Sittard,Finn Stokkers,29,17,6,2,5,6.89
De Graafschap,Azor Matusiwa,0,4,23,1,0,6.89
Feyenoord,Jeremiah St. Juste,17,18,26,1,3,6.89
Groningen,Tim Handwerker,0,13,13,1,0,6.88
De Graafschap,Youssef El Jebli,23,43,26,0,10,6.88
Willem Ii Tilburg,Fernando Lewis,33,6,18,0,2,6.88
Heerenveen,Michel Vlap,31,51,29,6,16,6.88
Willem Ii Tilburg,Jordy Croux,0,4,3,0,0,6.88
Nac Breda,Grad Damen,0,3,2,0,0,6.88
Vitesse,Matúš Bero,32,28,29,3,9,6.87
Vitesse,Maikel Van der Werff,27,11,2,3,3,6.87
Fc Utrecht,Emil Bergstrom,13,8,0,0,1,6.87
Vitesse,Navarone Foor,16,31,14,2,5,6.86
De Graafschap,Delano Burgzorg,22,23,28,0,5,6.86
Heracles Almelo,Dario Van Den Buijs,17,6,5,0,1,6.86
Feyenoord,Justin Bijlow,0,0,0,0,0,6.86
Vvv Venlo,Nils Röseler,13,8,2,1,1,6.86
Feyenoord,Ridgeciano Haps,0,4,9,0,0,6.86
Vvv Venlo,Jay-Roy Grot,17,35,44,5,6,6.86
Az Alkmaar,Ron Vlaar,15,13,9,3,2,6.85
Pec Zwolle,Rick Dekker,20,5,2,0,1,6.85
Az Alkmaar,Myron Boadu,38,8,6,2,3,6.85
Az Alkmaar,Albert Guðmundsson,33,18,31,4,6,6.85
De Graafschap,Furdjel Narsingh,25,12,26,2,3,6.85
Fc Utrecht,Urby Emanuelson,22,18,19,2,4,6.85
Ajax,Zakaria Labyad,10,10,4,1,1,6.84
Nac Breda,Erik Palmer-Brown,33,3,7,0,1,6.84
Nac Breda,Greg Leigh,8,13,19,0,1,6.84
Vvv Venlo,Moreno Rutten,9,11,19,0,1,6.84
Vvv Venlo,Danny Post,27,11,11,0,3,6.84
Nac Breda,Menno Koch,12,17,6,2,2,6.84
Fc Emmen,Michael Chacon,13,16,34,1,2,6.84
Heracles Almelo,Janis Jonathan Blaswich,0,0,0,0,0,6.84
Psv Eindhoven,Michal Sadílek,33,3,1,0,1,6.84
Groningen,Iliass Bel Hassani,9,11,5,1,1,6.84
Ajax,Joël Veltman,50,2,5,0,1,6.83
Az Alkmaar,Dorin Rotariu,0,4,7,0,0,6.83
Fortuna Sittard,André Vidigal,18,11,9,1,2,6.83
Fc Utrecht,Sander van de Streek,14,59,9,7,8,6.83
De Graafschap,Ted Van de Pavert,0,7,2,0,0,6.83
Heracles Almelo,Bart Van Hintum,9,11,5,0,1,6.83
Groningen,Ludovit Reis,8,13,20,0,1,6.82
Vitesse,Vyacheslav Karavaev,5,21,16,2,1,6.82
Fortuna Sittard,Andrija Novakovich,26,35,28,4,9,6.82
Vvv Venlo,Peter van Ooijen,9,22,37,4,2,6.82
Psv Eindhoven,Jeroen Zoet,0,0,2,0,0,6.82
Heerenveen,Jizz Hornkamp,33,6,3,1,2,6.82
Excelsior,Ryan Koolwijk,10,29,25,3,3,6.82
Vvv Venlo,Lars Unnerstall,0,1,2,1,0,6.82
Az Alkmaar,Bjorn Johnsen,27,22,4,7,6,6.81
Excelsior,Elías Már Ómarsson,23,31,24,7,7,6.81
Pec Zwolle,Ouasim Bouy,0,10,4,1,0,6.81
Nac Breda,Mikhael Rosheuvel,33,15,42,2,5,6.80
Ajax,Ryan Gravenberch,0,0,1,0,0,6.80
Psv Eindhoven,Nicolas Isimat-Mirin,0,0,1,0,0,6.80
Ajax,Jurgen Ekkelenkamp,0,2,1,1,0,6.80
Fc Utrecht,Simon Makienok,0,2,1,0,0,6.80
Heerenveen,Daniel Høegh,13,15,1,2,2,6.80
De Graafschap,Nigel Bertrams,0,0,0,0,0,6.80
Vvv Venlo,Sem Steijn,100,1,2,0,1,6.80
Excelsior,Siebe Horemans,0,1,8,0,0,6.80
Excelsior,Alessandro Damen,0,0,0,0,0,6.80
Fc Emmen,Luciano Slagveer,14,22,20,5,3,6.80
Heerenveen,Nemanja Mihajlović,14,7,9,1,1,6.79
Heracles Almelo,Lerin Duarte,20,30,39,5,6,6.79
Willem Ii Tilburg,Donis Avdijaj,22,18,31,3,4,6.79
Ajax,Carel Eiting,0,3,2,0,0,6.79
Excelsior,Jeffrey Fortes,18,22,16,2,4,6.78
Feyenoord,Dylan Vente,7,15,2,2,1,6.78
Vitesse,Hillary Gong,0,2,6,0,0,6.78
Ado Den Haag,Danny Bakker,12,17,6,2,2,6.78
Groningen,Ajdin Hrustic,0,18,18,0,0,6.78
De Graafschap,Robert Klaasen,0,6,2,0,0,6.78
Groningen,Tim Freriks,0,3,1,0,0,6.78
De Graafschap,Hidde Jurjus,0,0,0,0,0,6.77
Heerenveen,Kik Pierie,33,6,1,2,2,6.77
De Graafschap,Leeroy Owusu,6,18,42,0,1,6.77
Pec Zwolle,Darryl Lachman,0,1,3,0,0,6.77
Heerenveen,Dave Bulthuis,29,7,5,0,2,6.77
Heerenveen,Morten Thorsby,36,14,5,2,5,6.77
Fortuna Sittard,Ahmed El Messaoudi,25,20,45,1,5,6.77
Vitesse,Ali Mukhtar,50,2,1,0,1,6.77
Heerenveen,Yuki Kobayashi,0,14,14,2,0,6.77
Pec Zwolle,Sepp van den Berg,0,4,3,1,0,6.76
Ajax,Rasmus Kristensen,0,5,8,0,0,6.76
Groningen,Kaj Sierhuis,9,33,6,7,3,6.76
Pec Zwolle,Mickey van der Hart,0,0,0,0,0,6.76
Vvv Venlo,Evert Linthorst,0,3,13,0,0,6.76
De Graafschap,Daryl van Mieghem,4,28,18,6,1,6.75
Vvv Venlo,Ralf Seuntjens,10,21,16,7,2,6.75
Fc Utrecht,Michiel Kramer,13,8,0,3,1,6.75
Groningen,Amir Absalem,0,1,0,0,0,6.75
Az Alkmaar,Leon Bergsma,0,1,0,0,0,6.75
Willem Ii Tilburg,Evangelos Pavlidis,20,25,11,6,5,6.75
Heerenveen,Pelle van Amersfoort,24,17,4,3,4,6.74
Vvv Venlo,Martin Samuelsen,0,1,10,0,0,6.74
Vitesse,Max Clark,6,17,6,0,1,6.74
Ado Den Haag,Wilfried Kanon,14,7,8,0,1,6.74
Heracles Almelo,Yoell Van Nieff,0,7,7,0,0,6.74
Excelsior,Denis Mahmudov,21,14,7,2,3,6.74
De Graafschap,Stefan Nijland,13,16,3,3,2,6.74
Ajax,Dani De Wit,0,0,1,0,0,6.73
Feyenoord,Yassin Ayoub,33,6,4,0,2,6.73
Groningen,Ahmad Mendes Moreira,17,6,3,0,1,6.73
Fortuna Sittard,José Rodríguez,18,11,14,0,2,6.73
Fortuna Sittard,Branislav Niňaj,27,11,9,2,3,6.73
Pec Zwolle,Yuta Nakayama,0,2,1,0,0,6.73
Ado Den Haag,John Goossens,5,19,7,1,1,6.72
Ado Den Haag,Aaron Meijers,33,6,18,0,2,6.72
Nac Breda,Anouar Kali,0,4,5,0,0,6.72
Az Alkmaar,Pantelis Hatzidiakos,17,6,4,1,1,6.72
Excelsior,Dennis Eckert,18,11,6,3,2,6.72
De Graafschap,Frank Olijve,25,4,4,0,1,6.72
Heerenveen,Lucas Woudenberg,0,6,3,1,0,6.71
Heerenveen,Stijn Schaars,0,1,5,0,0,6.71
Fc Emmen,Tim Siekman,0,1,1,0,0,6.71
Nac Breda,Gianluca Nijholt,18,11,9,0,2,6.71
Groningen,Mohammed El Hankouri,10,10,19,1,1,6.71
Groningen,Django Warmerdam,12,17,25,3,2,6.70
Groningen,Ritsu Doan,8,62,62,8,5,6.70
Fc Den Bosch,Vincent Vermeij,25,4,0,1,1,6.70
Ado Den Haag,Erik Falkenburg,23,22,5,4,5,6.70
Ado Den Haag,Bas Kuipers,0,0,0,0,0,6.70
Fc Emmen,Dennis Telgenkamp,0,0,0,0,0,6.70
Fc Emmen,Kjelt Engbers,0,0,0,0,0,6.70
Fc Emmen,Jafar Arias,14,29,16,9,4,6.70
De Graafschap,Jordy Tutuarima,0,14,25,1,0,6.70
Heracles Almelo,Maximilian Rossmann,11,9,1,1,1,6.70
Willem Ii Tilburg,Freek Heerkens,17,6,7,0,1,6.70
Vitesse,Eduardo,0,0,0,0,0,6.70
Fortuna Sittard,Lisandro Semedo,8,39,28,5,3,6.70
Pec Zwolle,Pelle Clement,0,4,25,1,0,6.69
Fc Emmen,Sven Braken,12,17,1,1,2,6.69
Heracles Almelo,Alexander Merkel,0,17,9,1,0,6.69
Ado Den Haag,Elson Hooi,8,12,19,3,1,6.69
Heracles Almelo,Sylvester van de Water,0,7,3,0,0,6.69
Ado Den Haag,Shaquille Pinas,0,6,3,0,0,6.69
De Graafschap,Fabian Serrarens,19,37,20,9,7,6.69
Willem Ii Tilburg,Pol Llonch,10,10,23,0,1,6.68
Vitesse,Danilho Doekhi,0,7,2,0,0,6.68
Ado Den Haag,Melvyn Lorenzen,11,18,13,3,2,6.68
Heracles Almelo,Tim Breukers,0,3,3,1,0,6.68
Fc Utrecht,David Jensen,0,0,0,0,0,6.68
Ado Den Haag,Giovanni Troupee,20,5,1,1,1,6.68
Excelsior,Mounir El Hamdaoui,17,23,13,3,4,6.68
Heerenveen,Ben Rienstra,15,27,11,7,4,6.68
Fortuna Sittard,Ruben Ramirez,0,1,2,0,0,6.67
Groningen,Mateo Cassierra,8,12,1,2,1,6.67
Excelsior,Thomas Oude Kotte,0,3,3,0,0,6.67
Fc Emmen,Hilal Ben Moussa,10,10,10,1,1,6.67
Fortuna Sittard,Alexei Koşelev,0,0,0,0,0,6.66
Fc Utrecht,Lukas Görtler,0,10,2,3,0,6.66
Groningen,Jannik Pohl,33,3,2,0,1,6.66
Vitesse,Rasmus Thelander,0,3,0,1,0,6.66
Willem Ii Tilburg,Kristofer Ingi Kristinsson,33,3,1,0,1,6.66
Pec Zwolle,Kenneth Paal,0,9,29,0,0,6.66
Groningen,Tom Van De Looi,0,4,1,0,0,6.65
Feyenoord,Luis Sinisterra,0,6,6,2,0,6.65
Psv Eindhoven,Dante Rigo,50,2,0,0,1,6.65
Vitesse,Dauda Mohammed,19,16,7,5,3,6.65
Az Alkmaar,Marko Vejinović,0,2,0,0,0,6.65
Nac Breda,Mounir El Allouchi,0,23,10,0,0,6.65
Ado Den Haag,Thijmen Goppel,0,2,19,0,0,6.65
Fc Emmen,Keziah Veendorp,20,5,3,0,1,6.65
De Graafschap,Nabil Bahoui,0,3,3,0,0,6.64
Ajax,Daley Sinkgraven,0,3,5,0,0,6.64
Vvv Venlo,Jerold Promes,0,3,0,0,0,6.64
Fc Utrecht,Leon Guwara,0,5,14,0,0,6.63
Heerenveen,Warner Hahn,0,0,0,0,0,6.63
Groningen,Uriel Antuna,0,2,2,0,0,6.63
Nac Breda,Luka Ilić,13,16,12,3,2,6.63
Fc Emmen,Michael De Leeuw,16,19,1,3,3,6.63
Fortuna Sittard,Alessandro Ciranni,0,5,4,0,0,6.62
Nac Breda,Daan Klomp,0,1,0,0,0,6.62
Fc Emmen,Nick Bakker,9,11,6,1,1,6.62
Fc Utrecht,Nick Venema,44,9,3,2,4,6.62
Nac Breda,Sullay Kaikai,0,3,4,0,0,6.62
Willem Ii Tilburg,Elmo Lieftink,0,4,2,0,0,6.61
Fc Emmen,Henk Bos,0,3,3,0,0,6.61
Nac Breda,Arno Verschueren,7,14,5,1,1,6.61
Excelsior,Mikael Anderson,10,10,10,1,1,6.61
Fc Utrecht,Cyriel Dessers,27,11,0,5,3,6.61
Fortuna Sittard,Jorrit Smeets,11,18,10,0,2,6.61
Nac Breda,Giovanni Korte,9,23,15,6,2,6.60
Willem Ii Tilburg,Diego Palacios,0,9,27,0,0,6.60
Ado Den Haag,Dion Malone,17,6,21,1,1,6.60
Excelsior,Ali Messaoud,18,39,18,5,7,6.60
Pec Zwolle,Gianluca Scamacca,0,9,0,0,0,6.60
Ajax,Perr Schuurs,0,0,0,0,0,6.60
Ajax,Kostas Lamprou,0,0,0,0,0,6.60
Psv Eindhoven,Aziz Behich,0,0,0,0,0,6.60
Pec Zwolle,Alessandro Tripaldelli,0,0,1,0,0,6.60
Heerenveen,Marco Rojas,0,0,2,0,0,6.60
Feyenoord,Lutsharel Geertruida,0,0,0,0,0,6.60
Feyenoord,Wouter Burger,0,0,1,0,0,6.60
Vvv Venlo,Evren Korkmaz,0,0,0,0,0,6.60
Az Alkmaar,Jeremy Helmer,0,0,0,0,0,6.60
Pec Zwolle,Stanley Elbers,9,11,6,1,1,6.60
Heracles Almelo,Mats Knoester,0,0,0,0,0,6.60
Vvv Venlo,Josimar Lima,0,0,0,0,0,6.60
Heracles Almelo,Tim van de Berg,0,0,0,0,0,6.60
Willem Ii Tilburg,Damil Dankerlui,20,15,27,5,3,6.60
Nac Breda,Paolo Fernandes,0,6,10,0,0,6.59
Az Alkmaar,Stijn Wuytens,0,1,0,0,0,6.59
Fc Emmen,Stef Gronsveld,33,3,5,0,1,6.58
Excelsior,Herve Matthys,0,3,1,0,0,6.58
Heracles Almelo,Robin Propper,0,5,2,1,0,6.58
Fc Utrecht,Mark van der Maarel,0,2,1,0,0,6.58
Az Alkmaar,Ricardo Van Rhijn,9,11,1,0,1,6.58
Pec Zwolle,Zian Flemming,6,32,5,3,2,6.58
Excelsior,Robin Van der Meer,33,3,7,0,1,6.57
Ajax,Maximilian Wöber,0,1,0,0,0,6.57
Fortuna Sittard,Mica Pinto,0,5,23,0,0,6.57
Psv Eindhoven,Mauro Junior,0,1,2,0,0,6.57
Vvv Venlo,Roel Janssen,0,2,3,0,0,6.56
Willem Ii Tilburg,Thomas Meissner,50,2,5,0,1,6.56
Heracles Almelo,Wout Droste,0,2,3,0,0,6.56
Az Alkmaar,Owen Wijndal,0,2,5,0,0,6.56
De Graafschap,Jordy Thomassen,0,5,2,2,0,6.55
Feyenoord,Bart Nieuwkoop,0,8,6,1,0,6.55
Heerenveen,Sherel Floranus,0,5,6,0,0,6.55
Willem Ii Tilburg,Jordens Peters,0,2,3,0,0,6.55
Heracles Almelo,Jesper Drost,14,14,9,1,2,6.55
Ado Den Haag,Yuning Zhang,0,5,1,0,0,6.55
Fc Emmen,Robbert De Vos,0,1,0,0,0,6.55
Ado Den Haag,Donny Gorter,0,0,0,0,0,6.55
Vvv Venlo,Axel Borgmann,0,0,0,0,0,6.55
Fortuna Sittard,Lars Hutten,11,18,4,2,2,6.55
Willem Ii Tilburg,Timon Wellenreuther,0,0,0,0,0,6.54
De Graafschap,Bart Straalman,11,9,4,0,1,6.53
Fortuna Sittard,Kai Heerings,0,3,2,0,0,6.53
Willem Ii Tilburg,Dries Saddiki,25,4,2,0,1,6.53
Excelsior,Lorenzo Burnet,0,3,29,0,0,6.53
Nac Breda,Fabian Sporkslede,0,1,6,0,0,6.53
Fc Emmen,Alexander Bannink,17,23,28,3,4,6.53
Nac Breda,Benjamin van Leer,0,0,0,0,0,6.53
Nac Breda,Pele Van Anholt,0,3,11,0,0,6.53
Fortuna Sittard,Calvin Mac-Intosh,0,2,6,1,0,6.53
Fc Emmen,Gersom Klok,0,0,6,0,0,6.53
Vvv Venlo,Tristan Dekker,0,3,1,0,0,6.52
Fc Emmen,Kjell Scherpen,0,0,0,0,0,6.52
De Graafschap,Myenty Abena,0,5,8,1,0,6.52
Fc Utrecht,Othman Boussaid,13,8,5,0,1,6.51
Heracles Almelo,Joey Konings,25,8,4,2,2,6.51
Vitesse,Charly Musonda Jr,0,0,0,0,0,6.50
Psv Eindhoven,Maximiliano Romero,0,0,0,0,0,6.50
Heerenveen,Rodney Kongolo,0,0,4,0,0,6.50
Psv Eindhoven,Jordan Teze,0,0,0,0,0,6.50
Nac Breda,Sydney van Hooijdonk,0,1,0,0,0,6.50
Nac Breda,Gervane Kastaneer,13,16,11,5,2,6.50
Fortuna Sittard,Djibril Dianessy,0,0,0,0,0,6.50
Willem Ii Tilburg,Abdou Coulibaly,0,1,0,0,0,6.50
Fc Emmen,Reuven Niemeijer,20,10,3,0,2,6.50
Fc Emmen,Easah Suliman,0,0,0,0,0,6.50
Pec Zwolle,Terell Ondaan,0,0,0,0,0,6.50
Nac Breda,Jurich Carolina,0,0,2,0,0,6.50
Groningen,Daniel Van Kaam,0,0,0,0,0,6.50
Heerenveen,Doke Schmidt,0,4,3,0,0,6.50
Vvv Venlo,Delano van Crooy,0,0,0,0,0,6.50
De Graafschap,Erik Bakker,0,8,3,1,0,6.49
Fortuna Sittard,Amadou Ciss,0,0,1,0,0,6.49
Vvv Venlo,Damian van Bruggen,0,0,2,0,0,6.49
Vitesse,Remko Pasveer,0,0,0,0,0,6.49
Excelsior,Anouar Hadouir,0,4,2,1,0,6.48
De Graafschap,Mohamed Hamdaoui,0,2,3,0,0,6.48
Excelsior,Haspolat Dogucan,0,4,1,0,0,6.47
Heerenveen,Dennis Johnsen,0,9,23,2,0,6.47
Fc Emmen,Wouter Marinus,0,6,2,1,0,6.47
Willem Ii Tilburg,Vurnon Anita,0,0,6,0,0,6.47
De Graafschap,Sven Nieuwpoort,0,5,0,2,0,6.47
Heracles Almelo,Dabney dos Santos,0,4,6,1,0,6.46
Nec Nijmegen,Ferdy Druijf,0,1,0,0,0,6.45
Fc Utrecht,Rico Strieder,0,0,0,0,0,6.45
Pec Zwolle,Dirk Marcellis,0,1,0,0,0,6.45
De Graafschap,Javier Vet,6,16,13,2,1,6.45
Heracles Almelo,Lennart Czyborra,0,3,13,1,0,6.44
Nec Nijmegen,Jordy Bruijn,0,3,2,0,0,6.43
Nac Breda,Marwin Reuvers,0,0,0,0,0,6.43
Psv Eindhoven,Bart Ramselaar,0,0,1,0,0,6.40
Willem Ii Tilburg,Dimitrios Kolovos,0,0,1,0,0,6.40
Fortuna Sittard,Áron Dobos,0,0,0,0,0,6.40
Fortuna Sittard,Mahamadou Dembele,0,0,1,0,0,6.40
Excelsior,Jinty Caenepeel,0,0,0,0,0,6.40
Excelsior,Carlito Fermina,0,0,0,0,0,6.40
Vvv Venlo,Simon Janssen,0,0,0,0,0,6.40
Fc Emmen,Andrej Lukić,0,5,0,0,0,6.39
Fc Emmen,Nico Neidhart,0,1,5,0,0,6.38
Heerenveen,Ibrahim Dresevic,0,1,1,0,0,6.38
Excelsior,Sonny Stevens,0,0,0,0,0,6.37
Fortuna Sittard,Andrija Balić,13,8,16,2,1,6.37
Fortuna Sittard,Clint Essers,0,0,1,0,0,6.37
Nac Breda,Alex Gersbach,0,1,6,0,0,6.36
Nac Breda,Robert Muhren,0,5,0,2,0,6.35
Fortuna Sittard,Marco Ospitalieri,0,6,5,0,0,6.35
Pec Zwolle,Denis Genreau,0,4,3,0,0,6.35
Heracles Almelo,Michael Brouwer,0,0,0,0,0,6.35
Fortuna Sittard,Gavin Vlijter,0,2,0,1,0,6.33
Almere City Fc,Agil Etemadi,0,0,0,0,0,6.33
