Team,Name,Accurate passing percentage,Assists,Tackles,Successful Dribbles,Goals,Rating
Olympique De Marseille,Yohann Pelé,78,0,0,0,0,6.54
As Monaco,Antonio Barreca,75,1,11,2,0,6.54
Guingamp,Cheik Traoré,69,0,37,16,0,6.54
Caen,Younn Zahary,71,0,16,3,0,6.54
Caen,Jessy Deminguet,84,0,37,14,0,6.54
Bordeaux,Yacine Adli,78,0,7,9,0,6.53
Ogc Nice,Assil Jaziri,76,0,2,1,0,6.53
Ogc Nice,Racine Coly,82,1,7,6,0,6.53
Caen,Stef Peeters,82,0,15,1,0,6.53
Guingamp,Marcus Coco,68,2,39,21,1,6.53
Caen,Aly Ndom,76,0,11,5,0,6.53
As Monaco,Pelé,83,0,8,8,0,6.53
Montpellier,Facundo Piriz,80,0,9,1,0,6.53
Stade De Reims,Axel Disasi,76,0,2,1,0,6.53
As Monaco,Nacer Chadli,82,0,11,8,0,6.52
As Monaco,Willem Geubbels,33,0,0,0,0,6.50
Olympique De Marseille,Grégory Sertic,77,0,2,0,0,6.50
Paris Saint Germain,Kévin Rimane,100,0,0,0,0,6.50
Caen,Casimir Ninga,76,3,53,52,6,6.50
Montpellier,Mathías Suárez,78,0,20,2,0,6.50
Fc Nantes,Antonio Mance,64,0,1,1,0,6.50
As Monaco,Wilson Isidor,50,0,0,0,0,6.50
Angers,Harisson Manzala,58,0,2,0,0,6.50
Strasbourg,Jeremy Grimm,83,0,4,0,0,6.50
Amiens,Cheick Timite,77,1,18,20,1,6.50
Stade Rennais,Ludovic Baal,77,0,4,0,0,6.50
Caen,Yoel Armougom,74,1,31,11,0,6.50
Saint Etienne,Mickael Panos,75,0,1,0,0,6.50
Amiens,Quentin Cornette,79,0,5,3,0,6.50
Toulouse,Nathan Ngoumou,88,0,1,1,0,6.50
Stade De Reims,Virgile Pinson,80,0,0,0,0,6.50
Nimes Olympique,Gaëtan Paquiez,74,0,43,7,0,6.48
Ogc Nice,Mickaël Le Bihan,81,0,1,6,1,6.48
Dijon,Frédéric Sammaritano,83,0,11,3,0,6.48
Dijon,Sory Kaba,71,0,1,5,0,6.48
As Monaco,Jordi Mboula,70,0,3,5,0,6.47
Stade De Reims,Sheyi Ojo,69,0,8,8,0,6.47
Guingamp,Matthias Phaeton,90,0,1,0,0,6.47
Olympique Lyonnais,Pape Cheikh,89,0,1,4,0,6.46
Amiens,Oualid El Hajjam,73,0,14,4,0,6.46
Amiens,Bongani Zungu,85,0,3,1,0,6.46
Caen,Romain Genevois,83,0,10,0,0,6.45
Montpellier,Keagan Dolly,84,0,1,0,0,6.45
Stade Rennais,Denis Will Poha,77,0,0,0,0,6.45
Ogc Nice,Maxime Pélican,47,0,1,1,0,6.45
Dijon,Rúnar Alex Rúnarsson,67,0,2,2,0,6.43
Caen,Baissama Sankoh,82,0,4,5,0,6.43
Ogc Nice,Andy Pelmard,85,0,5,1,0,6.43
Olympique De Marseille,Nemanja Radonjić,70,0,8,11,0,6.41
Strasbourg,Idriss Saadi,100,0,0,0,0,6.40
Olympique Lyonnais,Oumar Solet,93,0,1,0,0,6.40
Olympique Lyonnais,Yassin Fekir,75,0,0,0,0,6.40
Stade De Reims,Moreto Cassama,81,0,3,1,0,6.40
Fc Nantes,Imrân Louza,78,0,2,0,0,6.40
Stade Rennais,Armand Lauriente,75,0,0,0,0,6.40
Saint Etienne,Mahdi Camara,100,0,0,1,0,6.40
Stade Rennais,Nicolas Janvier,100,0,0,0,0,6.40
Amiens,Stanley Segarel,100,0,0,0,0,6.40
Guingamp,Karl-Johan Johnsson,52,0,0,0,0,6.39
Guingamp,Guessouma Fofana,75,0,21,2,0,6.39
Ogc Nice,Ihsan Sacko,80,1,7,3,0,6.39
Strasbourg,Samuel Grandsir,69,1,21,20,0,6.37
Dijon,Senou Coulibaly,75,0,13,1,1,6.36
Toulouse,Steven Moreira,77,0,19,5,0,6.36
Guingamp,Jordan Ikoko,74,0,37,16,0,6.36
Angers,Farid El Mellali,77,1,8,8,0,6.36
Fc Nantes,Abdoulaye Dabo,87,0,3,1,0,6.35
Fc Nantes,Maxime Dupé,53,0,0,0,0,6.34
Stade Rennais,Gerzino Nyamsi,87,0,6,2,0,6.33
As Monaco,Sofiane Diop,71,0,12,15,0,6.32
Fc Nantes,Koffi Djidji,83,0,1,0,0,6.30
Ogc Nice,Yoan Cardinale,98,0,1,0,0,6.30
Caen,Timo Stavitski,100,0,0,0,0,6.30
Toulouse,Yann Bodiger,69,0,0,0,0,6.30
Toulouse,Clément Michelin,66,0,3,0,0,6.30
Fc Nantes,Alexandre Olliero,74,0,0,1,0,6.30
Toulouse,Kouadio Koné,85,0,4,0,0,6.30
Stade Rennais,Sacha Boey,25,0,0,0,0,6.30
Caen,Evens Joseph,76,0,5,4,0,6.28
Stade De Reims,Romain Metanire,73,0,11,1,0,6.22
Dijon,Arnold Bouka Moutou,69,0,3,1,0,6.20
Olympique De Marseille,Christopher Rocchia,100,0,0,0,0,6.20
Guingamp,Johan Larsson,81,0,1,0,0,6.20
Bordeaux,Albert Lottin,82,0,1,0,0,6.20
Guingamp,Papy Djilobodji,69,0,1,1,0,6.18
Angers,Rayan Aït Nouri,85,0,2,0,0,6.15
Bordeaux,Milan Gajić,86,0,2,0,0,6.10
Fc Nantes,Randal Kolo Muani,62,0,2,1,0,6.07
As Monaco,Naldo,84,0,5,0,0,5.95
As Monaco,Seydou Sy,74,0,0,0,0,5.90
Angers,Yoann Andreu,0,0,1,0,0,5.90
As Monaco,Romain Faivre,86,0,1,1,0,5.70
Ogc Nice,Paul Wade,0,0,0,0,0,5.60
Strasbourg,Moataz Zemzemi,50,0,1,0,0,0.00
Olympique Lyonnais,Lenny Pintor,0,0,0,0,0,0.00
Lille Osc,Arton Zekaj,100,0,0,0,0,0.00
Saint Etienne,Kenny Rocha Santos,0,0,0,0,0,0.00
Rc Lens,Grejohn Kyei,0,0,0,0,0,0.00
Montpellier,Yanis Ammour,0,0,0,0,0,0.00
Fc Nantes,Alexis Alégué,100,0,1,0,0,0.00
Amiens,Sanasi Sy,100,0,0,0,0,0.00
Nimes Olympique,Theo Sainte Luce,100,0,0,0,0,0.00
