Team,Name,Blocked shots,Errors lead to goal,Clearances,Interceptions,Tackles,Rating
Psv Eindhoven,Andrés Guardado,8,1,27,47,59,7.73
Ajax,Hakim Ziyech,0,0,11,32,54,7.59
Ajax,Joël Veltman,10,0,113,79,134,7.54
Feyenoord,Nicolai Jørgensen,4,0,20,9,27,7.53
Feyenoord,Eric Botteghin,21,0,194,100,71,7.52
Ajax,Nemanja Gudelj,0,0,8,8,8,7.52
Heracles Almelo,Renze Fij,0,0,2,0,0,7.50
Ajax,Lasse Schöne,7,0,50,76,59,7.50
Heerenveen,Sam Larsson,0,0,10,35,41,7.48
Feyenoord,Steven Berghuis,0,0,3,9,42,7.39
Ajax,Heiko Westermann,1,0,11,3,5,7.37
Ajax,Kasper Dolberg,0,0,2,2,8,7.36
Feyenoord,Jan-Arie van der Heijden,11,1,107,58,66,7.35
Fc Twente,Mateusz Klich,9,1,24,64,80,7.35
Psv Eindhoven,Luuk de Jong,4,0,32,9,20,7.33
Psv Eindhoven,Héctor Moreno,12,0,88,56,33,7.33
Ajax,Davy Klaassen,10,1,37,33,52,7.33
Az Alkmaar,Alireza Jahanbakhsh,2,0,4,28,44,7.32
Feyenoord,Eljero Elia,0,0,9,15,47,7.31
Ajax,Frenkie de Jong,0,0,1,0,2,7.30
Feyenoord,Jens Toornstra,1,1,28,28,23,7.30
Psv Eindhoven,Davy Pröpper,6,0,25,46,50,7.29
Psv Eindhoven,Santiago Arias,11,0,53,53,63,7.28
Psv Eindhoven,Sam Lammers,0,0,0,1,1,7.27
Ajax,Bertrand Traoré,0,0,5,20,22,7.25
Ajax,Davinson Sánchez,6,0,167,60,46,7.25
Fc Utrecht,Sébastien Haller,6,0,32,14,26,7.25
Fc Utrecht,Yassin Ayoub,3,0,31,43,96,7.24
Psv Eindhoven,Marco van Ginkel,0,0,11,11,18,7.23
Ajax,Nick Viergever,13,1,102,69,32,7.22
Heerenveen,Joost van Aken,13,0,183,61,47,7.22
Az Alkmaar,Stijn Wuytens,21,0,112,65,80,7.22
Vitesse,Ricky van Wolfswinkel,6,0,48,7,35,7.22
Willem Ii Tilburg,Kostas Lamprou,0,2,25,1,0,7.21
Feyenoord,Tonny Vilhena,1,0,29,58,74,7.21
Vitesse,Guram Kashia,19,0,193,100,67,7.21
Heerenveen,Stijn Schaars,2,0,40,41,36,7.21
Feyenoord,Karim El Ahmadi,6,0,23,66,103,7.19
Ajax,Amin Younes,1,0,1,13,34,7.17
Roda Jc Kerkrade,Christian Kum,19,0,178,79,43,7.17
Psv Eindhoven,Gastón Pereiro,1,0,19,8,27,7.16
Nec Nijmegen,Dario Đumić,33,0,192,54,42,7.16
