Team,Name,Key passes,Accurate passes percentage,Accurate passes,Assists,Big chances created,Rating
Paris Saint Germain,Neymar,73,80,1063,13,22,8.84
Olympique De Marseille,Dimitri Payet,125,81,1131,13,24,7.74
Olympique De Marseille,Florian Thauvin,78,78,1254,11,20,7.69
Olympique Lyonnais,Nabil Fekir,59,85,971,8,12,7.63
Bordeaux,Malcom,89,82,1110,7,14,7.57
Paris Saint Germain,Edinson Cavani,40,80,408,6,12,7.56
As Monaco,Adama Traoré,1,85,61,0,0,7.53
Fc Nantes,David Alcibiade,2,73,52,1,1,7.53
Paris Saint Germain,Ángel Di María,52,79,856,6,14,7.49
Paris Saint Germain,Dani Alves,47,88,1580,7,6,7.47
Olympique Lyonnais,Memphis Depay,78,80,890,13,14,7.45
Ogc Nice,Mario Balotelli,33,77,587,1,4,7.44
Paris Saint Germain,Kylian Mbappé,52,83,573,8,12,7.39
Dijon,Naïm Sliti,61,73,591,6,7,7.35
As Monaco,Fabinho,37,86,1707,3,7,7.34
Paris Saint Germain,Marco Verratti,30,91,1860,3,4,7.32
Fc Nantes,Enock Kwateng,0,64,21,0,0,7.30
Amiens,Jean-Christophe Bouet,0,42,11,0,0,7.30
Strasbourg,Dimitri Liénard,61,80,1098,5,14,7.29
Saint Etienne,Mathieu Debuchy,15,75,425,0,1,7.27
Olympique Lyonnais,Bertrand Traoré,26,83,825,4,3,7.27
As Monaco,Seydou Sy,0,61,48,0,0,7.27
Paris Saint Germain,Thiago Silva,5,96,1645,0,0,7.25
Saint Etienne,Rémy Cabella,51,82,1241,6,11,7.23
Ogc Nice,Alassane Pléa,30,80,811,5,6,7.23
Montpellier,Nordi Mukiele,35,79,1181,1,4,7.23
Stade Rennais,Benjamin Bourigeaud,97,80,1181,7,12,7.22
Caen,Ronny Rodelin,59,73,929,6,12,7.22
Fc Nantes,Léo Dubois,59,75,1035,4,8,7.21
Fc Nantes,Anthony Walongwa,0,68,13,0,0,7.20
Olympique Lyonnais,Tanguy Ndombélé,49,89,1439,6,8,7.19
Ogc Nice,Wesley Sneijder,11,84,238,0,1,7.18
Olympique Lyonnais,Marcelo,6,88,1955,1,2,7.18
As Monaco,João Moutinho,57,86,1632,6,10,7.17
As Monaco,Radamel Falcao,16,79,435,4,2,7.17
Olympique De Marseille,Luiz Gustavo,15,90,1745,1,0,7.17
As Monaco,Terence Kongolo,1,77,84,0,1,7.17
Paris Saint Germain,Giovani Lo Celso,18,90,1422,3,3,7.15
Ogc Nice,Jean-Michaël Seri,66,90,2419,6,4,7.15
Dijon,Júlio Tavares,27,60,324,2,2,7.15
Olympique Lyonnais,Houssem Aouar,39,86,1328,5,6,7.15
Paris Saint Germain,Marquinhos,5,94,1561,2,2,7.14
Fc Nantes,Diego Carlos,8,76,679,0,0,7.14
Montpellier,Ellyes Skhiri,32,86,1352,1,1,7.13
Saint Etienne,Loïc Perrin,7,88,1357,1,1,7.13
Paris Saint Germain,Javier Pastore,28,82,818,5,9,7.12
Paris Saint Germain,Yuri Berchiche,16,89,897,4,3,7.11
Saint Etienne,Neven Subotić,4,86,710,1,2,7.11
Stade Rennais,Wahbi Khazri,34,78,505,2,5,7.10
Paris Saint Germain,Adrien Rabiot,28,92,2021,5,5,7.09
Guingamp,Clément Grenier,35,74,501,4,4,7.09
Lille Osc,Yassine Benzia,64,82,1081,5,9,7.09
Bordeaux,Pablo Nascimento Castro,5,87,549,3,4,7.09
Montpellier,Vitorino Hilton,9,79,845,0,0,7.08
Montpellier,Jérôme Roussillon,28,79,563,3,6,7.08
Montpellier,Ruben Aguilar,36,80,877,2,8,7.08
Ogc Nice,Pierre Lees Melou,57,85,1276,6,6,7.08
Stade Rennais,Hamari Traore,19,80,1086,1,1,7.07
Metz,Matthieu Dossevi,86,78,675,11,18,7.07
Ogc Nice,Arnaud Souquet,13,88,1204,2,2,7.07
As Monaco,Jorge,13,78,581,2,2,7.07
Olympique Lyonnais,Mariano Díaz,29,72,340,4,4,7.06
Ogc Nice,Wylan Cyprien,17,90,714,2,2,7.06
As Monaco,Kamil Glik,8,81,1362,3,3,7.06
Bordeaux,Youssouf Sabaly,36,82,1283,5,7,7.06
Caen,Damien Da Silva,0,82,1108,0,0,7.05
Toulouse,Max Gradel,45,66,504,1,6,7.05
Lille Osc,Yves Bissouma,11,85,841,1,1,7.05
Paris Saint Germain,Thomas Meunier,21,85,804,4,8,7.05
Caen,Brice Samba,0,60,53,0,0,7.05
As Monaco,Thomas Lemar,55,85,946,8,11,7.04
Fc Nantes,Lucas Lima,54,70,741,3,8,7.04
Olympique De Marseille,Bouna Sarr,29,88,948,3,2,7.04
As Monaco,Moussa Sylla,3,58,38,0,0,7.04
As Monaco,Diego Benaglio,0,70,37,0,0,7.03
Ogc Nice,Dante,6,92,2138,0,1,7.03
Dijon,Wesley Saïd,14,78,370,2,3,7.03
Paris Saint Germain,Julian Draxler,29,93,1241,5,9,7.03
Paris Saint Germain,Presnel Kimpembe,4,95,1771,0,0,7.03
Paris Saint Germain,Kevin Trapp,0,90,65,0,0,7.03
Angers,Karl Toko Ekambi,48,78,701,6,9,7.02
Montpellier,Pedro Mendes,7,82,1136,1,1,7.02
Strasbourg,Kenny Lala,24,79,1055,4,3,7.02
Caen,Frédéric Guilbert,17,75,793,2,4,7.01
Angers,Flavien Tait,41,76,653,3,12,7.01
Ogc Nice,Allan Saint-Maximin,47,78,655,7,5,7.01
Olympique De Marseille,Adil Rami,9,87,1616,2,3,7.01
Montpellier,Paul Lasne,37,82,1411,2,2,7.01
As Monaco,Stevan Jovetić,9,68,169,1,1,7.01
Saint Etienne,Yann M'Vila,3,88,1133,0,0,7.01
Olympique Lyonnais,Fernando Marçal,18,84,702,3,2,7.01
Bordeaux,Maxime Poundjé,16,79,526,1,1,7.01
Guingamp,Yannis Salibur,27,83,447,3,5,7.00
As Monaco,Almamy Touré,17,74,348,6,5,7.00
Amiens,Jean-Luc Dompe,1,50,6,0,0,7.00
Olympique De Marseille,Konstantinos Mitroglou,11,68,89,0,1,6.99
Bordeaux,Jules Kounde,5,84,704,0,1,6.99
Metz,Nolan Roux,26,69,537,1,3,6.99
