Team,Name,Key passes,Accurate passes percentage,Accurate passes,Assists,Big chances created,Rating
Chelsea,Eden Hazard,98,84,1534,15,18,7.84
Liverpool,Mohamed Salah,68,76,819,8,16,7.44
Manchester City,Raheem Sterling,69,86,1084,10,12,7.42
Liverpool,Virgil van Dijk,7,90,2724,2,3,7.41
Tottenham,Georges-Kévin N'Koudou,1,67,2,1,1,7.40
Wolverhampton,John Ruddy,0,68,13,0,0,7.40
Manchester City,Sergio Agüero,35,85,654,8,6,7.39
Liverpool,Trent Alexander-Arnold,50,77,1315,12,11,7.38
Leicester City,James Maddison,101,84,1176,7,13,7.36
Liverpool,Sadio Mané,45,78,925,1,7,7.36
Bournemouth,Ryan Fraser,93,77,919,14,28,7.35
Manchester City,Kevin De Bruyne,36,84,607,2,11,7.34
Everton,Lucas Digne,72,76,1108,4,13,7.33
Chelsea,Willian,81,86,1054,6,10,7.33
Manchester City,David Silva,77,88,1770,8,16,7.32
Manchester City,Riyad Mahrez,26,85,675,4,9,7.30
Tottenham,Harry Kane,30,73,403,4,7,7.29
Chelsea,David Luiz,20,88,2306,2,11,7.27
Tottenham,Paulo Gazzaniga,0,64,61,0,0,7.27
Leicester City,Youri Tielemans,17,85,545,4,6,7.25
Manchester City,İlkay Gündoğan,44,91,1811,3,6,7.25
Everton,Gylfi Sigurðsson,75,76,754,6,11,7.24
Tottenham,Kieran Trippier,50,79,1218,3,8,7.23
Tottenham,Christian Eriksen,74,81,1517,12,10,7.22
Liverpool,Joël Matip,3,87,1166,0,1,7.22
Chelsea,Pedro,30,86,922,2,6,7.22
Crystal Palace,Luka Milivojević,60,80,1589,2,4,7.22
Manchester City,Nicolás Otamendi,2,93,1152,0,0,7.21
Manchester United,Paul Pogba,55,83,1713,9,7,7.21
Chelsea,Willy Caballero,0,78,42,0,0,7.20
Fulham,Fabri,0,68,32,0,0,7.20
Huddersfield Town,Philip Billing,23,79,844,0,1,7.19
Manchester City,Aymeric Laporte,15,92,2768,3,1,7.19
Manchester City,Fernandinho,23,87,1793,3,4,7.19
Manchester City,Leroy Sané,40,84,715,10,11,7.17
Liverpool,James Milner,44,85,1185,4,6,7.17
Manchester City,Benjamin Mendy,12,88,574,5,4,7.16
Liverpool,Andrew Robertson,53,83,1993,11,15,7.15
Wolverhampton,Raúl Jiménez,42,73,771,7,13,7.15
Manchester City,Vincent Kompany,1,93,1142,0,0,7.15
Manchester City,Bernardo Silva,72,86,1469,7,10,7.14
Newcastle United,Fabian Schär,11,68,677,1,1,7.14
Arsenal,Alexandre Lacazette,32,74,572,8,6,7.13
Manchester City,Danilo,4,87,667,0,0,7.13
Chelsea,César Azpilicueta,27,87,2160,5,5,7.13
Manchester City,Oleksandr Zinchenko,12,91,1083,3,3,7.12
Tottenham,Hugo Lloris,0,74,770,0,0,7.12
Tottenham,Kyle Walker-Peters,7,83,156,3,0,7.12
Wolverhampton,João Moutinho,84,85,1580,8,7,7.11
Liverpool,Dejan Lovren,1,87,711,0,0,7.11
Arsenal,Pierre-Emerick Aubameyang,34,74,512,5,8,7.11
Arsenal,Petr Čech,0,68,153,0,0,7.10
Tottenham,Toby Alderweireld,7,89,2087,0,1,7.10
Newcastle United,Jonjo Shelvey,25,71,446,1,2,7.10
Southampton,Steven Davis,3,94,64,1,1,7.10
Liverpool,Roberto Firmino,44,81,1033,6,8,7.09
Everton,Idrissa Gueye,18,84,1467,2,0,7.09
Manchester City,John Stones,5,94,1649,0,0,7.09
West Ham United,Felipe Anderson,66,76,1267,4,10,7.09
