Team,Name,Key passes,Accurate passes percentage,Accurate passes,Assists,Big chances created,Rating
Borussia Dortmund,Henrikh Mkhitaryan,84,76,1017,15,27,7.59
Bayern Munchen,Robert Lewandowski,22,79,603,2,7,7.45
Bayern Munchen,Arturo Vidal,48,90,1836,5,5,7.42
Borussia Dortmund,İlkay Gündoğan,28,88,1779,3,7,7.40
Fc Schalke 04,Johannes Geis,61,81,1276,5,8,7.40
Bayer 04 Leverkusen,Lars Bender,8,79,418,1,1,7.39
Bayern Munchen,Thiago Alcántara,37,88,1392,3,5,7.39
Borussia Mgladbach,Raffael,57,82,964,10,7,7.39
Bayern Munchen,Thomas Müller,61,77,813,5,11,7.38
Borussia Mgladbach,Granit Xhaka,22,85,1969,1,4,7.35
Borussia Dortmund,Mats Hummels,10,86,2039,2,1,7.31
Borussia Dortmund,Pierre-Emerick Aubameyang,28,69,356,5,9,7.30
1 Fc Koln,Marcel Risse,65,62,727,5,13,7.30
Ingolstadt,Pascal Groß,96,67,1217,4,10,7.30
Vfb Stuttgart,Daniel Ginczek,12,61,106,1,1,7.29
Bayern Munchen,Arjen Robben,27,80,460,1,4,7.28
Fc Schalke 04,Joël Matip,13,83,1421,3,3,7.26
Darmstadt 98,Sandro Wagner,28,50,452,4,9,7.26
Bayern Munchen,Xabi Alonso,42,91,2124,2,3,7.25
Werder Bremen,Papy Djilobodji,9,68,450,1,1,7.25
Werder Bremen,Zlatko Junuzović,86,69,636,10,9,7.24
Borussia Mgladbach,Ibrahima Traoré,36,78,525,1,10,7.24
Bayern Munchen,Philipp Lahm,49,91,1806,1,5,7.23
Wolfsburg,Naldo,10,87,1608,1,1,7.23
Bayern Munchen,Douglas Costa,50,80,752,9,11,7.23
Borussia Mgladbach,Mahmoud Dahoud,32,83,1081,8,8,7.21
Bayer 04 Leverkusen,Hakan Çalhanoğlu,83,74,932,5,11,7.20
Borussia Dortmund,Roman Weidenfeller,0,57,13,0,0,7.20
Hamburger Sv,Tom Mickel,0,70,16,0,0,7.20
Borussia Mgladbach,Lars Stindl,54,80,1140,8,9,7.20
Bayern Munchen,Jérôme Boateng,14,86,1123,3,5,7.19
Bayer 04 Leverkusen,Benjamin Henrichs,3,72,131,1,0,7.19
Bayern Munchen,Javi Martínez,8,90,815,1,5,7.19
Borussia Dortmund,Marco Reus,46,82,638,3,9,7.18
Eintracht Frankfurt,Alexander Meier,17,67,334,1,3,7.17
Bayer 04 Leverkusen,Javier Hernández,28,74,397,2,7,7.17
Bayern Munchen,Medhi Benatia,3,90,750,2,1,7.16
1 Fsv Mainz 05,Alexander Hack,1,81,328,0,0,7.16
Wolfsburg,Ricardo Rodríguez,36,83,1099,3,5,7.15
Borussia Mgladbach,Tobias Sippel,0,72,49,0,0,7.15
Fc Schalke 04,Leon Goretzka,25,82,779,3,5,7.15
Bayern Munchen,David Alaba,20,92,2264,0,2,7.15
1 Fc Koln,Mërgim Mavraj,0,84,334,0,0,7.15
Hertha Bsc,John Brooks,2,84,1041,1,1,7.15
Wolfsburg,Vieirinha,37,78,880,5,4,7.14
Bayern Munchen,Kingsley Coman,37,85,676,6,7,7.14
1899 Hoffenheim,Oliver Baumann,2,61,792,0,0,7.12
Borussia Dortmund,Matthias Ginter,23,83,949,4,5,7.12
