Team,Name,Blocked shots,Errors lead to goal,Clearances,Interceptions,Tackles,Rating
Guingamp,Fernando Marçal,13,0,126,84,87,7.20
Paris Saint Germain,Giovani Lo Celso,0,0,0,1,0,7.20
As Monaco,Marcel Tisserand,1,0,2,2,1,7.20
Olympique De Marseille,Bafétimbi Gomis,5,0,45,2,15,7.20
Ogc Nice,Mario Balotelli,2,0,22,7,12,7.19
Olympique De Marseille,William Vainqueur,9,0,34,65,109,7.19
Saint Etienne,Florentin Pogba,6,0,68,46,34,7.18
Dijon,Mehdi Abeid,6,1,27,48,78,7.18
Toulouse,Ibrahim Sangaré,2,0,3,8,21,7.18
Angers,Thomas Mangani,6,0,46,39,69,7.17
Paris Saint Germain,Javier Pastore,0,0,5,7,16,7.17
Stade Rennais,Yoann Gourcuff,5,0,21,13,37,7.17
Toulouse,Christopher Jullien,16,0,261,54,51,7.17
Paris Saint Germain,Presnel Kimpembe,3,0,53,39,18,7.16
As Monaco,Abdou Diallo,6,0,28,13,9,7.16
As Monaco,Kamil Glik,20,0,245,61,24,7.15
Fc Nantes,Valentin Rongier,4,0,18,42,129,7.14
As Monaco,Kévin N'Doram,2,0,6,13,11,7.14
Lorient,Sylvain Marveaux,1,0,3,8,17,7.14
Ogc Nice,Valentin Eysseric,1,1,13,16,35,7.14
Olympique Lyonnais,Emanuel Mammana,9,1,90,39,43,7.14
Guingamp,Christophe Kerbrat,35,0,210,71,58,7.13
Paris Saint Germain,Thomas Meunier,2,0,46,26,45,7.13
Lille Osc,Marko Baša,17,0,147,40,20,7.13
Olympique De Marseille,Rolando,16,1,131,52,50,7.13
As Monaco,Jemerson,20,2,190,54,69,7.12
Paris Saint Germain,Thiago Motta,4,1,44,32,56,7.12
Lille Osc,Renato Civelli,8,0,72,19,22,7.12
Montpellier,Vitorino Hilton,22,0,182,80,38,7.11
Nancy,Clément Lenglet,12,0,94,49,44,7.11
Olympique Lyonnais,Mouctar Diakhaby,14,1,141,36,29,7.11
Angers,Cheikh N'Doye,14,0,71,27,54,7.10
Paris Saint Germain,Maxwell,3,0,26,21,29,7.10
Stade Rennais,Edson Mexer,18,0,158,44,28,7.09
Angers,Flavien Tait,1,0,2,12,14,7.09
Olympique De Marseille,Rod Fanni,20,0,133,56,41,7.09
Caen,Ronny Rodelin,7,0,27,27,41,7.09
Nancy,Benoît Pedretti,4,0,19,32,60,7.09
Saint Etienne,Ronaël Pierre-Gabriel,1,0,32,29,50,7.09
Ogc Nice,Dante,28,1,155,40,35,7.08
Caen,Julien Féret,7,0,41,63,59,7.08
Angers,Karl Toko Ekambi,0,0,5,29,26,7.08
Olympique Lyonnais,Lucas Tousart,5,0,54,38,51,7.08
Saint Etienne,Jordan Veretout,4,0,36,44,80,7.07
Montpellier,Steve Mounié,0,0,22,7,17,7.07
Stade Rennais,Joris Gnagnon,18,1,112,43,46,7.07
Paris Saint Germain,David Luiz,2,0,10,5,1,7.07
Bordeaux,Nicolas Pallois,18,1,202,42,67,7.06
Bordeaux,Jérémy Toulalan,23,0,101,57,95,7.06
Paris Saint Germain,Layvin Kurzawa,3,0,41,36,22,7.06
Ogc Nice,Ricardo Pereira,2,0,62,33,69,7.06
Lille Osc,Adama Soumaoro,21,0,162,44,21,7.06
Olympique De Marseille,Grégory Sertic,14,0,97,44,37,7.05
Dijon,Jordan Lotiès,25,0,136,70,39,7.05
As Monaco,Tiemoué Bakayoko,3,0,53,56,70,7.05
Guingamp,Jimmy Briand,3,0,33,13,26,7.04
Ogc Nice,Malang Sarr,5,0,85,57,36,7.04
As Monaco,João Moutinho,5,0,28,43,53,7.04
Olympique Lyonnais,Mathieu Valbuena,1,0,1,9,17,7.03
Montpellier,Stéphane Sessègnon,1,1,12,17,28,7.03
Olympique De Marseille,Maxime López,0,0,11,33,41,7.03
Nancy,Vincent Muratori,6,1,63,62,54,7.03
Paris Saint Germain,Kevin Trapp,0,0,20,2,1,7.03
Lorient,Michael Ciani,11,0,146,69,31,7.03
Nancy,Tobias Badila,7,0,145,64,75,7.03
Bordeaux,Igor Lewczuk,11,0,134,40,43,7.02
Caen,Damien Da Silva,17,0,162,74,80,7.02
Bordeaux,Younousse Sankharé,5,0,23,32,86,7.02
Olympique Lyonnais,Nabil Fekir,0,0,0,1,22,7.02
Olympique Lyonnais,Nicolas N'Koulou,6,0,59,32,17,7.02
Saint Etienne,Vincent Pajot,6,0,42,41,41,7.01
Angers,Mehdi Tahrat,0,0,11,12,14,7.01
Lille Osc,Nicolas de Préville,2,0,29,16,24,7.01
Guingamp,Jérémy Sorbon,20,0,159,55,33,7.01
Olympique De Marseille,Yohann Pelé,0,2,27,1,0,7.01
As Monaco,Almamy Touré,5,0,39,15,27,7.01
Paris Saint Germain,Blaise Matuidi,2,0,19,40,60,7.01
Bordeaux,Valentín Vada,4,0,18,24,44,7.00
Stade Rennais,Sanjin Prcić,8,0,29,43,29,7.00
Fc Nantes,Diego Carlos,36,0,204,41,74,7.00
Dijon,Pierre Lees Melou,5,0,25,34,98,7.00
Olympique Lyonnais,Olivier Kemen,0,0,3,1,2,7.00
Fc Nantes,Anthony Walongwa,2,0,17,6,6,7.00
Angers,Grégory Bourillon,2,0,17,5,7,7.00
Toulouse,Dušan Veškovac,2,0,7,4,1,7.00
Olympique Lyonnais,Memphis Depay,0,0,3,5,12,6.99
Saint Etienne,Stéphane Ruffier,0,0,21,1,1,6.99
Saint Etienne,Léo Lacroix,12,0,156,40,20,6.99
Olympique De Marseille,Lassana Diarra,0,0,6,11,38,6.99
Lorient,Benjamin Moukandjo,1,0,11,12,11,6.99
Lille Osc,Ibrahim Amadou,9,2,71,55,86,6.99
Metz,Cheick Diabaté,0,0,24,2,4,6.99
Dijon,Quentin Bernard,2,0,17,14,23,6.99
Metz,Renaud Cohade,4,0,48,44,99,6.98
Bastia,Sébastien Squillaci,4,0,66,14,5,6.98
Stade Rennais,Paul-Georges Ntep,0,0,3,4,20,6.98
Saint Etienne,Ole Selnæs,9,0,36,45,64,6.98
As Monaco,Guido Carrillo,1,0,13,1,8,6.98
Olympique De Marseille,Hiroki Sakai,11,0,109,63,89,6.97
Stade Rennais,Benjamin André,2,1,52,72,121,6.97
Toulouse,Yrondu Musavu-King,1,0,16,7,2,6.97
Ogc Nice,Arnaud Souquet,10,1,83,39,64,6.97
Bordeaux,Diego Contento,5,0,72,64,63,6.96
Bordeaux,Malcom,4,0,5,18,30,6.96
As Monaco,Bernardo Silva,0,0,15,28,47,6.96
Metz,Simon Falette,30,0,189,91,26,6.96
Lille Osc,Mike Maignan,0,0,1,0,0,6.96
Stade Rennais,Ramy Bensebaini,6,0,114,57,56,6.96
Paris Saint Germain,Grzegorz Krychowiak,3,0,30,18,19,6.95
Toulouse,Martin Braithwaite,4,0,16,13,22,6.95
Fc Nantes,Guillaume Gillet,9,0,88,74,91,6.95
Ogc Nice,Alassane Pléa,0,0,14,9,19,6.95
Toulouse,Oscar Trejo,2,0,7,27,82,6.95
Montpellier,Ellyes Skhiri,9,1,79,102,104,6.94
Nancy,Faitout Maouassa,4,0,17,11,19,6.94
Olympique De Marseille,Tomáš Hubočan,3,1,76,31,27,6.94
Toulouse,Yann Bodiger,14,0,39,42,65,6.94
Dijon,Loïs Diony,1,0,9,2,24,6.94
Saint Etienne,Kévin Théophile-Catherine,19,0,133,56,37,6.94
Dijon,Frédéric Sammaritano,2,0,12,12,33,6.94
Olympique De Marseille,Doria,11,0,66,30,22,6.94
Ogc Nice,Walter Benítez,0,0,3,0,0,6.93
Lille Osc,Rony Lopes,0,0,7,8,36,6.93
Lorient,Jimmy Cabot,0,0,3,13,36,6.93
Paris Saint Germain,Serge Aurier,5,0,41,34,48,6.93
Toulouse,Issa Diop,20,0,116,49,49,6.93
Bastia,Yannick Cahuzac,10,1,64,96,64,6.93
Fc Nantes,Préjuce Nakoulma,0,0,6,5,7,6.93
Nancy,Modou Diagne,16,0,113,48,31,6.93
Lille Osc,Junior Alonso,0,0,66,24,12,6.93
Lorient,Mathieu Peybernes,14,0,180,83,63,6.92
Lille Osc,Xeka,2,0,13,16,24,6.92
Ogc Nice,Younès Belhanda,3,0,8,11,44,6.92
Caen,Alaeddine Yahia,22,1,140,56,44,6.92
Dijon,Yunis Abdelhamid,12,0,71,39,40,6.92
Angers,Romain Thomas,23,0,207,59,46,6.92
Ogc Nice,Maxime Le Marchand,8,0,37,14,8,6.92
Metz,Eiji Kawashima,0,0,7,0,0,6.92
Olympique De Marseille,Patrice Evra,4,0,35,17,23,6.92
As Monaco,Danijel Subašić,0,2,19,1,1,6.92
Dijon,Cédric Varrault,17,0,172,47,40,6.92
Caen,Ivan Santini,5,0,22,6,16,6.91
Dijon,Júlio Tavares,3,0,57,21,17,6.91
Angers,Abdoulaye Bamba,1,0,11,13,10,6.91
Ogc Nice,Dalbert,7,0,103,48,87,6.91
Stade Rennais,Giovanni Sio,1,0,11,4,18,6.91
Fc Nantes,Emiliano Sala,4,0,35,14,32,6.91
Ogc Nice,Yoan Cardinale,0,3,16,3,1,6.91
Olympique Lyonnais,Rachid Ghezzal,0,0,14,12,24,6.91
Guingamp,Baissama Sankoh,13,0,38,29,19,6.91
Olympique Lyonnais,Mapou Yanga-Mbiwa,8,0,98,43,36,6.90
Bordeaux,Jaroslav Plašil,4,1,33,40,78,6.90
Angers,Baptiste Santamaria,11,0,51,70,101,6.90
Toulouse,Andy Delort,1,0,5,0,8,6.90
Nancy,Amine Bassi,0,0,0,1,2,6.90
Saint Etienne,Dylan Saint-Louis,0,0,2,3,1,6.90
Guingamp,Dorian Lévêque,1,0,5,7,8,6.90
Ogc Nice,Hicham Mahou,0,0,0,0,0,6.90
Caen,Matthieu Dreyer,0,1,7,0,0,6.90
Bastia,Nicolas Saint-Ruf,8,0,70,16,14,6.90
Angers,Vincent Manceau,8,0,65,52,71,6.90
Saint Etienne,Romain Hamouma,2,0,9,12,23,6.90
Saint Etienne,Oussama Tannane,1,0,3,11,30,6.89
Montpellier,Nordi Mukiele,7,0,55,52,49,6.89
Montpellier,Lukáš Pokorný,8,0,86,17,14,6.89
Guingamp,Étienne Didot,10,0,34,36,58,6.89
Nancy,Erick Cabaco,15,0,108,41,30,6.88
Lille Osc,Yassine Benzia,1,0,9,16,42,6.88
Lorient,Wesley Lautoa,8,0,41,54,56,6.88
As Monaco,Adama Traoré,1,0,3,7,3,6.88
Olympique Lyonnais,Jérémy Morel,10,0,81,41,67,6.88
Bordeaux,Isaac Thelin,0,0,0,1,2,6.88
Dijon,Baptiste Reynet,0,3,51,3,2,6.88
Dijon,Fouad Chafik,14,0,78,72,88,6.88
As Monaco,Valère Germain,4,0,37,12,21,6.88
Olympique Lyonnais,Rafael,9,0,53,41,65,6.88
Nancy,Joeffrey Cuffaut,10,0,113,51,77,6.88
Fc Nantes,Koffi Djidji,20,1,139,57,64,6.88
Montpellier,Daniel Congré,9,2,101,50,30,6.87
Bastia,Florian Marange,7,0,84,40,24,6.87
As Monaco,Djibril Sidibé,1,0,49,46,76,6.87
Olympique Lyonnais,Anthony Lopes,0,2,35,7,1,6.87
Bordeaux,Cédric Carrasso,0,2,22,1,0,6.87
Fc Nantes,Lucas Lima,6,0,98,47,124,6.87
Nancy,Alou Diarra,7,0,43,38,42,6.86
Dijon,Ádám Lang,17,0,106,27,20,6.86
Saint Etienne,Henri Saivet,2,0,11,19,31,6.86
Lille Osc,Sébastien Corchia,12,0,101,78,102,6.86
Nancy,Youssef Aït Bennasser,3,1,23,30,50,6.86
Montpellier,Paul Lasne,0,1,17,21,28,6.86
Toulouse,Clément Michelin,1,0,14,17,15,6.86
Nancy,Julien Cétout,11,0,48,49,43,6.86
Lille Osc,Naïm Sliti,1,0,4,11,22,6.86
Angers,Issa Cissokho,3,1,39,23,19,6.85
Guingamp,Jonathan Martins Pereira,2,0,33,26,32,6.85
Lille Osc,Franck Béria,11,0,94,56,27,6.85
Ogc Nice,Anastasios Donis,0,0,7,5,8,6.85
As Monaco,Ivan Cavaleiro,1,0,0,1,2,6.85
Metz,Guido Milan,22,0,136,37,30,6.85
Bordeaux,François Kamano,1,0,8,11,22,6.85
Metz,Ivan Balliu,12,0,72,56,57,6.85
Lorient,Arnold Mvuemba,4,2,8,27,49,6.85
Stade Rennais,Pedro Mendes,11,1,72,36,18,6.84
Saint Etienne,Jérémy Clément,0,0,6,6,10,6.84
Stade Rennais,Benoît Costil,0,1,41,1,1,6.84
Caen,Ismaël Diomandé,1,0,12,22,19,6.84
Bordeaux,Gaëtan Laborde,1,0,16,6,34,6.84
Fc Nantes,Léo Dubois,10,0,103,61,73,6.83
Stade Rennais,Ludovic Baal,4,0,60,52,101,6.83
Caen,Jonathan Delaplace,8,0,28,38,70,6.83
Toulouse,Steeve Yago,8,0,72,47,51,6.83
Stade Rennais,Romain Danzé,14,0,100,67,64,6.83
Caen,Frédéric Guilbert,7,0,82,73,90,6.83
Bordeaux,Youssouf Sabaly,5,0,107,72,78,6.83
Nancy,Issiar Dia,0,0,8,13,14,6.83
Stade Rennais,Clément Chantôme,2,0,11,6,11,6.83
Bastia,Sadio Diallo,0,1,8,18,19,6.83
Guingamp,Lucas Deaux,9,0,40,51,94,6.82
Nancy,Sergey Chernik,0,0,17,0,1,6.82
Metz,Georges Mandjeck,4,0,39,51,60,6.82
Montpellier,William Rémy,1,0,59,20,21,6.82
Bordeaux,Diego Rolán,2,0,9,10,26,6.82
Saint Etienne,Nolan Roux,3,0,16,3,8,6.82
As Monaco,Nabil Dirar,1,0,4,8,17,6.82
Olympique De Marseille,Rémy Cabella,1,0,1,17,43,6.82
Bastia,Enzo Crivelli,3,0,14,5,18,6.82
Guingamp,Benjamin Angoua,3,0,36,13,8,6.81
Nancy,Guy N'Dy Assembé,0,1,34,2,0,6.81
Angers,Jonathan Bamba,0,0,3,7,14,6.81
Stade Rennais,Gélson Fernandes,7,0,23,36,83,6.81
Toulouse,François Moubandje,5,0,125,67,57,6.81
Olympique Lyonnais,Sergi Darder,0,0,3,15,15,6.81
Lille Osc,Éder,4,0,22,6,11,6.81
Olympique De Marseille,Morgan Sanson,1,0,20,45,59,6.81
Angers,Famara Diédhiou,2,0,12,9,14,6.80
As Monaco,Irvin Cardona,0,0,0,0,0,6.80
Stade Rennais,James Léa Siliki,0,0,0,1,0,6.80
Ogc Nice,Olivier Boscagli,0,0,0,2,6,6.80
Ogc Nice,Mickaël Le Bihan,0,0,7,0,3,6.80
Saint Etienne,Mickael Nade,2,0,6,1,2,6.80
Angers,Ismaël Traoré,17,1,135,55,44,6.80
Lorient,Benjamin Lecomte,0,5,38,1,0,6.80
As Monaco,Benjamin Mendy,3,0,59,41,48,6.80
Guingamp,Mathieu Bodmer,7,1,46,23,10,6.79
Angers,Pablo Martinez,4,0,31,12,25,6.79
Saint Etienne,Cheikh M'Bengue,2,0,36,32,15,6.79
Paris Saint Germain,Hatem Ben Arfa,0,0,0,0,7,6.79
Nancy,Michaël Chrétien,5,1,62,22,25,6.78
Fc Nantes,Mariusz Stępiński,2,0,6,4,8,6.78
Fc Nantes,Amine Harit,2,0,3,27,34,6.78
Lille Osc,Yves Bissouma,1,0,8,12,40,6.78
Guingamp,Moustapha Diallo,5,0,33,34,38,6.78
Toulouse,Alban Lafont,0,1,37,2,2,6.78
Fc Nantes,Yacine Bammou,2,0,16,14,34,6.78
Ogc Nice,Vincent Koziello,6,0,13,25,38,6.78
Bordeaux,Vukašin Jovanović,1,0,36,20,8,6.78
Guingamp,Thibault Giresse,1,0,5,2,8,6.78
Lorient,Majeed Waris,0,0,5,11,38,6.77
Montpellier,Yacouba Sylla,1,0,24,22,37,6.77
Lille Osc,Julian Palmieri,1,0,23,57,45,6.77
Dijon,Chang-Hoon Kwon,0,0,2,4,5,6.77
Bastia,Jean-Louis Leca,0,0,24,2,0,6.77
Metz,Benoît Assou-Ekotto,1,0,41,41,19,6.77
Metz,Cheick Doukouré,8,1,25,66,88,6.77
Bordeaux,Adam Ounas,0,0,3,18,21,6.77
Stade Rennais,Kamil Grosicki,0,0,4,5,3,6.77
Bastia,Allan Saint-Maximin,0,0,5,11,21,6.77
Bordeaux,Théo Pellenard,1,0,16,6,11,6.77
Toulouse,Jessy Pi,1,0,2,6,16,6.76
Nancy,Loïc Puyo,2,0,24,25,27,6.76
Stade Rennais,Adama Diakhaby,0,1,7,9,23,6.76
Lorient,Mohamed Mara,0,0,5,13,23,6.76
Bastia,Alexander Djiku,7,0,131,64,50,6.76
Guingamp,Nicolas Benezet,0,0,4,3,6,6.76
Bordeaux,Abdou Traoré,0,0,2,0,4,6.76
Nancy,Maurice Dalé,4,0,12,6,9,6.76
Lille Osc,Vincent Enyeama,0,1,38,4,1,6.76
Olympique De Marseille,André Zambo Anguissa,3,0,36,55,62,6.76
Guingamp,Jordan Ikoko,4,0,58,44,41,6.76
Caen,Jordan Adeoti,3,1,55,49,54,6.76
Angers,Nicolas Pépé,0,0,6,16,35,6.76
Bastia,Abdelhamid El Kaoutari,14,0,101,20,25,6.76
Metz,Yann Jouffre,0,0,6,8,23,6.76
Metz,Chris Philipps,5,0,8,22,29,6.75
Dijon,Vincent Rufli,5,0,46,37,60,6.75
Dijon,Florent Balmont,3,0,4,15,51,6.75
Saint Etienne,Kévin Malcuit,3,0,57,64,65,6.75
Lorient,Mattéo Guendouzi,0,0,4,12,11,6.75
Caen,Syam Ben Youssef,7,2,70,57,35,6.75
Stade Rennais,Afonso Figueiredo,1,0,9,5,6,6.75
Metz,Milan Biševac,12,1,118,38,27,6.75
Stade Rennais,Dimitri Cavaré,0,0,4,6,3,6.75
Ogc Nice,Mounir Obbadi,3,0,9,12,16,6.75
Ogc Nice,Rémi Walter,2,0,5,15,31,6.75
Toulouse,Alexis Blin,10,1,29,45,67,6.74
Stade Rennais,Wesley Saïd,0,0,2,3,12,6.74
Toulouse,Ola Toivonen,1,0,28,6,17,6.74
Metz,Thomas Didillon,0,3,47,1,0,6.74
Toulouse,Jimmy Durmaz,1,0,8,16,16,6.74
Toulouse,Kelvin Amian,7,0,62,27,50,6.74
Lille Osc,Ricardo Kishna,1,0,2,3,7,6.74
Lorient,François Bellugou,5,0,41,25,35,6.74
Montpellier,Jérôme Roussillon,10,0,82,41,66,6.73
Ogc Nice,Bassem Srarfi,0,0,2,0,1,6.73
Dijon,Valentin Rosier,1,0,12,6,3,6.73
Montpellier,Casimir Ninga,0,0,3,4,7,6.73
Saint Etienne,Fabien Lemoine,0,0,4,13,20,6.73
Montpellier,Laurent Pionnier,0,2,23,4,0,6.73
Fc Nantes,Maxime Dupé,0,1,11,3,0,6.73
Angers,Yoann Andreu,5,0,33,33,22,6.73
Bastia,Mehdi Mostefa,5,0,54,39,44,6.73
Metz,Fallou Diagne,7,1,32,21,12,6.73
Ogc Nice,Arnaud Lusamba,1,0,1,5,7,6.73
Dijon,Marvin Martin,0,0,1,3,6,6.73
Dijon,Oussama Haddadi,8,0,25,25,35,6.72
Toulouse,Corentin Jean,0,0,7,3,7,6.72
Guingamp,Marcus Coco,4,0,14,23,53,6.72
Stade Rennais,Adrien Hunou,0,0,4,8,26,6.72
Bordeaux,Jérémy Ménez,0,0,2,7,13,6.72
As Monaco,Andrea Raggi,2,0,32,13,17,6.72
Dijon,Jordan Marié,4,0,20,45,47,6.72
Olympique Lyonnais,Maciej Rybus,0,0,33,29,31,6.72
Guingamp,Sloan Privat,0,0,8,3,5,6.72
Olympique Lyonnais,Maxwel Cornet,1,0,19,8,43,6.71
Dijon,Johan Gastien,3,0,17,14,14,6.71
Paris Saint Germain,Alphonse Aréola,0,1,12,0,1,6.71
Saint Etienne,Alexander Søderlund,0,0,16,2,14,6.71
Angers,Pierrick Capelle,3,1,15,30,54,6.71
Caen,Hervé Bazile,0,0,2,10,13,6.71
Lorient,Vincent Le Goff,6,0,83,73,70,6.71
Bastia,Lassana Coulibaly,5,0,14,32,59,6.71
Lorient,Zargo Touré,7,1,100,30,24,6.71
Guingamp,Karl-Johan Johnsson,0,1,33,1,1,6.71
Lorient,Walid Mesloub,0,0,5,8,21,6.71
Saint Etienne,Robert Berić,1,0,8,3,5,6.70
Stade Rennais,Firmin Ndombe Mubele,2,0,6,5,18,6.70
Lorient,Pierre-Yves Hamel,0,0,0,0,0,6.70
Nancy,Youssouf Hadji,1,0,6,4,12,6.70
Caen,Jordan Leborgne,0,1,8,12,15,6.70
Bastia,Geoffrey Acheampong,0,0,0,0,1,6.70
Fc Nantes,Kolbeinn Sigthorsson,0,0,2,0,2,6.70
Caen,Emmanuel Imorou,4,0,31,23,17,6.70
Lorient,Erwin Koffi,1,0,40,25,21,6.70
Metz,Jonathan Rivierez,9,0,35,36,41,6.70
Nancy,Vincent Marchetti,1,0,11,22,36,6.69
Olympique De Marseille,Bouna Sarr,0,0,4,15,25,6.69
Angers,Mathieu Michel,0,0,9,1,1,6.69
Saint Etienne,Pierre-Yves Polomat,0,0,20,6,14,6.69
Bastia,Florian Raspentino,0,0,2,4,7,6.68
Lille Osc,Martin Terrier,1,0,2,2,5,6.68
Nancy,Diallo Guidileye,2,0,28,28,59,6.68
Metz,Gauthier Hein,0,0,1,10,8,6.68
Guingamp,Alexandre Mendy,1,0,6,0,2,6.67
Paris Saint Germain,Jesé Rodríguez,0,0,1,5,1,6.67
Bastia,Pierre Bengtsson,4,1,83,39,37,6.67
Olympique De Marseille,Clinton N'Jie,0,0,1,3,13,6.67
Bordeaux,Milan Gajić,3,0,24,15,28,6.66
Bastia,Gaël Danic,1,0,3,21,38,6.66
Bordeaux,Jérôme Prior,0,3,11,0,0,6.66
Nancy,Anthony Robic,3,0,7,18,28,6.66
Metz,Mevlüt Erdinç,1,0,13,2,6,6.66
Bastia,Axel Ngando,0,1,2,5,15,6.66
Montpellier,Jonathan Ikoné,1,0,4,3,5,6.66
Olympique Lyonnais,Jordan Ferri,1,0,10,6,15,6.66
Fc Nantes,Enock Kwateng,0,0,18,22,14,6.66
Lorient,Moryke Fofana,0,0,0,3,7,6.66
Fc Nantes,Adrien Thomasson,0,1,6,25,52,6.66
Dijon,Romain Amalfitano,4,0,23,39,41,6.65
Caen,Steed Malbranque,1,0,0,9,10,6.65
Lorient,Cafú,4,0,11,20,11,6.65
Bastia,Gilles Cioni,3,0,61,38,50,6.65
Metz,Thibaut Vion,0,0,5,2,1,6.65
Metz,Boris Mathis,0,0,0,0,2,6.65
Montpellier,Alexandre Llovet,0,0,1,0,1,6.65
Olympique De Marseille,Aaron Leya Iseka,1,0,0,3,2,6.65
Angers,Jamel Saihi,2,0,3,5,9,6.65
Caen,Romain Genevois,3,0,30,24,30,6.65
Metz,Kévin Lejeune,2,0,6,13,11,6.64
Olympique De Marseille,Saîf-Eddine Khaoui,0,0,1,2,3,6.64
Dijon,Dylan Bahamboula,1,0,2,3,7,6.64
Fc Nantes,Abdoulaye Touré,1,1,7,7,12,6.63
Caen,Rémy Vercoutre,0,3,31,4,0,6.63
Caen,Nicolas Seube,3,0,24,20,30,6.63
Bastia,Thievy Bifouma,0,0,0,8,12,6.63
Bastia,Prince Oniangué,2,0,17,9,15,6.63
Saint Etienne,Kévin Monnet-Paquet,5,0,12,29,43,6.63
Metz,Opa Nguette,3,0,11,25,70,6.63
Montpellier,Isaac Mbenza,0,0,4,4,4,6.63
Bastia,Lindsay Rose,9,1,59,12,14,6.63
Guingamp,Nill De Pauw,1,0,2,5,14,6.62
Toulouse,Dodi Lukebakio,0,0,1,2,1,6.62
Toulouse,Tongo Doumbia,1,0,10,8,16,6.62
Fc Nantes,Sérgio Oliveira,0,0,1,0,4,6.62
Angers,Mateo Pavlović,9,0,32,11,8,6.62
Dijon,Jérémie Bela,1,0,1,4,3,6.62
Lorient,Alhassan Wakaso,0,0,10,16,25,6.62
Metz,Habib Diallo,1,0,8,1,8,6.62
Angers,Férébory Doré,0,0,2,0,3,6.61
Paris Saint Germain,Jean-Kévin Augustin,0,0,2,2,0,6.61
Lorient,Steven Moreira,5,0,40,39,46,6.61
Angers,Gilles Sunu,0,0,4,7,9,6.60
Caen,Pape Sane,0,0,3,1,2,6.60
Montpellier,Joris Marveaux,0,0,2,8,13,6.60
Lille Osc,Hamza Mendyl,0,0,0,1,0,6.60
As Monaco,Seydou Sy,0,0,0,0,0,6.60
Saint Etienne,Digbo Maiga,1,0,11,9,4,6.60
Nancy,Serge N'Guessan,0,0,3,6,11,6.60
Saint Etienne,Ben Kantie Karamoko,0,0,4,3,1,6.60
Bastia,Paul Charruau,0,0,1,0,0,6.60
Dijon,Yohann Rivière,0,0,0,0,1,6.60
Metz,Nicolas Basin,0,0,0,1,2,6.60
Caen,Vincent Bessat,2,0,44,57,62,6.59
Metz,Florent Mollet,0,0,5,17,19,6.59
Olympique De Marseille,Karim Rekik,8,0,11,16,13,6.59
Nancy,Abdou Coulibaly,0,0,3,7,11,6.59
Toulouse,Pavle Ninkov,1,0,8,4,7,6.59
Bordeaux,Maxime Poundjé,1,0,12,10,5,6.59
Paris Saint Germain,Gonçalo Guedes,0,0,0,2,0,6.58
Bordeaux,Thomas Touré,1,0,1,2,11,6.58
Lorient,Jérémie Aliadière,0,0,5,2,4,6.58
Nancy,Alexis Busin,0,0,0,1,1,6.58
Olympique De Marseille,Henri Bedimo,0,0,32,19,14,6.58
Ogc Nice,Vincent Marcel,0,0,3,1,7,6.58
Fc Nantes,Jules Iloki,0,0,2,13,22,6.58
Fc Nantes,Rémy Riou,0,1,20,1,1,6.58
Lorient,Romain Philippoteaux,1,0,3,26,25,6.58
Paris Saint Germain,Christopher Nkunku,0,0,6,5,4,6.58
Olympique Lyonnais,Clément Grenier,0,0,1,1,0,6.58
