Team,Name,Accurate passing percentage,Assists,Tackles,Successful Dribbles,Goals,Rating
Heracles Almelo,Robin Gosens,68,1,80,14,2,7.03
Heerenveen,Jeremiah St. Juste,82,0,85,26,1,7.03
Fc Utrecht,Yassin Ayoub,80,5,52,25,1,7.02
Heracles Almelo,Thomas Bruns,72,6,71,20,5,7.02
Heracles Almelo,Mark Jan Fledderus,75,1,82,17,2,7.02
Vitesse,Kevin Diks,79,3,87,22,2,7.02
Heracles Almelo,Ramon Zomer,78,2,48,4,2,7.02
Vitesse,Sheran Yeini,84,0,68,19,1,7.02
Ado Den Haag,Timothy Derijck,76,1,53,3,3,7.01
Pec Zwolle,Bram Van Polen,79,2,69,10,3,7.01
Fc Utrecht,Christian Kum,81,2,34,8,2,7.01
Psv Eindhoven,Luciano Narsingh,83,5,18,54,8,7.01
Psv Eindhoven,Gastón Pereiro,77,3,21,25,11,7.00
Willem Ii Tilburg,Frenkie de Jong,91,0,0,1,0,7.00
Feyenoord,Anass Achahbar,78,0,5,4,2,7.00
Ado Den Haag,Tom Beugelsdijk,79,0,40,5,2,7.00
Ajax,Sam Hendriks,50,1,0,0,0,7.00
Excelsior,Tom Overtoom,79,0,0,1,0,7.00
Sc Cambuur,Jack Byrne,80,3,9,20,4,7.00
Nec Nijmegen,Lucas Woudenberg,79,2,100,10,1,7.00
Ajax,Viktor Fischer,80,3,9,30,8,7.00
Ajax,Lasse Schöne,82,4,13,23,4,7.00
Nec Nijmegen,Navarone Foor,77,4,57,39,4,6.99
Excelsior,Daan Bovenberg,62,0,41,7,1,6.99
Heerenveen,Caner Cavlan,78,0,85,28,1,6.99
Willem Ii Tilburg,Dries Wuytens,86,0,58,4,4,6.99
Pec Zwolle,Thomas Lam,87,1,36,23,2,6.99
Feyenoord,Jens Toornstra,79,5,18,13,2,6.99
Heerenveen,Joost van Aken,78,2,42,6,0,6.99
Az Alkmaar,Dabney dos Santos,68,8,28,30,4,6.99
Ado Den Haag,Vito Wormgoor,84,0,30,1,2,6.99
Groningen,Bryan Linssen,67,4,51,30,3,6.99
Groningen,Etienne Reijnen,86,1,42,3,0,6.98
Az Alkmaar,Ben Rienstra,79,3,42,17,2,6.98
Nec Nijmegen,Wojciech Golla,84,0,40,5,0,6.98
Ajax,Jasper Cillessen,62,0,0,2,0,6.98
Nec Nijmegen,Bart Buysse,82,0,18,0,0,6.98
Excelsior,Sander Fischer,78,2,42,3,2,6.97
Heracles Almelo,Wout Weghorst,70,0,30,5,12,6.97
Vitesse,Eloy Room,68,0,0,1,0,6.96
Roda Jc Kerkrade,Arjan Swinkels,77,0,42,9,0,6.96
Ajax,Anwar El Ghazi,76,2,16,47,11,6.96
Nec Nijmegen,Dario Đumić,79,0,13,9,1,6.96
Groningen,Sergio Padt,53,0,1,1,0,6.96
Groningen,Michael De Leeuw,73,2,28,9,9,6.95
Vitesse,Milot Rashica,73,3,36,76,8,6.95
Feyenoord,Karim El Ahmadi,88,2,85,17,1,6.95
Fc Utrecht,Rico Strieder,85,1,68,24,2,6.95
Vitesse,Renato Ibarra,84,1,13,26,0,6.95
Ajax,Robert Murić,93,1,0,1,0,6.95
Groningen,Albert Rusnák,82,1,21,32,4,6.95
Willem Ii Tilburg,Guus Joppen,77,1,53,3,1,6.94
Fc Twente,Joachim Andersen,78,0,27,7,1,6.94
Az Alkmaar,Ron Vlaar,83,0,20,5,1,6.94
Roda Jc Kerkrade,Anco Jansen,78,2,1,4,0,6.93
Feyenoord,Miquel Nelom,81,1,27,9,0,6.93
Psv Eindhoven,Jorrit Hendrix,84,2,42,12,2,6.93
Az Alkmaar,Levi García,80,1,10,20,1,6.93
Ajax,Thulani Serero,88,0,15,4,1,6.92
Fc Twente,Hidde ter Avest,74,2,67,17,1,6.92
Pec Zwolle,Bart Schenkeveld,84,1,15,6,0,6.92
Pec Zwolle,Wout Brama,78,4,36,5,1,6.92
Psv Eindhoven,Jeroen Zoet,70,0,4,0,0,6.91
Heerenveen,Henk Veerman,59,3,5,2,6,6.91
Fc Utrecht,Mark van der Maarel,80,1,65,11,1,6.91
Az Alkmaar,Thom Haye,78,2,38,15,1,6.91
De Graafschap,Hidde Jurjus,52,0,0,1,0,6.91
Fc Utrecht,Ramon Leeuwin,86,0,26,4,1,6.91
Az Alkmaar,Derrick Luckassen,78,0,29,21,1,6.91
Feyenoord,Bilal Başaçıkoğlu,71,4,28,24,3,6.91
Roda Jc Kerkrade,Uğur İnceman,74,1,27,6,1,6.91
Fc Utrecht,Bart Ramselaar,84,5,34,63,4,6.91
Excelsior,Luigi Bruins,78,0,29,31,0,6.91
Pec Zwolle,Boy De Jong,40,0,0,0,0,6.90
Pec Zwolle,Rick Dekker,80,2,52,0,1,6.90
Psv Eindhoven,Stijn Schaars,85,0,8,1,0,6.90
Heracles Almelo,Bram Castro,61,0,0,1,0,6.90
Nec Nijmegen,Benjamin Kirsten,55,0,2,0,0,6.90
Sc Cambuur,Sjoerd Overgoor,75,0,38,20,2,6.90
Psv Eindhoven,Maxime Lestienne,78,6,6,8,1,6.89
Heracles Almelo,Joey Pelupessy,82,2,70,10,0,6.89
Az Alkmaar,Joris van Overeem,77,9,53,17,4,6.89
Nec Nijmegen,Janio Bikel,79,0,75,33,2,6.88
Excelsior,Brandley Kuwas,79,2,41,74,4,6.88
De Graafschap,Bryan Smeets,75,4,29,8,1,6.88
Nec Nijmegen,Todd Kane,78,2,47,14,1,6.88
Ado Den Haag,Aaron Meijers,69,3,91,15,1,6.87
Sc Cambuur,Wessel Dammers,85,0,33,6,0,6.87
Roda Jc Kerkrade,Tom van Hyfte,70,2,69,11,8,6.87
Ajax,Daley Sinkgraven,83,0,28,20,0,6.87
Willem Ii Tilburg,Robbie Haemhouts,73,1,15,5,1,6.87
Excelsior,Tom Muyters,52,0,1,0,0,6.87
Roda Jc Kerkrade,Ard Van Peppen,67,2,69,12,0,6.87
Fc Twente,Giorgos Katsikas,90,0,2,1,0,6.87
Ado Den Haag,Roland Alberg,82,1,11,5,1,6.87
Fc Utrecht,Andreas Ludwig,80,5,39,5,3,6.87
Excelsior,Filip Kurto,57,0,0,0,0,6.86
Fc Utrecht,Willem Janssen,75,3,22,9,3,6.86
Vitesse,Denys Oliynyk,85,2,17,19,5,6.86
Heerenveen,Luciano Slagveer,74,5,33,27,5,6.86
Sc Cambuur,Marvin Peersman,77,3,78,23,0,6.86
Heracles Almelo,Jaroslav Navratil,69,3,27,10,5,6.86
Fc Utrecht,Ruben Ligeon,76,1,25,12,0,6.86
Ajax,Václav Černý,86,1,5,11,1,6.86
Pec Zwolle,Gustavo,82,1,3,3,0,6.86
Heerenveen,Branco Van den Boomen,81,3,30,12,1,6.86
Roda Jc Kerkrade,Tomi Juric,66,1,3,8,4,6.86
Ado Den Haag,Gianni Zuiverloon,83,1,42,8,2,6.85
Excelsior,Rick Kruys,79,2,68,5,1,6.85
Ado Den Haag,Danny Bakker,75,2,73,10,3,6.85
Psv Eindhoven,Nicolas Isimat-Mirin,92,0,12,4,0,6.85
Heracles Almelo,Brahim Darri,81,3,20,43,1,6.85
Az Alkmaar,Mattias Johansson,77,3,81,17,1,6.85
De Graafschap,Vincent Vermeij,63,1,29,14,9,6.85
De Graafschap,Robin Propper,74,0,66,4,2,6.85
Sc Cambuur,Marlon Pereira,72,1,5,1,0,6.84
Roda Jc Kerkrade,Marcos Gullon,77,1,26,4,1,6.84
Ado Den Haag,Kevin Jansen,76,1,48,13,5,6.84
Heerenveen,Joey van den Berg,76,2,46,24,2,6.84
Vitesse,Kosuke Ota,78,2,28,3,0,6.84
Vitesse,Valeri Qazaishvili,88,2,16,66,10,6.84
Fc Twente,Bruno Uvini,84,0,23,2,2,6.83
Willem Ii Tilburg,Erik Falkenburg,71,3,31,12,11,6.83
Feyenoord,Kenneth Vermeer,68,0,7,0,0,6.83
Roda Jc Kerkrade,Jordy Buijs,79,2,6,2,1,6.83
Excelsior,Bas Kuipers,73,2,46,6,0,6.83
Groningen,Hedwiges Maduro,82,0,50,9,1,6.83
Fc Twente,Peet Bijen,82,0,23,3,1,6.83
Pec Zwolle,Sheraldo Becker,67,5,9,32,4,6.83
Az Alkmaar,Sergio Rochet,56,0,0,1,0,6.83
Heerenveen,Mitchell Te Vrede,63,0,5,7,10,6.83
Willem Ii Tilburg,Nick Van der Velden,73,3,18,8,3,6.82
Fc Twente,Chinedu Ede,77,5,23,20,6,6.82
Roda Jc Kerkrade,Gibril Sankoh,79,0,19,3,0,6.82
Heerenveen,Arbër Zeneli,79,0,16,30,4,6.82
Willem Ii Tilburg,Frank van der Struijk,73,1,59,3,0,6.82
Psv Eindhoven,Joshua Brenet,81,1,55,35,0,6.81
Az Alkmaar,Mounir El Hamdaoui,83,0,5,7,1,6.81
Excelsior,Khalid Karami,75,1,65,24,0,6.81
Roda Jc Kerkrade,Henk Dijkhuizen,70,0,66,5,0,6.81
Excelsior,Jeff Stans,75,3,50,15,6,6.81
Heracles Almelo,Gonzalo Garcia,74,2,3,4,0,6.81
Roda Jc Kerkrade,Richmond Boakye,76,1,7,6,0,6.81
Nec Nijmegen,Marcel Ritzmaier,77,2,17,5,1,6.81
Feyenoord,Renato Tapia,76,0,27,23,1,6.81
Az Alkmaar,Muamer Tanković,79,1,5,12,3,6.81
Sc Cambuur,Martijn Van der Laan,81,0,25,7,0,6.80
Heerenveen,Pele Van Anholt,79,1,54,20,0,6.80
Fc Twente,Jesús Corona,76,0,3,11,0,6.80
Ado Den Haag,Dennis van der Heijden,58,0,6,0,2,6.80
Willem Ii Tilburg,Bruno Andrade,88,2,2,7,1,6.80
Az Alkmaar,Rajko Brežančić,74,0,13,1,1,6.80
Pec Zwolle,Kevin Begois,64,0,0,0,0,6.80
Az Alkmaar,Levi Opdam,100,0,1,0,0,6.80
Sc Cambuur,Ron Janzen,86,0,0,0,0,6.80
Roda Jc Kerkrade,Rostyn Griffiths,78,0,29,3,2,6.80
Ado Den Haag,Dion Malone,76,1,44,17,1,6.80
De Graafschap,Mark Diemers,84,1,32,9,1,6.79
Psv Eindhoven,Adam Maher,78,2,11,6,2,6.79
Groningen,Mimoun Mahi,80,0,11,8,5,6.79
Vitesse,Dominic Solanke,73,1,7,18,7,6.79
Roda Jc Kerkrade,Georgy Zhukov,77,1,45,23,1,6.79
Heracles Almelo,Paul Gladon,69,2,2,2,2,6.79
Fc Utrecht,Robbin Ruiter,63,0,0,4,0,6.79
Heerenveen,Erwin Mulder,59,0,3,1,0,6.79
Roda Jc Kerkrade,Mike van Duinen,62,1,7,4,2,6.78
Feyenoord,Jan-Arie van der Heijden,85,0,26,0,0,6.78
Fc Twente,Zakaria El Azzouzi,80,0,1,6,4,6.78
Fc Twente,Robbert Schilder,78,1,46,8,0,6.78
Sc Cambuur,Darryl Lachman,86,0,20,4,0,6.78
De Graafschap,Cas Peters,68,1,18,19,5,6.78
Groningen,Jarchinio Antonia,78,3,11,9,0,6.78
Groningen,Oussama Idrissi,74,3,18,14,3,6.78
Sc Cambuur,Furdjel Narsingh,77,4,23,17,1,6.77
Willem Ii Tilburg,Dico Koppers,73,0,32,11,0,6.77
Ado Den Haag,Thomas Kristensen,79,0,29,1,1,6.77
Willem Ii Tilburg,Freek Heerkens,72,0,14,2,0,6.77
Fc Twente,Jeroen van der Lely,78,1,65,7,0,6.77
Sc Cambuur,Xander Houtkoop,76,3,13,3,0,6.77
Fc Utrecht,Sofyan Amrabat,79,1,9,7,0,6.77
Sc Cambuur,Martijn Barto,66,1,26,6,4,6.76
Willem Ii Tilburg,Adam Nemec,61,0,2,0,0,6.76
Willem Ii Tilburg,Kostas Lamprou,63,0,1,1,0,6.76
Az Alkmaar,Celso Ortiz,80,0,26,2,0,6.76
Groningen,Danny Hoesen,74,2,3,2,5,6.76
Roda Jc Kerkrade,Benjamin van Leer,50,1,0,2,0,6.75
Willem Ii Tilburg,Anouar Kali,85,0,4,1,0,6.75
Vitesse,Abiola Dauda,75,0,0,1,3,6.75
Nec Nijmegen,Cihat Celik,78,0,0,0,0,6.75
Heerenveen,Kenneth Otigba,77,0,38,12,3,6.75
Ajax,Ricardo Van Rhijn,83,0,12,2,0,6.75
Ado Den Haag,Martin Hansen,58,0,0,0,1,6.75
Vitesse,Nathan,76,0,9,17,2,6.74
Pec Zwolle,Trent Sainsbury,81,0,11,5,1,6.74
Groningen,Lorenzo Burnet,79,1,42,15,1,6.74
Heerenveen,Simon Thern,81,0,15,8,3,6.74
Roda Jc Kerkrade,Martin Milec,74,0,35,3,0,6.73
Groningen,Kasper Larsen,80,0,5,1,0,6.73
Pec Zwolle,Mickey van der Hart,67,0,1,0,0,6.73
Groningen,Hans Hateboer,78,0,64,10,0,6.73
Heracles Almelo,Peter van Ooijen,80,2,23,16,0,6.73
De Graafschap,Lion Kaak,73,0,31,0,0,6.73
Ado Den Haag,Ludcinio Marengo,69,0,15,23,0,6.73
Sc Cambuur,Vytautas Andriuškevičius,78,0,55,15,0,6.73
Pec Zwolle,Kingsley Ehizibue,70,2,45,21,4,6.73
Ajax,Donny van de Beek,84,0,13,3,0,6.73
Roda Jc Kerkrade,Farshad Noor,62,1,38,11,0,6.73
Sc Cambuur,Jamiro Monteiro,86,1,39,10,2,6.73
Excelsior,Henrico Drost,83,0,10,0,0,6.72
De Graafschap,Andy Driver,73,4,38,21,4,6.72
Fc Twente,Nick Marsman,61,0,0,0,0,6.72
Fc Twente,Thomas Agyepong,81,1,7,22,1,6.72
De Graafschap,Tolgahan Çiçek,64,0,36,8,0,6.71
De Graafschap,Nathan Kabasele,67,1,1,17,3,6.71
Heerenveen,Stefano Marzo,78,1,50,7,0,6.71
Vitesse,Isaiah Brown,72,1,15,21,1,6.71
De Graafschap,Bart Straalman,76,1,38,4,2,6.71
Willem Ii Tilburg,Guus Hupperts,73,2,12,18,1,6.70
Groningen,Simon Tibbling,85,3,28,33,0,6.70
Feyenoord,Colin Kazim-Richards,74,0,4,1,1,6.70
Fc Twente,Alessio Da Cruz,94,0,1,2,0,6.70
Fc Utrecht,Issa Kallon,100,0,0,0,0,6.70
Excelsior,Cedric Badjeck,75,0,1,0,0,6.70
Ajax,John Heitinga,77,0,0,0,0,6.70
Fc Twente,Jelle van der Heyden,76,1,15,6,0,6.69
Ado Den Haag,Ruben Schaken,83,2,19,26,2,6.69
Excelsior,Kevin Vermeulen,69,1,18,4,2,6.69
Groningen,Desevio Payne,77,0,13,1,0,6.69
De Graafschap,Nathaniel Will,67,2,70,10,1,6.69
Groningen,Juninho Bacuna,78,1,15,16,0,6.69
Sc Cambuur,Calvin Mac-Intosh,84,1,21,2,2,6.68
Ado Den Haag,Tyronne Ebuehi,76,0,27,4,0,6.68
Heerenveen,Lucas Bijker,83,2,43,10,0,6.68
De Graafschap,Jeroen Tesselaar,65,1,45,6,0,6.68
Sc Cambuur,Kevin van Veen,66,0,5,9,1,6.67
Roda Jc Kerkrade,Nathan Rutjes,75,1,20,3,0,6.67
Groningen,Jesper Drost,76,3,33,14,1,6.67
Ado Den Haag,Gervane Kastaneer,63,0,0,1,0,6.67
Nec Nijmegen,Marco Van Duin,65,0,0,0,0,6.67
Groningen,Abel Tamata,72,0,28,4,0,6.66
Fc Utrecht,Filip Bednarek,67,0,0,0,0,6.66
Fc Twente,Michael Olaitan,80,0,25,13,0,6.66
Heracles Almelo,Tim Breukers,78,0,4,0,0,6.66
Sc Cambuur,Sander van de Streek,69,2,50,16,4,6.66
Excelsior,Jordan Botaka,80,0,0,3,0,6.65
Excelsior,Stanley Elbers,71,2,13,9,0,6.64
Excelsior,Daryl van Mieghem,66,2,7,16,3,6.64
Fc Utrecht,Rubio Rubin,82,0,2,1,0,6.64
Heracles Almelo,Dario Vujicevic,89,0,4,1,0,6.64
Fc Utrecht,Patrick Joosten,76,2,15,21,1,6.64
Excelsior,Nigel Hasselbaink,68,0,3,19,1,6.64
Willem Ii Tilburg,Richairo Zivkovic,61,1,20,5,2,6.64
Sc Cambuur,Erik Bakker,84,2,33,6,1,6.64
Ado Den Haag,Giovanni Korte,79,2,0,3,0,6.63
Fc Utrecht,Giovanni Troupee,84,0,3,0,0,6.63
Pec Zwolle,Boban Lazic,81,0,3,0,0,6.63
Fc Twente,Jari Oosterwijk,60,1,6,2,3,6.63
Sc Cambuur,Tom Hiariej,80,0,28,1,0,6.63
Nec Nijmegen,Mihai Roman,74,0,2,1,1,6.63
Pec Zwolle,Queensy Menig,75,0,21,53,5,6.63
Nec Nijmegen,Marcel Appiah,76,0,26,7,0,6.63
Psv Eindhoven,Florian Jozefzoon,84,0,1,4,1,6.63
Fc Twente,Torgeir Børven,68,0,0,1,0,6.63
Ado Den Haag,Kenji Gorre,80,1,4,0,0,6.63
Nec Nijmegen,Mohamed Rayhi,69,0,15,10,0,6.62
De Graafschap,Dean Koolhof,70,0,10,4,0,6.62
Roda Jc Kerkrade,Fred Ngombo,64,0,3,2,4,6.61
Ajax,Yaya Sanogo,40,0,0,0,0,6.60
Roda Jc Kerkrade,Edwin Gyasi,80,1,6,30,1,6.60
Excelsior,Michiel Hemmen,78,0,1,0,0,6.60
Vitesse,Mohammed Osman,100,0,0,1,0,6.60
Vitesse,Yuning Zhang,67,0,1,1,2,6.60
Psv Eindhoven,Jordy de Wijs,50,0,0,0,0,6.60
Roda Jc Kerkrade,Rigino Cicilia,63,0,1,0,0,6.60
Feyenoord,Nigel Robertha,75,0,0,0,0,6.60
Roda Jc Kerkrade,Tim Blättler,50,0,1,0,0,6.60
Sc Cambuur,Jerge Hoefdraad,75,0,0,6,1,6.60
Heerenveen,Willem Huizing,57,0,3,0,0,6.60
Willem Ii Tilburg,Lesley De Sa,74,0,13,8,0,6.60
Heracles Almelo,Menno Heerkes,84,0,1,0,0,6.60
Pec Zwolle,Wouter Marinus,69,2,24,7,3,6.60
Willem Ii Tilburg,Robert Braber,59,0,13,3,0,6.59
Sc Cambuur,Leonard Nienhuis,56,0,0,0,0,6.58
Feyenoord,Lex Immers,69,0,3,1,0,6.58
De Graafschap,Jan Lammers,87,0,5,0,0,6.58
De Graafschap,Kristopher Vida,76,1,37,5,1,6.58
De Graafschap,Piotr Parzyszek,55,0,0,0,2,6.58
Fc Utrecht,Kevin Conboy,80,0,6,2,0,6.58
Pec Zwolle,Abdel Malek El Hasnaoui,88,1,10,3,0,6.57
Heerenveen,Morten Thorsby,73,1,36,15,1,6.57
Roda Jc Kerkrade,Daniel De Silva,75,0,7,2,0,6.57
Groningen,Alexander Sørloth,62,1,3,7,2,6.57
Vitesse,Danilo Pantić,79,0,3,0,0,6.57
Heerenveen,Luka Zahović,88,0,1,2,0,6.56
Nec Nijmegen,Joey Sleegers,75,0,7,6,0,6.56
Fc Utrecht,Louis Nganioni,72,0,16,6,0,6.56
De Graafschap,Youssef El Jebli,70,3,22,17,1,6.56
Willem Ii Tilburg,Justin Mathieu,78,0,1,0,0,6.55
De Graafschap,Erik Quekel,80,0,5,0,0,6.55
Pec Zwolle,Dario Tanda,100,0,0,0,0,6.55
Az Alkmaar,Robert Muhren,59,1,0,0,1,6.55
Willem Ii Tilburg,Terell Ondaan,72,0,6,10,1,6.55
Sc Cambuur,Mikhael Rosheuvel,74,1,10,27,0,6.55
Az Alkmaar,Gino Coutinho,57,0,0,0,0,6.54
Roda Jc Kerkrade,Martijn Monteyne,67,0,2,0,0,6.53
Fc Twente,Tim Holscher,84,0,7,4,0,6.53
Sc Cambuur,Rai Vloet,68,0,0,2,0,6.52
De Graafschap,Tim Linthorst,77,0,9,0,0,6.52
Heracles Almelo,Tarik Kada,76,0,2,1,0,6.52
Fc Twente,Oskar Zawada,63,0,0,3,0,6.51
Roda Jc Kerkrade,Kristoffer Peterson,74,3,8,24,1,6.51
Nec Nijmegen,Mikael Dyrestam,71,0,0,0,0,6.50
Ado Den Haag,Hector Hevel,70,0,1,0,0,6.50
Willem Ii Tilburg,Asumah Abubakar,0,0,0,0,0,6.50
Psv Eindhoven,Simon Poulsen,77,0,2,2,0,6.50
Vitesse,Thomas Oude Kotte,88,0,1,0,0,6.50
Nec Nijmegen,Sjoerd Ars,74,0,1,0,0,6.50
Nec Nijmegen,Jeffrey Leiwakabessy,83,0,4,0,0,6.50
Excelsior,Kevin Van Diermen,81,0,4,0,0,6.50
Az Alkmaar,Achille Vaarnhold,75,0,1,1,0,6.50
Nec Nijmegen,Kristjan Gauti Emilsson,61,0,0,0,0,6.50
Roda Jc Kerkrade,Jens Van Son,70,0,8,0,0,6.48
Az Alkmaar,Pantelis Hatzidiakos,80,0,8,2,0,6.48
Willem Ii Tilburg,Andy Kawaya,75,0,6,4,0,6.48
Fc Twente,Shadrach Eghan,83,1,3,0,0,6.48
Psv Eindhoven,Steven Bergwijn,85,0,1,0,0,6.48
Sc Cambuur,Djavan Anderson,77,1,23,4,0,6.47
Sc Cambuur,Valmir Berisha,71,0,0,0,0,6.47
Nec Nijmegen,Sam Lundholm,76,0,4,1,0,6.46
Excelsior,Yoell Van Nieff,73,0,2,2,0,6.46
Fc Twente,Joel Drommel,58,0,0,0,0,6.46
Roda Jc Kerkrade,Daryl Werker,76,0,5,1,0,6.45
Groningen,Keziah Veendorp,73,0,1,0,0,6.40
Sc Cambuur,Sebastian Steblecki,73,0,1,1,0,6.40
Pec Zwolle,Samet Bulut,40,0,0,0,0,6.40
Roda Jc Kerkrade,Brian Jacobs,0,0,0,0,0,6.40
Roda Jc Kerkrade,Mitchell Paulissen,68,1,4,5,0,6.38
De Graafschap,Thijs Bouma,68,0,9,1,0,6.38
Heerenveen,Younes Namli,74,0,0,2,0,6.37
De Graafschap,Alexander Bannink,68,0,13,9,1,6.37
