Team,Name,Goal conversion percentage,Total shots,Successful dribbles,Big chances missed,Goals,Rating
Villarreal,Rodrigo,0,3,3,0,0,6.99
Sevilla,Samir Nasri,11,18,40,2,2,6.99
Real Madrid,Daniel Carvajal,0,8,23,0,0,6.98
Sevilla,Timothée Kolodziejczak,0,2,4,0,0,6.98
Athletic Bilbao,Eneko Bóveda,0,2,10,0,0,6.97
Villarreal,Andrés Fernández,0,0,0,0,0,6.97
Villarreal,Mateo Musacchio,0,6,1,2,0,6.96
Real Madrid,Nacho Fernández,33,6,7,1,2,6.96
Real Sociedad,Carlos Martínez,0,1,9,0,0,6.96
Sevilla,Vitolo,22,27,71,2,6,6.96
Real Betis,Bruno González,33,3,5,0,1,6.96
Sevilla,Wissam Ben Yedder,28,39,7,5,11,6.95
Athletic Bilbao,Iker Muniain,23,31,81,1,7,6.95
Atletico Madrid,Lucas Hernández,0,1,4,0,0,6.95
Sevilla,Stevan Jovetić,13,45,11,6,6,6.94
Espanyol,Marc Navarro,13,15,11,2,2,6.94
Valencia,Eliaquim Mangala,25,8,11,4,2,6.94
Real Sociedad,Xabi Prieto,29,28,26,2,8,6.94
Real Betis,Rubén Pardo,10,10,11,0,1,6.94
Atletico Madrid,Augusto Fernández,0,0,1,0,0,6.93
Villarreal,Víctor Ruiz,20,5,5,1,1,6.93
Valencia,Rodrigo,19,27,11,3,5,6.93
Atletico Madrid,Šime Vrsaljko,0,1,9,0,0,6.93
Deportivo Alaves,Fernando Pacheco,0,0,1,0,0,6.93
Sevilla,Ganso,20,10,4,0,2,6.93
Malaga,Recio,23,13,7,1,3,6.93
Real Betis,Aïssa Mandi,17,12,9,1,2,6.93
Sevilla,Adil Rami,0,8,3,0,0,6.92
Eibar,Fran Rico,18,11,2,0,2,6.92
Real Madrid,Lucas Vázquez,8,25,26,6,2,6.92
Leganes,Rubén Pérez,0,16,13,0,0,6.92
Real Betis,Felipe Gutiérrez,20,5,6,0,1,6.92
Real Madrid,Marco Asensio,18,17,24,3,3,6.92
Villarreal,Roberto Soriano,30,30,22,2,9,6.92
Eibar,Sergi Enrich,22,49,13,3,11,6.92
Granada,Matthieu Saunier,0,0,8,0,0,6.92
Athletic Bilbao,Raúl García,13,78,15,2,10,6.92
Las Palmas,Sergio Araujo,15,13,6,0,2,6.92
Barcelona,Jordi Alba,20,5,8,0,1,6.92
Espanyol,Víctor Sánchez,13,8,8,0,1,6.92
Granada,Adrian Ramos,27,15,8,0,4,6.91
Deportivo La Coruna,Sidnei,10,10,8,1,1,6.91
Las Palmas,Ángel Montoro,0,3,3,0,0,6.91
Leganes,Diego Rico,8,13,9,1,1,6.91
Athletic Bilbao,Xabier Etxeita,0,2,0,0,0,6.91
Barcelona,Paco Alcácer,24,25,2,4,6,6.91
Espanyol,Léo Baptistão,19,31,19,5,6,6.91
Granada,Mubarak Wakaso,6,16,11,0,1,6.91
Villarreal,Álvaro González,13,8,0,0,1,6.91
Deportivo Alaves,Óscar Romero,0,18,13,0,0,6.91
Deportivo La Coruna,Guilherme,9,22,16,1,2,6.90
Valencia,Simone Zaza,12,50,11,5,6,6.90
Real Madrid,Fábio Coentrão,0,0,1,0,0,6.90
Sevilla,Sergio Rico,0,0,0,0,0,6.90
Deportivo Alaves,Adrián Ortolá,0,0,0,0,0,6.90
Granada,Pervis Estupinan,0,1,1,0,0,6.90
Leganes,Robert Ibáñez,29,7,8,1,2,6.90
Deportivo La Coruna,Edu Expósito,0,1,2,0,0,6.90
Osasuna,Jhon Steven,50,4,0,0,2,6.90
Las Palmas,Jesé Rodríguez,13,24,33,5,3,6.90
Real Betis,Germán Pezzella,7,14,5,0,1,6.90
Leganes,Alexander Szymanowski,25,32,23,2,8,6.90
Deportivo La Coruna,Raúl Albentosa,10,10,4,0,1,6.89
Valencia,Nani,10,49,39,1,5,6.89
Espanyol,Diego López,0,0,1,0,0,6.89
Celta Vigo,Daniel Wass,10,29,12,4,3,6.89
Atletico Madrid,Kévin Gameiro,29,42,22,11,12,6.89
Las Palmas,Kevin-Prince Boateng,16,64,6,7,10,6.89
Atletico Madrid,Miguel Ángel Moyà,0,0,0,0,0,6.89
Celta Vigo,Andreu Fontàs,100,1,4,0,1,6.89
Deportivo La Coruna,Alejandro Arribas,0,10,9,0,0,6.89
Atletico Madrid,Thomas Partey,20,5,14,2,1,6.89
Real Madrid,Keylor Navas,0,0,0,0,0,6.88
Valencia,José Luis Gayà,8,12,27,0,1,6.88
Leganes,Alberto Martín,0,4,2,0,0,6.88
Sporting Gijon,Jean-Sylvain Babin,14,7,1,0,1,6.88
Valencia,Aderllan Santos,0,2,1,0,0,6.88
Eibar,Pedro León,16,61,49,2,10,6.87
Valencia,Mario Suárez,43,7,16,0,3,6.87
Deportivo La Coruna,Joselu,18,28,5,0,5,6.87
Villarreal,Cédric Bakambu,27,41,13,10,11,6.87
Osasuna,Roberto Torres,14,50,27,3,7,6.87
Deportivo Alaves,Theo Hernández,4,23,65,0,1,6.87
Atletico Madrid,Yannick Carrasco,17,60,71,6,10,6.87
Deportivo Alaves,Ibai Gómez,11,44,28,2,5,6.87
Sporting Gijon,Mikel Vesga,14,7,15,0,1,6.87
Atletico Madrid,Juanfran,0,3,19,0,0,6.87
Villarreal,Jonathan dos Santos,6,32,27,2,2,6.86
Real Sociedad,Mikel González,0,0,6,0,0,6.86
Deportivo La Coruna,Emre Çolak,9,34,31,2,3,6.86
Las Palmas,Roque Mesa,6,18,36,1,1,6.86
Barcelona,Lucas Digne,0,3,15,1,0,6.86
Real Sociedad,David Zurutuza,14,22,12,1,3,6.86
Eibar,Antonio Luna,50,2,26,0,1,6.86
Malaga,Roberto Rosales,8,13,22,0,1,6.86
Celta Vigo,Gustavo Cabral,14,14,4,1,2,6.86
Espanyol,José Jurado,11,27,46,2,3,6.85
Real Madrid,Kiko Casilla,0,0,0,0,0,6.85
Eibar,Anaitz Arbilla,0,9,17,0,0,6.85
Sevilla,Luciano Vietto,25,24,9,3,6,6.85
Malaga,Diego Llorente,22,9,1,4,2,6.85
Sevilla,Nicolás Pareja,11,9,6,0,1,6.85
Deportivo Alaves,Nenad Krstičić,67,3,8,0,2,6.85
Las Palmas,David García,11,9,4,0,1,6.85
Malaga,Charles Días,9,34,1,4,3,6.85
Celta Vigo,Facundo Roncaglia,15,13,10,1,2,6.85
Deportivo La Coruna,Ola John,0,5,13,0,0,6.85
Leganes,Martín Mantovani,8,12,5,1,1,6.85
Atletico Madrid,Nicolás Gaitán,30,10,20,2,3,6.84
Las Palmas,Momo,38,8,12,1,3,6.84
Atletico Madrid,Jan Oblak,0,0,1,0,0,6.84
Leganes,David Timor,14,14,9,0,2,6.84
Espanyol,Pablo Piatti,30,33,23,1,10,6.84
Sporting Gijon,Duje Čop,16,56,7,7,9,6.84
Villarreal,Rafael Santos Borré,20,10,4,0,2,6.84
Sevilla,Mariano,0,7,32,0,0,6.84
Real Sociedad,Yuri Berchiche,10,29,36,0,3,6.83
Sevilla,Pablo Sarabia,24,34,22,1,8,6.83
Malaga,Pablo Fornals,20,30,21,1,6,6.83
Atletico Madrid,Tiago,50,2,0,0,1,6.83
Leganes,Unai Bustinza,0,9,2,0,0,6.82
Granada,Sverrir Ingi Ingason,33,3,0,1,1,6.82
Celta Vigo,Giuseppe Rossi,25,16,8,1,4,6.82
Athletic Bilbao,Mikel San José,18,22,9,3,4,6.82
Osasuna,Oriol Riera,12,34,8,2,4,6.82
Sporting Gijon,Jorge Meré,0,5,16,0,0,6.82
Atletico Madrid,Fernando Torres,21,38,11,6,8,6.82
Granada,Guillermo Ochoa,0,0,0,0,0,6.82
Real Sociedad,Jon Bautista,30,10,0,0,3,6.82
Real Betis,Antonio Adán,0,0,2,0,0,6.82
Deportivo La Coruna,Juanfran,0,19,26,1,0,6.82
Celta Vigo,Jozabed Sánchez,14,14,1,0,2,6.82
Eibar,Kike,28,25,7,2,7,6.82
Eibar,Yoel Rodríguez,0,0,0,0,0,6.82
Deportivo La Coruna,Álex Bergantiños,50,2,1,0,1,6.81
Valencia,Martín Montoya,25,8,27,0,2,6.81
Celta Vigo,Sergi Gómez,0,3,3,0,0,6.80
Valencia,Shkodran Mustafi,0,0,0,0,0,6.80
Real Sociedad,Igor Zubeldia,0,1,3,0,0,6.80
Celta Vigo,Rubén Blanco,0,0,1,0,0,6.80
Valencia,Jaume Doménech,0,0,0,0,0,6.80
Eibar,Markel Areitio,0,0,0,0,0,6.80
Sporting Gijon,Sergio Álvarez,14,14,15,3,2,6.80
Deportivo Alaves,Kiko Femenia,0,3,33,0,0,6.80
Las Palmas,Vicente Gómez,10,20,17,2,2,6.80
Las Palmas,Dani Castellano,0,7,51,1,0,6.80
Valencia,Munir El Haddadi,17,35,17,4,6,6.79
Real Sociedad,Esteban Granero,0,8,12,0,0,6.79
Real Betis,Álex Alegría,8,38,6,0,3,6.79
Malaga,Martín Demichelis,0,3,5,0,0,6.79
Las Palmas,Alen Halilović,0,14,35,0,0,6.79
Real Sociedad,Gerónimo Rulli,0,0,0,0,0,6.79
Deportivo La Coruna,Florin Andone,16,75,40,5,12,6.79
Celta Vigo,Nemanja Radoja,17,6,32,0,1,6.78
Real Betis,Joaquín,17,18,35,2,3,6.78
Real Sociedad,Joseba Zaldúa,0,6,5,0,0,6.78
Espanyol,Óscar Duarte,0,4,1,0,0,6.78
Villarreal,Nicola Sansone,24,34,22,4,8,6.78
Valencia,Toni Lato,0,0,4,0,0,6.78
Sevilla,Hiroshi Kiyotake,100,1,4,0,1,6.78
Leganes,Nereo Champagne,0,0,0,0,0,6.78
Las Palmas,Mateo García,29,7,25,0,2,6.78
Valencia,Fabián Orellana,15,20,28,1,3,6.77
Deportivo Alaves,Christian Santos,17,18,1,1,3,6.77
Sporting Gijon,Iván Cuéllar,0,0,0,0,0,6.77
Leganes,Erik Morán,0,2,3,0,0,6.77
Malaga,José Rodríguez,0,2,8,1,0,6.77
Osasuna,Didier Digard,0,1,1,0,0,6.77
Celta Vigo,Jonny Castro,0,10,25,1,0,6.77
Valencia,Santi Mina,23,26,16,7,6,6.76
Malaga,Juankar,13,15,20,3,2,6.76
Eibar,Takashi Inui,9,35,30,2,3,6.76
Osasuna,Kenan Kodro,26,27,5,3,7,6.76
Valencia,João Cancelo,6,17,63,0,1,6.76
Malaga,Carlos Kameni,0,0,2,0,0,6.76
Sporting Gijon,Burgui,5,37,56,1,2,6.76
Sporting Gijon,Akram Afif,0,1,2,0,0,6.76
Espanyol,Javi Fuego,14,7,7,0,1,6.76
Athletic Bilbao,Gorka Iraizoz,0,0,1,0,0,6.76
Las Palmas,Tana,20,20,32,1,4,6.76
Deportivo Alaves,Daniel Torres,0,5,9,0,0,6.76
Deportivo La Coruna,Fernando Navarro,0,2,6,0,0,6.75
Sevilla,Carlos Fernández Luna,50,2,0,1,1,6.75
Sporting Gijon,Diego Mariño,0,0,0,0,0,6.75
Real Betis,Antonio Sanabria,15,26,9,1,4,6.75
Granada,David Barral,0,7,1,0,0,6.75
Villarreal,Samu Castillejo,8,25,39,2,2,6.75
Sevilla,Gabriel Mercado,38,8,4,0,3,6.74
Leganes,Luciano,20,20,5,2,4,6.74
Sporting Gijon,Roberto Canella,25,8,2,0,2,6.74
Deportivo Alaves,Alexis Ruano,29,7,3,0,2,6.74
Celta Vigo,Claudio Beauvue,7,15,4,4,1,6.74
Osasuna,Imanol García,0,3,2,0,0,6.74
Eibar,Ander Capa,0,7,34,0,0,6.74
Sporting Gijon,Fernando Amorebieta,0,8,6,0,0,6.73
Espanyol,Marc Roca,0,9,16,1,0,6.73
Real Sociedad,Sergio Canales,0,11,13,1,0,6.73
Sevilla,Matías Kranevitter,0,2,5,0,0,6.73
Villarreal,Adrián López,20,10,9,2,2,6.73
Osasuna,Sergio León,17,58,27,1,10,6.73
Leganes,Samu García,0,8,4,0,0,6.73
Las Palmas,Javi Castellano,0,0,0,0,0,6.73
Real Betis,Fabián Ruiz,0,0,1,0,0,6.73
Real Betis,Ryan Donk,0,3,1,0,0,6.73
Real Betis,Riza Durmisi,6,17,26,0,1,6.72
Deportivo La Coruna,Ryan Babel,44,9,8,1,4,6.72
Athletic Bilbao,Mikel Balenziaga,20,5,25,0,1,6.72
Granada,Andreas Pereira,9,56,75,2,5,6.72
Granada,Rene Krhin,0,2,8,0,0,6.72
Osasuna,David García,14,7,0,0,1,6.72
Athletic Bilbao,Óscar de Marcos,17,6,11,0,1,6.72
Eibar,Gonzalo Escalante,10,21,13,1,2,6.71
Real Sociedad,Mikel Oyarzabal,5,38,36,5,2,6.71
Athletic Bilbao,Kepa Arrizabalaga,0,0,2,0,0,6.71
Athletic Bilbao,Markel Susaeta,11,9,29,2,1,6.71
Malaga,Chori Castro,4,26,26,2,1,6.71
Granada,Rubén Vezo,0,7,1,2,0,6.71
Espanyol,Aarón Martin Caricol,0,3,40,0,0,6.71
Celta Vigo,Hugo Mallo,17,12,5,0,2,6.71
Valencia,Carlos Soler,12,25,24,1,3,6.71
Deportivo La Coruna,Germán Lux,0,0,1,0,0,6.71
Barcelona,André Gomes,23,13,18,1,3,6.71
Real Betis,Alin Toșca,0,1,9,0,0,6.71
Las Palmas,Marko Livaja,21,24,12,2,5,6.70
Leganes,Pablo Insua,17,6,3,0,1,6.70
Osasuna,Unai García,0,7,6,0,0,6.70
Sporting Gijon,Nacho Cases,25,8,10,0,2,6.70
Sevilla,Joaquín Correa,16,25,38,3,4,6.70
Deportivo Alaves,Aleksandar Katai,20,15,24,1,3,6.70
Atletico Madrid,Alessio Cerci,0,0,1,0,0,6.70
Deportivo Alaves,Rubén Sobrino,18,11,14,2,2,6.70
Valencia,Álvaro Medrán,20,10,8,0,2,6.70
Granada,Juanan Entrena,0,3,3,0,0,6.70
Osasuna,Javi Alamo,0,0,1,0,0,6.70
Deportivo La Coruna,Luisinho,0,9,20,0,0,6.70
Real Betis,Álvaro Cejudo,10,10,9,0,1,6.70
Celta Vigo,Pablo Hernández,10,10,22,1,1,6.70
Celta Vigo,Sergio Álvarez,0,0,1,0,0,6.70
Granada,Artem Kravets,15,33,6,4,5,6.70
Granada,Uche Agbo,0,11,35,0,0,6.69
Celta Vigo,Pione Sisto,13,23,57,0,3,6.69
Athletic Bilbao,Íñigo Lekue,14,14,39,2,2,6.69
Granada,David Lombán,29,7,1,0,2,6.69
Granada,Victorien Angban,0,2,5,0,0,6.69
Barcelona,Denis Suárez,10,10,13,1,1,6.69
Athletic Bilbao,Ander Iturraspe,0,4,2,0,0,6.68
Athletic Bilbao,Sabin Merino,8,12,3,0,1,6.68
Real Betis,José Carlos Ramírez,0,0,2,0,0,6.68
Las Palmas,David Simón,0,9,16,1,0,6.68
Osasuna,Goran Čaušić,11,9,11,0,1,6.68
Deportivo La Coruna,Fayçal Fajr,0,14,6,2,0,6.68
Valencia,Zakaria Bakkali,33,3,8,2,1,6.68
Sporting Gijon,Lacina Traoré,14,14,2,3,2,6.68
Real Madrid,Mariano Díaz,25,4,1,0,1,6.68
Athletic Bilbao,Mikel Rico,14,7,6,0,1,6.67
Valencia,Diego Alves,0,0,2,0,0,6.67
Malaga,Federico Ricca,0,10,3,0,0,6.67
Malaga,Bakary Koné,0,0,2,0,0,6.67
Leganes,Iago Herrerín,0,0,4,0,0,6.67
Leganes,Alberto Bueno,17,12,3,1,2,6.67
Atletico Madrid,Ángel Correa,14,28,49,6,4,6.67
Celta Vigo,John Guidetti,25,16,2,2,4,6.67
Valencia,Aymen Abdennour,0,2,2,1,0,6.67
Villarreal,Antonio Rukavina,0,0,0,0,0,6.67
Eibar,Nano Mesa,14,7,1,1,1,6.67
Villarreal,Alexandre Pato,9,23,19,5,2,6.66
Sporting Gijon,Víctor Rodríguez,9,23,12,3,2,6.66
Sporting Gijon,Carlos Carmona,33,24,12,2,8,6.66
Celta Vigo,Marcelo Díaz,14,7,5,0,1,6.66
Leganes,Miguel Ángel Guerrero,17,29,16,5,5,6.66
Leganes,Víctor Díaz,9,11,12,2,1,6.66
Osasuna,Fausto Tienza,0,6,5,1,0,6.66
Malaga,Michael Santos,17,18,2,3,3,6.65
Las Palmas,Raúl Lizoain,0,0,1,0,0,6.65
Sporting Gijon,Borja Viguera,22,9,10,1,2,6.65
Athletic Bilbao,Iñaki Williams,10,51,47,7,5,6.65
Real Betis,Charly Musonda Jr,0,4,8,0,0,6.65
Valencia,Mathew Ryan,0,0,0,0,0,6.65
Deportivo Alaves,Aleksandar Pantić,0,0,0,0,0,6.65
Malaga,Miguel Torres,0,3,0,0,0,6.65
Malaga,Mikel Villanueva,0,4,6,1,0,6.65
Malaga,Youssef En-Nesyri,7,15,2,1,1,6.65
Granada,Javi Marquez,0,7,5,0,0,6.64
Osasuna,Miguel Flaño,25,4,1,0,1,6.64
Granada,Héctor Hernández,0,4,8,0,0,6.64
Malaga,Juanpi Añor,6,32,39,1,2,6.64
Espanyol,José Antonio Reyes,27,11,13,0,3,6.64
Deportivo Alaves,Raúl García,0,2,5,0,0,6.64
Granada,Gastón Silva,0,5,7,0,0,6.64
Real Betis,Rafa Navarro,29,7,9,1,2,6.63
Granada,Jérémie Boga,12,17,55,2,2,6.63
Sporting Gijon,Moi Gómez,17,12,35,0,2,6.63
Espanyol,Álvaro Vázquez,0,3,5,0,0,6.63
Malaga,Duda,25,4,3,0,1,6.63
Osasuna,Miguel De las Cuevas,0,14,42,1,0,6.63
Real Sociedad,Juanmi,33,33,5,5,11,6.63
Deportivo La Coruna,Przemysław Tytoń,0,0,0,0,0,6.62
Athletic Bilbao,Enric Saborit,0,3,3,0,0,6.62
Osasuna,Fran Mérida,8,13,13,0,1,6.62
Sporting Gijon,Carlos Castro,31,13,6,2,4,6.62
Granada,Jon Toral,0,0,0,0,0,6.62
Leganes,Adrián Marín,0,4,5,0,0,6.62
Espanyol,Javi López,0,1,4,0,0,6.62
Eibar,Adrián González,19,36,5,3,7,6.62
Granada,Sergi Samper,0,5,9,0,0,6.61
Eibar,Bebé,20,15,8,0,3,6.61
Osasuna,Oier,0,7,9,0,0,6.61
Las Palmas,Michel Macedo,0,8,9,0,0,6.61
Leganes,Gabriel Pires,13,40,36,0,5,6.61
Leganes,Nabil El Zhar,14,29,23,4,4,6.60
Espanyol,Papakouli Diop,0,4,4,0,0,6.60
Celta Vigo,Pape Cheikh,100,1,8,0,1,6.60
Valencia,Federico Cartabia,0,1,0,0,0,6.60
Eibar,Cristian Rivera,0,4,6,0,0,6.60
Athletic Bilbao,Asier Villalibre,0,1,1,0,0,6.60
Las Palmas,Aythami Artiles,0,4,0,1,0,6.60
Barcelona,Carles Aleñá,0,1,1,0,0,6.60
Leganes,Jon Ander Serantes,0,1,0,0,0,6.60
Leganes,Omar Ramos,0,9,27,0,0,6.60
Osasuna,Álvaro Fernández,0,0,0,0,0,6.60
Sevilla,Diego Gonzalez,0,0,0,0,0,6.60
Granada,Jean Carlos,0,1,0,0,0,6.60
Real Sociedad,Jon Gaztañaga,0,1,0,0,0,6.60
Malaga,Luis Muñoz,0,1,5,0,0,6.60
Sporting Gijon,Juan Rodríguez,0,0,0,0,0,6.60
Sporting Gijon,Pablo Fernández,0,1,0,0,0,6.60
Osasuna,Javier Flano Bezunartea,0,0,0,0,0,6.60
Real Betis,Álex Martínez,0,6,2,0,0,6.60
Malaga,Javier Ontiveros,11,19,27,1,2,6.59
Eibar,Mauro Dos Santos,0,2,0,0,0,6.59
Deportivo Alaves,Víctor Camarasa,12,25,24,7,3,6.59
Deportivo La Coruna,Carles Gil,8,13,25,1,1,6.58
Real Betis,Jonas Martin,25,8,9,2,2,6.58
Leganes,Mamadou Koné,0,3,2,0,0,6.58
Las Palmas,Javi Varas,0,0,2,0,0,6.58
Granada,Mehdi Carcela-González,23,22,60,0,5,6.58
Malaga,Zdravko Kuzmanović,0,4,1,0,0,6.58
Sevilla,Walter Montoya,0,1,1,0,0,6.58
Sporting Gijon,Rachid Aït-Atmane,0,1,8,0,0,6.58
Leganes,Tito,0,5,5,1,0,6.57
Osasuna,Mario Fernández,0,0,0,0,0,6.57
Deportivo La Coruna,Gaël Kakuta,22,9,15,1,2,6.57
Deportivo La Coruna,Marlos Moreno,0,17,22,1,0,6.56
Granada,Ezequiel Ponce,7,29,13,5,2,6.56
Celta Vigo,Theo Bongonda,4,28,53,2,1,6.56
Leganes,Darwin Machís,4,25,22,3,1,6.56
Real Sociedad,Markel Bergara,0,0,1,0,0,6.56
Osasuna,Álex Berenguer,7,14,65,0,1,6.56
Osasuna,Miguel Olavide,33,3,2,1,1,6.56
Espanyol,Felipe Caicedo,22,9,10,2,2,6.56
Real Betis,Darko Brašanac,9,11,14,0,1,6.55
Villarreal,Leonardo Suárez,0,0,0,0,0,6.55
Sporting Gijon,Xavi Torres,0,3,1,1,0,6.55
Osasuna,Emmanuel Rivière,0,13,5,1,0,6.55
Deportivo La Coruna,Bruno Gama,0,17,19,0,0,6.55
Osasuna,Raoul Loé,0,3,4,0,0,6.54
Deportivo Alaves,Édgar Méndez,11,37,29,6,4,6.54
Villarreal,Alfred N'Diaye,0,0,1,0,0,6.53
Osasuna,Aitor Buñuel,0,6,9,0,0,6.53
Osasuna,Jaime Romero,0,13,33,0,0,6.53
Osasuna,Nikola Vujadinović,0,5,2,0,0,6.53
Deportivo La Coruna,Laure,0,0,2,0,0,6.53
Sporting Gijon,Lillo Castellano,0,3,0,0,0,6.53
Real Betis,Roman Zozulya,0,2,0,0,0,6.50
Celta Vigo,David Costas,0,0,0,0,0,6.50
Espanyol,Rubén Duarte,0,0,0,0,0,6.50
Celta Vigo,Andrew Hjulsager,17,6,2,0,1,6.50
Granada,Martin Hongla,0,5,7,1,0,6.50
Real Betis,Dani Giménez,0,0,0,0,0,6.50
Granada,Luis Martins,0,0,0,0,0,6.50
Malaga,Weligton,0,0,1,0,0,6.50
Las Palmas,Tyronne,0,0,0,0,0,6.50
Leganes,Diego Barrios,0,0,0,0,0,6.50
Sporting Gijon,Rubén Sánchez Pérez-Cejuela,0,2,0,0,0,6.50
Las Palmas,Benito Ramírez,0,0,1,0,0,6.50
