Team,Name,Accurate passing percentage,Assists,Tackles,Successful Dribbles,Goals,Rating
Borussia Mgladbach,Jannik Vestergaard,85,1,70,10,4,7.19
1899 Hoffenheim,Niklas Süle,90,2,68,7,2,7.19
Fc Schalke 04,Benedikt Höwedes,86,1,62,3,1,7.19
Rb Leipzig,Timo Werner,68,5,24,21,21,7.19
Borussia Dortmund,Marco Reus,76,4,15,23,7,7.18
1 Fc Koln,Anthony Modeste,64,2,16,23,25,7.18
Bayern Munchen,David Alaba,89,4,40,10,4,7.16
Bayern Munchen,Thomas Müller,76,12,14,16,5,7.16
1 Fc Koln,Jonas Hector,81,2,86,33,1,7.15
1 Fsv Mainz 05,Alexander Hack,77,1,34,5,0,7.15
Borussia Mgladbach,Raffael,76,0,14,49,7,7.14
1899 Hoffenheim,Andrej Kramarić,83,8,10,30,15,7.14
Darmstadt 98,Hamit Altintop,85,0,52,22,0,7.14
Eintracht Frankfurt,David Abraham,83,2,40,6,1,7.14
1899 Hoffenheim,Kevin Vogt,92,0,31,2,0,7.14
Ingolstadt,Markus Suttner,60,5,67,14,4,7.13
Eintracht Frankfurt,Marco Fabián,79,4,40,23,7,7.13
Borussia Mgladbach,Andreas Christensen,92,0,47,5,2,7.13
1 Fc Koln,Lukas Klünter,60,1,16,8,1,7.13
Hertha Bsc,Niklas Stark,85,0,66,2,1,7.11
Wolfsburg,Luiz Gustavo,84,0,67,10,0,7.11
Darmstadt 98,Mario Vrančić,70,2,45,13,4,7.11
1 Fc Koln,Marcel Risse,62,4,14,21,2,7.11
Wolfsburg,Mario Gómez,63,1,21,23,16,7.10
Borussia Dortmund,Gonzalo Castro,84,6,41,16,3,7.10
Augsburg,Daniel Baier,73,3,60,7,1,7.10
Rb Leipzig,Fabio Coltorti,74,0,0,0,0,7.10
Fc Schalke 04,Naldo,85,0,22,1,1,7.10
Borussia Dortmund,Julian Weigl,90,0,67,26,0,7.10
Bayern Munchen,Douglas Costa,80,3,9,58,4,7.10
Borussia Dortmund,Marc Bartra,82,3,54,12,0,7.09
Borussia Mgladbach,Mahmoud Dahoud,81,6,75,38,2,7.09
Hertha Bsc,Fabian Lustenberger,82,1,41,2,0,7.09
Eintracht Frankfurt,Makoto Hasebe,82,1,33,9,1,7.09
Bayern Munchen,Rafinha,90,1,25,14,1,7.09
Augsburg,Jeffrey Gouweleeuw,77,1,37,5,2,7.08
Hertha Bsc,John Brooks,86,0,34,4,2,7.08
Werder Bremen,Thomas Delaney,70,1,28,0,4,7.08
Borussia Dortmund,Raphaël Guerreiro,80,3,29,26,6,7.08
Eintracht Frankfurt,Omar Mascarell,81,0,62,17,0,7.08
Fc Schalke 04,Nabil Bentaleb,81,5,37,39,5,7.07
Hamburger Sv,Mërgim Mavraj,79,0,70,4,0,7.07
Wolfsburg,Josuha Guilavogui,82,0,53,11,0,7.06
1899 Hoffenheim,Steven Zuber,81,4,48,27,4,7.06
1 Fc Koln,Yuya Osako,70,6,43,28,7,7.05
Borussia Dortmund,Łukasz Piszczek,81,1,45,11,5,7.05
Hertha Bsc,Sebastian Langkamp,86,0,43,4,0,7.05
Werder Bremen,Zlatko Junuzović,75,8,46,11,4,7.05
Rb Leipzig,Diego Demme,79,3,104,19,1,7.05
Borussia Dortmund,André Schürrle,72,2,12,17,2,7.05
Borussia Mgladbach,Lars Stindl,80,3,38,17,11,7.05
Darmstadt 98,Florian Jungwirth,65,0,54,0,0,7.04
Borussia Dortmund,Adrian Ramos,66,1,2,1,2,7.04
1899 Hoffenheim,Kerem Demirbay,79,8,55,60,6,7.04
Augsburg,Martin Hinteregger,73,0,46,4,3,7.04
1 Fc Koln,Leonardo Bittencourt,65,5,30,14,3,7.04
Fc Schalke 04,Sead Kolašinac,72,5,69,17,3,7.04
1899 Hoffenheim,Oliver Baumann,75,0,0,2,0,7.04
1 Fsv Mainz 05,Stefan Bell,75,1,47,4,5,7.03
Fc Schalke 04,Breel Embolo,71,1,10,8,2,7.03
Ingolstadt,Almog Cohen,73,1,75,10,7,7.02
Wolfsburg,Ricardo Rodríguez,82,3,28,1,2,7.02
Rb Leipzig,Bernardo,74,1,61,6,0,7.02
Freiburg,Vincenzo Grifo,73,8,32,37,6,7.02
Augsburg,Paul Verhaegh,77,2,57,9,3,7.02
Borussia Mgladbach,Ibrahima Traoré,79,3,25,24,1,7.01
Wolfsburg,Robin Knoche,83,1,29,3,1,7.01
Fc Schalke 04,Leon Goretzka,78,3,66,35,5,7.01
Rb Leipzig,Marvin Compper,80,0,45,4,2,7.00
Werder Bremen,Niklas Schmidt,75,1,2,0,0,7.00
Rb Leipzig,Marcel Sabitzer,68,4,32,24,8,7.00
1899 Hoffenheim,Sandro Wagner,63,2,30,10,11,7.00
1899 Hoffenheim,Mark Uth,75,3,13,20,7,7.00
Borussia Dortmund,Shinji Kagawa,85,6,11,18,1,7.00
Rb Leipzig,Stefan Ilsanker,78,0,91,8,0,6.99
Wolfsburg,Julian Draxler,82,2,8,27,0,6.99
Bayern Munchen,Jérôme Boateng,88,1,13,0,0,6.99
Augsburg,Dominik Kohr,73,0,89,9,2,6.99
Wolfsburg,Christian Träsch,71,1,22,11,0,6.99
Fc Schalke 04,Matija Nastasić,85,0,32,2,0,6.99
Bayer 04 Leverkusen,Wendell,80,2,96,20,2,6.98
Bayer 04 Leverkusen,Javier Hernández,74,3,5,13,11,6.98
1 Fc Koln,Dominique Heintz,82,0,62,12,0,6.98
Hamburger Sv,Aaron Hunt,74,2,28,13,4,6.98
1 Fc Koln,Paweł Olkowski,60,1,30,11,0,6.98
Bayer 04 Leverkusen,Kevin Kampl,84,2,52,49,1,6.98
Borussia Dortmund,Sven Bender,93,1,7,1,0,6.98
Bayer 04 Leverkusen,Jonathan Tah,83,1,41,10,1,6.97
1 Fsv Mainz 05,Leon Balogun,75,0,25,3,0,6.97
Ingolstadt,Romain Brégerie,71,0,19,5,3,6.96
Fc Schalke 04,Holger Badstuber,91,0,12,2,0,6.96
Eintracht Frankfurt,Jesús Vallejo,85,0,32,5,1,6.96
Bayer 04 Leverkusen,Julian Baumgartlinger,86,1,55,8,0,6.96
Darmstadt 98,Jérôme Gondorf,65,4,81,15,3,6.95
1899 Hoffenheim,Ermin Bičakčić,89,0,14,2,1,6.95
Bayer 04 Leverkusen,Lars Bender,77,1,33,2,0,6.94
Hertha Bsc,Marvin Plattenhardt,75,3,44,12,3,6.94
Hertha Bsc,Per Ciljan Skjelbred,85,0,73,13,0,6.94
Werder Bremen,Robert Bauer,71,3,72,13,1,6.94
Hertha Bsc,Jens Hegeler,84,0,7,1,0,6.94
Freiburg,Çağlar Söyüncü,77,1,47,13,0,6.94
Borussia Dortmund,Marcel Schmelzer,83,1,45,7,0,6.93
Werder Bremen,Lamine Sané,85,1,38,4,1,6.93
1 Fc Koln,Timo Horn,57,0,1,0,0,6.93
Borussia Mgladbach,László Bénes,85,0,5,1,1,6.93
1 Fsv Mainz 05,Giulio Donati,69,0,92,19,0,6.93
Rb Leipzig,Dayot Upamecano,79,0,20,2,0,6.93
Werder Bremen,Clemens Fritz,71,3,40,19,0,6.92
Hertha Bsc,Vedad Ibišević,63,4,30,27,12,6.92
Borussia Mgladbach,Thorgan Hazard,74,4,28,38,6,6.92
Freiburg,Nils Petersen,57,4,19,13,10,6.92
Wolfsburg,Maximilian Arnold,83,3,41,19,2,6.91
Borussia Mgladbach,Christoph Kramer,85,4,72,16,0,6.91
Borussia Mgladbach,Tony Jantschke,75,0,35,2,0,6.91
Borussia Dortmund,Matthias Ginter,87,1,38,8,0,6.91
Borussia Dortmund,Emre Mor,75,2,9,28,1,6.91
Rb Leipzig,Marcel Halstenberg,72,1,67,28,0,6.91
1899 Hoffenheim,Ádám Szalai,69,1,9,15,8,6.91
Ingolstadt,Marvin Matip,73,0,71,4,0,6.91
Ingolstadt,Florent Hadergjonaj,56,2,54,12,1,6.90
Bayer 04 Leverkusen,Benjamin Henrichs,76,2,98,31,0,6.90
Hertha Bsc,Ondrej Duda,74,0,3,1,0,6.90
Werder Bremen,Niklas Moisander,82,1,45,16,0,6.90
Eintracht Frankfurt,Marc Stendera,61,0,14,0,0,6.90
Darmstadt 98,Victor Obinna,89,0,1,3,0,6.90
1 Fc Koln,Neven Subotić,73,0,19,1,0,6.90
Darmstadt 98,Daniel Fernandes,67,0,0,0,0,6.90
Borussia Mgladbach,Tobias Strobl,86,2,35,5,0,6.90
Borussia Mgladbach,Fabian Johnson,73,2,22,3,3,6.90
Wolfsburg,Jeffrey Bruma,83,0,22,3,1,6.90
Fc Schalke 04,Ralf Fährmann,63,0,1,0,0,6.89
1 Fsv Mainz 05,André Ramalho,77,0,39,8,0,6.89
Bayer 04 Leverkusen,Ömer Toprak,84,0,35,2,1,6.89
1899 Hoffenheim,Pavel Kadeřábek,75,3,31,19,0,6.89
1 Fsv Mainz 05,Danny Latza,76,0,37,10,4,6.89
Darmstadt 98,Felix Platte,59,1,6,8,2,6.89
Freiburg,Lukas Kübler,73,1,40,4,0,6.89
Darmstadt 98,Markus Steinhofer,74,1,16,5,0,6.89
Fc Schalke 04,Guido Burgstaller,71,2,3,12,9,6.88
Borussia Dortmund,Roman Bürki,74,0,0,2,0,6.88
Wolfsburg,Yunus Malli,70,7,25,33,7,6.88
Freiburg,Mike Frantz,74,1,48,13,0,6.88
Bayer 04 Leverkusen,Roberto Hilbert,71,0,22,3,0,6.87
Eintracht Frankfurt,Bastian Oczipka,78,4,65,37,1,6.87
Freiburg,Marc-Oliver Kempf,78,0,13,5,0,6.87
Hamburger Sv,Walace,75,0,22,6,1,6.87
Wolfsburg,Vieirinha,75,0,26,9,0,6.87
1 Fc Koln,Matthias Lehmann,83,2,29,0,0,6.87
Wolfsburg,Jakub Błaszczykowski,76,1,56,12,0,6.87
Bayer 04 Leverkusen,Charles Aránguiz,80,2,39,12,2,6.87
Werder Bremen,Fin Bartels,75,7,36,46,8,6.86
Borussia Mgladbach,Oscar Wendt,80,2,48,4,2,6.86
1 Fc Koln,Thomas Kessler,54,0,0,0,0,6.86
1 Fc Koln,Marco Höger,81,1,74,31,0,6.86
Bayern Munchen,Juan Bernat,90,2,21,30,2,6.86
Bayern Munchen,Manuel Neuer,81,0,0,0,0,6.85
Eintracht Frankfurt,Szabolcs Huszti,78,2,27,4,2,6.85
Rb Leipzig,Yussuf Poulsen,66,4,23,21,5,6.85
1 Fsv Mainz 05,Daniel Brosinski,71,2,42,14,1,6.85
Werder Bremen,Serge Gnabry,77,1,34,43,11,6.85
Darmstadt 98,Aytaç Sulu,77,0,24,1,2,6.85
Borussia Mgladbach,Nico Elvedi,85,0,50,21,0,6.85
Eintracht Frankfurt,Timothy Chandler,73,3,48,19,0,6.85
Borussia Dortmund,Erik Durm,73,2,23,7,0,6.85
1899 Hoffenheim,Marco Terrazzino,81,2,7,5,1,6.84
Bayern Munchen,Kingsley Coman,84,1,11,29,2,6.84
Hertha Bsc,Mitchell Weiser,70,4,24,35,2,6.84
Freiburg,Pascal Stenzel,77,1,43,13,1,6.84
Eintracht Frankfurt,Alexander Meier,65,2,2,8,5,6.84
Eintracht Frankfurt,Mijat Gaćinović,71,0,47,29,2,6.84
Hertha Bsc,Vladimír Darida,81,2,30,14,2,6.84
Augsburg,Gojko Kačar,76,1,38,5,0,6.84
Eintracht Frankfurt,Aymen Barkok,70,2,26,25,2,6.84
Freiburg,Manuel Gulde,85,0,44,2,0,6.84
Darmstadt 98,Peter Niemeyer,68,0,35,1,0,6.83
1899 Hoffenheim,Eugen Polański,89,0,11,3,0,6.83
Werder Bremen,Thanos Petsos,80,0,4,1,0,6.83
Borussia Dortmund,Mikel Merino,84,0,18,2,0,6.83
Rb Leipzig,Davie Selke,62,1,7,10,4,6.83
Wolfsburg,Sebastian Jung,78,1,7,0,0,6.83
Freiburg,Maximilian Philipp,70,2,25,35,9,6.82
Hertha Bsc,Allan,78,0,28,4,0,6.82
Borussia Dortmund,Nuri Şahin,88,0,4,1,0,6.82
Hertha Bsc,Rune Jarstein,58,0,0,1,0,6.82
Freiburg,Florian Niederlechner,68,2,28,46,11,6.82
Fc Schalke 04,Dennis Aogo,82,1,5,0,0,6.82
Borussia Mgladbach,Julian Korb,77,0,29,2,0,6.82
1 Fc Koln,Miloš Jojić,73,4,22,10,4,6.82
1 Fsv Mainz 05,Gaëtan Bussmann,56,1,27,7,0,6.82
Hamburger Sv,Lewis Holtby,73,6,87,21,1,6.81
Ingolstadt,Mathew Leckie,66,2,42,49,0,6.81
Bayer 04 Leverkusen,Stefan Kießling,65,1,16,2,4,6.81
Werder Bremen,Theodor Gebre Selassie,75,2,48,8,5,6.80
Freiburg,Nicolas Höfler,83,1,50,9,1,6.80
Darmstadt 98,Fabian Holland,67,0,79,4,0,6.80
Borussia Dortmund,Christian Pulišić,73,6,25,55,3,6.80
Borussia Dortmund,Dženis Burnić,80,0,1,1,0,6.80
Hamburger Sv,Christian Mathenia,46,0,0,0,0,6.80
1 Fsv Mainz 05,Jannik Huth,65,0,0,0,0,6.80
Freiburg,Karim Guédé,37,0,6,0,0,6.80
Freiburg,Jonas Meffert,79,0,1,0,0,6.80
Borussia Mgladbach,Nico Schulz,85,2,6,8,1,6.80
Bayer 04 Leverkusen,Aleksandar Dragović,85,1,12,1,0,6.79
Augsburg,Dong-Won Ji,68,2,25,30,3,6.79
Fc Schalke 04,Alessandro Schöpf,77,2,58,34,6,6.79
Hamburger Sv,Matthias Ostrzolek,63,1,62,4,1,6.79
Ingolstadt,Darío Lezcano,73,3,28,34,6,6.79
Wolfsburg,Yannick Gerhardt,77,2,55,18,0,6.79
Augsburg,Raúl Bobadilla,72,1,7,26,4,6.79
Rb Leipzig,Benno Schmitz,68,2,41,2,0,6.79
1 Fsv Mainz 05,Fabian Frei,76,1,36,7,0,6.78
Freiburg,Janik Haberer,70,4,35,23,3,6.78
Borussia Mgladbach,Yann Sommer,74,0,0,0,0,6.78
Eintracht Frankfurt,Anderson Ordóñez,88,0,4,1,0,6.78
Fc Schalke 04,Eric Maxim Choupo-Moting,73,4,9,39,3,6.77
Bayer 04 Leverkusen,Kai Havertz,74,5,19,25,4,6.77
Werder Bremen,Philipp Bargfrede,77,1,13,3,1,6.77
Hamburger Sv,Vasilije Janjičić,72,0,7,0,0,6.77
Wolfsburg,Koen Casteels,70,0,0,1,0,6.77
1 Fc Koln,Christian Clemens,72,1,41,13,1,6.76
Augsburg,Philipp Max,73,2,40,5,1,6.76
1899 Hoffenheim,Nadiem Amiri,84,4,27,30,2,6.76
Hamburger Sv,Gotoku Sakai,70,2,67,17,1,6.76
Fc Schalke 04,Coke,76,0,14,5,1,6.76
Werder Bremen,Florian Grillitsch,80,0,46,11,2,6.76
Werder Bremen,Florian Kainz,80,3,6,7,2,6.76
1 Fc Koln,Artjoms Rudnevs,60,3,4,6,3,6.76
Hamburger Sv,Gideon Jung,69,0,55,9,0,6.76
1 Fc Koln,Dominic Maroh,85,0,13,0,0,6.76
Ingolstadt,Marcel Tisserand,71,1,29,15,0,6.76
Hamburger Sv,Emir Spahić,75,0,16,4,0,6.76
1 Fsv Mainz 05,Niko Bungert,79,0,12,0,1,6.76
Darmstadt 98,Alexander Milošević,75,0,20,2,0,6.76
Augsburg,Christoph Janker,84,0,19,0,0,6.75
Werder Bremen,Felix Wiedwald,52,0,0,0,0,6.75
Ingolstadt,Tobias Levels,71,0,15,3,0,6.75
Borussia Dortmund,Sebastian Rode,89,0,9,1,1,6.75
Eintracht Frankfurt,Danny Blum,67,1,4,12,1,6.75
Fc Schalke 04,Franco di Santo,64,2,6,3,0,6.75
Rb Leipzig,Dominik Kaiser,71,0,18,1,1,6.75
Bayer 04 Leverkusen,Bernd Leno,65,0,2,0,0,6.74
Hamburger Sv,Douglas Santos,68,0,79,10,0,6.74
Ingolstadt,Anthony Jung,61,1,23,4,1,6.74
Fc Schalke 04,Baba Rahman,73,2,31,13,0,6.74
1899 Hoffenheim,Pirmin Schwegler,82,1,12,0,0,6.74
Darmstadt 98,Michael Esser,55,0,0,0,0,6.74
Hertha Bsc,Peter Pekarík,76,1,56,5,1,6.74
Bayer 04 Leverkusen,Julian Brandt,78,8,25,70,3,6.74
1 Fc Koln,Konstantin Rausch,75,2,37,12,0,6.74
Hertha Bsc,Julian Schieber,56,1,3,4,3,6.74
Freiburg,Alexander Schwolow,56,0,0,0,0,6.74
Eintracht Frankfurt,Guillermo Varela,77,0,8,6,0,6.73
Werder Bremen,Santiago García,74,2,33,6,1,6.73
Hamburger Sv,Pierre-Michel Lasogga,64,0,3,1,1,6.73
Hertha Bsc,Salomon Kalou,73,4,14,30,7,6.73
Eintracht Frankfurt,Branimir Hrgota,77,1,24,21,5,6.73
Bayer 04 Leverkusen,Karim Bellarabi,72,6,24,26,2,6.73
Freiburg,Amir Abrashi,77,0,42,4,1,6.73
Darmstadt 98,Patrick Banggaard,79,0,11,0,0,6.72
Fc Schalke 04,Daniel Caligiuri,75,4,54,34,4,6.72
1899 Hoffenheim,Lukas Rupp,77,1,19,12,2,6.72
Fc Schalke 04,Max Meyer,85,1,22,14,1,6.72
Wolfsburg,Jannes Horn,82,1,18,6,0,6.72
Wolfsburg,Diego Benaglio,56,0,0,0,0,6.71
Ingolstadt,Roger,67,0,61,8,1,6.71
Eintracht Frankfurt,Michael Hector,71,0,40,5,1,6.71
Bayer 04 Leverkusen,Kevin Volland,68,2,20,27,6,6.71
Freiburg,Julian Schuster,77,0,14,4,0,6.71
Darmstadt 98,Immanuel Höhn,73,0,17,1,0,6.71
1 Fsv Mainz 05,Jhon Córdoba,68,3,21,47,5,6.70
Fc Schalke 04,Benjamin Stambouli,83,0,41,9,0,6.70
Darmstadt 98,Sven Schipplock,54,0,12,6,2,6.70
Wolfsburg,Bas Dost,48,1,0,0,0,6.70
Borussia Dortmund,Felix Passlack,90,0,15,3,0,6.70
Eintracht Frankfurt,Marco Russ,80,0,4,0,0,6.70
Rb Leipzig,Massimo Bruno,0,0,0,0,0,6.70
Werder Bremen,Lennart Thy,67,0,0,1,1,6.70
1 Fsv Mainz 05,Aaron Seydel,55,0,1,0,1,6.70
Freiburg,Håvard Nielsen,50,1,0,1,0,6.70
Hamburger Sv,Tom Mickel,48,0,0,0,0,6.70
Borussia Dortmund,Mario Götze,82,1,8,10,1,6.70
Bayer 04 Leverkusen,Leon Bailey,66,0,1,7,0,6.70
Hamburger Sv,Bakery Jatta,54,0,9,3,0,6.70
1899 Hoffenheim,Jeremy Toljan,77,1,17,6,1,6.70
Bayern Munchen,Renato Sanches,88,0,9,19,0,6.69
Darmstadt 98,Antonio Čolak,64,1,9,5,4,6.69
Augsburg,Marwin Hitz,58,0,1,1,0,6.69
Werder Bremen,Claudio Pizarro,66,1,7,7,1,6.69
1 Fsv Mainz 05,Yoshinori Muto,63,0,9,10,5,6.68
Wolfsburg,Daniel Didavi,78,2,9,8,4,6.68
1 Fsv Mainz 05,Bojan Krkić,80,1,5,14,1,6.68
Augsburg,Caiuby,60,0,7,4,0,6.68
Hertha Bsc,Genki Haraguchi,75,2,48,49,1,6.68
Rb Leipzig,Péter Gulácsi,63,0,0,0,0,6.68
1 Fsv Mainz 05,Jonas Lössl,57,0,1,0,0,6.68
Ingolstadt,Alfredo Morales,64,0,35,10,1,6.68
Wolfsburg,Riechedly Bazoer,82,1,16,2,0,6.68
Wolfsburg,Paul Seguin,84,1,29,10,1,6.68
Freiburg,Marc Torrejón,82,0,11,1,0,6.68
Hamburger Sv,Michael Gregoritsch,61,1,16,8,5,6.67
Wolfsburg,Bruno Henrique,67,0,5,2,0,6.67
Eintracht Frankfurt,Ante Rebić,52,2,20,39,2,6.67
Hamburger Sv,Albin Ekdal,70,1,24,7,1,6.67
Hertha Bsc,Maximilian Mittelstädt,65,1,24,6,0,6.67
Ingolstadt,Lukas Hinterseer,64,1,12,9,3,6.67
1 Fsv Mainz 05,Pablo De Blasis,67,4,25,19,5,6.67
Wolfsburg,Borja Mayoral,77,0,2,9,2,6.67
Werder Bremen,Izet Hajrović,67,0,6,11,1,6.67
Borussia Mgladbach,Jonas Hofmann,77,1,21,26,0,6.67
Bayer 04 Leverkusen,Admir Mehmedi,76,0,23,14,3,6.67
Hamburger Sv,Luca Waldschmidt,69,1,8,2,1,6.66
Hamburger Sv,Johan Djourou,82,0,21,0,0,6.66
1 Fsv Mainz 05,Jean-Philippe Gbamin,71,0,53,22,0,6.66
Hertha Bsc,Valentin Stocker,64,1,25,9,4,6.66
Hertha Bsc,Alexander Esswein,72,2,27,10,2,6.66
Augsburg,Alfreð Finnbogason,68,1,11,7,3,6.65
Fc Schalke 04,Yevhen Konoplyanka,78,1,5,12,1,6.65
Werder Bremen,Maximilian Eggestein,76,0,21,2,1,6.65
Bayer 04 Leverkusen,Tin Jedvaj,73,0,35,3,1,6.65
Fc Schalke 04,Donis Avdijaj,71,0,3,9,2,6.65
Rb Leipzig,Federico Palacios,44,0,2,1,0,6.65
1 Fc Koln,Marcel Hartel,83,0,3,1,0,6.65
Fc Schalke 04,Sascha Riether,83,0,7,0,0,6.65
Werder Bremen,Ousman Manneh,59,1,8,1,1,6.65
Eintracht Frankfurt,Lukáš Hrádecký,63,0,0,0,0,6.65
Hamburger Sv,Dennis Diekmeier,63,1,44,10,0,6.65
Borussia Mgladbach,André Hahn,59,1,26,9,3,6.64
Darmstadt 98,Roman Bezjak,52,0,11,3,0,6.64
Bayer 04 Leverkusen,Danny da Costa,74,1,2,2,0,6.63
1899 Hoffenheim,Fabian Schär,85,0,6,2,0,6.63
1899 Hoffenheim,Barış Atik,78,0,1,2,0,6.63
Wolfsburg,Marcel Schafer,79,0,4,2,0,6.63
Ingolstadt,Sonny Kittel,76,1,8,10,2,6.63
Fc Schalke 04,Klaas-Jan Huntelaar,75,0,4,2,2,6.63
Darmstadt 98,Artem Fedetsky,65,0,33,4,0,6.63
Darmstadt 98,Denys Oliynyk,80,0,2,2,1,6.63
1 Fsv Mainz 05,Gerit Holtmann,78,1,4,0,0,6.63
Augsburg,Jonathan Schmid,69,3,32,8,1,6.63
Werder Bremen,Miloš Veljković,77,0,25,2,0,6.62
Bayern Munchen,Sven Ulreich,88,0,0,0,0,6.62
1 Fsv Mainz 05,Suat Serdar,69,0,14,5,0,6.61
Hamburger Sv,Nicolai Müller,62,6,48,37,5,6.61
Hamburger Sv,Bobby Wood,62,2,15,28,5,6.61
Freiburg,Onur Bulut,63,1,25,12,0,6.61
Ingolstadt,Martin Hansen,49,0,0,0,0,6.61
Eintracht Frankfurt,Haris Seferović,62,0,4,9,3,6.60
Augsburg,Ja-Cheol Koo,78,3,35,16,2,6.60
Borussia Mgladbach,Patrick Herrmann,66,1,12,7,1,6.60
Hertha Bsc,Jordan Torunarigha,76,0,7,1,1,6.60
Borussia Dortmund,Ju Ho Park,93,0,1,0,0,6.60
Fc Schalke 04,Fabian Reese,65,0,1,1,0,6.60
Eintracht Frankfurt,Max Besuschkow,59,0,3,0,0,6.60
Ingolstadt,Max Christiansen,76,0,12,0,0,6.60
Augsburg,Markus Feulner,67,0,0,0,0,6.60
Darmstadt 98,Benjamin Gorka,40,0,2,0,0,6.60
1 Fsv Mainz 05,Levin Öztunali,60,6,38,29,5,6.60
Augsburg,Halil Altintop,72,2,25,10,6,6.59
Werder Bremen,Arón Johannssón,72,1,1,5,1,6.59
1 Fc Koln,Simon Zoller,70,2,10,5,2,6.59
Ingolstadt,Ørjan Nyland,51,0,2,0,0,6.58
1899 Hoffenheim,Eduardo Vargas,80,0,0,1,0,6.58
Augsburg,Georg Teigl,74,1,11,5,0,6.58
Ingolstadt,Stefan Lex,58,0,13,1,0,6.58
Rb Leipzig,Rani Khedira,80,0,11,1,0,6.57
Darmstadt 98,Leon Guwara,69,0,31,11,0,6.57
Darmstadt 98,László Kleinheisler,68,1,13,4,1,6.57
Eintracht Frankfurt,Marius Wolf,73,0,6,0,0,6.57
Darmstadt 98,Dominik Stroh-Engel,44,0,0,0,0,6.57
Augsburg,Jan Morávek,72,0,29,2,0,6.56
Hamburger Sv,René Adler,49,1,0,0,0,6.56
Augsburg,Moritz Leitner,67,0,4,0,0,6.56
Wolfsburg,Josip Brekalo,91,0,2,4,0,6.55
Freiburg,Jonas Föhrenbach,72,0,2,0,0,6.55
Eintracht Frankfurt,Heinz Lindner,35,0,0,0,0,6.55
Freiburg,Georg Niedermeier,80,0,2,0,0,6.55
Darmstadt 98,Sandro Sirigu,71,1,50,16,2,6.55
Werder Bremen,Luca Caldirola,70,0,9,0,0,6.54
1899 Hoffenheim,Phillipp Ochs,77,0,5,0,0,6.53
Freiburg,Aleksandar Ignjovski,74,0,39,8,0,6.53
Hertha Bsc,Sami Allagui,69,1,1,4,1,6.53
Augsburg,Kevin Danso,72,0,15,3,0,6.51
Eintracht Frankfurt,Shani Tarashaj,70,0,1,8,1,6.51
Ingolstadt,Moritz Hartmann,65,0,15,6,1,6.51
1 Fsv Mainz 05,Robin Quaison,62,0,5,5,1,6.50
Wolfsburg,Paul-Georges Ntep,66,2,8,9,0,6.50
Borussia Mgladbach,Josip Drmić,64,0,2,0,0,6.50
Fc Schalke 04,Junior Caiçara,75,0,5,0,0,6.50
1 Fc Koln,Filip Mladenović,100,0,0,0,0,6.50
Freiburg,Mats Møller Dæhli,71,0,0,1,0,6.50
Hamburger Sv,Nabil Bahoui,81,0,1,0,0,6.50
Borussia Mgladbach,Ba-Muaka Simakala,75,0,0,0,0,6.50
Hertha Bsc,Julius Kade,75,0,0,0,0,6.50
