Team,Name,Goal conversion percentage,Total shots,Successful dribbles,Big chances missed,Goals,Rating
Willem Ii Tilburg,Fran Sol,21,47,8,7,10,6.76
Fc Utrecht,Gyrano Kerk,18,17,22,4,3,6.76
Nec Nijmegen,Mikael Dyrestam,0,2,12,0,0,6.76
Az Alkmaar,Joris van Overeem,13,8,4,3,1,6.76
Nec Nijmegen,Kevin Mayi,14,28,16,5,4,6.75
Heerenveen,Luciano Slagveer,15,26,9,0,4,6.75
Roda Jc Kerkrade,Mikhael Rosheuvel,5,37,45,2,2,6.75
Fc Twente,Enis Bunjaki,0,1,1,0,0,6.75
Fc Utrecht,Richairo Zivkovic,22,37,10,9,8,6.75
Ado Den Haag,Thomas Meissner,0,3,6,0,0,6.74
Ajax,Václav Černý,0,3,5,0,0,6.74
Sparta Rotterdam,Zakaria El Azzouzi,15,33,17,8,5,6.74
Ado Den Haag,Tyronne Ebuehi,25,4,20,1,1,6.74
Ado Den Haag,Ruben Schaken,7,14,29,2,1,6.74
Pec Zwolle,Ryan Thomas,4,26,24,1,1,6.74
Vitesse,Valeri Qazaishvili,33,3,7,0,1,6.73
Ado Den Haag,Ashraf El Mahdioui,0,5,4,0,0,6.73
Excelsior,Warner Hahn,0,0,0,0,0,6.73
Pec Zwolle,Youness Mokhtar,13,31,39,2,4,6.73
Sparta Rotterdam,Ivan Calero,25,8,11,0,2,6.73
Heracles Almelo,Mark Jan Fledderus,0,3,2,0,0,6.73
Ado Den Haag,Abdenasser El Khayati,45,11,7,1,5,6.73
Nec Nijmegen,Gregor Breinburg,22,9,9,1,2,6.72
Pec Zwolle,Ouasim Bouy,0,12,2,0,0,6.72
Excelsior,Mike van Duinen,13,23,13,5,3,6.72
Go Ahead Eagles,Sam Hendriks,24,34,8,5,8,6.72
Pec Zwolle,Mickey van der Hart,0,1,2,0,0,6.72
Ajax,Riechedly Bazoer,0,3,0,0,0,6.72
Vitesse,Alexander Büttner,0,5,2,1,0,6.72
Nec Nijmegen,André Fomitschow,0,10,15,0,0,6.72
Willem Ii Tilburg,Pele Van Anholt,0,3,8,0,0,6.72
Heracles Almelo,Vincent Vermeij,25,8,2,2,2,6.72
Heracles Almelo,Wout Droste,0,1,1,0,0,6.72
Heerenveen,Wout Faes,0,0,1,0,0,6.71
Roda Jc Kerkrade,Mitchell Paulissen,15,27,18,2,4,6.71
Feyenoord,Renato Tapia,50,2,3,1,1,6.71
Az Alkmaar,Jonas Svensson,0,1,2,0,0,6.71
Fc Twente,Jari Oosterwijk,22,9,0,2,2,6.71
Roda Jc Kerkrade,Athanasios Papazoglou,8,13,2,2,1,6.71
Groningen,Juninho Bacuna,5,21,26,0,1,6.71
Nec Nijmegen,Robin Buwalda,0,1,0,0,0,6.71
Excelsior,Haspolat Dogucan,0,0,0,0,0,6.70
Nec Nijmegen,Sam Lundholm,0,2,1,0,0,6.70
Az Alkmaar,Levi García,9,11,27,1,1,6.70
Heracles Almelo,Daryl van Mieghem,40,5,1,0,2,6.70
Vitesse,Mitchell Van Bergen,0,11,10,0,0,6.69
Ado Den Haag,Donny Gorter,0,5,5,0,0,6.69
Willem Ii Tilburg,Bruno Andrade,0,8,8,0,0,6.69
Heracles Almelo,Peter van Ooijen,15,13,6,0,2,6.69
Willem Ii Tilburg,Elmo Lieftink,0,11,2,2,0,6.69
Go Ahead Eagles,Norichio Nieveld,0,1,2,0,0,6.68
Willem Ii Tilburg,Freek Heerkens,0,6,2,1,0,6.68
Az Alkmaar,Tim Krul,0,0,1,0,0,6.68
Ajax,Mitchell Dijks,0,1,7,1,0,6.68
Fc Utrecht,Edson Braafheid,0,1,1,0,0,6.68
Psv Eindhoven,Florian Jozefzoon,0,2,0,0,0,6.68
Heerenveen,Caner Cavlan,0,3,0,0,0,6.67
Fc Twente,Chinedu Ede,0,9,8,3,0,6.67
Fc Twente,Giorgos Katsikas,0,0,1,0,0,6.67
Fc Twente,Tim Holscher,0,1,1,0,0,6.67
Fc Utrecht,Andreas Ludwig,14,7,3,0,1,6.66
Sparta Rotterdam,Bart Vriends,0,3,0,0,0,6.66
Pec Zwolle,Erik Israelsson,100,1,0,0,1,6.66
Fc Twente,Jelle van der Heyden,0,1,8,0,0,6.66
Nec Nijmegen,Ali Messaoud,8,13,3,1,1,6.66
Sparta Rotterdam,Rick Van Drongelen,0,6,5,1,0,6.66
Heerenveen,Pelle van Amersfoort,5,37,8,5,2,6.65
Go Ahead Eagles,Lum Rexhepi,0,0,0,0,0,6.65
Sparta Rotterdam,Cyril Chevreuil,0,2,0,1,0,6.65
Fc Utrecht,Jeff Hardeveld,0,0,1,0,0,6.65
Pec Zwolle,Stefan Nijland,0,11,1,0,0,6.65
Heracles Almelo,Jaroslav Navratil,11,9,10,2,1,6.65
Nec Nijmegen,Michael Heinloth,33,3,17,0,1,6.65
Fc Twente,Dylan Seys,6,18,13,2,1,6.64
Go Ahead Eagles,Leon de Kogel,4,23,1,1,1,6.64
Ado Den Haag,José San Román,0,2,14,0,0,6.64
Ado Den Haag,Hector Hevel,0,5,0,0,0,6.64
Nec Nijmegen,Jordan Larsson,0,7,2,1,0,6.64
Ado Den Haag,Tom Trybull,14,7,4,0,1,6.63
Heerenveen,Simon Thern,0,0,0,0,0,6.63
Vitesse,Arshak Koryan,0,0,1,0,0,6.63
Go Ahead Eagles,Tom Daemen,0,1,0,0,0,6.63
Go Ahead Eagles,Lars Lambooij,0,1,2,0,0,6.63
Pec Zwolle,Anass Achahbar,0,25,12,2,0,6.63
Go Ahead Eagles,Ludcinio Marengo,13,8,13,2,1,6.63
Willem Ii Tilburg,Dries Wuytens,0,1,0,0,0,6.63
Nec Nijmegen,Lorenzo Burnet,0,5,6,0,0,6.62
Ado Den Haag,Kevin Jansen,50,2,4,0,1,6.62
Go Ahead Eagles,Joey Groenbast,0,2,21,0,0,6.61
Sparta Rotterdam,Florian Pinteaux,0,1,1,1,0,6.60
Willem Ii Tilburg,Bartholomew Ogbeche,10,10,3,2,1,6.60
Psv Eindhoven,Ramon-Pascal Lundqvist,0,0,0,0,0,6.60
Fc Twente,Torgeir Børven,0,0,0,0,0,6.60
Vitesse,Abiola Dauda,0,0,0,0,0,6.60
Groningen,Glenn Bijl,0,0,0,0,0,6.60
Excelsior,Arghus,0,1,0,0,0,6.60
Az Alkmaar,Jeremy Helmer,0,0,0,0,0,6.60
Nec Nijmegen,Stefan Mauk,0,0,1,0,0,6.60
Sparta Rotterdam,Stijn Spierings,8,12,19,1,1,6.60
Willem Ii Tilburg,Thomas Kok,0,0,0,0,0,6.60
Ado Den Haag,Hennos Asmelash,0,0,0,0,0,6.60
Go Ahead Eagles,Teije Ten Den,0,0,0,0,0,6.60
Heracles Almelo,Dario Vujicevic,0,0,0,0,0,6.60
Ado Den Haag,Randy Wolters,0,31,24,1,0,6.60
Excelsior,Anouar Hadouir,33,3,7,0,1,6.59
Go Ahead Eagles,Rochdi Achenteh,0,6,7,0,0,6.59
Go Ahead Eagles,Kevin Brands,13,8,3,1,1,6.59
Nec Nijmegen,Ferdi Erenay Kadıoğlu,31,13,24,0,4,6.59
Nec Nijmegen,Janio Bikel,0,7,22,1,0,6.59
Go Ahead Eagles,Sebastien Locigno,0,7,12,0,0,6.59
Fc Twente,Fredrik Jensen,15,26,17,7,4,6.58
Nec Nijmegen,Taiwo Awoniyi,14,14,8,4,2,6.58
Az Alkmaar,Thomas Ouwejan,0,3,0,0,0,6.58
Excelsior,Leeroy Owusu,50,2,2,0,1,6.58
Pec Zwolle,Bart Schenkeveld,17,6,12,1,1,6.58
Sparta Rotterdam,Sherel Floranus,0,6,8,0,0,6.58
Fc Twente,Dejan Trajkovski,0,6,6,0,0,6.58
Ado Den Haag,Guyon Fernandez,7,14,3,6,1,6.58
Excelsior,Danilo Pantić,0,5,12,0,0,6.58
Sparta Rotterdam,Denzel Dumfries,8,12,29,1,1,6.57
Ado Den Haag,Dennis van der Heijden,0,13,3,3,0,6.57
Fc Twente,Jos Hooiveld,0,3,0,0,0,6.57
Roda Jc Kerkrade,Gyliano Van Velzen,17,6,16,1,1,6.57
Nec Nijmegen,Frank Sturing,0,0,1,0,0,6.57
Fc Utrecht,Patrick Joosten,10,10,10,0,1,6.57
Go Ahead Eagles,Elvis Manu,14,14,24,1,2,6.56
Vitesse,Yuning Zhang,8,13,2,2,1,6.56
Excelsior,Terell Ondaan,0,16,13,0,0,6.56
Nec Nijmegen,Arnaut Groeneveld,14,7,9,1,1,6.55
Psv Eindhoven,Menno Koch,0,0,0,0,0,6.55
Feyenoord,Emil Hansson,0,0,1,0,0,6.55
Vitesse,Lassana Faye,0,0,1,0,0,6.55
Go Ahead Eagles,Henrik Ojamaa,50,2,4,0,1,6.55
Roda Jc Kerkrade,Célestin Djim,0,0,0,0,0,6.55
Fc Utrecht,Darren Rosheuvel,0,1,0,0,0,6.55
Roda Jc Kerkrade,Simeon Raykov,0,0,0,0,0,6.55
Groningen,Jesper Drost,6,16,11,4,1,6.55
Excelsior,Kevin Vermeulen,11,19,16,2,2,6.54
Heerenveen,Shay Facey,0,0,0,0,0,6.53
Groningen,Ajdin Hrustic,100,1,0,0,1,6.53
Willem Ii Tilburg,Andreas Calcan,0,2,5,0,0,6.52
Sparta Rotterdam,Paco van Moorsel,14,14,13,1,2,6.51
Willem Ii Tilburg,Asumah Abubakar,0,4,6,1,0,6.51
Nec Nijmegen,Reagy Ofosu,15,13,20,0,2,6.51
Excelsior,Bas Kuipers,0,3,6,0,0,6.50
Az Alkmaar,Calvin Stengs,0,0,0,0,0,6.50
Vitesse,Ali Mukhtar,0,0,1,0,0,6.50
Pec Zwolle,Hervin Ongenda,0,1,2,0,0,6.50
Ajax,Pelle Clement,0,0,0,0,0,6.50
Heracles Almelo,Gor Agbaljan,0,0,0,0,0,6.50
Roda Jc Kerkrade,Bryan Verboom,0,0,1,0,0,6.50
Go Ahead Eagles,Givan Werkhoven,0,1,0,0,0,6.50
Sparta Rotterdam,Roland Bergkamp,0,0,0,0,0,6.50
Vitesse,Julian Calor,0,0,0,0,0,6.50
Heracles Almelo,Sander Thomas,0,0,0,0,0,6.50
Pec Zwolle,Max de Boom,0,0,0,0,0,6.50
Excelsior,Elso Brito,0,0,0,0,0,6.50
