Team,Name,Key passes,Accurate passes percentage,Accurate passes,Assists,Big chances created,Rating
Palermo,Josip Posavec,0,47,16,0,0,7.90
Hellas Verona,Federico Viviani,44,81,866,6,5,7.75
Napoli,Gonzalo Higuaín,51,78,709,2,1,7.69
Juventus,Paulo Dybala,75,85,870,9,11,7.58
Juventus,Paul Pogba,56,83,1417,12,11,7.55
Napoli,Lorenzo Insigne,65,80,1306,10,16,7.52
Roma,Miralem Pjanić,84,85,1835,12,14,7.47
Napoli,Marek Hamšík,98,87,2609,11,15,7.46
Lazio,Lucas Biglia,54,88,1644,3,3,7.42
Juventus,Kingsley Coman,3,91,20,0,0,7.40
Juventus,Claudio Marchisio,22,89,1293,2,2,7.39
Empoli,Alberto Pelagotti,0,67,87,0,0,7.38
Juventus,Juan Cuadrado,46,86,782,5,4,7.37
Fiorentina,Josip Iličić,47,82,820,5,8,7.37
Palermo,Franco Vázquez,57,77,1095,7,7,7.36
Lazio,Stefan de Vrij,0,90,94,0,0,7.35
Sampdoria,Fernando,58,86,1767,2,6,7.35
Roma,Diego Perotti,68,84,1072,9,6,7.34
Milan,Giacomo Bonaventura,70,82,1191,8,10,7.34
Atalanta,Alejandro Gómez,62,79,902,7,12,7.33
Sassuolo,Francesco Acerbi,6,87,1572,0,0,7.31
Hellas Verona,Samir,0,77,61,0,0,7.30
Chievoverona,Andrea Seculin,0,52,54,0,0,7.30
Milan,Christian Abbiati,0,48,10,0,0,7.30
Palermo,Thiago Cionek,2,84,107,1,1,7.26
Juventus,Mario Lemina,5,90,416,0,0,7.26
Juventus,Leonardo Bonucci,15,87,1990,1,1,7.26
Empoli,Leandro Paredes,41,84,1624,1,6,7.25
Sassuolo,Domenico Berardi,38,71,671,6,7,7.24
Roma,Stephan El Shaarawy,12,81,407,2,1,7.24
Roma,Daniele De Rossi,17,89,1288,2,3,7.24
Milan,Riccardo Montolivo,19,82,1588,1,1,7.24
Juventus,Alex Sandro,42,84,669,3,4,7.24
Fiorentina,Matías Vecino,25,88,1729,1,1,7.22
Fiorentina,Milan Badelj,35,87,1558,1,4,7.21
Milan,Luca Antonelli,17,79,967,1,3,7.21
Napoli,Jorginho,68,91,3265,4,6,7.20
Frosinone,Francesco Bardi,0,35,14,0,0,7.20
Milan,Ignazio Abate,18,78,994,1,3,7.20
Genoa,Cristian Ansaldi,24,73,631,4,4,7.19
Torino,Bruno Peres,34,82,767,4,8,7.18
Milan,Philippe Mexès,1,85,184,0,0,7.18
Roma,Alessandro Florenzi,43,79,1209,3,9,7.18
Fiorentina,Borja Valero,77,89,1958,6,7,7.18
Juventus,Giorgio Chiellini,12,87,1197,0,1,7.18
Sassuolo,Francesco Magnanelli,31,82,1955,1,1,7.17
Empoli,Andrea Costa,1,87,1181,0,0,7.16
Milan,Alex,5,88,779,1,0,7.16
Juventus,Andrea Barzagli,9,89,1662,0,0,7.16
Empoli,Piotr Zieliński,52,82,1354,4,4,7.16
Torino,Andrea Belotti,29,77,418,4,5,7.15
Inter,Marcelo Brozović,55,82,1374,5,9,7.14
Fiorentina,Davide Astori,8,89,2065,0,1,7.14
Lazio,Milan Biševac,2,86,380,0,0,7.13
Napoli,Kalidou Koulibaly,9,86,2024,0,0,7.13
Roma,Francesco Totti,14,77,221,3,3,7.12
Roma,Gervinho,15,86,275,1,2,7.12
Roma,Radja Nainggolan,43,85,1493,1,2,7.12
Juventus,Hernanes,16,91,591,1,3,7.12
Genoa,Suso,33,80,463,1,3,7.12
Atalanta,Luca Cigarini,36,80,986,2,2,7.12
Udinese,Cyril Théréau,50,78,905,3,5,7.11
Inter,Mauro Icardi,32,73,383,4,8,7.10
Napoli,Raúl Albiol,6,88,2259,1,0,7.10
Bologna,Daniele Gastaldello,5,83,847,2,1,7.10
Fiorentina,Facundo Roncaglia,9,89,1541,0,0,7.10
Empoli,Lorenzo Tonelli,6,84,1148,0,0,7.10
Inter,Stevan Jovetić,34,75,639,2,2,7.10
Roma,Mohamed Salah,64,83,934,6,8,7.09
Genoa,Nicolás Burdisso,3,82,853,0,0,7.09
Juventus,Mario Mandžukić,29,71,385,4,4,7.09
Inter,Geoffrey Kondogbia,17,87,1138,0,2,7.09
Torino,Nikola Maksimović,17,84,661,1,2,7.09
Torino,Cesare Bovo,12,84,1065,0,2,7.08
Genoa,Armando Izzo,10,82,1061,1,1,7.08
Genoa,Tomás Rincón,37,85,1366,6,4,7.07
Palermo,Abdelhamid El Kaoutari,2,83,211,0,1,7.07
Fiorentina,Gonzalo Rodríguez,7,87,1937,0,1,7.07
Atalanta,Maxi Moralez,39,83,570,4,6,7.07
Palermo,Enzo Maresca,8,84,555,0,0,7.07
Napoli,José Callejón,47,83,1116,7,4,7.07
Genoa,Leonardo Pavoletti,23,70,332,3,3,7.06
Udinese,Felipe,6,77,652,1,1,7.06
Bologna,Archimede Morleo,3,71,106,0,0,7.06
Inter,Adem Ljajić,57,87,727,3,3,7.06
Lazio,Miroslav Klose,19,66,225,7,7,7.06
Torino,Pontus Jansson,2,93,321,0,0,7.06
Torino,Giuseppe Vives,20,84,1174,1,4,7.06
Empoli,Uroš Ćosić,2,87,479,0,0,7.06
Inter,Éder,20,81,548,2,2,7.05
Milan,Mario Balotelli,25,72,207,1,5,7.05
Inter,Samir Handanovič,0,69,527,0,0,7.05
Roma,Konstantinos Manolas,7,87,1527,2,1,7.05
Torino,Kamil Glik,4,89,1431,0,0,7.04
Udinese,Bruno Fernandes,45,75,757,4,5,7.04
Inter,Gary Medel,13,89,1580,1,2,7.03
Lazio,Marco Parolo,36,79,903,0,4,7.03
Bologna,Domenico Maietta,1,85,659,0,0,7.03
Inter,João Miranda,7,82,1254,3,2,7.03
Fiorentina,Federico Bernardeschi,42,82,786,4,8,7.03
Inter,Jeison Murillo,7,87,1340,1,1,7.03
Lazio,Keita Baldé,41,85,462,2,5,7.02
Torino,Ciro Immobile,20,71,168,2,4,7.02
Chievoverona,Alessandro Gamberini,3,81,505,1,0,7.02
Genoa,Ezequiel Muñoz,2,83,443,0,1,7.02
Chievoverona,Ivan Radovanović,10,81,1045,0,0,7.02
Torino,Emiliano Moretti,14,87,1729,1,1,7.01
Chievoverona,Fabrizio Cacciatore,27,80,957,3,5,7.01
Empoli,Massimo Maccarone,39,71,460,5,6,7.01
Inter,Felipe Melo,11,86,945,1,2,7.01
Carpi,Andrea Lazzari,16,76,115,0,1,7.01
Carpi,Cristian Zaccardo,7,73,557,0,0,7.01
Bologna,Emanuele Giaccherini,41,80,813,0,8,7.01
Lazio,Santiago Gentiletti,3,85,938,0,0,7.01
Atalanta,Marten de Roon,18,77,1272,2,2,7.01
Genoa,Mattia Perin,1,53,348,0,0,7.01
Lazio,Antonio Candreva,38,82,780,3,7,7.01
Juventus,Daniele Rugani,1,89,699,0,0,7.01
Juventus,Sami Khedira,14,85,670,4,4,7.00
Empoli,Mário Rui,33,82,1574,2,2,7.00
Chievoverona,Federico Mattiello,4,75,39,1,1,7.00
Sassuolo,Luca Antei,1,81,135,1,1,7.00
Atalanta,Luigi Giorgi,1,100,16,0,0,7.00
Napoli,Vlad Chiricheş,0,90,453,0,0,7.00
Napoli,Faouzi Ghoulam,32,87,1729,3,4,6.99
Napoli,Dries Mertens,33,77,412,5,3,6.99
Milan,Cristián Zapata,2,82,512,0,0,6.99
Fiorentina,Marcos Alonso,43,83,1133,4,5,6.99
Inter,Jonathan Biabiany,19,86,258,2,3,6.99
Atalanta,Boukary Dramé,16,82,803,0,1,6.99
Sampdoria,Antonio Cassano,38,70,522,5,7,6.99
Carpi,Riccardo Gagliolo,13,70,689,0,0,6.99
Napoli,Allan,40,86,1569,5,5,6.99
Fiorentina,Matías Fernández,23,91,575,3,3,6.99
Juventus,Kwadwo Asamoah,10,91,311,1,0,6.98
Juventus,Patrice Evra,26,86,906,3,2,6.98
Palermo,Gastón Brugman,18,83,505,1,1,6.97
Bologna,Marios Oikonomou,2,81,589,1,0,6.97
Udinese,Francesco Lodi,33,81,1012,1,3,6.97
Sampdoria,Roberto Soriano,28,84,1104,4,9,6.97
Atalanta,Berat Djimsiti,0,82,114,0,0,6.97
Lazio,Ogenyi Onazi,11,81,542,1,1,6.97
Roma,Antonio Rüdiger,7,87,1335,0,2,6.96
Bologna,Franco Brienza,40,80,651,3,9,6.96
Frosinone,Federico Dionisi,29,68,395,4,6,6.96
Atalanta,Mauricio Pinilla,21,68,232,2,6,6.96
Sampdoria,Fabio Quagliarella,20,69,383,0,2,6.96
Torino,Cristian Molinaro,25,77,653,1,3,6.96
Empoli,Raffaele Maiello,8,87,314,0,0,6.96
Genoa,Blerim Džemaili,30,82,666,2,1,6.96
Sampdoria,Emiliano Viviano,1,55,646,0,0,6.95
Frosinone,Paolo Sammarco,25,77,676,1,1,6.95
Fiorentina,Cristian Tello,22,83,373,4,1,6.95
Juventus,Roberto Pereyra,25,90,379,1,2,6.95
Chievoverona,Dario Dainelli,3,80,432,0,0,6.94
Roma,Wojciech Szczęsny,1,67,682,0,0,6.94
Carpi,Simone Romagnoli,5,71,530,0,1,6.94
Sampdoria,Carlos Carbonero,16,86,422,3,3,6.94
Sassuolo,Šime Vrsaljko,39,79,1113,4,6,6.94
Atalanta,Germán Denis,17,71,241,1,3,6.94
Chievoverona,Riccardo Meggiorini,28,63,267,7,8,6.94
Milan,Carlos Bacca,41,73,491,2,5,6.94
Torino,Gastón Silva,10,81,352,1,0,6.94
Lazio,Wesley Hoedt,0,83,895,0,0,6.94
Inter,Ivan Perišić,33,77,862,6,6,6.94
Frosinone,Leonardo Blanchard,4,69,643,1,1,6.94
Milan,M'Baye Niang,14,74,247,4,4,6.94
Chievoverona,Antonio Floro Flores,18,69,310,2,1,6.94
Napoli,Mirko Valdifiori,10,86,370,0,0,6.93
Chievoverona,Përparim Hetemaj,20,79,802,0,1,6.93
Inter,Alex Telles,25,80,704,1,3,6.93
Fiorentina,Khouma Babacar,6,70,130,1,1,6.93
Milan,Andrea Bertolacci,23,82,787,1,3,6.93
Carpi,Lorenzo Lollo,15,74,491,1,1,6.92
Chievoverona,Boštjan Cesar,4,82,871,0,0,6.92
Torino,Josef Martínez,15,83,133,1,2,6.92
Lazio,Ştefan Radu,15,85,533,1,2,6.92
Hellas Verona,Luca Marrone,22,79,602,3,2,6.91
Atalanta,Andrea Masiello,11,76,805,1,0,6.91
Atalanta,Alessandro Diamanti,24,74,368,1,3,6.91
Carpi,Simone Verdi,5,78,69,0,0,6.91
Sassuolo,Simone Missiroli,15,74,721,0,0,6.91
Juventus,Gianluigi Buffon,0,78,591,0,0,6.91
Atalanta,Marco Borriello,21,80,328,4,6,6.91
Roma,Edin Džeko,23,66,394,6,2,6.91
Empoli,Riccardo Saponara,74,76,855,11,8,6.91
Sassuolo,Lorenzo Pellegrini,16,78,460,0,0,6.91
Udinese,Molla Wagué,4,81,487,0,1,6.90
