Team,Name,Goal conversion percentage,Total shots,Successful dribbles,Big chances missed,Goals,Rating
Olympique Lyonnais,Mathieu Valbuena,27,30,25,2,8,7.03
Montpellier,Stéphane Sessègnon,7,28,67,1,2,7.03
Olympique De Marseille,Maxime López,18,17,30,0,3,7.03
Nancy,Vincent Muratori,0,3,6,0,0,7.03
Paris Saint Germain,Kevin Trapp,0,0,0,0,0,7.03
Lorient,Michael Ciani,16,19,10,2,3,7.03
Nancy,Tobias Badila,7,14,4,3,1,7.03
Bordeaux,Igor Lewczuk,11,9,4,0,1,7.02
Caen,Damien Da Silva,0,12,19,1,0,7.02
Bordeaux,Younousse Sankharé,14,43,36,6,6,7.02
Olympique Lyonnais,Nabil Fekir,18,49,56,4,9,7.02
Olympique Lyonnais,Nicolas N'Koulou,0,4,6,0,0,7.02
Saint Etienne,Vincent Pajot,23,13,4,2,3,7.01
Angers,Mehdi Tahrat,0,5,5,0,0,7.01
Lille Osc,Nicolas de Préville,28,50,44,3,14,7.01
Guingamp,Jérémy Sorbon,11,9,15,0,1,7.01
Olympique De Marseille,Yohann Pelé,0,0,0,0,0,7.01
As Monaco,Almamy Touré,0,6,13,1,0,7.01
Paris Saint Germain,Blaise Matuidi,13,31,22,2,4,7.01
Bordeaux,Valentín Vada,24,25,19,5,6,7.00
Stade Rennais,Sanjin Prcić,5,21,5,1,1,7.00
Fc Nantes,Diego Carlos,13,16,8,1,2,7.00
Dijon,Pierre Lees Melou,19,37,25,2,7,7.00
Olympique Lyonnais,Olivier Kemen,0,1,3,0,0,7.00
Fc Nantes,Anthony Walongwa,0,0,0,0,0,7.00
Angers,Grégory Bourillon,20,5,0,0,1,7.00
Toulouse,Dušan Veškovac,0,0,0,0,0,7.00
Olympique Lyonnais,Memphis Depay,13,40,40,11,5,6.99
Saint Etienne,Stéphane Ruffier,0,0,0,0,0,6.99
Saint Etienne,Léo Lacroix,0,8,5,0,0,6.99
Olympique De Marseille,Lassana Diarra,0,3,21,0,0,6.99
Lorient,Benjamin Moukandjo,30,43,26,5,13,6.99
Lille Osc,Ibrahim Amadou,8,12,23,2,1,6.99
Metz,Cheick Diabaté,33,24,6,5,8,6.99
Dijon,Quentin Bernard,0,1,4,0,0,6.99
Metz,Renaud Cohade,4,27,38,2,1,6.98
Bastia,Sébastien Squillaci,0,2,0,0,0,6.98
Stade Rennais,Paul-Georges Ntep,8,24,35,4,2,6.98
Saint Etienne,Ole Selnæs,0,8,12,0,0,6.98
As Monaco,Guido Carrillo,44,16,1,2,7,6.98
Olympique De Marseille,Hiroki Sakai,0,3,23,1,0,6.97
Stade Rennais,Benjamin André,0,21,30,3,0,6.97
Toulouse,Yrondu Musavu-King,0,1,0,0,0,6.97
Ogc Nice,Arnaud Souquet,8,12,17,0,1,6.97
Bordeaux,Diego Contento,0,9,1,0,0,6.96
Bordeaux,Malcom,13,52,40,4,7,6.96
As Monaco,Bernardo Silva,22,36,70,1,8,6.96
Metz,Simon Falette,16,19,15,3,3,6.96
Lille Osc,Mike Maignan,0,0,0,0,0,6.96
Stade Rennais,Ramy Bensebaini,0,14,18,0,0,6.96
Paris Saint Germain,Grzegorz Krychowiak,0,2,2,1,0,6.95
Toulouse,Martin Braithwaite,15,72,37,13,11,6.95
Fc Nantes,Guillaume Gillet,7,41,19,2,3,6.95
Ogc Nice,Alassane Pléa,20,56,23,17,11,6.95
Toulouse,Oscar Trejo,17,12,86,1,2,6.95
Montpellier,Ellyes Skhiri,4,27,38,4,1,6.94
Nancy,Faitout Maouassa,13,23,16,1,3,6.94
Olympique De Marseille,Tomáš Hubočan,0,2,4,0,0,6.94
Toulouse,Yann Bodiger,8,12,15,1,1,6.94
Dijon,Loïs Diony,22,50,53,2,11,6.94
Saint Etienne,Kévin Théophile-Catherine,0,3,9,0,0,6.94
Dijon,Frédéric Sammaritano,12,34,29,2,4,6.94
Olympique De Marseille,Doria,17,6,3,0,1,6.94
Ogc Nice,Walter Benítez,0,0,0,0,0,6.93
Lille Osc,Rony Lopes,8,52,49,6,4,6.93
Lorient,Jimmy Cabot,23,22,40,3,5,6.93
Paris Saint Germain,Serge Aurier,0,18,21,6,0,6.93
Toulouse,Issa Diop,29,7,14,0,2,6.93
Bastia,Yannick Cahuzac,6,16,14,1,1,6.93
Fc Nantes,Préjuce Nakoulma,40,15,12,2,6,6.93
Nancy,Modou Diagne,11,9,5,1,1,6.93
Lille Osc,Junior Alonso,0,2,3,1,0,6.93
Lorient,Mathieu Peybernes,0,2,14,0,0,6.92
Lille Osc,Xeka,7,14,7,0,1,6.92
Ogc Nice,Younès Belhanda,10,29,31,2,3,6.92
Caen,Alaeddine Yahia,6,18,11,3,1,6.92
Dijon,Yunis Abdelhamid,0,8,10,1,0,6.92
Angers,Romain Thomas,17,6,4,2,1,6.92
Ogc Nice,Maxime Le Marchand,0,0,6,0,0,6.92
Metz,Eiji Kawashima,0,0,0,0,0,6.92
Olympique De Marseille,Patrice Evra,50,2,7,0,1,6.92
As Monaco,Danijel Subašić,0,0,2,0,0,6.92
Dijon,Cédric Varrault,17,18,11,4,3,6.92
Caen,Ivan Santini,27,56,9,9,15,6.91
Dijon,Júlio Tavares,18,50,15,7,9,6.91
Angers,Abdoulaye Bamba,0,1,8,0,0,6.91
Ogc Nice,Dalbert,0,13,47,1,0,6.91
Stade Rennais,Giovanni Sio,14,66,33,9,9,6.91
Fc Nantes,Emiliano Sala,20,60,26,11,12,6.91
Ogc Nice,Yoan Cardinale,0,0,4,0,0,6.91
Olympique Lyonnais,Rachid Ghezzal,7,29,42,4,2,6.91
Guingamp,Baissama Sankoh,0,0,11,0,0,6.91
Olympique Lyonnais,Mapou Yanga-Mbiwa,0,6,6,3,0,6.90
Bordeaux,Jaroslav Plašil,6,18,19,2,1,6.90
Angers,Baptiste Santamaria,0,26,24,3,0,6.90
Toulouse,Andy Delort,17,29,15,4,5,6.90
Nancy,Amine Bassi,0,1,1,0,0,6.90
Saint Etienne,Dylan Saint-Louis,100,1,1,0,1,6.90
Guingamp,Dorian Lévêque,0,1,0,0,0,6.90
Ogc Nice,Hicham Mahou,0,0,1,0,0,6.90
Caen,Matthieu Dreyer,0,0,0,0,0,6.90
Bastia,Nicolas Saint-Ruf,0,1,0,0,0,6.90
Angers,Vincent Manceau,7,14,11,1,1,6.90
Saint Etienne,Romain Hamouma,18,40,40,7,7,6.90
Saint Etienne,Oussama Tannane,5,22,30,0,1,6.89
Montpellier,Nordi Mukiele,0,6,22,1,0,6.89
Montpellier,Lukáš Pokorný,0,1,2,0,0,6.89
Guingamp,Étienne Didot,20,5,11,0,1,6.89
Nancy,Erick Cabaco,0,10,0,1,0,6.88
Lille Osc,Yassine Benzia,12,25,32,3,3,6.88
Lorient,Wesley Lautoa,20,5,7,0,1,6.88
As Monaco,Adama Traoré,40,5,2,0,2,6.88
Olympique Lyonnais,Jérémy Morel,0,5,21,0,0,6.88
Bordeaux,Isaac Thelin,50,4,0,0,2,6.88
Dijon,Baptiste Reynet,0,0,2,0,0,6.88
Dijon,Fouad Chafik,0,3,43,0,0,6.88
As Monaco,Valère Germain,19,53,7,13,10,6.88
Olympique Lyonnais,Rafael,0,16,47,0,0,6.88
Nancy,Joeffrey Cuffaut,8,12,31,0,1,6.88
Fc Nantes,Koffi Djidji,0,6,5,0,0,6.88
Montpellier,Daniel Congré,13,8,6,1,1,6.87
Bastia,Florian Marange,0,7,0,1,0,6.87
As Monaco,Djibril Sidibé,11,18,20,2,2,6.87
Olympique Lyonnais,Anthony Lopes,0,0,1,0,0,6.87
Bordeaux,Cédric Carrasso,0,0,1,0,0,6.87
Fc Nantes,Lucas Lima,5,19,34,1,1,6.87
Nancy,Alou Diarra,50,4,6,0,2,6.86
Dijon,Ádám Lang,0,4,0,1,0,6.86
Saint Etienne,Henri Saivet,4,26,19,2,1,6.86
Lille Osc,Sébastien Corchia,5,22,22,1,1,6.86
Nancy,Youssef Aït Bennasser,14,21,30,1,3,6.86
Montpellier,Paul Lasne,14,21,8,2,3,6.86
Toulouse,Clément Michelin,0,2,3,0,0,6.86
Nancy,Julien Cétout,6,17,8,0,1,6.86
Lille Osc,Naïm Sliti,6,18,39,0,1,6.86
Angers,Issa Cissokho,0,5,7,0,0,6.85
Guingamp,Jonathan Martins Pereira,0,3,5,0,0,6.85
Lille Osc,Franck Béria,11,9,9,1,1,6.85
Ogc Nice,Anastasios Donis,29,17,12,2,5,6.85
As Monaco,Ivan Cavaleiro,0,1,1,0,0,6.85
Metz,Guido Milan,20,5,2,0,1,6.85
Bordeaux,François Kamano,13,46,44,6,6,6.85
Metz,Ivan Balliu,0,4,17,0,0,6.85
Lorient,Arnold Mvuemba,5,19,41,0,1,6.85
Stade Rennais,Pedro Mendes,0,5,6,0,0,6.84
Saint Etienne,Jérémy Clément,0,1,1,0,0,6.84
Stade Rennais,Benoît Costil,0,0,1,0,0,6.84
Caen,Ismaël Diomandé,0,9,2,0,0,6.84
Bordeaux,Gaëtan Laborde,15,41,36,7,6,6.84
Fc Nantes,Léo Dubois,0,22,28,1,0,6.83
Stade Rennais,Ludovic Baal,0,6,62,1,0,6.83
Caen,Jonathan Delaplace,0,31,22,5,0,6.83
Toulouse,Steeve Yago,0,1,11,0,0,6.83
Stade Rennais,Romain Danzé,0,5,13,1,0,6.83
Caen,Frédéric Guilbert,0,11,23,1,0,6.83
Bordeaux,Youssouf Sabaly,0,7,48,0,0,6.83
Nancy,Issiar Dia,31,26,52,1,8,6.83
Stade Rennais,Clément Chantôme,0,0,0,0,0,6.83
Bastia,Sadio Diallo,8,38,18,4,3,6.83
Guingamp,Lucas Deaux,12,17,23,2,2,6.82
Nancy,Sergey Chernik,0,0,0,0,0,6.82
Metz,Georges Mandjeck,20,15,31,3,3,6.82
Montpellier,William Rémy,0,5,7,0,0,6.82
Bordeaux,Diego Rolán,21,43,31,9,9,6.82
Saint Etienne,Nolan Roux,14,28,8,3,4,6.82
As Monaco,Nabil Dirar,11,9,26,0,1,6.82
Olympique De Marseille,Rémy Cabella,10,21,19,3,2,6.82
Bastia,Enzo Crivelli,38,26,8,4,10,6.82
Guingamp,Benjamin Angoua,0,0,2,0,0,6.81
Nancy,Guy N'Dy Assembé,0,0,0,0,0,6.81
Angers,Jonathan Bamba,21,14,13,1,3,6.81
Stade Rennais,Gélson Fernandes,0,2,4,0,0,6.81
Toulouse,François Moubandje,0,5,46,0,0,6.81
Olympique Lyonnais,Sergi Darder,5,20,15,4,1,6.81
Lille Osc,Éder,13,47,17,9,6,6.81
Olympique De Marseille,Morgan Sanson,8,48,53,11,4,6.81
Angers,Famara Diédhiou,18,45,31,9,8,6.80
As Monaco,Irvin Cardona,0,4,0,1,0,6.80
Stade Rennais,James Léa Siliki,0,0,0,0,0,6.80
Ogc Nice,Olivier Boscagli,0,0,0,0,0,6.80
Ogc Nice,Mickaël Le Bihan,33,9,3,1,3,6.80
Saint Etienne,Mickael Nade,0,0,1,0,0,6.80
Angers,Ismaël Traoré,9,11,4,5,1,6.80
Lorient,Benjamin Lecomte,0,0,0,0,0,6.80
As Monaco,Benjamin Mendy,0,11,39,1,0,6.80
Guingamp,Mathieu Bodmer,0,5,4,0,0,6.79
Angers,Pablo Martinez,0,3,1,0,0,6.79
Saint Etienne,Cheikh M'Bengue,0,2,3,0,0,6.79
Paris Saint Germain,Hatem Ben Arfa,0,13,43,2,0,6.79
Nancy,Michaël Chrétien,0,0,2,0,0,6.78
Fc Nantes,Mariusz Stępiński,14,28,6,5,4,6.78
Fc Nantes,Amine Harit,4,23,88,2,1,6.78
Lille Osc,Yves Bissouma,13,8,30,0,1,6.78
Guingamp,Moustapha Diallo,12,43,3,5,5,6.78
Toulouse,Alban Lafont,0,0,2,0,0,6.78
Fc Nantes,Yacine Bammou,11,35,8,2,4,6.78
Ogc Nice,Vincent Koziello,25,4,25,0,1,6.78
Bordeaux,Vukašin Jovanović,0,1,3,0,0,6.78
Guingamp,Thibault Giresse,13,8,3,0,1,6.78
Lorient,Majeed Waris,15,60,42,13,9,6.77
Montpellier,Yacouba Sylla,20,5,5,0,1,6.77
Lille Osc,Julian Palmieri,33,3,31,1,1,6.77
Dijon,Chang-Hoon Kwon,0,5,7,0,0,6.77
Bastia,Jean-Louis Leca,0,0,0,0,0,6.77
Metz,Benoît Assou-Ekotto,0,5,10,0,0,6.77
Metz,Cheick Doukouré,0,22,17,0,0,6.77
Bordeaux,Adam Ounas,14,22,31,3,3,6.77
Stade Rennais,Kamil Grosicki,15,26,18,5,4,6.77
Bastia,Allan Saint-Maximin,6,52,144,1,3,6.77
Bordeaux,Théo Pellenard,0,1,2,0,0,6.77
Toulouse,Jessy Pi,0,6,5,0,0,6.76
Nancy,Loïc Puyo,10,20,8,1,2,6.76
Stade Rennais,Adama Diakhaby,24,17,32,1,4,6.76
Lorient,Mohamed Mara,0,7,30,0,0,6.76
Bastia,Alexander Djiku,10,10,8,1,1,6.76
Guingamp,Nicolas Benezet,33,3,2,0,1,6.76
Bordeaux,Abdou Traoré,0,0,1,0,0,6.76
Nancy,Maurice Dalé,11,27,11,4,3,6.76
Lille Osc,Vincent Enyeama,0,0,2,0,0,6.76
Olympique De Marseille,André Zambo Anguissa,0,15,32,0,0,6.76
Guingamp,Jordan Ikoko,0,5,27,0,0,6.76
Caen,Jordan Adeoti,0,6,22,1,0,6.76
Angers,Nicolas Pépé,9,34,36,3,3,6.76
Bastia,Abdelhamid El Kaoutari,0,1,6,1,0,6.76
Metz,Yann Jouffre,40,10,7,0,4,6.76
Metz,Chris Philipps,0,1,3,0,0,6.75
Dijon,Vincent Rufli,0,8,2,0,0,6.75
Dijon,Florent Balmont,0,9,11,0,0,6.75
Saint Etienne,Kévin Malcuit,0,10,53,0,0,6.75
Lorient,Mattéo Guendouzi,0,5,5,0,0,6.75
Caen,Syam Ben Youssef,0,4,2,0,0,6.75
Stade Rennais,Afonso Figueiredo,0,0,6,0,0,6.75
Metz,Milan Biševac,0,3,4,1,0,6.75
Stade Rennais,Dimitri Cavaré,0,0,3,0,0,6.75
Ogc Nice,Mounir Obbadi,0,3,2,1,0,6.75
Ogc Nice,Rémi Walter,0,5,22,1,0,6.75
Toulouse,Alexis Blin,0,11,10,0,0,6.74
Stade Rennais,Wesley Saïd,17,24,22,4,4,6.74
Toulouse,Ola Toivonen,41,17,5,2,7,6.74
Metz,Thomas Didillon,0,0,0,0,0,6.74
Toulouse,Jimmy Durmaz,9,22,34,0,2,6.74
Toulouse,Kelvin Amian,0,6,15,0,0,6.74
Lille Osc,Ricardo Kishna,0,6,14,0,0,6.74
Lorient,François Bellugou,0,3,11,1,0,6.74
Montpellier,Jérôme Roussillon,10,10,33,0,1,6.73
Ogc Nice,Bassem Srarfi,0,4,3,1,0,6.73
Dijon,Valentin Rosier,0,1,0,0,0,6.73
Montpellier,Casimir Ninga,36,14,8,2,5,6.73
Saint Etienne,Fabien Lemoine,0,5,7,0,0,6.73
Montpellier,Laurent Pionnier,0,0,0,0,0,6.73
Fc Nantes,Maxime Dupé,0,0,0,0,0,6.73
Angers,Yoann Andreu,0,5,10,0,0,6.73
Bastia,Mehdi Mostefa,0,13,6,1,0,6.73
Metz,Fallou Diagne,0,9,7,1,0,6.73
Ogc Nice,Arnaud Lusamba,0,1,3,0,0,6.73
Dijon,Marvin Martin,0,4,5,0,0,6.73
Dijon,Oussama Haddadi,0,3,7,0,0,6.72
Toulouse,Corentin Jean,7,14,16,1,1,6.72
Guingamp,Marcus Coco,15,27,49,3,4,6.72
Stade Rennais,Adrien Hunou,4,23,12,4,1,6.72
Bordeaux,Jérémy Ménez,16,19,17,4,3,6.72
As Monaco,Andrea Raggi,0,2,2,1,0,6.72
Dijon,Jordan Marié,11,9,12,0,1,6.72
Olympique Lyonnais,Maciej Rybus,0,7,13,1,0,6.72
Guingamp,Sloan Privat,12,26,2,3,3,6.72
Olympique Lyonnais,Maxwel Cornet,17,35,27,12,6,6.71
Dijon,Johan Gastien,0,2,1,0,0,6.71
Paris Saint Germain,Alphonse Aréola,0,0,3,0,0,6.71
Saint Etienne,Alexander Søderlund,17,6,2,0,1,6.71
Angers,Pierrick Capelle,10,21,17,1,2,6.71
Caen,Hervé Bazile,8,25,16,1,2,6.71
Lorient,Vincent Le Goff,13,8,29,0,1,6.71
Bastia,Lassana Coulibaly,0,26,38,3,0,6.71
Lorient,Zargo Touré,9,11,15,1,1,6.71
Guingamp,Karl-Johan Johnsson,0,0,0,0,0,6.71
Lorient,Walid Mesloub,0,15,14,1,0,6.71
Saint Etienne,Robert Berić,33,18,5,1,6,6.70
Stade Rennais,Firmin Ndombe Mubele,13,23,19,3,3,6.70
Lorient,Pierre-Yves Hamel,50,2,0,0,1,6.70
Nancy,Youssouf Hadji,0,29,10,5,0,6.70
Caen,Jordan Leborgne,0,0,2,0,0,6.70
Bastia,Geoffrey Acheampong,0,1,0,0,0,6.70
Fc Nantes,Kolbeinn Sigthorsson,0,2,1,0,0,6.70
Caen,Emmanuel Imorou,0,1,3,0,0,6.70
Lorient,Erwin Koffi,0,6,14,0,0,6.70
Metz,Jonathan Rivierez,0,0,15,0,0,6.70
Nancy,Vincent Marchetti,0,13,7,1,0,6.69
Olympique De Marseille,Bouna Sarr,0,19,17,0,0,6.69
Angers,Mathieu Michel,0,0,0,0,0,6.69
Saint Etienne,Pierre-Yves Polomat,0,3,8,0,0,6.69
Bastia,Florian Raspentino,0,3,0,0,0,6.68
Lille Osc,Martin Terrier,13,8,5,2,1,6.68
Nancy,Diallo Guidileye,0,6,15,0,0,6.68
Metz,Gauthier Hein,33,6,5,0,2,6.68
Guingamp,Alexandre Mendy,11,28,9,6,3,6.67
Paris Saint Germain,Jesé Rodríguez,20,5,1,0,1,6.67
Bastia,Pierre Bengtsson,9,11,7,0,1,6.67
Olympique De Marseille,Clinton N'Jie,19,21,18,4,4,6.67
Bordeaux,Milan Gajić,0,3,9,0,0,6.66
Bastia,Gaël Danic,15,27,32,3,4,6.66
Bordeaux,Jérôme Prior,0,0,0,0,0,6.66
Nancy,Anthony Robic,0,16,20,1,0,6.66
Metz,Mevlüt Erdinç,18,33,11,5,6,6.66
Bastia,Axel Ngando,0,6,19,0,0,6.66
Montpellier,Jonathan Ikoné,4,24,28,2,1,6.66
Olympique Lyonnais,Jordan Ferri,13,8,17,0,1,6.66
Fc Nantes,Enock Kwateng,0,1,0,1,0,6.66
Lorient,Moryke Fofana,0,0,20,0,0,6.66
Fc Nantes,Adrien Thomasson,8,26,18,1,2,6.66
Dijon,Romain Amalfitano,0,14,16,0,0,6.65
Caen,Steed Malbranque,0,4,7,0,0,6.65
Lorient,Cafú,0,11,5,1,0,6.65
Bastia,Gilles Cioni,0,3,2,0,0,6.65
Metz,Thibaut Vion,22,9,4,1,2,6.65
Metz,Boris Mathis,0,1,0,0,0,6.65
Montpellier,Alexandre Llovet,0,0,0,0,0,6.65
Olympique De Marseille,Aaron Leya Iseka,0,5,5,1,0,6.65
Angers,Jamel Saihi,0,2,4,1,0,6.65
Caen,Romain Genevois,0,1,2,0,0,6.65
Metz,Kévin Lejeune,0,3,4,0,0,6.64
Olympique De Marseille,Saîf-Eddine Khaoui,0,3,4,0,0,6.64
Dijon,Dylan Bahamboula,10,10,17,0,1,6.64
Fc Nantes,Abdoulaye Touré,0,2,7,0,0,6.63
Caen,Rémy Vercoutre,0,0,2,0,0,6.63
Caen,Nicolas Seube,0,7,1,1,0,6.63
Bastia,Thievy Bifouma,12,17,3,2,2,6.63
Bastia,Prince Oniangué,19,16,3,2,3,6.63
Saint Etienne,Kévin Monnet-Paquet,12,33,35,5,4,6.63
Metz,Opa Nguette,10,21,68,3,2,6.63
Montpellier,Isaac Mbenza,20,15,18,3,3,6.63
Bastia,Lindsay Rose,0,3,3,1,0,6.63
Guingamp,Nill De Pauw,21,19,1,1,4,6.62
Toulouse,Dodi Lukebakio,0,3,5,1,0,6.62
Toulouse,Tongo Doumbia,0,1,4,0,0,6.62
Fc Nantes,Sérgio Oliveira,0,2,4,0,0,6.62
Angers,Mateo Pavlović,20,5,1,3,1,6.62
Dijon,Jérémie Bela,0,11,13,0,0,6.62
Lorient,Alhassan Wakaso,0,9,5,1,0,6.62
Metz,Habib Diallo,6,18,3,3,1,6.62
Angers,Férébory Doré,0,5,2,1,0,6.61
Paris Saint Germain,Jean-Kévin Augustin,17,6,4,2,1,6.61
Lorient,Steven Moreira,0,8,15,0,0,6.61
Angers,Gilles Sunu,0,15,15,2,0,6.60
Caen,Pape Sane,20,5,2,0,1,6.60
Montpellier,Joris Marveaux,0,1,1,0,0,6.60
Lille Osc,Hamza Mendyl,0,0,0,0,0,6.60
As Monaco,Seydou Sy,0,0,0,0,0,6.60
Saint Etienne,Digbo Maiga,0,3,8,0,0,6.60
Nancy,Serge N'Guessan,0,5,8,0,0,6.60
Saint Etienne,Ben Kantie Karamoko,0,0,0,0,0,6.60
Bastia,Paul Charruau,0,0,0,0,0,6.60
Dijon,Yohann Rivière,25,4,0,1,1,6.60
Metz,Nicolas Basin,0,0,0,0,0,6.60
Caen,Vincent Bessat,0,13,39,1,0,6.59
Metz,Florent Mollet,0,21,9,1,0,6.59
Olympique De Marseille,Karim Rekik,0,2,9,1,0,6.59
Nancy,Abdou Coulibaly,0,8,15,1,0,6.59
Toulouse,Pavle Ninkov,0,2,4,0,0,6.59
Bordeaux,Maxime Poundjé,0,2,10,0,0,6.59
Paris Saint Germain,Gonçalo Guedes,0,3,4,0,0,6.58
Bordeaux,Thomas Touré,0,2,4,0,0,6.58
Lorient,Jérémie Aliadière,13,8,3,2,1,6.58
Nancy,Alexis Busin,20,5,3,1,1,6.58
Olympique De Marseille,Henri Bedimo,0,2,8,0,0,6.58
Ogc Nice,Vincent Marcel,0,1,8,0,0,6.58
Fc Nantes,Jules Iloki,6,16,7,3,1,6.58
Fc Nantes,Rémy Riou,0,0,1,0,0,6.58
Lorient,Romain Philippoteaux,11,19,37,3,2,6.58
Paris Saint Germain,Christopher Nkunku,14,7,3,1,1,6.58
Olympique Lyonnais,Clément Grenier,0,3,1,0,0,6.58
