Team,Name,Accurate passing percentage,Assists,Tackles,Successful Dribbles,Goals,Rating
Bordeaux,Nicolas Pallois,81,1,35,14,1,7.09
Angers,Romain Saïss,80,2,81,21,2,7.09
Paris Saint Germain,Blaise Matuidi,92,6,73,21,4,7.08
As Monaco,Fábio Coentrão,78,2,21,9,3,7.08
Guingamp,Younousse Sankharé,77,2,94,51,6,7.08
Lille Osc,Ibrahim Amadou,81,0,47,17,1,7.08
Angers,Romain Thomas,84,0,63,1,2,7.07
Olympique De Marseille,Karim Rekik,91,1,34,7,1,7.07
Olympique Lyonnais,Mapou Yanga-Mbiwa,89,0,48,20,2,7.06
Paris Saint Germain,Adrien Rabiot,91,1,61,41,1,7.06
Guingamp,Jérémy Sorbon,85,0,53,7,2,7.06
Ogc Nice,Jérémy Pied,80,3,119,38,0,7.06
Saint Etienne,Ronaël Pierre-Gabriel,73,0,15,1,0,7.06
Montpellier,Jonas Martin,88,3,64,45,4,7.06
Ogc Nice,Nampalys Mendy,92,2,65,31,1,7.06
Stade Rennais,Fallou Diagne,80,0,40,8,5,7.05
Angers,Billy Ketkeophomphone,74,7,69,41,5,7.05
Guingamp,Christophe Kerbrat,80,0,65,2,0,7.05
Olympique De Marseille,Michy Batshuayi,75,9,15,39,17,7.04
Guingamp,Dorian Lévêque,73,0,40,8,1,7.04
Troyes,Johan Martial,78,0,21,8,0,7.04
Fc Nantes,Valentin Rongier,85,2,34,18,1,7.04
As Monaco,Almamy Touré,76,2,19,7,3,7.04
Bordeaux,Cheick Diabaté,65,4,1,11,10,7.04
Stade Rennais,Benjamin André,80,2,114,32,0,7.04
As Monaco,Thomas Lemar,83,3,39,52,5,7.03
Toulouse,Wissam Ben Yedder,73,5,24,24,17,7.03
Gfc Ajaccio,Roderic Filippi,77,1,46,4,2,7.03
Fc Nantes,Koffi Djidji,84,0,55,9,0,7.03
Troyes,Jessy Pi,79,0,83,40,3,7.03
Paris Saint Germain,Thiago Motta,93,1,69,13,1,7.03
Montpellier,Bryan Dabo,80,1,64,62,5,7.03
Bastia,Sadio Diallo,78,2,12,13,2,7.03
Lille Osc,Renato Civelli,70,0,49,7,0,7.03
Olympique De Marseille,Nicolas N'Koulou,87,0,52,13,0,7.02
Caen,Andy Delort,58,2,32,39,12,7.02
Bordeaux,Diego Contento,79,0,74,11,2,7.02
Stade Rennais,Juan Quintero,84,2,2,26,1,7.02
Saint Etienne,Kévin Malcuit,70,1,31,6,0,7.01
Montpellier,William Rémy,78,1,68,29,0,7.01
Bordeaux,Valentín Vada,87,2,16,17,0,7.01
Ogc Nice,Valère Germain,76,6,29,18,14,7.01
Lille Osc,Adama Soumaoro,85,0,32,10,1,7.00
Olympique Lyonnais,Lucas Tousart,85,0,7,0,0,7.00
Fc Nantes,Maxime Dupé,53,0,0,0,0,7.00
Ogc Nice,Gautier Lloris,94,0,1,0,0,7.00
Gfc Ajaccio,Jules Goda,62,0,0,0,0,7.00
Bastia,Thomas Vincensini,43,0,0,0,0,7.00
Lorient,Didier Bouanga,86,0,3,3,1,7.00
Olympique De Marseille,Javier Manquillo,82,1,76,26,0,7.00
Fc Nantes,Adrien Thomasson,79,5,69,56,2,6.99
Fc Nantes,Birama Toure,79,2,52,8,0,6.99
Bordeaux,Jaroslav Plašil,86,3,63,21,3,6.99
Fc Nantes,Youssouf Sabaly,79,1,79,48,2,6.99
Bastia,Sébastien Squillaci,81,2,39,1,2,6.98
Paris Saint Germain,Benjamin Stambouli,91,0,57,20,0,6.98
Toulouse,Jean-Daniel Akpa Akpro,76,4,134,41,1,6.98
Stade Rennais,Paul-Georges Ntep,72,3,9,31,2,6.98
Olympique De Marseille,Mario Lemina,86,0,11,5,0,6.98
Stade De Reims,Anthony Weber,84,0,26,9,1,6.97
Lorient,Lindsay Rose,80,0,15,6,0,6.97
Saint Etienne,Florentin Pogba,81,1,26,5,0,6.97
Bordeaux,Cédric Yambéré,83,0,56,8,3,6.97
Bordeaux,Clément Chantôme,89,0,64,17,1,6.97
As Monaco,João Moutinho,83,2,32,16,1,6.97
Lorient,Zargo Touré,87,0,33,12,4,6.97
Guingamp,Franck Hery,80,0,5,0,0,6.97
Saint Etienne,Stéphane Ruffier,56,0,1,0,0,6.97
Olympique Lyonnais,Claudio Beauvue,74,2,10,4,5,6.96
Troyes,Thiago Xavier,79,0,40,6,2,6.96
Ogc Nice,Maxime Le Marchand,86,0,32,6,1,6.96
Stade Rennais,Yacouba Sylla,82,1,51,27,0,6.96
Olympique De Marseille,Stephane Sparagna,87,0,10,2,0,6.96
Guingamp,Thibault Giresse,75,4,49,12,4,6.95
Fc Nantes,Lucas Deaux,82,0,35,7,0,6.95
Angers,Ludovic Butelle,55,0,0,0,0,6.95
Lille Osc,Morgan Amalfitano,80,0,13,23,2,6.95
Ogc Nice,Mathieu Bodmer,84,1,34,4,1,6.95
Saint Etienne,Francois Clerc,75,1,26,3,0,6.95
Gfc Ajaccio,Paul Andre Guerin,47,0,0,0,0,6.95
As Monaco,Tiemoué Bakayoko,87,0,53,28,1,6.95
As Monaco,Paul Nardi,74,0,0,0,0,6.95
Olympique De Marseille,Rolando,87,0,25,4,1,6.95
Lorient,Raphaël Guerreiro,84,2,46,54,3,6.95
Bordeaux,Mathieu Debuchy,77,0,36,7,0,6.94
Bastia,Mathieu Peybernes,74,0,44,7,0,6.94
Stade Rennais,Cheikh M'Bengue,83,0,59,16,0,6.94
Olympique De Marseille,Steven Fletcher,74,2,5,7,2,6.94
Stade Rennais,Pedro Mendes,83,0,35,12,0,6.94
Lorient,Yann Jouffre,83,5,29,17,2,6.94
Saint Etienne,Vincent Pajot,83,1,56,5,1,6.94
Troyes,Matthieu Saunier,84,0,46,15,0,6.94
Bordeaux,Jérôme Prior,54,0,2,1,0,6.94
Angers,Cheikh N'Doye,66,4,61,18,9,6.94
Gfc Ajaccio,David Ducourtioux,76,3,76,10,0,6.94
Lille Osc,Eric Bauthéac,73,1,55,28,2,6.94
Stade Rennais,Abdoulaye Doucouré,86,2,20,11,2,6.93
Lorient,Majeed Waris,79,3,8,21,11,6.93
Ogc Nice,Alassane Pléa,77,4,17,36,6,6.93
Lorient,Benjamin Moukandjo,73,1,14,32,13,6.93
Lille Osc,Vincent Enyeama,54,0,1,0,0,6.93
Stade De Reims,Antoine Devaux,82,1,80,17,1,6.93
Stade Rennais,Gélson Fernandes,88,1,128,11,1,6.92
Guingamp,Yannis Salibur,75,6,37,58,7,6.92
Troyes,Karim Azamoum,77,1,28,4,2,6.92
Stade Rennais,Sylvain Armand,81,1,55,14,1,6.92
Gfc Ajaccio,Mohamed Larbi,81,3,40,27,8,6.92
Lorient,Lamine Koné,82,0,14,19,0,6.92
Caen,Julien Féret,74,8,41,41,4,6.92
Toulouse,Marcel Tisserand,77,0,79,17,1,6.92
Lille Osc,Sébastien Corchia,75,2,77,23,2,6.92
Saint Etienne,Benoît Assou-Ekotto,71,0,28,12,0,6.92
Stade De Reims,Jaba Kankava,81,1,98,10,0,6.91
Toulouse,Issa Diop,75,0,30,1,1,6.91
Paris Saint Germain,Kevin Trapp,81,0,1,0,0,6.91
Toulouse,Alexis Blin,79,0,58,7,0,6.91
Toulouse,Tongo Doumbia,83,1,67,16,1,6.91
Guingamp,Moustapha Diallo,76,2,62,7,1,6.91
Caen,Emmanuel Imorou,70,1,25,6,1,6.91
As Monaco,Nabil Dirar,73,9,39,38,2,6.91
Toulouse,Étienne Didot,71,2,43,11,0,6.90
Olympique Lyonnais,Anthony Lopes,67,0,2,0,0,6.90
Caen,Rémy Vercoutre,52,0,1,1,0,6.90
Olympique De Marseille,Yohann Pelé,84,0,0,0,0,6.90
Olympique De Marseille,Jacques-Alaixys Romao,84,1,49,8,1,6.90
Ogc Nice,Olivier Boscagli,84,0,19,2,1,6.90
Ogc Nice,Vincent Koziello,91,6,108,33,3,6.90
Stade De Reims,Hamari Traore,76,1,87,29,2,6.90
Toulouse,Oscar Trejo,76,4,68,80,4,6.90
As Monaco,Ricardo Carvalho,88,0,36,1,2,6.90
Gfc Ajaccio,Khalid Boutaïb,72,1,38,9,6,6.90
Bordeaux,Pablo Nascimento Castro,82,0,21,1,1,6.89
Fc Nantes,Wilfried Moimbé,71,1,26,3,0,6.89
Saint Etienne,Kévin Théophile-Catherine,71,1,27,16,1,6.89
Lorient,Didier N'Dong,87,1,96,38,2,6.89
Angers,Thomas Mangani,77,4,65,10,5,6.89
Troyes,Quentin Othon,76,0,25,2,1,6.89
Gfc Ajaccio,Kader Mangane,74,1,60,8,1,6.89
Stade De Reims,Mickael Tacalfred,82,0,23,4,0,6.89
Troyes,Matthieu Dreyer,60,0,0,0,0,6.88
Olympique De Marseille,Rémy Cabella,87,3,60,57,5,6.88
Gfc Ajaccio,Gregory Pujol,72,0,9,5,5,6.88
Toulouse,Jean-Armel Kana-Biyik,85,0,24,11,2,6.88
Troyes,Chaouki Ben Saada,77,1,19,22,1,6.88
Saint Etienne,Jérémy Clément,86,1,86,5,0,6.88
Angers,Abdoul Camara,78,0,28,39,2,6.88
Fc Nantes,Emiliano Sala,69,3,31,25,6,6.87
Bordeaux,Frédéric Guilbert,79,0,63,21,0,6.87
As Monaco,Wallace,78,0,28,4,1,6.87
Fc Nantes,Lorik Cana,79,0,30,6,0,6.87
Lille Osc,Rio Mavuba,83,0,62,18,0,6.87
Olympique Lyonnais,Rafael,82,2,64,18,1,6.87
Montpellier,Geoffrey Jourdren,48,0,0,0,0,6.87
Angers,Yoann Andreu,78,1,62,23,0,6.87
Bastia,Florian Marange,72,1,50,2,0,6.87
Stade Rennais,Romain Danzé,76,3,32,3,0,6.87
Bastia,Yannick Cahuzac,80,1,83,17,2,6.87
Ogc Nice,Mahamane Traore,88,2,13,5,2,6.87
Olympique Lyonnais,Jordan Ferri,87,5,58,32,2,6.86
Lille Osc,Rony Lopes,77,1,14,17,2,6.86
Stade De Reims,Antoine Conte,80,0,19,7,0,6.86
Bastia,Jean-Louis Leca,46,0,0,0,0,6.86
Toulouse,Steeve Yago,81,0,51,5,0,6.86
Guingamp,Sloan Privat,58,1,4,3,7,6.86
Olympique Lyonnais,Sergi Darder,83,1,40,21,2,6.85
Bastia,Floyd Ayité,78,3,34,42,8,6.85
Bastia,Julian Palmieri,76,2,103,43,2,6.85
Lille Osc,Yassine Benzia,71,0,21,18,5,6.85
Stade Rennais,Giovanni Sio,74,7,22,18,7,6.85
Bordeaux,Adam Ounas,76,2,28,48,5,6.85
Angers,Grégory Bourillon,71,0,23,0,1,6.85
Stade De Reims,Abdelhamid El Kaoutari,78,0,7,2,0,6.85
Guingamp,Maxime Baca,74,0,5,1,0,6.85
Saint Etienne,Nolan Roux,71,2,22,14,9,6.85
Olympique Lyonnais,Jérémy Morel,80,1,52,15,0,6.85
Toulouse,Martin Braithwaite,79,0,15,40,11,6.84
Gfc Ajaccio,Jeremie Brechet,81,0,30,1,0,6.84
Fc Nantes,Oswaldo Vizcarrondo,75,0,44,1,0,6.84
Bordeaux,Diego Rolán,83,4,41,49,7,6.84
Lorient,Pape Paye,83,0,23,6,0,6.84
Lorient,Jimmy Cabot,74,4,37,46,4,6.84
As Monaco,Danijel Subašić,54,0,2,3,0,6.84
Olympique Lyonnais,Clément Grenier,77,3,24,12,2,6.84
Montpellier,Ramy Bensebaini,76,0,39,11,2,6.84
Troyes,Babacar Guèye,74,2,2,4,1,6.84
Stade De Reims,Mohamed Fofana,85,2,7,2,0,6.83
Montpellier,Jérôme Roussillon,81,3,56,30,3,6.83
Saint Etienne,Renaud Cohade,73,2,50,6,0,6.83
Montpellier,Laurent Pionnier,53,0,2,1,0,6.83
Gfc Ajaccio,Jerome Le Moigne,80,1,45,11,0,6.83
As Monaco,Andrea Raggi,79,1,40,3,2,6.83
As Monaco,Elderson Echiejile,75,1,43,16,0,6.83
Lorient,Rafidine Abdullah,86,0,24,4,1,6.83
Toulouse,Pantxi Sirieix,73,2,2,0,0,6.83
Olympique De Marseille,Lucas Silva,85,0,35,13,0,6.83
Lorient,Benjamin Jeannot,74,1,17,19,7,6.83
Bastia,Gaël Danic,70,4,48,29,5,6.82
Toulouse,Somalia,79,2,88,32,0,6.82
Guingamp,Jonathan Martins Pereira,80,5,63,15,0,6.82
Stade De Reims,Diego,70,3,23,10,3,6.82
Troyes,Thomas Ayasse,78,0,40,1,1,6.82
Montpellier,Souleymane Camara,70,6,23,14,7,6.82
Bastia,Francois Modesto,73,0,42,3,0,6.82
Troyes,Charles Traoré,70,0,21,3,0,6.82
Caen,Chaker Alhadhur,83,0,36,5,0,6.82
Stade De Reims,Alexis Peuget,78,0,25,1,0,6.82
Guingamp,Jimmy Briand,74,7,21,20,7,6.82
Ogc Nice,Rémi Walter,89,0,11,8,0,6.82
Montpellier,Kévin Bérigaud,76,1,14,8,3,6.82
Stade De Reims,Gaëtan Charbonnier,72,1,21,15,4,6.81
Troyes,Rincon,81,0,20,3,0,6.81
Troyes,Corentin Jean,79,1,36,28,4,6.81
Olympique De Marseille,Steve Mandanda,64,0,0,2,0,6.81
Lille Osc,Benjamin Pavard,75,0,13,3,0,6.81
Bordeaux,André Poko,72,1,92,31,0,6.81
Fc Nantes,Kolbeinn Sigthorsson,72,0,17,17,3,6.80
Saint Etienne,Valentin Eysseric,77,4,18,18,6,6.80
Bordeaux,Malcom,84,1,5,12,1,6.80
Bordeaux,Gaëtan Laborde,0,0,0,1,0,6.80
Troyes,Mahamadou N'Diaye,83,0,0,0,0,6.80
Saint Etienne,Fabien Lemoine,85,1,83,15,0,6.80
Toulouse,Yann Bodiger,76,0,38,13,1,6.80
Stade Rennais,Nicolas Janvier,60,0,3,0,0,6.80
Fc Nantes,Remi Gomis,87,0,34,4,0,6.80
Lille Osc,Florent Balmont,85,1,39,16,0,6.80
Angers,Ismaël Traoré,84,0,50,3,1,6.79
As Monaco,Bernardo Silva,83,1,46,54,7,6.79
Bordeaux,Lamine Sané,85,0,22,2,0,6.79
Gfc Ajaccio,Alassane Toure,71,0,40,18,1,6.79
Lorient,François Bellugou,87,1,61,21,0,6.79
Caen,Nicolas Seube,79,1,90,6,0,6.79
Fc Nantes,Rémy Riou,58,0,2,0,0,6.79
Lorient,Lamine Gassama,80,1,65,39,0,6.79
Toulouse,Pavle Ninkov,73,1,16,2,0,6.79
Fc Nantes,Adryan,76,2,32,41,3,6.79
Angers,Alexandre Letellier,56,0,0,0,0,6.79
Gfc Ajaccio,Damjan Đoković,73,4,41,2,2,6.79
Stade De Reims,Prince Oniangué,83,2,38,11,4,6.79
As Monaco,Stephan El Shaarawy,84,0,10,12,0,6.78
Ogc Nice,Yoan Cardinale,61,0,0,1,0,6.78
Caen,Alaeddine Yahia,69,0,33,2,1,6.78
Caen,Ismaël Diomandé,82,0,28,6,0,6.78
As Monaco,Adama Traoré,88,1,7,3,0,6.78
Stade Rennais,Edson Mexer,82,0,18,6,0,6.78
Paris Saint Germain,Christopher Nkunku,94,0,8,1,0,6.78
Saint Etienne,Pierre-Yves Polomat,74,0,35,2,0,6.78
Stade Rennais,Pedro Henrique,73,1,31,16,3,6.78
Bastia,Seko Fofana,86,2,46,70,1,6.78
Angers,Gael Angoula,72,0,33,1,0,6.78
Toulouse,Uroš Spajić,79,0,20,1,0,6.78
Olympique De Marseille,Romain Alessandrini,77,4,15,22,5,6.77
Gfc Ajaccio,Alexandre Coeff,70,2,65,6,0,6.77
Bastia,Alexander Djiku,69,0,61,12,0,6.77
Gfc Ajaccio,Pablo Martinez,76,1,67,14,0,6.77
Troyes,Dušan Veškovac,87,0,21,0,0,6.77
Bordeaux,Enzo Crivelli,73,4,11,15,3,6.77
Lorient,Hamadou Karamoko,87,0,4,0,0,6.77
Olympique De Marseille,Antoine Rabillard,56,0,0,1,1,6.77
Troyes,Mory Kone,85,1,6,3,0,6.77
Bordeaux,Thomas Touré,76,1,27,23,2,6.77
Stade De Reims,Thievy Bifouma,73,1,10,23,4,6.76
As Monaco,Guido Carrillo,66,2,10,3,4,6.76
Bordeaux,Paul Bernardoni,42,0,1,0,0,6.76
Gfc Ajaccio,Issiaga Sylla,72,4,109,35,0,6.76
Stade De Reims,Atila Turan,70,0,11,10,2,6.76
Paris Saint Germain,Ezequiel Lavezzi,86,0,10,1,2,6.76
Caen,Alexandre Raineau,64,0,17,1,0,6.76
Angers,Vincent Manceau,77,1,45,10,0,6.76
Bordeaux,Maxime Poundjé,82,1,38,28,0,6.76
As Monaco,Ivan Cavaleiro,85,0,14,5,1,6.76
Guingamp,Jonas Lössl,53,0,0,2,0,6.75
Saint Etienne,Alexander Søderlund,69,2,4,3,2,6.75
Montpellier,Paul Lasne,86,0,11,4,0,6.75
Caen,Dennis Appiah,67,1,141,32,1,6.75
Toulouse,François Moubandje,70,0,44,31,0,6.75
Montpellier,Joris Marveaux,82,0,17,3,1,6.74
Stade De Reims,Jordan Siebatcheu,69,3,21,7,3,6.74
Stade De Reims,Franck Signorino,75,2,51,19,0,6.74
Toulouse,Adrien Regattin,75,4,28,22,1,6.74
Angers,Gilles Sunu,77,1,27,29,2,6.73
Ogc Nice,Mickaël Le Bihan,75,1,1,2,1,6.73
Saint Etienne,Robert Berić,73,0,7,4,3,6.73
Stade Rennais,Abdoulaye Diallo,70,0,0,1,0,6.73
Fc Nantes,Alejandro Bedoya,82,3,40,7,3,6.73
Lorient,Benjamin Lecomte,52,0,0,1,0,6.73
Olympique Lyonnais,Maxwel Cornet,73,1,23,17,8,6.73
Gfc Ajaccio,Jacques Zoua,78,2,4,23,5,6.73
Ogc Nice,Wallyson Mallmann,84,2,16,8,0,6.72
Fc Nantes,Léo Dubois,74,0,65,15,0,6.72
Stade Rennais,Ludovic Baal,82,3,45,24,0,6.72
Lille Osc,Marvin Martin,79,1,12,3,0,6.72
Montpellier,Jamel Saihi,81,0,23,5,0,6.72
Saint Etienne,Jonathan Brison,81,0,12,1,0,6.72
Olympique Lyonnais,Steed Malbranque,84,1,13,0,0,6.71
Bastia,Lassana Coulibaly,73,0,25,9,1,6.71
Toulouse,Alban Lafont,43,0,0,0,0,6.70
Guingamp,Lars Jacobsen,75,3,40,3,0,6.70
Angers,Mohamed Yattara,66,2,20,13,2,6.70
Ogc Nice,Mouez Hassen,47,0,0,1,0,6.70
Caen,Jonathan Delaplace,74,2,37,11,0,6.70
As Monaco,Anthony Martial,69,1,1,4,0,6.70
Olympique De Marseille,Lucas Ocampos,75,1,21,19,1,6.70
Olympique De Marseille,André Zambo Anguissa,79,0,11,3,0,6.70
Montpellier,Steve Mounié,86,0,0,0,0,6.70
Stade Rennais,Ola Toivonen,67,0,0,0,0,6.70
Lille Osc,Sehrou Guirassy,62,0,1,1,0,6.70
Bordeaux,Grégory Sertic,93,0,1,0,0,6.70
Montpellier,Anthony Mounier,70,0,5,9,0,6.70
Saint Etienne,Yohan Mollo,71,0,0,0,0,6.70
Lille Osc,Franck Béria,80,0,1,1,0,6.70
Ogc Nice,Kevin Gomis,91,0,5,0,0,6.70
Toulouse,Numan Bostan,59,0,0,0,0,6.70
As Monaco,Vagner Love,69,0,9,14,4,6.70
Fc Nantes,Ermir Lenjani,72,1,29,13,1,6.70
Angers,Guy Ngosso,82,0,3,1,0,6.70
Guingamp,Ludovic Blas,70,2,19,16,1,6.70
Stade De Reims,Grejohn Kyei,68,2,5,18,3,6.70
Caen,Vincent Bessat,72,1,63,39,1,6.70
Lorient,Vincent Le Goff,80,0,31,17,0,6.70
Bastia,Axel Ngando,82,1,21,22,2,6.70
As Monaco,Mario Pašalić,81,0,17,4,3,6.69
Stade Rennais,Kamil Grosicki,76,3,17,24,9,6.69
Caen,Jordan Leborgne,76,1,14,9,0,6.69
Stade Rennais,Jérémie Boga,83,1,10,55,2,6.69
Gfc Ajaccio,John Tshibumbu,70,0,10,4,3,6.69
Angers,Saïd Benrahma,77,0,16,15,3,6.69
Bordeaux,Abdou Traoré,85,0,6,5,0,6.69
Angers,Pierrick Capelle,77,0,37,21,4,6.69
Stade Rennais,Benoît Costil,56,0,0,0,0,6.69
Stade De Reims,David N'Gog,68,0,9,2,3,6.69
Lille Osc,Junior Tallo,76,3,3,16,0,6.69
Montpellier,Jean Deza,76,0,1,6,0,6.69
Caen,Hervé Bazile,66,3,24,18,0,6.68
Montpellier,Mamadou Ndiaye,81,1,2,2,0,6.68
Toulouse,William Matheus,75,1,33,11,0,6.68
Ogc Nice,Jonathan Correia,92,0,3,4,0,6.68
Caen,Jeff Louis,78,0,8,21,1,6.68
Troyes,Benjamin Nivet,80,4,76,12,3,6.67
Bastia,Mehdi Mostefa,78,0,40,5,0,6.67
Olympique Lyonnais,Henri Bedimo,82,0,26,21,0,6.67
Angers,Charles Diers,77,0,9,1,1,6.67
Saint Etienne,Romain Hamouma,72,3,17,18,3,6.67
Caen,Saidi Ntibazonkiza,66,0,16,16,1,6.67
Guingamp,Julien Cardy,76,0,16,3,0,6.67
Stade De Reims,Johny Placide,52,0,0,0,0,6.67
Olympique Lyonnais,Bakary Koné,91,0,3,0,0,6.67
Olympique De Marseille,Abou Diaby,86,0,1,11,0,6.67
Stade Rennais,Yoann Gourcuff,87,0,12,7,2,6.67
Stade De Reims,Omenuke Mfulu,81,0,11,9,0,6.66
Olympique De Marseille,Brice Dja Djédjé,84,0,23,18,0,6.66
Troyes,Yoann Court,76,0,29,18,0,6.66
Olympique De Marseille,Benjamin Mendy,80,1,46,38,1,6.66
Saint Etienne,Benjamin Corgnet,62,1,17,4,1,6.66
Olympique Lyonnais,Arnold Mvuemba,93,0,5,3,0,6.66
Montpellier,Mustapha Yatabare,72,2,18,11,4,6.66
Bastia,Brandão,53,2,12,2,3,6.66
As Monaco,Farès Bahlouli,75,0,8,3,1,6.66
Fc Nantes,Yacine Bammou,77,2,20,11,4,6.66
Angers,Arnold Bouka Moutou,70,0,23,14,2,6.66
Gfc Ajaccio,Amos Youga,75,1,32,15,0,6.65
Guingamp,Benjamin Angoua,78,0,21,1,1,6.65
Olympique Lyonnais,Olivier Kemen,87,0,0,9,0,6.65
Stade De Reims,Frederic Bulot,81,0,11,4,1,6.65
Stade De Reims,Aly Ndom,80,0,5,2,0,6.65
Bastia,Jesper Hansen,32,0,0,0,0,6.65
Stade Rennais,Mehdi Zeffane,80,1,22,2,1,6.65
Montpellier,Casimir Ninga,76,4,21,46,7,6.65
Bordeaux,Cédric Carrasso,56,0,1,0,0,6.65
Troyes,Anele Ngcongca,84,0,21,2,0,6.65
Troyes,Stéphane Darbion,81,2,32,28,1,6.64
Olympique De Marseille,Georges-Kévin N'Koudou,82,3,51,63,5,6.64
Gfc Ajaccio,Issiar Dia,71,0,1,16,0,6.64
Bastia,Gilles Cioni,68,0,18,3,0,6.64
Bastia,Julien Romain,65,0,2,2,2,6.64
Olympique De Marseille,Bouna Sarr,80,1,19,42,2,6.64
Saint Etienne,Jean-Christophe Bahebeck,72,0,18,11,1,6.64
Bordeaux,Jussie,84,0,3,14,0,6.64
Ogc Nice,Niklas Hult,79,0,32,6,1,6.64
Guingamp,Lionel Mathis,80,1,44,3,0,6.64
Toulouse,Aleksandar Pešić,66,1,6,5,2,6.63
Montpellier,Mathieu Deplagne,81,0,37,5,0,6.63
