Team,Name,Accurate passing percentage,Assists,Tackles,Successful Dribbles,Goals,Rating
Swansea City,Alfie Mawson,83,0,29,19,4,7.12
Liverpool,Dejan Lovren,86,1,41,1,2,7.11
Manchester United,Juan Mata,90,3,22,15,6,7.11
West Bromwich Albion,Gareth McAuley,66,1,50,18,6,7.11
Hull City,Harry Maguire,76,2,54,29,2,7.11
Tottenham,Kieran Trippier,76,5,17,0,0,7.11
Burnley,Michael Keane,73,1,28,5,2,7.11
Tottenham,Kyle Walker,80,5,72,35,0,7.10
Chelsea,Willian,84,2,19,52,8,7.10
Tottenham,Eric Dier,87,0,48,4,2,7.10
Manchester City,Fernandinho,87,1,81,30,2,7.10
Manchester United,Joel Pereira,48,0,0,0,0,7.10
Southampton,Nathan Redmond,83,1,39,72,7,7.09
Chelsea,Marcos Alonso,78,3,56,21,6,7.08
Stoke City,Marc Muniesa,78,0,21,4,1,7.08
Southampton,Charlie Austin,63,1,14,2,6,7.07
Arsenal,Laurent Koscielny,88,0,48,4,2,7.07
Stoke City,Xherdan Shaqiri,79,2,11,38,4,7.07
Southampton,Maya Yoshida,86,0,30,1,1,7.07
Liverpool,James Milner,80,3,94,31,7,7.06
Chelsea,Nemanja Matić,88,7,51,29,1,7.06
Tottenham,Ben Davies,79,3,39,8,1,7.05
Everton,Ross Barkley,83,8,30,62,5,7.05
Sunderland,Jordan Pickford,46,0,0,0,0,7.04
Tottenham,Dele Alli,81,7,52,51,18,7.04
West Ham United,Pedro Obiang,81,1,61,21,1,7.04
Manchester United,Michael Carrick,89,0,26,7,0,7.04
West Bromwich Albion,Jonny Evans,80,1,42,23,2,7.04
Tottenham,Mousa Dembélé,92,1,64,78,1,7.03
Middlesbrough,Calum Chambers,78,1,49,10,2,7.03
Liverpool,Emre Can,81,2,66,21,5,7.03
Arsenal,Alex Oxlade-Chamberlain,82,7,37,61,2,7.03
Leicester City,Christian Fuchs,72,4,97,13,2,7.02
Bournemouth,Harry Arter,88,4,83,25,1,7.02
Tottenham,Heung-Min Son,81,6,19,47,14,7.02
Burnley,Matthew Lowton,67,2,101,24,0,7.01
Everton,Gareth Barry,79,1,70,12,2,7.01
Middlesbrough,Ben Gibson,85,1,31,17,1,7.01
Bournemouth,Jack Wilshere,84,2,27,60,0,7.01
Liverpool,Lucas Leiva,84,3,37,3,0,7.01
Stoke City,Geoff Cameron,74,1,48,26,0,7.01
Hull City,Curtis Davies,83,2,40,4,0,7.00
Southampton,Martín Cáceres,94,0,1,0,0,7.00
Arsenal,Per Mertesacker,100,0,2,0,0,7.00
Stoke City,Lee Grant,58,0,0,0,0,7.00
Arsenal,Carl Jenkinson,60,0,4,0,0,7.00
Watford,Adrian Mariappa,82,0,17,1,0,7.00
West Ham United,James Collins,78,0,21,1,2,7.00
Burnley,Tom Heaton,41,0,0,0,0,7.00
Everton,Leighton Baines,82,3,63,12,2,7.00
West Bromwich Albion,Chris Brunt,73,4,36,17,3,7.00
Liverpool,Adam Lallana,84,7,51,33,8,7.00
West Ham United,Cheikhou Kouyaté,83,0,76,26,1,6.99
Arsenal,Olivier Giroud,72,3,14,2,12,6.99
Stoke City,Joe Allen,81,2,88,36,6,6.99
Bournemouth,Joshua King,80,2,49,77,16,6.99
Middlesbrough,Álvaro Negredo,67,4,18,19,9,6.99
Manchester United,Chris Smalling,88,1,12,1,1,6.99
Crystal Palace,Luka Milivojević,73,0,29,7,2,6.99
Tottenham,Hugo Lloris,72,0,0,0,0,6.99
Bournemouth,Junior Stanislas,80,5,14,13,7,6.98
Arsenal,Petr Čech,56,0,0,3,0,6.98
Manchester City,Fabian Delph,93,0,7,2,1,6.98
Middlesbrough,Antonio Barragán,80,0,72,16,0,6.98
Southampton,Cédric Soares,74,3,83,12,0,6.98
Swansea City,Fernando Llorente,66,1,18,9,15,6.98
Manchester United,Henrikh Mkhitaryan,84,1,23,29,4,6.98
Crystal Palace,Mamadou Sakho,83,0,3,3,0,6.98
West Ham United,José Fonte,82,0,48,6,0,6.97
Liverpool,Georginio Wijnaldum,87,9,46,30,6,6.97
Stoke City,Peter Crouch,59,2,4,7,7,6.97
Liverpool,Daniel Sturridge,74,1,0,17,3,6.97
Sunderland,Papy Djilobodji,72,0,25,11,0,6.97
Everton,Kevin Mirallas,83,6,18,49,4,6.97
Manchester United,Anthony Martial,81,6,17,44,4,6.96
Manchester United,Luke Shaw,86,1,12,9,0,6.96
Manchester City,John Stones,92,0,25,21,0,6.96
Stoke City,Bruno Martins Indi,87,0,61,7,1,6.96
Arsenal,Alex Iwobi,88,3,19,28,3,6.96
Manchester United,Ashley Young,83,1,18,11,0,6.95
Manchester United,Scott McTominay,91,0,0,0,0,6.95
Hull City,Michael Dawson,81,0,15,3,3,6.95
Chelsea,Victor Moses,79,2,47,54,3,6.95
Everton,Séamus Coleman,78,3,54,31,4,6.95
Middlesbrough,Adama Traoré,70,1,30,136,0,6.95
Tottenham,Érik Lamela,80,1,13,15,1,6.94
Crystal Palace,Patrick van Aanholt,79,1,43,36,5,6.94
Burnley,Sam Vokes,50,3,7,7,10,6.94
Burnley,Joey Barton,73,0,43,6,1,6.94
Arsenal,Francis Coquelin,88,0,71,18,0,6.94
West Ham United,Mark Noble,86,0,49,15,3,6.94
Everton,Joel Robles,51,1,1,1,0,6.94
West Bromwich Albion,Jake Livermore,82,1,79,24,1,6.94
Swansea City,Leroy Fer,82,2,55,39,6,6.94
Burnley,Steven Defour,80,3,19,14,1,6.93
Stoke City,Ryan Shawcross,71,1,46,10,1,6.93
Everton,Morgan Schneiderlin,90,0,26,9,1,6.93
West Ham United,Arthur Masuaku,88,1,40,30,0,6.93
Chelsea,Oscar,84,1,22,1,0,6.93
Crystal Palace,Jason Puncheon,81,5,73,38,0,6.93
Burnley,Ashley Barnes,55,2,21,6,6,6.93
Everton,Yannick Bolasie,73,4,18,39,1,6.92
Bournemouth,Charlie Daniels,82,3,58,31,4,6.92
Southampton,Matt Targett,79,0,10,1,0,6.92
Hull City,Andrea Ranocchia,77,2,28,1,2,6.92
Watford,Troy Deeney,59,4,20,14,10,6.92
Manchester United,Wayne Rooney,84,5,21,14,5,6.92
Stoke City,Erik Pieters,76,1,106,15,0,6.91
Middlesbrough,Bernardo Espinosa,85,0,22,0,0,6.91
Manchester United,Matteo Darmian,82,0,42,3,0,6.91
Watford,Stefano Okaka,67,0,12,23,4,6.91
Watford,Étienne Capoue,83,1,61,34,7,6.91
Everton,Ramiro Funes Mori,79,1,26,7,0,6.90
Sunderland,Lamine Koné,69,0,30,14,1,6.90
Stoke City,Charlie Adam,69,3,19,12,1,6.90
Leicester City,Kasper Schmeichel,40,0,2,2,0,6.90
West Bromwich Albion,Claudio Yacob,82,0,94,4,0,6.90
Manchester United,Timothy Fosu-Mensah,80,0,5,0,0,6.90
Watford,Miguel Britos,69,2,34,4,1,6.90
Tottenham,Filip Lesniak,100,1,1,0,0,6.90
Crystal Palace,Jonathan Benteke,25,0,0,0,0,6.90
Arsenal,Mohamed Elneny,93,1,22,3,0,6.90
Arsenal,Aaron Ramsey,88,4,21,20,1,6.90
Crystal Palace,Pape Souaré,71,0,5,1,0,6.90
Southampton,Jack Stephens,84,1,22,8,0,6.90
Manchester City,Gaël Clichy,85,0,44,9,1,6.90
Watford,Sebastian Prödl,76,1,36,2,1,6.89
West Ham United,Michail Antonio,73,3,32,75,9,6.89
Sunderland,Jermain Defoe,79,2,20,27,15,6.89
West Ham United,Angelo Ogbonna,81,0,27,4,0,6.89
Manchester City,Bacary Sagna,89,1,23,3,0,6.89
Middlesbrough,Daniel Ayala,79,0,11,0,1,6.89
Bournemouth,Lewis Cook,85,2,10,2,0,6.88
Leicester City,Jamie Vardy,62,5,15,16,13,6.88
Manchester City,Willy Caballero,76,0,1,0,0,6.88
Swansea City,Tom Carroll,81,2,30,12,1,6.88
Middlesbrough,Adam Clayton,87,2,79,19,0,6.88
Southampton,Steven Davis,86,3,54,20,0,6.88
Chelsea,Branislav Ivanović,83,0,11,6,0,6.88
Tottenham,Michel Vorm,75,0,1,0,0,6.88
Middlesbrough,Rudy Gestede,57,0,6,3,1,6.88
Manchester City,Pablo Zabaleta,83,1,41,8,1,6.88
Arsenal,Theo Walcott,75,2,36,41,10,6.88
Manchester City,Leroy Sané,81,3,35,53,5,6.88
Swansea City,Federico Fernández,82,2,44,3,0,6.87
Liverpool,Ragnar Klavan,88,0,25,6,0,6.87
Burnley,Robbie Brady,68,2,21,7,1,6.87
Arsenal,Gabriel Paulista,87,0,25,9,0,6.87
Hull City,Tom Huddlestone,82,0,34,7,1,6.87
Crystal Palace,James Tomkins,77,0,28,2,3,6.87
Sunderland,Victor Anichebe,63,0,9,13,3,6.87
Arsenal,Rob Holding,83,0,12,7,0,6.87
Stoke City,Glenn Whelan,85,1,45,9,0,6.87
Leicester City,Danny Drinkwater,77,1,84,21,1,6.87
Watford,Younès Kaboul,68,0,37,11,2,6.87
Southampton,Pierre-Emile Højbjerg,88,0,44,15,0,6.86
Leicester City,Robert Huth,71,2,28,0,2,6.86
Crystal Palace,Scott Dann,74,1,17,2,3,6.86
Stoke City,Jack Butland,56,0,0,1,0,6.86
Crystal Palace,Yohan Cabaye,80,3,60,13,4,6.86
Bournemouth,Andrew Surman,86,1,15,12,0,6.86
Bournemouth,Simon Francis,80,1,62,17,0,6.86
Everton,James McCarthy,76,1,19,5,1,6.86
Chelsea,Thibaut Courtois,66,0,0,0,0,6.86
Manchester City,Nolito,82,2,15,10,4,6.86
Liverpool,Nathaniel Clyne,83,2,80,21,0,6.85
Southampton,Ryan Bertrand,83,4,37,14,2,6.85
Stoke City,Wilfried Bony,67,0,4,9,2,6.85
Bournemouth,Ryan Fraser,79,5,15,20,3,6.85
Manchester United,Jesse Lingard,88,2,17,21,1,6.85
Southampton,Dušan Tadić,79,5,19,29,3,6.85
Hull City,Shaun Maloney,86,2,8,6,1,6.84
Sunderland,Bryan Oviedo,75,0,47,19,0,6.84
West Bromwich Albion,Craig Dawson,63,0,58,14,4,6.84
Manchester City,Fernando,89,0,21,1,0,6.84
Burnley,Stephen Ward,69,1,70,15,1,6.84
Swansea City,Jordi Amat,86,0,36,5,0,6.84
Arsenal,Nacho Monreal,86,2,90,13,0,6.83
Everton,Mason Holgate,75,1,41,7,0,6.83
Burnley,Kevin Long,69,0,4,1,0,6.83
Watford,Craig Cathcart,76,1,23,1,0,6.83
West Ham United,Adrián,49,0,0,0,0,6.83
Middlesbrough,Stewart Downing,81,3,28,7,1,6.83
Hull City,Eldin Jakupović,46,0,0,1,0,6.83
Southampton,Manolo Gabbiadini,70,0,2,2,4,6.83
Watford,Heurelho Gomes,49,0,0,1,0,6.83
Leicester City,Islam Slimani,71,4,12,10,7,6.83
Manchester United,Marouane Fellaini,86,0,55,15,1,6.83
Liverpool,Marko Grujić,79,0,1,2,0,6.83
Middlesbrough,Viktor Fischer,80,3,3,10,0,6.82
Everton,Ademola Lookman,87,0,5,9,1,6.81
Liverpool,Simon Mignolet,62,0,0,3,0,6.81
Swansea City,Kyle Naughton,77,0,76,26,1,6.81
Southampton,Cuco Martina,81,0,11,1,0,6.81
Middlesbrough,Adam Forshaw,88,1,62,22,0,6.81
Hull City,Sam Clucas,83,1,89,28,3,6.81
Watford,José Holebas,75,4,62,43,2,6.81
Stoke City,Glen Johnson,79,0,49,27,0,6.81
Middlesbrough,George Friend,77,2,62,36,0,6.81
Chelsea,Michy Batshuayi,84,1,2,3,5,6.81
Middlesbrough,Víctor Valdés,53,0,1,0,0,6.80
West Ham United,Robert Snodgrass,83,5,38,25,7,6.80
Crystal Palace,James McArthur,78,3,60,18,5,6.80
West Bromwich Albion,Rickie Lambert,50,0,0,1,0,6.80
Bournemouth,Ryan Allsop,38,0,0,0,0,6.80
Sunderland,Jack Rodwell,78,1,38,9,0,6.80
Arsenal,Kieran Gibbs,82,1,12,14,0,6.80
West Ham United,André Ayew,79,3,17,13,6,6.80
Crystal Palace,Andros Townsend,75,4,77,68,3,6.79
Tottenham,Harry Winks,90,1,10,11,1,6.79
Southampton,Jay Rodriguez,67,2,6,6,5,6.79
Middlesbrough,Grant Leadbitter,80,0,14,4,1,6.78
Swansea City,Àngel Rangel,85,0,31,5,1,6.78
West Bromwich Albion,Nacer Chadli,80,5,29,20,5,6.78
Sunderland,Donald Love,68,1,20,3,0,6.78
Stoke City,Phil Bardsley,73,0,32,3,0,6.78
Bournemouth,Adam Smith,85,5,85,36,1,6.78
Manchester United,David De Gea,60,0,0,0,0,6.78
Crystal Palace,Damien Delaney,71,2,25,0,0,6.78
Crystal Palace,Connor Wickham,72,0,4,4,2,6.78
Sunderland,Lee Cattermole,76,0,13,3,0,6.78
Leicester City,Wes Morgan,68,0,27,4,1,6.77
Sunderland,Billy Jones,69,0,55,10,1,6.77
Southampton,James Ward-Prowse,83,4,29,6,4,6.77
Burnley,Dean Marney,80,2,36,3,1,6.77
Leicester City,Andy King,79,0,38,4,1,6.77
Sunderland,John O'Shea,76,1,29,0,0,6.76
Everton,Aaron Lennon,81,1,13,3,0,6.76
Crystal Palace,Joel Ward,74,1,89,20,0,6.76
Crystal Palace,Wilfried Zaha,80,9,75,142,7,6.76
Manchester City,Jesús Navas,84,0,19,15,0,6.76
West Bromwich Albion,Matt Phillips,67,8,22,54,4,6.76
Sunderland,Vito Mannone,41,0,0,1,0,6.76
West Bromwich Albion,Darren Fletcher,77,3,42,27,2,6.76
Hull City,Evandro,82,0,17,4,0,6.75
Leicester City,Yohan Benalouane,68,0,17,3,0,6.75
Bournemouth,Dan Gosling,84,0,50,15,2,6.75
Stoke City,Marko Arnautović,75,5,32,62,6,6.75
Watford,Abdoulaye Doucouré,87,0,17,14,1,6.75
Sunderland,Jeremain Lens,70,0,2,0,0,6.75
Stoke City,Philipp Wollscheid,79,0,4,1,0,6.75
Manchester City,Raheem Sterling,80,6,24,79,7,6.75
Hull City,Abel Hernández,72,3,8,2,4,6.75
Middlesbrough,Fábio,71,0,63,18,0,6.75
West Bromwich Albion,Allan Nyom,71,2,72,30,0,6.74
Bournemouth,Artur Boruc,55,0,0,1,0,6.74
Southampton,Sofiane Boufal,77,0,38,73,1,6.74
Sunderland,Jason Denayer,80,0,35,5,0,6.74
Manchester City,Kelechi Iheanacho,77,3,6,8,4,6.74
Leicester City,Danny Simpson,69,2,50,6,0,6.74
Tottenham,Vincent Janssen,80,2,15,5,2,6.74
Stoke City,Jonathan Walters,57,2,8,8,4,6.74
Crystal Palace,Wayne Hennessey,47,0,0,0,0,6.74
West Bromwich Albion,Ben Foster,40,0,0,1,0,6.73
Southampton,Shane Long,70,1,12,6,3,6.73
West Bromwich Albion,Salomón Rondón,66,2,18,27,8,6.73
Stoke City,Mame Biram Diouf,64,2,35,15,1,6.73
Sunderland,Didier N'Dong,83,0,82,22,1,6.73
Arsenal,Danny Welbeck,84,2,8,3,2,6.73
Swansea City,Mike Van der Hoorn,77,0,9,0,1,6.73
Manchester United,Marcus Rashford,79,1,16,39,5,6.72
Arsenal,Héctor Bellerín,85,4,24,45,1,6.72
Burnley,Andre Gray,72,3,10,23,9,6.72
Burnley,Jon Flanagan,68,0,23,0,0,6.72
Sunderland,Sebastian Larsson,80,1,37,3,0,6.71
Liverpool,Divock Origi,76,3,11,19,7,6.71
Swansea City,Sung-Yueng Ki,90,1,25,7,0,6.71
Hull City,David Meyler,81,0,27,3,1,6.71
Middlesbrough,Brad Guzan,45,0,0,0,0,6.71
Sunderland,Darron Gibson,80,0,13,4,0,6.71
Leicester City,Shinji Okazaki,75,1,30,13,3,6.71
Swansea City,Martin Olsson,77,0,10,9,2,6.71
West Ham United,Sofiane Feghouli,72,3,18,18,3,6.71
Middlesbrough,Christian Stuani,68,0,35,12,4,6.70
Bournemouth,Marc Pugh,81,2,22,31,2,6.70
Everton,Enner Valencia,80,1,16,19,3,6.70
Everton,Tom Davies,83,3,36,15,2,6.70
Leicester City,Daniel Amartey,81,1,41,2,1,6.70
Watford,Valon Behrami,80,0,73,6,0,6.70
Manchester United,Axel Tuanzebe,92,0,9,1,0,6.70
Swansea City,Jordan Ayew,84,3,14,21,1,6.70
Manchester City,Samir Nasri,91,0,0,1,0,6.70
Crystal Palace,Jeffrey Schlupp,72,0,35,15,0,6.70
Hull City,Dieumerci Mbokani,67,1,3,8,0,6.70
Stoke City,Bojan Krkić,84,0,8,8,3,6.70
Southampton,Josh Sims,77,1,3,9,0,6.70
West Bromwich Albion,Brendon Galloway,76,0,7,3,0,6.70
Bournemouth,Adam Federici,54,0,0,0,0,6.70
Bournemouth,Baily Cargill,0,0,1,0,0,6.70
Burnley,Daniel Agyei,25,0,0,1,0,6.70
West Bromwich Albion,Marc Wilson,68,0,3,3,0,6.70
Burnley,Jóhann Guðmundsson,70,2,20,6,1,6.70
Everton,Maarten Stekelenburg,53,0,0,1,0,6.69
Swansea City,Jack Cork,84,0,59,23,0,6.69
Leicester City,Marc Albrighton,64,6,51,48,2,6.69
Watford,Isaac Success,70,1,16,21,1,6.69
West Ham United,Simone Zaza,70,0,5,3,0,6.69
Sunderland,Fabio Borini,74,0,20,18,2,6.69
Bournemouth,Benik Afobe,79,3,9,8,6,6.69
West Bromwich Albion,James Morrison,81,2,26,15,5,6.69
Leicester City,Riyad Mahrez,78,3,36,78,6,6.68
Crystal Palace,Loïc Rémy,80,0,0,5,0,6.68
Arsenal,Lucas Pérez,77,0,3,1,1,6.68
West Ham United,Darren Randolph,51,0,0,1,0,6.68
Middlesbrough,Adlène Guédioura,75,1,25,20,0,6.68
Swansea City,Łukasz Fabiański,60,0,3,0,0,6.68
Manchester City,Aleix García,93,0,3,0,0,6.68
Burnley,James Tarkowski,68,0,19,3,0,6.67
Watford,Daryl Janmaat,74,1,45,16,2,6.67
Everton,Gerard Deulofeu,72,0,6,20,0,6.67
Swansea City,Modou Barrow,75,2,22,24,0,6.67
Watford,Tom Cleverley,83,2,42,8,0,6.67
Hull City,Andrew Robertson,76,2,53,26,1,6.67
Sunderland,Jan Kirchhoff,73,0,14,1,0,6.67
West Bromwich Albion,Jonas Olsson,63,0,4,3,0,6.67
Southampton,Fraser Forster,49,0,0,1,0,6.67
Tottenham,Moussa Sissoko,82,2,14,20,0,6.67
Watford,Roberto Pereyra,84,2,8,12,2,6.67
Southampton,Sam McQueen,75,0,16,0,0,6.67
Watford,Camilo Zúñiga,81,0,19,3,1,6.67
Everton,Matthew Pennington,75,0,2,0,1,6.67
Leicester City,Ben Chilwell,69,0,23,11,1,6.66
Swansea City,Leon Britton,89,0,23,5,0,6.66
Stoke City,Shay Given,64,0,0,0,0,6.66
Swansea City,Jay Fulton,82,0,31,1,0,6.66
Chelsea,John Terry,92,0,3,0,1,6.66
Chelsea,Ola Aina,88,0,0,0,0,6.65
Chelsea,Nathaniel Chalobah,83,1,5,1,0,6.65
Hull City,Lazar Marković,77,0,18,21,2,6.65
Hull City,Jarrod Bowen,79,0,2,3,0,6.65
Watford,Odion Ighalo,77,1,10,14,1,6.65
Watford,Christian Kabasele,65,0,15,2,2,6.65
Watford,M'Baye Niang,81,2,11,31,2,6.64
Southampton,Jordy Clasie,85,1,18,1,1,6.64
Burnley,Scott Arfield,69,0,36,15,1,6.64
West Bromwich Albion,Samuel Field,81,0,5,1,0,6.64
Bournemouth,Callum Wilson,73,0,6,8,6,6.64
Burnley,George Boyd,73,1,87,20,2,6.64
Watford,Nordin Amrabat,75,3,45,61,0,6.64
Leicester City,Demarai Gray,75,3,19,36,1,6.64
Middlesbrough,Jordan Rhodes,62,0,1,2,0,6.63
Chelsea,Kurt Zouma,80,1,8,5,0,6.63
Burnley,Paul Robinson,41,0,0,0,0,6.63
Middlesbrough,Marten de Roon,79,0,73,5,4,6.63
Liverpool,Trent Alexander-Arnold,65,0,4,1,0,6.63
Stoke City,Ramadan Sobhi,79,1,22,26,0,6.63
West Ham United,Diafra Sakho,69,0,1,2,1,6.63
Southampton,Jérémy Pied,80,0,3,2,0,6.63
Middlesbrough,Emilio Nsue,83,0,3,1,0,6.63
Crystal Palace,Lee Chung-yong,80,1,15,6,0,6.62
Manchester City,Claudio Bravo,73,0,0,3,0,6.62
Leicester City,Ahmed Musa,68,0,13,14,2,6.62
Liverpool,Loris Karius,65,0,0,0,0,6.62
Sunderland,George Honeyman,82,0,9,6,0,6.62
Hull City,Ryan Mason,86,0,13,3,1,6.62
Bournemouth,Tyrone Mings,83,0,10,2,0,6.62
West Bromwich Albion,James McClean,71,2,55,22,1,6.61
West Ham United,Edimilson Fernandes,86,0,22,10,0,6.61
Hull City,Adama Diomandé,78,0,24,22,2,6.61
Middlesbrough,Gastón Ramírez,76,3,46,49,2,6.61
Stoke City,Giannelli Imbula,87,0,11,21,0,6.61
Stoke City,Ibrahim Afellay,89,0,3,9,0,6.61
Sunderland,Adnan Januzaj,71,3,17,57,0,6.61
Crystal Palace,Joe Ledley,83,0,25,5,1,6.61
West Bromwich Albion,Hal Robson-Kanu,78,2,5,8,3,6.60
Crystal Palace,Fraizer Campbell,78,0,3,1,1,6.60
Stoke City,Julien Ngoy,100,0,2,3,0,6.60
West Bromwich Albion,Craig Gardner,57,1,4,1,0,6.60
Leicester City,Marcin Wasilewski,70,0,2,0,0,6.60
Tottenham,Kevin Wimmer,82,0,3,1,0,6.60
Liverpool,Kevin Stewart,60,0,0,1,0,6.60
Swansea City,Kristoffer Nordfeldt,82,0,0,0,0,6.60
West Ham United,Sam Byram,70,1,24,4,0,6.59
Stoke City,Saido Berahino,80,0,9,10,0,6.59
Crystal Palace,Mathieu Flamini,79,0,2,0,0,6.59
Sunderland,Steven Pienaar,79,0,19,6,0,6.59
Sunderland,Javier Manquillo,78,0,31,15,1,6.58
Crystal Palace,Martin Kelly,70,2,46,3,0,6.58
Everton,Arouna Koné,94,0,0,2,0,6.58
West Ham United,Håvard Nordtveit,78,1,18,4,0,6.58
Hull City,Ahmed El-Mohamady,77,2,42,11,0,6.58
Swansea City,Stephen Kingsley,78,0,12,6,0,6.58
Hull City,Alfred N'Diaye,82,0,37,8,1,6.57
Bournemouth,Max Gradel,76,0,4,5,0,6.57
Watford,Mauro Zárate,90,0,0,5,0,6.57
Crystal Palace,Jordon Mutch,66,0,2,0,0,6.57
Swansea City,Oliver McBurnie,79,0,1,0,0,6.56
Middlesbrough,Patrick Bamford,70,0,9,2,1,6.56
Leicester City,Leonardo Ulloa,69,0,11,3,1,6.56
Burnley,Ashley Westwood,78,0,7,0,0,6.56
Watford,Costel Pantilimon,45,0,0,0,0,6.55
Leicester City,Luis Hernández,79,0,7,0,0,6.55
Hull City,Markus Henriksen,76,0,14,2,0,6.55
Liverpool,Alberto Moreno,84,1,6,3,0,6.54
Hull City,David Marshall,43,0,0,0,0,6.54
Bournemouth,Lewis Grabban,74,1,1,0,0,6.53
Hull City,Kamil Grosicki,72,3,6,18,0,6.53
West Ham United,Ashley Fletcher,81,0,3,3,0,6.53
Crystal Palace,Bakary Sako,69,0,6,2,0,6.53
Chelsea,Ruben Loftus-Cheek,84,0,1,1,0,6.53
Watford,Jerome Sinclair,79,0,1,0,0,6.53
Burnley,Jeff Hendrick,78,1,33,23,2,6.52
Swansea City,Jefferson Montero,65,1,7,21,0,6.52
Sunderland,Wahbi Khazri,77,0,10,13,1,6.52
West Ham United,Aaron Cresswell,75,2,21,9,0,6.51
Leicester City,Ron-Robert Zieler,36,0,0,0,0,6.51
Swansea City,Luciano Narsingh,88,3,3,12,0,6.51
Manchester United,Memphis Depay,71,0,1,0,0,6.50
Chelsea,Kenedy,69,0,3,1,0,6.50
Everton,Dominic Calvert-Lewin,67,0,7,0,1,6.50
Arsenal,Emiliano Martínez,74,0,0,0,0,6.50
West Ham United,Álvaro Arbeloa,87,0,5,0,0,6.50
Tottenham,Joshua Onomah,79,0,2,1,0,6.50
Leicester City,Nampalys Mendy,81,0,2,4,0,6.50
Sunderland,Joel Asoro,0,0,0,0,0,6.50
Bournemouth,Lys Mousset,68,0,4,4,0,6.50
Burnley,Lukas Jutkiewicz,71,0,0,0,0,6.50
Watford,Ikechi Anya,0,0,0,0,0,6.50
Southampton,Harrison Reed,87,0,2,0,0,6.50
Watford,Michael Folivi,100,0,0,0,0,6.50
