Team,Name,Goal conversion percentage,Total shots,Successful dribbles,Big chances missed,Goals,Rating
Southampton,Jannik Vestergaard,0,11,10,1,0,6.98
Wolverhampton,Willy Boly,20,20,13,3,4,6.98
Wolverhampton,Matt Doherty,10,39,20,6,4,6.98
Fulham,Ryan Babel,29,17,27,7,5,6.98
Crystal Palace,Wilfried Zaha,20,50,113,4,10,6.97
Manchester United,Marcus Rashford,14,69,42,16,10,6.97
Arsenal,Shkodran Mustafi,12,17,8,1,2,6.97
Chelsea,Antonio Rüdiger,5,20,4,3,1,6.97
Southampton,Matt Targett,17,6,1,0,1,6.97
Bournemouth,Joshua King,22,54,65,10,12,6.97
Watford,José Holebas,27,11,21,1,3,6.96
Manchester United,Ander Herrera,12,17,12,1,2,6.96
Huddersfield Town,Aaron Mooy,10,29,22,0,3,6.96
Liverpool,Joe Gomez,0,4,4,0,0,6.96
Newcastle United,Jamaal Lascelles,0,10,1,0,0,6.96
Leicester City,Ricardo Pereira,13,15,68,0,2,6.95
Liverpool,Xherdan Shaqiri,32,19,6,3,6,6.95
Southampton,Pierre-Emile Højbjerg,9,43,22,1,4,6.95
West Ham United,Jack Wilshere,0,2,15,0,0,6.95
Fulham,Jean-Michaël Seri,8,12,16,1,1,6.95
Wolverhampton,Rúben Neves,9,44,11,0,4,6.95
Southampton,James Ward-Prowse,37,19,5,1,7,6.95
West Ham United,Łukasz Fabiański,0,0,2,0,0,6.94
Wolverhampton,Diogo Jota,20,46,57,8,9,6.94
Burnley,Ben Mee,0,20,8,1,0,6.94
West Ham United,Declan Rice,11,18,26,2,2,6.94
Bournemouth,Nathan Aké,22,18,3,3,4,6.94
Bournemouth,David Brooks,21,33,24,8,7,6.94
Crystal Palace,Patrick van Aanholt,9,35,22,1,3,6.94
Manchester United,Antonio Valencia,0,2,3,0,0,6.93
Manchester United,Juan Mata,25,12,10,0,3,6.93
Brighton Hove Albion,Bernardo,0,6,14,0,0,6.93
Manchester United,Luke Shaw,8,13,27,2,1,6.93
Crystal Palace,Michy Batshuayi,28,18,9,3,5,6.93
Liverpool,Jordan Henderson,10,10,7,1,1,6.93
Crystal Palace,Vicente Guaita,0,0,0,0,0,6.93
Chelsea,Gonzalo Higuaín,19,27,9,5,5,6.92
Newcastle United,Isaac Hayden,8,12,12,0,1,6.92
Watford,Daryl Janmaat,0,6,14,0,0,6.91
Everton,Kurt Zouma,13,15,7,0,2,6.91
Chelsea,Callum Hudson-Odoi,0,4,12,1,0,6.91
Chelsea,Ruben Loftus-Cheek,30,20,41,2,6,6.91
Leicester City,Wes Morgan,30,10,2,2,3,6.90
Liverpool,Fabinho,10,10,10,1,1,6.90
Manchester City,Fabian Delph,0,4,8,0,0,6.90
Arsenal,Konstantinos Mavropanos,0,2,2,0,0,6.90
Brighton Hove Albion,Solly March,3,29,49,2,1,6.90
Cardiff City,Nathaniel Mendez-Laing,27,15,29,0,4,6.90
Burnley,Ashley Barnes,24,51,7,13,12,6.89
Manchester United,Romelu Lukaku,26,46,21,15,12,6.89
Bournemouth,Jefferson Lerma,8,26,20,1,2,6.89
Newcastle United,Ayoze Pérez,27,45,46,7,12,6.89
Brighton Hove Albion,Lewis Dunk,11,18,0,0,2,6.89
Tottenham,Érik Lamela,20,20,20,4,4,6.89
Newcastle United,Sean Longstaff,20,5,5,0,1,6.89
Southampton,Mario Lemina,6,18,23,0,1,6.89
Southampton,Jan Bednarek,0,3,1,1,0,6.88
Arsenal,Lucas Torreira,11,19,13,0,2,6.88
Southampton,Maya Yoshida,0,9,2,2,0,6.88
Chelsea,Ross Barkley,12,26,15,3,3,6.88
Arsenal,Sokratis,11,9,6,0,1,6.88
Manchester City,Phil Foden,9,11,8,2,1,6.88
Manchester City,Ederson,0,0,1,0,0,6.88
Southampton,Nathan Redmond,13,47,92,6,6,6.88
Burnley,Dwight McNeil,17,18,31,1,3,6.88
Liverpool,Daniel Sturridge,15,13,5,0,2,6.87
West Ham United,Robert Snodgrass,13,16,33,2,2,6.87
Chelsea,N'Golo Kanté,25,16,32,4,4,6.87
Wolverhampton,Adama Traoré,7,14,65,1,1,6.87
Fulham,Tom Cairney,6,16,43,0,1,6.87
Manchester United,Alexis Sánchez,8,12,14,1,1,6.87
West Ham United,Javier Hernández,24,29,13,7,7,6.87
Leicester City,Christian Fuchs,0,1,1,0,0,6.87
Leicester City,Jonny Evans,13,8,0,0,1,6.87
Burnley,Kevin Long,0,1,1,0,0,6.87
Crystal Palace,James Tomkins,5,19,2,0,1,6.87
Cardiff City,Sean Morrison,3,31,8,7,1,6.86
Cardiff City,Neil Etheridge,0,0,0,0,0,6.86
Crystal Palace,Mamadou Sakho,0,4,9,2,0,6.86
Leicester City,Hamza Choudhury,0,3,2,1,0,6.86
Leicester City,Harvey Barnes,4,25,30,3,1,6.86
Newcastle United,Sung-Yueng Ki,0,7,5,0,0,6.86
Burnley,Jóhann Guðmundsson,14,22,16,0,3,6.86
West Ham United,Samir Nasri,0,2,2,0,0,6.86
Everton,Morgan Schneiderlin,0,2,2,0,0,6.86
Arsenal,Aaron Ramsey,18,22,12,2,4,6.86
Crystal Palace,Scott Dann,0,4,3,0,0,6.86
Burnley,Chris Wood,20,50,8,9,10,6.86
Liverpool,Georginio Wijnaldum,12,25,29,4,3,6.85
West Ham United,Fabián Balbuena,6,16,1,2,1,6.85
Manchester United,Jesse Lingard,17,24,13,2,4,6.85
Arsenal,Bernd Leno,0,0,0,0,0,6.85
West Ham United,Angelo Ogbonna,8,12,1,0,1,6.85
Manchester United,Chris Smalling,11,9,1,2,1,6.85
Wolverhampton,Leander Dendoncker,13,16,12,7,2,6.84
Chelsea,Kepa Arrizabalaga,0,0,1,0,0,6.84
Crystal Palace,Christian Benteke,5,21,5,6,1,6.84
Tottenham,Lucas Moura,26,39,45,11,10,6.84
West Ham United,Mark Noble,42,12,14,0,5,6.84
Manchester City,Gabriel Jesus,19,37,22,18,7,6.83
Leicester City,Marc Albrighton,18,11,20,0,2,6.83
Huddersfield Town,Zanka,43,7,3,1,3,6.83
Tottenham,Danny Rose,0,9,35,1,0,6.83
Liverpool,Divock Origi,33,9,6,1,3,6.83
Manchester United,Victor Lindelöf,20,5,8,0,1,6.83
Tottenham,Davinson Sánchez,8,12,1,2,1,6.83
Arsenal,Mohamed Elneny,0,3,1,0,0,6.83
Chelsea,Andreas Christensen,0,0,1,0,0,6.83
Cardiff City,Víctor Camarasa,17,29,34,2,5,6.83
Arsenal,Rob Holding,0,2,3,0,0,6.82
Wolverhampton,Ryan Bennett,8,13,3,1,1,6.82
Everton,Séamus Coleman,17,12,21,1,2,6.81
Bournemouth,Junior Stanislas,9,23,12,0,2,6.81
Tottenham,Fernando Llorente,5,19,5,5,1,6.81
Watford,Abdoulaye Doucouré,15,33,32,5,5,6.81
Brighton Hove Albion,Anthony Knockaert,12,17,32,2,2,6.81
Fulham,André Schürrle,15,39,19,1,6,6.81
Southampton,Wesley Hoedt,0,6,5,1,0,6.81
Watford,Adam Masina,0,1,7,0,0,6.81
Arsenal,Héctor Bellerín,0,10,15,0,0,6.81
Tottenham,Eric Dier,43,7,2,0,3,6.81
West Ham United,Aaron Cresswell,0,8,6,0,0,6.81
Newcastle United,Paul Dummett,0,7,2,0,0,6.80
Chelsea,Mateo Kovačić,0,13,42,2,0,6.80
Huddersfield Town,Steve Mounié,4,50,13,7,2,6.80
Everton,Richarlison,23,57,38,8,13,6.80
Liverpool,Alex Oxlade-Chamberlain,0,1,1,1,0,6.80
Bournemouth,Artur Boruc,0,0,0,0,0,6.80
Manchester United,Mason Greenwood,0,7,3,2,0,6.80
Burnley,Sam Vokes,17,18,3,3,3,6.80
Everton,James McCarthy,0,0,0,0,0,6.80
Burnley,Ben Gibson,100,1,0,0,1,6.80
Brighton Hove Albion,Dale Stephens,13,8,7,0,1,6.80
Huddersfield Town,Jonathan Hogg,0,5,9,0,0,6.80
Manchester United,Nemanja Matić,14,7,18,1,1,6.80
Fulham,Joe Bryan,0,14,15,0,0,6.80
Cardiff City,Callum Paterson,13,30,5,3,4,6.80
Brighton Hove Albion,Glenn Murray,30,44,8,6,13,6.79
Newcastle United,Federico Fernández,0,3,0,0,0,6.79
Crystal Palace,Jordan Ayew,6,17,11,1,1,6.79
Wolverhampton,Conor Coady,0,0,3,0,0,6.79
West Ham United,Michail Antonio,11,54,58,5,6,6.79
Tottenham,Ben Davies,0,7,4,0,0,6.79
Arsenal,Mattéo Guendouzi,0,10,23,0,0,6.79
Manchester United,Diogo Dalot,0,10,11,1,0,6.79
Chelsea,Olivier Giroud,8,25,2,5,2,6.78
Huddersfield Town,Jon Gorenc Stanković,14,7,1,2,1,6.78
Leicester City,Daniel Amartey,0,4,2,1,0,6.78
Watford,Craig Cathcart,33,9,2,3,3,6.78
Brighton Hove Albion,David Button,0,0,0,0,0,6.78
Crystal Palace,Connor Wickham,0,4,0,0,0,6.78
West Ham United,Lucas Pérez,50,6,5,0,3,6.77
Cardiff City,Bobby Reid,26,19,16,1,5,6.77
Huddersfield Town,Christopher Schindler,8,12,1,1,1,6.77
Chelsea,Emerson Palmieri,0,3,10,0,0,6.77
Huddersfield Town,Alex Pritchard,6,31,29,0,2,6.77
Wolverhampton,Jonny Castro,7,14,30,2,1,6.77
Leicester City,Ben Chilwell,0,19,50,1,0,6.77
Crystal Palace,Max Meyer,4,26,13,0,1,6.77
Fulham,Calum Chambers,8,24,23,2,2,6.76
Everton,Dominic Calvert-Lewin,14,43,21,7,6,6.76
Crystal Palace,James McArthur,13,23,20,4,3,6.76
Everton,Cenk Tosun,10,31,2,3,3,6.76
Crystal Palace,Martin Kelly,0,3,0,2,0,6.76
Arsenal,Alex Iwobi,13,24,46,3,3,6.76
Southampton,Michael Obafemi,20,5,3,3,1,6.76
Manchester United,Fred,7,14,10,1,1,6.76
Tottenham,Moussa Sissoko,0,10,36,1,0,6.76
West Ham United,Arthur Masuaku,0,3,36,0,0,6.76
Wolverhampton,Ivan Cavaleiro,27,11,15,1,3,6.75
Everton,Yerry Mina,33,3,0,1,1,6.75
Watford,Isaac Success,5,21,14,4,1,6.75
Southampton,Mohamed Elyounoussi,0,15,10,4,0,6.75
Southampton,Oriol Romeu,25,4,17,1,1,6.75
Burnley,Tom Heaton,0,1,1,0,0,6.75
Bournemouth,Dominic Solanke,0,7,10,1,0,6.75
Leicester City,Danny Simpson,0,0,0,0,0,6.75
Bournemouth,Tyrone Mings,0,0,2,0,0,6.75
Cardiff City,Joe Bennett,0,6,24,0,0,6.75
West Ham United,Pedro Obiang,0,9,7,0,0,6.75
Cardiff City,Harry Arter,0,15,3,0,0,6.75
Manchester United,Matteo Darmian,0,1,1,0,0,6.74
Bournemouth,Dan Gosling,13,16,12,2,2,6.74
Watford,Ben Foster,0,1,0,0,0,6.74
Tottenham,Harry Winks,13,8,17,1,1,6.74
Cardiff City,Aron Gunnarsson,6,17,11,2,1,6.74
Burnley,Phil Bardsley,0,9,4,0,0,6.74
Liverpool,Naby Keïta,11,19,24,3,2,6.73
Burnley,Stephen Ward,0,1,2,0,0,6.73
Huddersfield Town,Terence Kongolo,8,13,10,2,1,6.73
Fulham,Sergio Rico,0,0,0,0,0,6.73
Liverpool,Adam Lallana,0,3,8,0,0,6.73
West Ham United,Manuel Lanzini,17,6,13,0,1,6.73
Fulham,Luciano Vietto,6,17,16,4,1,6.73
Arsenal,Sead Kolašinac,0,6,13,0,0,6.73
Everton,Jordan Pickford,0,0,0,0,0,6.73
Brighton Hove Albion,Bruno Saltor,0,1,4,0,0,6.73
Newcastle United,Javier Manquillo,0,2,5,0,0,6.73
Arsenal,Danny Welbeck,33,3,2,0,1,6.73
Fulham,Aboubakar Kamara,14,21,12,4,3,6.72
West Ham United,Andriy Yarmolenko,33,6,2,1,2,6.72
Burnley,Joe Hart,0,0,0,0,0,6.72
Cardiff City,Bruno Ecuele Manga,0,6,10,1,0,6.72
Everton,Ademola Lookman,0,7,23,2,0,6.72
Bournemouth,Simon Francis,0,3,5,0,0,6.72
Cardiff City,Daniel Ward,11,9,0,0,1,6.72
Leicester City,Kasper Schmeichel,0,1,2,0,0,6.72
Watford,Will Hughes,12,17,27,3,2,6.72
Southampton,Stuart Armstrong,15,20,19,3,3,6.71
Southampton,Ryan Bertrand,8,12,6,2,1,6.71
Burnley,Charlie Taylor,0,5,41,0,0,6.71
Fulham,Alfie Mawson,0,2,0,1,0,6.71
Chelsea,Álvaro Morata,19,26,6,10,5,6.71
Bournemouth,Andrew Surman,0,8,3,0,0,6.71
Brighton Hove Albion,Yves Bissouma,0,22,47,2,0,6.70
Manchester United,Eric Bailly,0,3,4,0,0,6.70
Tottenham,Serge Aurier,0,3,8,0,0,6.70
Southampton,Shane Long,21,24,4,6,5,6.70
Fulham,Harvey Elliott,0,1,0,0,0,6.70
Watford,Marc Navarro,0,0,1,0,0,6.70
Watford,Kiko Femenia,33,3,13,0,1,6.70
Crystal Palace,Jeffrey Schlupp,22,18,23,3,4,6.70
Cardiff City,Joe Ralls,0,10,5,1,0,6.70
West Ham United,Pablo Zabaleta,0,4,14,0,0,6.70
Fulham,Maxime Le Marchand,0,2,10,0,0,6.70
Tottenham,Victor Wanyama,20,5,6,0,1,6.69
Newcastle United,Martin Dúbravka,0,0,1,0,0,6.69
Leicester City,Rachid Ghezzal,11,9,19,1,1,6.69
Brighton Hove Albion,Martín Montoya,0,5,12,0,0,6.69
Fulham,Denis Odoi,0,9,16,1,0,6.69
Tottenham,Oliver Skipp,0,1,2,0,0,6.69
Manchester United,Marouane Fellaini,0,5,1,1,0,6.68
Chelsea,Cesc Fàbregas,0,1,0,0,0,6.68
Everton,Mason Holgate,0,0,2,0,0,6.68
Cardiff City,Kenneth Zohore,8,13,5,2,1,6.68
Brighton Hove Albion,Davy Pröpper,8,13,30,1,1,6.68
Arsenal,Edward Nketiah,100,1,2,0,1,6.68
West Ham United,Ryan Fredericks,33,3,12,1,1,6.67
Southampton,Cédric Soares,17,6,7,0,1,6.67
Watford,Roberto Pereyra,14,43,41,6,6,6.67
Watford,Adrian Mariappa,0,5,1,3,0,6.67
Tottenham,Juan Foyth,25,4,19,0,1,6.66
Cardiff City,Lee Peltier,0,1,3,0,0,6.66
Newcastle United,Joselu,17,12,1,2,2,6.66
Huddersfield Town,Karlan Grant,21,19,12,3,4,6.66
Manchester United,David De Gea,0,0,0,0,0,6.66
Fulham,Håvard Nordtveit,0,0,1,0,0,6.66
Fulham,André Zambo Anguissa,0,12,42,0,0,6.65
Manchester United,Scott McTominay,18,11,1,2,2,6.65
Chelsea,Davide Zappacosta,0,2,2,0,0,6.65
Liverpool,Alberto Moreno,0,1,2,0,0,6.65
Arsenal,Ainsley Maitland-Niles,25,4,19,0,1,6.65
Leicester City,Nampalys Mendy,0,1,16,0,0,6.65
Burnley,Jack Cork,10,10,27,0,1,6.65
Southampton,Alex McCarthy,0,0,1,0,0,6.65
Everton,Theo Walcott,15,34,30,9,5,6.65
Crystal Palace,Cheikhou Kouyaté,0,16,12,2,0,6.65
Fulham,Floyd Ayité,20,5,10,0,1,6.65
Southampton,Charlie Austin,10,21,1,5,2,6.65
Watford,Christian Kabasele,0,4,0,3,0,6.64
Everton,Bernard,7,14,40,4,1,6.64
Southampton,Manolo Gabbiadini,6,17,2,2,1,6.64
Bournemouth,Chris Mepham,0,2,3,0,0,6.64
Huddersfield Town,Florent Hadergjonaj,0,3,10,0,0,6.64
Watford,Andre Gray,28,25,8,10,7,6.64
Crystal Palace,Wayne Hennessey,0,0,0,0,0,6.64
Brighton Hove Albion,Jürgen Locadia,10,21,5,3,2,6.63
Leicester City,Kelechi Iheanacho,8,13,9,3,1,6.63
Burnley,Peter Crouch,0,1,0,1,0,6.63
Everton,Tom Davies,0,3,12,0,0,6.63
Wolverhampton,Rúben Vinagre,0,3,13,1,0,6.63
West Ham United,Andy Carroll,0,13,3,4,0,6.63
Bournemouth,Charlie Daniels,13,8,12,1,1,6.63
Bournemouth,Adam Smith,20,5,20,1,1,6.63
Huddersfield Town,Chris Löwe,0,12,9,0,0,6.63
Southampton,Jack Stephens,14,7,5,2,1,6.63
Leicester City,Demarai Gray,12,34,42,5,4,6.63
Brighton Hove Albion,Leon Balogun,100,1,0,0,1,6.63
Bournemouth,Diego Rico,0,6,4,0,0,6.63
Burnley,Matthew Lowton,0,3,12,1,0,6.62
Cardiff City,Kadeem Harris,20,5,7,1,1,6.62
Huddersfield Town,Jonas Lössl,0,0,1,0,0,6.62
Everton,Jonjoe Kenny,0,3,5,0,0,6.62
Newcastle United,DeAndre Yedlin,11,9,8,1,1,6.61
Watford,Domingos Quina,20,5,5,0,1,6.61
Burnley,Aaron Lennon,33,3,7,1,1,6.61
Huddersfield Town,Juninho Bacuna,7,15,26,0,1,6.61
Crystal Palace,Alexander Sørloth,0,4,2,1,0,6.61
Wolverhampton,Rui Patrício,0,0,0,0,0,6.60
Newcastle United,Christian Atsu,4,24,25,1,1,6.60
Chelsea,Gary Cahill,0,0,0,0,0,6.60
Tottenham,Mousa Dembélé,0,1,7,0,0,6.60
Manchester United,Angel Gomes,0,2,0,0,0,6.60
Manchester United,Tahith Chong,0,1,1,1,0,6.60
Tottenham,Vincent Janssen,0,2,1,1,0,6.60
Brighton Hove Albion,Mathew Ryan,0,0,0,0,0,6.60
Leicester City,Fousseni Diabaté,0,0,0,0,0,6.60
Huddersfield Town,Abdelhamid Sabiri,0,0,0,0,0,6.60
West Ham United,Xande Silva,0,0,0,0,0,6.60
Bournemouth,Emerson Hyndman,0,0,0,0,0,6.60
Tottenham,Luke Amos,0,0,0,0,0,6.60
Bournemouth,Sam Surridge,0,2,0,1,0,6.60
Brighton Hove Albion,José Izquierdo,0,10,13,0,0,6.59
Brighton Hove Albion,Beram Kayal,20,5,11,0,1,6.59
Burnley,Matěj Vydra,17,6,3,2,1,6.59
Newcastle United,Jacob Murphy,0,2,3,0,0,6.59
Wolverhampton,Hélder Costa,6,16,24,3,1,6.59
Everton,Leighton Baines,0,1,0,0,0,6.58
Cardiff City,Josh Murphy,9,35,37,4,3,6.58
Wolverhampton,Morgan Gibbs-White,0,6,12,2,0,6.58
Huddersfield Town,Laurent Depoitre,0,21,5,3,0,6.58
Fulham,Neeskens Kebano,0,1,4,0,0,6.57
Cardiff City,Greg Cunningham,0,2,0,0,0,6.57
Newcastle United,Yoshinori Muto,20,5,9,2,1,6.57
Everton,André Gomes,6,16,40,1,1,6.57
Everton,Phil Jagielka,100,1,0,0,1,6.57
Wolverhampton,Léo Bonatini,0,7,1,2,0,6.57
Watford,Tom Cleverley,25,4,1,0,1,6.56
West Ham United,Grady Diangana,0,7,21,0,0,6.56
Leicester City,Adrien Silva,0,0,1,0,0,6.55
Bournemouth,Jermain Defoe,0,1,0,0,0,6.55
Huddersfield Town,Isaac Mbenza,11,9,5,0,1,6.55
Newcastle United,Mohamed Diamé,0,9,17,2,0,6.54
Fulham,Cyrus Christie,0,9,27,0,0,6.54
Fulham,Ryan Sessegnon,9,23,32,9,2,6.54
Bournemouth,Lys Mousset,10,10,10,3,1,6.54
Fulham,Kevin McDonald,0,3,0,0,0,6.54
Manchester United,Andreas Pereira,33,3,7,0,1,6.54
Crystal Palace,Joel Ward,50,2,1,1,1,6.53
Newcastle United,Kenedy,5,20,30,3,1,6.53
Bournemouth,Nathaniel Clyne,0,4,4,0,0,6.53
Fulham,Timothy Fosu-Mensah,0,4,8,0,0,6.53
Leicester City,Shinji Okazaki,0,5,2,2,0,6.52
Leicester City,Çağlar Söyüncü,0,1,2,0,0,6.52
Burnley,Robbie Brady,0,8,7,1,0,6.52
Fulham,Stefan Johansen,0,1,2,0,0,6.52
Huddersfield Town,Erik Durm,0,5,12,0,0,6.51
Burnley,Jeff Hendrick,27,11,12,2,3,6.51
Leicester City,Vicente Iborra,0,2,0,1,0,6.51
Fulham,Tim Ream,0,1,6,0,0,6.51
Bournemouth,Jordon Ibe,20,5,26,1,1,6.51
Watford,Stefano Okaka,0,1,1,1,0,6.50
Newcastle United,Antonio Barreca,0,0,0,0,0,6.50
Arsenal,Bukayo Saka,0,0,0,0,0,6.50
Burnley,Steven Defour,0,0,1,0,0,6.50
Bournemouth,Lewis Cook,0,1,10,0,0,6.50
Huddersfield Town,Collin Quaner,0,0,1,0,0,6.50
Bournemouth,Jack Simpson,0,2,0,1,0,6.50
Cardiff City,Rhys Healey,0,0,1,0,0,6.50
Huddersfield Town,Joel Coleman,0,0,0,0,0,6.50
Southampton,Angus Gunn,0,0,0,0,0,6.49
Southampton,Yan Valery,40,5,24,0,2,6.49
Brighton Hove Albion,Alireza Jahanbakhsh,0,16,11,0,0,6.48
Cardiff City,Oumar Niasse,0,13,21,5,0,6.48
Brighton Hove Albion,Florin Andone,23,13,9,3,3,6.48
Huddersfield Town,Ramadan Sobhi,0,0,2,0,0,6.48
Arsenal,Carl Jenkinson,0,0,0,0,0,6.47
Cardiff City,Gary Madine,0,0,0,0,0,6.47
Cardiff City,Junior Hoilett,11,28,23,3,3,6.47
Watford,Ken Sema,11,9,19,0,1,6.46
Watford,Nathaniel Chalobah,0,1,0,0,0,6.45
Huddersfield Town,Adama Diakhaby,0,5,13,2,0,6.45
West Ham United,Carlos Sánchez,0,0,3,0,0,6.44
Huddersfield Town,Jason Puncheon,0,3,5,1,0,6.44
Manchester United,Marcos Rojo,0,4,1,0,0,6.44
Fulham,Ibrahima Cisse,0,0,1,0,0,6.43
Fulham,Marcus Bettinelli,0,0,0,0,0,6.41
Cardiff City,Leandro Bacuna,0,4,5,0,0,6.41
Arsenal,Stephan Lichtsteiner,0,1,4,0,0,6.41
Huddersfield Town,Elias Kachunga,0,9,10,1,0,6.41
Fulham,Lazar Marković,0,0,1,0,0,6.40
Watford,Sebastian Prödl,0,0,0,0,0,6.40
Huddersfield Town,Danny Williams,0,1,1,0,0,6.40
