Team,Name,Accurate passing percentage,Assists,Tackles,Successful Dribbles,Goals,Rating
Juventus,Sami Khedira,86,1,10,0,2,6.96
Sampdoria,Nicola Murru,78,5,84,16,0,6.96
Parma,Gervinho,82,2,19,64,11,6.96
Spal,Manuel Lazzari,82,8,30,65,0,6.96
Sampdoria,Joachim Andersen,89,1,40,15,0,6.96
Parma,Riccardo Gagliolo,76,2,67,5,0,6.96
Inter,Dalbert,80,1,33,3,0,6.95
Sassuolo,Kevin-Prince Boateng,81,1,5,0,4,6.95
Atalanta,José Luis Palomino,88,1,49,6,1,6.95
Inter,Samir Handanovič,81,0,1,0,0,6.95
Juventus,Blaise Matuidi,88,2,59,20,3,6.95
Sassuolo,Gianmarco Ferrari,87,0,41,4,4,6.95
Parma,José Machín,76,1,4,3,0,6.95
Torino,Koffi Djidji,83,0,37,15,0,6.95
Napoli,Marek Hamšík,88,0,7,6,0,6.95
Empoli,Francesco Caputo,77,3,13,12,16,6.94
Sampdoria,Grégoire Defrel,84,3,40,28,11,6.94
Genoa,Cristian Romero,81,2,61,15,2,6.94
Spal,Pasquale Schiattarella,87,4,42,10,0,6.94
Inter,Keita Baldé,85,2,10,20,5,6.93
Lazio,Senad Lulić,78,1,72,41,4,6.93
Spal,Andrea Petagna,80,1,15,30,16,6.93
Torino,Gleison Bremer,85,0,3,1,0,6.93
Frosinone,Raffaele Maiello,82,0,42,20,0,6.93
Atalanta,Berat Djimsiti,91,2,32,5,1,6.93
Bologna,Danilo,77,0,40,3,1,6.93
Roma,Cengiz Ünder,78,7,6,22,3,6.93
Bologna,Nicola Sansone,77,4,29,12,2,6.93
Spal,Mirko Valdifiori,86,1,20,2,0,6.93
Napoli,Amin Younes,90,2,11,18,3,6.93
Juventus,Daniele Rugani,90,0,8,0,2,6.92
Lazio,Thomas Strakosha,65,0,1,1,0,6.92
Fiorentina,Luis Muriel,62,0,19,31,6,6.92
Lazio,Marco Parolo,78,3,68,3,4,6.92
Roma,Javier Pastore,86,0,10,15,3,6.91
Atalanta,Gianluca Mancini,83,2,41,11,5,6.91
Milan,Mateo Musacchio,90,0,41,3,1,6.91
Sampdoria,Manolo Gabbiadini,77,2,5,6,4,6.91
Bologna,Rodrigo Palacio,77,6,24,49,3,6.91
Udinese,Samir,82,0,47,8,2,6.91
Milan,Lucas Biglia,90,0,60,3,1,6.91
Frosinone,Marco Sportiello,62,0,1,0,0,6.91
Napoli,Mário Rui,84,1,24,11,1,6.91
Inter,Danilo D'Ambrosio,85,5,69,13,2,6.90
Lazio,Rômulo,83,3,36,30,1,6.90
Parma,Leo Štulac,86,2,19,8,0,6.90
Chievoverona,Riccardo Meggiorini,65,1,18,6,3,6.90
Sampdoria,Albin Ekdal,86,0,61,35,0,6.90
Sampdoria,Omar Colley,88,0,18,5,0,6.90
Milan,Tiemoué Bakayoko,87,1,70,62,1,6.89
Lazio,Milan Badelj,86,0,33,29,1,6.89
Empoli,Diego Farias,81,4,24,17,7,6.89
Fiorentina,Valentin Eysseric,82,1,6,1,0,6.89
Udinese,Sebastien De Maio,80,1,16,4,1,6.89
Genoa,Goran Pandev,76,2,14,16,4,6.88
Genoa,Ivan Radovanović,84,0,47,13,0,6.88
Juventus,Douglas Costa,86,0,10,30,1,6.88
Cagliari,Nicolò Barella,82,3,99,42,1,6.88
Parma,Bruno Alves,79,1,14,3,4,6.88
Chievoverona,Emanuele Giaccherini,78,1,14,26,3,6.88
Atalanta,Hans Hateboer,84,5,44,14,5,6.88
Torino,Álex Berenguer,77,3,32,33,2,6.88
Atalanta,Timothy Castagne,84,2,60,20,4,6.88
Milan,Davide Calabria,83,1,79,12,1,6.87
Lazio,Felipe Caicedo,76,2,16,16,8,6.87
Udinese,Bram Nuytinck,82,0,50,2,0,6.87
Frosinone,Andrea Beghetto,68,3,26,7,0,6.87
Parma,Roberto Inglese,68,1,20,21,9,6.87
Juventus,Rodrigo Bentancur,87,3,52,18,2,6.87
Spal,Thiago Cionek,81,3,76,4,0,6.87
Udinese,Ignacio Pussetto,69,4,65,47,4,6.87
Cagliari,Luca Ceppitelli,83,1,41,3,1,6.86
Inter,João Mário,85,2,28,23,1,6.86
Udinese,Rolando Mandragora,84,2,67,4,3,6.86
Spal,Francesco Vicari,88,1,28,0,2,6.86
Torino,Ola Aina,78,3,54,30,1,6.86
Napoli,Adam Ounas,83,0,5,19,3,6.86
Empoli,Miha Zajc,83,2,6,28,3,6.86
Chievoverona,Joel Obi,85,0,23,6,1,6.85
Fiorentina,Giovanni Simeone,69,3,43,26,6,6.85
Napoli,Alex Meret,74,0,0,0,0,6.85
Genoa,Andrea Favilli,75,2,1,2,0,6.85
Genoa,Iuri Medeiros,90,0,2,3,0,6.85
Inter,Matías Vecino,82,1,50,15,3,6.85
Torino,Tomás Rincón,79,1,75,27,3,6.85
Spal,Simone Missiroli,83,0,58,20,0,6.85
Juventus,Moise Kean,80,0,0,9,6,6.85
Juventus,Mattia Perin,75,0,0,1,0,6.84
Lazio,Ştefan Radu,86,1,43,7,0,6.84
Cagliari,Fabrizio Cacciatore,80,2,17,3,0,6.84
Sampdoria,Édgar Barreto,81,2,28,1,0,6.84
Chievoverona,Emanuel Vignato,85,1,8,11,1,6.84
Spal,Felipe,87,2,35,6,3,6.84
Atalanta,Andrea Masiello,88,2,28,0,0,6.84
Frosinone,Andrea Pinamonti,73,3,14,15,5,6.84
Fiorentina,Gerson,83,3,42,28,3,6.84
Frosinone,Daniel Ciofani,67,2,8,2,5,6.84
Spal,Kevin Bonifazi,88,1,40,23,2,6.83
Torino,Salvador Ichazo,54,0,0,0,0,6.83
Sampdoria,Alex Ferrari,88,0,10,0,0,6.83
Parma,Luca Siligardi,70,2,30,35,1,6.83
Cagliari,João Pedro,74,2,17,19,7,6.83
Genoa,Darko Lazović,75,4,28,36,3,6.83
Udinese,William Troost-Ekong,82,0,32,2,0,6.83
Milan,Ignazio Abate,84,0,34,4,0,6.83
Empoli,Giovanni Di Lorenzo,80,3,66,28,5,6.83
Frosinone,Lorenzo Ariaudo,83,0,20,3,0,6.83
Napoli,Marko Rog,91,0,12,8,1,6.82
Spal,Filippo Costa,78,0,16,7,0,6.82
Fiorentina,Federico Ceccherini,86,0,13,6,0,6.82
Sampdoria,Gastón Ramírez,79,4,38,18,4,6.82
Spal,Emiliano Viviano,68,0,0,1,0,6.82
Roma,Justin Kluivert,83,6,28,24,1,6.82
Parma,Federico Dimarco,76,0,22,10,1,6.82
Frosinone,Bartosz Salamon,82,0,17,2,0,6.82
Milan,Fabio Borini,72,2,14,8,2,6.82
Spal,Mohamed Fares,78,0,64,35,3,6.81
Lazio,Valon Berisha,87,0,8,1,0,6.81
Fiorentina,Alban Lafont,63,0,0,2,0,6.81
Inter,Borja Valero,94,1,22,4,0,6.81
Torino,Soualiho Meïté,82,4,46,52,2,6.81
Napoli,Amadou Diawara,93,0,12,9,0,6.81
Empoli,Marko Pajač,83,2,8,10,2,6.81
Frosinone,Luca Valzania,77,1,26,8,2,6.81
Parma,Juraj Kucka,69,3,51,15,4,6.81
Napoli,Simone Verdi,85,3,16,12,3,6.80
Roma,Bryan Cristante,82,3,63,31,4,6.80
Milan,Pepe Reina,70,0,0,0,0,6.80
Torino,Simone Zaza,67,3,20,2,4,6.80
Atalanta,Ali Adnan,71,0,1,4,0,6.80
Juventus,Grigoris Kastanos,84,0,3,1,0,6.80
Lazio,Wallace,85,0,17,3,0,6.80
Cagliari,Filippo Romagna,88,0,14,0,0,6.80
Frosinone,Federico Viviani,85,0,6,3,0,6.80
Genoa,Miguel Veloso,80,1,31,3,0,6.80
Fiorentina,Dávid Hancko,71,0,7,0,0,6.80
Sampdoria,Júnior Tavares,93,0,2,3,0,6.80
Genoa,Koray Günter,84,0,18,0,0,6.80
Torino,Vitalie Damașcan,50,0,1,1,0,6.80
Spal,Sergio Floccari,79,1,13,7,3,6.80
Spal,Gabriele Moncini,0,0,1,0,0,6.80
Lazio,Luan Capanni,60,0,1,0,0,6.80
Sassuolo,Jérémie Boga,87,1,7,82,3,6.80
Sassuolo,Federico Di Francesco,85,2,10,13,2,6.79
Udinese,Kevin Lasagna,70,2,6,11,6,6.79
Bologna,Roberto Soriano,82,4,36,29,2,6.79
Bologna,Łukasz Skorupski,64,0,0,0,0,6.79
Bologna,Giancarlo González,77,1,13,0,0,6.79
Sassuolo,Khouma Babacar,82,2,7,10,7,6.79
Atalanta,Mario Pašalić,83,3,32,16,5,6.79
Udinese,Marco D'Alessandro,74,2,55,32,0,6.79
Sassuolo,Pol Lirola,79,6,36,41,2,6.79
Parma,Matteo Scozzarella,82,3,17,6,0,6.79
Chievoverona,Sergio Pellissier,75,1,4,6,4,6.78
Sampdoria,Karol Linetty,84,3,72,18,3,6.78
Fiorentina,Marco Benassi,77,1,30,16,7,6.78
Torino,Emiliano Moretti,86,0,30,2,0,6.78
Sassuolo,Federico Peluso,85,0,23,5,1,6.78
Roma,Juan Jesus,92,0,37,3,1,6.77
Genoa,Antonio Sanabria,71,0,6,9,3,6.77
Parma,Alberto Grassi,81,0,20,5,0,6.77
Udinese,Hidde ter Avest,73,1,26,4,0,6.77
Torino,Lorenzo De Silvestri,68,4,15,5,2,6.77
Atalanta,Arkadiusz Reca,77,0,2,2,0,6.77
Napoli,Vlad Chiricheş,94,0,2,2,0,6.77
Milan,Samu Castillejo,87,2,15,19,4,6.77
Roma,Davide Santon,87,1,14,14,0,6.76
Empoli,Matías Silvestre,84,0,31,1,2,6.76
Empoli,Jacob Rasmussen,88,1,18,3,0,6.76
Sampdoria,Emil Audero,71,0,4,0,0,6.76
Sassuolo,Andrea Consigli,70,0,0,0,0,6.76
Atalanta,Emiliano Rigoni,73,0,5,16,3,6.76
Cagliari,Charalampos Lykogiannis,68,1,14,4,0,6.76
Genoa,Daniel Bessa,84,3,59,16,1,6.76
Cagliari,Filip Bradarić,86,1,26,0,0,6.76
Spal,Johan Djourou,90,0,3,2,0,6.76
Sampdoria,Jacopo Sala,85,1,39,10,0,6.76
Napoli,David Ospina,74,0,1,1,0,6.76
Inter,João Miranda,89,0,11,1,0,6.76
Parma,Mattia Sprocati,73,0,10,5,1,6.76
Fiorentina,Kevin Mirallas,77,1,17,14,2,6.76
Udinese,Simone Scuffet,64,0,0,0,0,6.76
Udinese,Seko Fofana,85,4,26,54,2,6.75
Roma,Patrik Schick,75,0,11,9,3,6.75
Chievoverona,Luca Rossettini,85,0,26,0,0,6.75
Genoa,Andrei Radu,44,0,0,3,0,6.75
Milan,Andrea Conti,83,2,9,5,0,6.75
Bologna,Ádám Nagy,87,0,29,4,0,6.75
Cagliari,Lucas Castro,80,3,18,7,1,6.75
Atalanta,Pierluigi Gollini,66,0,2,0,0,6.75
Udinese,Molla Wagué,88,0,1,0,0,6.75
Spal,Alessandro Murgia,88,3,22,3,0,6.75
Udinese,Marvin Zeegelaar,86,0,30,16,0,6.75
Bologna,Blerim Džemaili,79,1,44,27,1,6.75
Frosinone,Nicolò Brighenti,78,0,27,1,0,6.75
Cagliari,Valter Birsa,82,2,19,17,2,6.74
Bologna,Ibrahima Mbaye,79,0,48,4,2,6.74
Parma,Alessandro Bastoni,81,0,25,5,1,6.74
Lazio,Patric,83,0,19,2,0,6.74
Sassuolo,Alfred Duncan,82,4,33,19,4,6.74
Inter,Antonio Candreva,83,0,1,6,1,6.74
Genoa,Ervin Zukanović,85,0,28,2,0,6.74
Frosinone,Marco Capuano,84,0,53,2,0,6.74
Bologna,Ladislav Krejčí,84,3,16,3,0,6.73
Empoli,Cristian Dell'Orco,87,1,19,3,1,6.73
Bologna,Andrea Poli,89,1,65,10,4,6.73
Udinese,Jens Stryger Larsen,80,4,43,11,1,6.73
Parma,Jonathan Biabiany,73,0,30,20,0,6.72
Cagliari,Fabio Pisacane,84,1,33,2,1,6.72
Bologna,Filip Helander,80,0,42,4,0,6.72
Frosinone,Edoardo Goldaniga,75,1,43,7,1,6.72
Lazio,Adam Marušić,84,1,32,22,1,6.72
Napoli,Elseid Hysaj,86,2,40,18,0,6.72
Genoa,Oscar Hiljemark,82,0,17,8,1,6.72
Chievoverona,Mariusz Stępiński,75,2,18,10,6,6.71
Cagliari,Ragnar Klavan,81,0,9,1,0,6.71
Chievoverona,Stefano Sorrentino,63,0,1,0,0,6.71
Sassuolo,Francesco Magnanelli,89,0,52,7,0,6.71
Atalanta,Musa Barrow,79,2,9,7,1,6.71
Bologna,Mattia Destro,55,1,3,1,4,6.71
Udinese,Sandro,79,1,45,7,0,6.70
Cagliari,Paolo Faragò,77,1,45,12,1,6.70
Spal,Mirco Antenucci,80,0,11,20,5,6.70
Frosinone,Joel Campbell,77,3,15,13,0,6.70
Genoa,Gianluca Lapadula,66,0,2,4,1,6.70
Udinese,Valon Behrami,82,0,65,5,1,6.70
Atalanta,Marco Tumminello,40,0,0,1,0,6.70
Frosinone,Cristian Molinaro,71,0,15,7,0,6.70
Frosinone,Luka Krajnc,81,0,10,3,0,6.70
Atalanta,Roberto Piccoli,45,0,2,0,0,6.70
Parma,Jacopo Dezi,90,0,1,1,0,6.70
Frosinone,Paolo Sammarco,79,0,16,5,1,6.70
Cagliari,Francesco Verde,50,0,1,0,0,6.70
Roma,Robin Olsen,71,0,0,0,0,6.70
Chievoverona,Federico Barba,81,0,30,3,0,6.69
Fiorentina,Vincent Laurini,80,0,13,11,0,6.69
Genoa,Davide Biraschi,68,0,58,46,0,6.69
Empoli,Antonino La Gumina,79,2,5,17,2,6.69
Spal,Alfred Gomis,68,0,0,0,0,6.69
Frosinone,Lorenzo Crisetig,86,0,14,1,0,6.69
Cagliari,Alberto Cerri,62,0,3,5,0,6.69
Sassuolo,Rogério,82,2,55,20,1,6.68
Milan,Patrick Cutrone,74,2,9,5,3,6.68
Sampdoria,Ronaldo Vieira,85,0,19,6,0,6.68
Chievoverona,Paweł Jaroszyński,72,0,29,9,0,6.68
Sassuolo,Giangiacomo Magnani,86,1,11,0,0,6.68
Sampdoria,Bartosz Bereszyński,84,2,46,23,0,6.68
Cagliari,Simone Padoin,82,2,34,8,0,6.68
Genoa,Lukas Lerager,75,0,34,4,1,6.68
Frosinone,Luca Paganini,76,0,25,4,2,6.68
Sassuolo,Mehdi Bourabia,84,0,51,33,1,6.68
Bologna,Arturo Calabresi,80,0,45,9,1,6.68
Frosinone,Danilo Soddimo,80,1,11,2,0,6.67
Empoli,Hamed Junior Traorè,79,2,67,43,2,6.67
Empoli,Ivan Provedel,69,0,0,0,0,6.67
Torino,Saša Lukić,88,0,21,8,2,6.67
Empoli,Salih Uçan,74,1,10,6,1,6.67
Juventus,Matheus Pereira,85,0,3,1,0,6.67
Parma,Francisco Sierralta,68,0,11,2,0,6.67
Parma,Luca Rigoni,80,1,44,7,2,6.67
Udinese,Darwin Machís,80,1,7,13,0,6.66
Fiorentina,Marko Pjaca,76,1,9,11,1,6.66
Empoli,Afriyie Acquah,82,0,27,27,2,6.66
Chievoverona,Fabio Depaoli,73,4,74,14,0,6.66
Frosinone,Rai Vloet,86,0,4,0,0,6.66
Milan,Diego Laxalt,78,0,26,7,0,6.66
Fiorentina,Bryan Dabo,80,1,10,6,1,6.66
Sassuolo,Alessandro Matri,77,0,2,4,2,6.66
Empoli,Manuel Pasqual,73,2,26,3,1,6.65
Sampdoria,Riccardo Saponara,69,4,12,15,2,6.65
Bologna,Federico Mattiello,77,1,33,9,1,6.65
Lazio,Silvio Proto,68,0,0,0,0,6.65
Empoli,Samuel Mráz,81,0,0,0,1,6.65
Torino,Vittorio Parigini,72,0,11,8,0,6.65
Chievoverona,Nicolas Frey,78,0,3,0,0,6.65
Chievoverona,Filip Đorđević,64,1,11,2,1,6.65
Roma,Rick Karsdorp,79,1,9,7,0,6.65
Empoli,Domenico Maietta,85,0,33,7,0,6.64
Empoli,Luca Antonelli,72,1,13,5,0,6.64
Juventus,Andrea Barzagli,91,0,1,0,0,6.64
Milan,José Mauri,89,0,8,5,0,6.64
Chievoverona,Sofian Kiyine,80,1,28,28,0,6.64
Atalanta,Matteo Pessina,86,1,3,0,0,6.64
Chievoverona,Assane Dioussé,81,0,24,7,0,6.64
Napoli,Sebastiano Luperto,90,0,8,1,0,6.63
Fiorentina,Christian Nørgaard,84,0,4,2,0,6.63
Frosinone,Federico Dionisi,71,0,3,1,1,6.63
Sassuolo,Filip Đuričić,83,1,17,18,2,6.63
Parma,Simone Iacoponi,73,0,62,12,0,6.63
Empoli,Leonardo Capezzi,85,0,14,6,0,6.63
Cagliari,Artur Ioniță,83,2,67,17,3,6.63
Parma,Antonino Barillà,73,2,64,14,3,6.63
Juventus,Leonardo Spinazzola,83,1,9,11,0,6.62
Atalanta,Etrit Berisha,69,0,0,0,0,6.62
Sampdoria,Jakub Jankto,83,0,7,1,0,6.62
Parma,Amato Ciciretti,73,0,1,7,0,6.62
Bologna,Godfred Donsah,84,0,3,5,0,6.62
Genoa,Pedro Pereira,76,0,20,14,0,6.62
Spal,Mattia Valoti,81,0,33,9,2,6.61
Sampdoria,Dawid Kownacki,79,1,2,4,1,6.60
Torino,Adem Ljajić,86,0,0,0,0,6.60
Roma,Ante Ćorić,80,0,0,0,0,6.60
Inter,Yann Karamoh,67,0,0,1,0,6.60
Sassuolo,Jens Odgaard,100,0,0,0,0,6.60
Frosinone,Marcello Trotta,73,0,7,1,0,6.60
Chievoverona,Ezequiel Schelotto,65,0,3,0,0,6.60
Roma,Žan Celar,0,0,0,1,0,6.60
Frosinone,Joaquín Ardaiz,40,0,0,1,0,6.60
Genoa,Nicola Dalmonte,84,0,2,0,0,6.60
Chievoverona,Boštjan Cesar,84,0,17,1,1,6.59
Genoa,Esteban Rolón,77,0,46,11,0,6.59
Empoli,Frédéric Veseli,86,0,34,5,0,6.59
Spal,Alberto Paloschi,76,0,13,1,2,6.59
Frosinone,Stipe Perica,67,0,5,1,0,6.59
Cagliari,Luca Pellegrini,71,2,29,12,0,6.58
Empoli,Levan Mchedlidze,76,1,1,1,0,6.58
Frosinone,Mirko Gori,77,0,16,2,0,6.58
Fiorentina,Edimilson Fernandes,86,0,36,20,2,6.58
Cagliari,Kiril Despodov,40,0,0,1,0,6.58
Sassuolo,Claud Adjapong,75,0,4,6,1,6.58
Bologna,Orji Okwonkwo,69,0,4,3,0,6.58
Udinese,Łukasz Teodorczyk,64,0,4,3,1,6.57
Bologna,Mattias Svanberg,77,3,22,9,0,6.57
Parma,Marcello Gazzola,65,0,8,4,1,6.57
Juventus,Hans Nicolussi Caviglia,96,0,2,0,0,6.57
Lazio,Bruno Jordão,84,0,3,5,0,6.57
Empoli,Joel Untersee,82,0,3,2,0,6.57
Empoli,Matteo Brighi,80,0,11,0,1,6.57
Cagliari,Cyril Théréau,76,0,1,2,0,6.56
Sassuolo,Enrico Brignola,83,0,2,1,1,6.56
Bologna,Simone Edera,82,0,4,7,0,6.56
Genoa,Nicolás Spolli,87,0,7,0,0,6.56
Chievoverona,Mehdi Léris,78,2,53,23,0,6.56
Bologna,Diego Falcinelli,84,1,8,8,0,6.56
Juventus,Martín Cáceres,91,0,11,0,0,6.55
Lazio,Bastos,86,0,22,10,1,6.55
Fiorentina,Riccardo Sottil,88,0,1,0,0,6.55
Udinese,Nicholas Opoku,86,0,16,4,0,6.55
Sampdoria,Marco Sau,91,0,4,6,1,6.54
Lazio,Jordan Lukaku,83,0,4,4,0,6.54
Genoa,Luca Mazzitelli,76,0,5,0,0,6.54
Roma,Nicolò Zaniolo,81,2,35,41,4,6.54
Frosinone,Raman Chibsah,83,0,46,52,1,6.53
Atalanta,Dejan Kulusevski,73,0,3,2,0,6.53
Sassuolo,Gianluca Pegolo,60,0,0,0,0,6.53
Bologna,Mitchell Dijks,76,0,30,32,1,6.53
Udinese,Emmanuel Badu,84,0,4,0,0,6.53
Chievoverona,Nenad Tomović,82,0,9,1,1,6.52
Udinese,Ben Wilmot,80,0,0,0,0,6.52
Cagliari,Daniele Dessena,76,0,2,0,0,6.52
Spal,Lorenco Šimić,82,0,7,0,0,6.52
Chievoverona,Nicola Rigoni,80,1,43,2,0,6.51
Cagliari,Alessandro Deiola,75,1,19,2,0,6.51
Chievoverona,Përparim Hetemaj,81,0,52,19,2,6.50
Udinese,Felipe Vizeu,71,0,0,0,0,6.50
Inter,Andrea Ranocchia,53,0,2,0,0,6.50
Parma,Nicolás Schiappacasse,71,0,0,2,0,6.50
Fiorentina,Dušan Vlahović,62,0,0,1,0,6.50
Spal,Marko Janković,85,0,3,2,0,6.50
Chievoverona,Angelo Ndrecka,84,0,1,0,0,6.50
