Team,Name,Blocked shots,Errors lead to goal,Clearances,Interceptions,Tackles,Rating
Chelsea,Eden Hazard,0,0,4,13,14,7.84
Liverpool,Mohamed Salah,0,0,4,5,21,7.44
Manchester City,Raheem Sterling,3,0,4,17,32,7.42
Liverpool,Virgil van Dijk,18,1,199,40,38,7.41
Tottenham,Georges-Kévin N'Koudou,0,0,0,0,0,7.40
Wolverhampton,John Ruddy,0,0,0,0,0,7.40
Manchester City,Sergio Agüero,1,0,3,9,17,7.39
Liverpool,Trent Alexander-Arnold,3,0,62,35,61,7.38
Leicester City,James Maddison,4,0,5,12,48,7.36
Liverpool,Sadio Mané,4,0,8,15,35,7.36
Bournemouth,Ryan Fraser,6,0,19,22,19,7.35
Manchester City,Kevin De Bruyne,1,0,2,3,22,7.34
Everton,Lucas Digne,9,0,94,60,72,7.33
Chelsea,Willian,1,1,11,13,35,7.33
Manchester City,David Silva,1,0,13,22,30,7.32
Manchester City,Riyad Mahrez,1,0,2,9,14,7.30
Tottenham,Harry Kane,6,0,14,1,9,7.29
Chelsea,David Luiz,18,1,144,35,41,7.27
Tottenham,Paulo Gazzaniga,0,0,3,0,0,7.27
Leicester City,Youri Tielemans,2,0,11,5,17,7.25
Manchester City,İlkay Gündoğan,3,0,18,28,19,7.25
Everton,Gylfi Sigurðsson,4,0,23,28,55,7.24
Tottenham,Kieran Trippier,5,2,61,23,67,7.23
Tottenham,Christian Eriksen,3,0,7,15,41,7.22
Liverpool,Joël Matip,7,0,76,31,39,7.22
Chelsea,Pedro,2,0,8,18,27,7.22
Crystal Palace,Luka Milivojević,15,1,66,73,89,7.22
Manchester City,Nicolás Otamendi,4,1,55,29,24,7.21
Manchester United,Paul Pogba,9,0,36,18,47,7.21
Chelsea,Willy Caballero,0,0,2,0,0,7.20
Fulham,Fabri,0,1,3,0,1,7.20
Huddersfield Town,Philip Billing,16,0,40,53,74,7.19
Manchester City,Aymeric Laporte,9,0,95,39,42,7.19
Manchester City,Fernandinho,4,0,69,41,57,7.19
Manchester City,Leroy Sané,2,0,2,8,24,7.17
Liverpool,James Milner,5,0,22,18,43,7.17
Manchester City,Benjamin Mendy,4,0,16,10,16,7.16
Liverpool,Andrew Robertson,6,0,47,30,80,7.15
Wolverhampton,Raúl Jiménez,3,0,39,26,30,7.15
Manchester City,Vincent Kompany,8,0,55,16,16,7.15
Manchester City,Bernardo Silva,3,0,24,25,52,7.14
Newcastle United,Fabian Schär,16,0,137,67,60,7.14
Arsenal,Alexandre Lacazette,1,0,29,15,35,7.13
Manchester City,Danilo,0,0,20,15,20,7.13
Chelsea,César Azpilicueta,16,0,75,43,105,7.13
Manchester City,Oleksandr Zinchenko,3,1,16,20,34,7.12
Tottenham,Hugo Lloris,0,1,32,0,1,7.12
Tottenham,Kyle Walker-Peters,1,0,4,4,7,7.12
Wolverhampton,João Moutinho,11,0,40,40,113,7.11
Liverpool,Dejan Lovren,7,0,51,11,15,7.11
Arsenal,Pierre-Emerick Aubameyang,0,0,18,8,21,7.11
Arsenal,Petr Čech,0,0,7,0,1,7.10
Tottenham,Toby Alderweireld,22,0,167,24,37,7.10
Newcastle United,Jonjo Shelvey,3,0,13,7,22,7.10
Southampton,Steven Davis,0,0,5,1,2,7.10
Liverpool,Roberto Firmino,1,0,15,6,29,7.09
Everton,Idrissa Gueye,8,0,44,75,142,7.09
Manchester City,John Stones,9,0,60,14,16,7.09
West Ham United,Felipe Anderson,0,0,12,41,89,7.09
Arsenal,Granit Xhaka,9,2,54,36,52,7.08
Manchester City,Kyle Walker,5,0,50,36,40,7.08
Newcastle United,Matt Ritchie,11,0,61,51,70,7.07
Arsenal,Laurent Koscielny,15,0,70,30,19,7.07
Brighton Hove Albion,Shane Duffy,47,0,243,36,35,7.07
Chelsea,Marcos Alonso,2,0,86,39,74,7.06
Tottenham,Heung-Min Son,2,0,4,8,23,7.05
Leicester City,Jamie Vardy,1,0,27,6,14,7.05
Bournemouth,Mark Travers,0,0,2,0,0,7.05
Leicester City,Harry Maguire,18,1,152,37,31,7.05
Bournemouth,Callum Wilson,4,0,15,4,9,7.04
Burnley,James Tarkowski,56,1,235,42,71,7.04
Chelsea,Jorginho,7,0,35,63,76,7.04
Leicester City,Wilfred Ndidi,9,0,80,83,143,7.04
Southampton,Danny Ings,2,0,7,5,30,7.03
Fulham,Aleksandar Mitrović,8,0,53,6,19,7.03
Tottenham,Dele Alli,5,0,17,19,33,7.03
Crystal Palace,Aaron Wan-Bissaka,16,0,129,84,129,7.03
Watford,Étienne Capoue,13,0,91,86,90,7.02
Newcastle United,Ciaran Clark,7,0,57,12,20,7.02
Cardiff City,Sol Bamba,32,3,175,81,74,7.02
Arsenal,Henrikh Mkhitaryan,2,0,11,16,28,7.02
West Ham United,Marko Arnautović,2,0,6,3,9,7.01
Watford,Gerard Deulofeu,0,0,3,14,11,7.01
Brighton Hove Albion,Pascal Groß,8,0,22,13,28,7.01
Newcastle United,Salomón Rondón,3,0,38,5,8,7.01
Everton,Michael Keane,22,1,183,42,42,7.01
Watford,Troy Deeney,4,0,28,6,24,7.00
Crystal Palace,Andros Townsend,5,0,16,38,62,7.00
Manchester United,Anthony Martial,0,0,8,3,9,7.00
Manchester United,Ashley Young,10,0,58,55,52,7.00
Tottenham,Michel Vorm,0,0,2,0,0,7.00
Newcastle United,Florian Lejeune,5,0,44,21,25,7.00
Arsenal,Mesut Özil,2,0,4,4,12,7.00
Tottenham,Jan Vertonghen,11,0,72,32,38,7.00
Liverpool,Alisson,0,3,31,1,2,6.99
Wolverhampton,Romain Saïss,12,0,58,26,39,6.99
Manchester United,Phil Jones,11,0,62,23,19,6.99
West Ham United,Issa Diop,36,1,156,64,68,6.99
Bournemouth,Steve Cook,21,0,198,50,36,6.99
Arsenal,Nacho Monreal,10,0,54,31,35,6.99
Newcastle United,Miguel Almirón,1,0,4,8,20,6.98
Burnley,Ashley Westwood,9,0,40,46,59,6.98
Southampton,Jannik Vestergaard,20,1,171,35,53,6.98
Wolverhampton,Willy Boly,32,0,172,72,85,6.98
Wolverhampton,Matt Doherty,7,0,84,60,67,6.98
Fulham,Ryan Babel,0,0,10,6,8,6.98
Crystal Palace,Wilfried Zaha,0,0,1,10,39,6.97
Manchester United,Marcus Rashford,0,0,24,3,24,6.97
Arsenal,Shkodran Mustafi,17,1,161,58,62,6.97
Chelsea,Antonio Rüdiger,8,0,95,32,34,6.97
Southampton,Matt Targett,3,0,31,27,27,6.97
Bournemouth,Joshua King,5,0,13,7,30,6.97
Watford,José Holebas,8,0,80,21,69,6.96
Manchester United,Ander Herrera,6,0,21,37,54,6.96
Huddersfield Town,Aaron Mooy,7,0,21,15,62,6.96
Liverpool,Joe Gomez,5,0,39,14,17,6.96
Newcastle United,Jamaal Lascelles,28,2,213,39,32,6.96
Leicester City,Ricardo Pereira,6,0,106,60,118,6.95
Liverpool,Xherdan Shaqiri,1,0,6,6,14,6.95
