Team,Name,Goal conversion percentage,Total shots,Successful dribbles,Big chances missed,Goals,Rating
Atalanta,Alejandro Gómez,8,83,76,7,7,7.85
Parma,Pierluigi Frattali,0,0,0,0,0,7.70
Juventus,Cristiano Ronaldo,16,132,45,16,21,7.66
Milan,Suso,11,65,66,2,7,7.61
Udinese,Rodrigo De Paul,12,73,81,6,9,7.57
Atalanta,Josip Iličić,17,72,78,10,12,7.47
Napoli,Lorenzo Insigne,11,87,26,10,10,7.44
Sampdoria,Fabio Quagliarella,23,113,18,15,26,7.38
Milan,Hakan Çalhanoğlu,5,66,31,4,3,7.37
Inter,Cédric Soares,0,3,0,0,0,7.37
Napoli,Dries Mertens,23,70,18,9,16,7.37
Napoli,Fabián Ruiz,16,31,36,2,5,7.36
Lazio,Luis Alberto,11,37,24,3,4,7.34
Atalanta,Duván Zapata,27,86,40,12,23,7.32
Inter,Marcelo Brozović,12,17,22,0,2,7.30
Cagliari,Leonardo Pavoletti,22,72,9,7,16,7.28
Juventus,Paulo Dybala,11,46,50,1,5,7.26
Roma,Edin Džeko,9,104,34,13,9,7.25
Napoli,Arkadiusz Milik,18,97,8,14,17,7.24
Roma,Stephan El Shaarawy,22,51,44,6,11,7.24
Roma,Aleksandar Kolarov,22,36,30,1,8,7.24
Juventus,Miralem Pjanić,13,15,11,0,2,7.24
Juventus,Mario Mandžukić,32,28,5,5,9,7.23
Bologna,Erick Pulgar,32,19,12,0,6,7.22
Roma,Antonio Mirante,0,0,1,0,0,7.22
Inter,Ivan Perišić,12,69,23,8,8,7.21
Napoli,José Callejón,6,47,15,7,3,7.20
Inter,Šime Vrsaljko,0,2,2,0,0,7.20
Chievoverona,Adrian Šemper,0,0,0,0,0,7.20
Milan,Krzysztof Piątek,22,98,16,9,22,7.20
Frosinone,Camillo Ciano,12,57,18,2,7,7.19
Napoli,Faouzi Ghoulam,14,7,1,1,1,7.18
Torino,Armando Izzo,21,19,9,2,4,7.18
Torino,Andrea Belotti,16,95,36,14,15,7.16
Fiorentina,Jordan Veretout,17,29,21,1,5,7.16
Napoli,Kalidou Koulibaly,12,17,11,4,2,7.15
Torino,Cristian Ansaldi,8,36,53,0,3,7.15
Sampdoria,Rafael,0,0,0,0,0,7.15
Torino,Iago Falque,14,44,18,7,6,7.15
Fiorentina,Cristiano Biraghi,5,22,15,1,1,7.14
Milan,Cristián Zapata,0,2,2,0,0,7.14
Juventus,Alex Sandro,5,20,29,3,1,7.14
Sassuolo,Domenico Berardi,10,82,46,6,8,7.13
Roma,Lorenzo Pellegrini,6,33,27,3,2,7.13
Atalanta,Robin Gosens,13,23,20,1,3,7.13
Lazio,Ciro Immobile,16,91,31,18,15,7.13
Inter,Matteo Politano,10,52,47,5,5,7.13
Genoa,Domenico Criscito,10,21,21,0,2,7.13
Sassuolo,Stefano Sensi,10,21,19,1,2,7.13
Juventus,João Cancelo,5,19,61,2,1,7.12
Lazio,Danilo Cataldi,22,9,6,0,2,7.12
Empoli,Bartłomiej Drągowski,0,0,0,0,0,7.12
Juventus,Emre Can,14,28,26,0,4,7.12
Cagliari,Darijo Srna,0,6,11,1,0,7.12
Lazio,Francesco Acerbi,20,15,9,4,3,7.11
Milan,Gonzalo Higuaín,17,35,20,4,6,7.11
Napoli,Piotr Zieliński,10,62,36,8,6,7.11
Juventus,Giorgio Chiellini,9,11,4,1,1,7.10
Juventus,Medhi Benatia,0,3,2,0,0,7.10
Sassuolo,Merih Demiral,29,7,4,0,2,7.10
Spal,Jasmin Kurtić,13,46,24,2,6,7.10
Fiorentina,Germán Pezzella,9,23,4,0,2,7.09
Atalanta,Remo Freuler,9,23,26,3,2,7.08
Inter,Roberto Gagliardini,23,22,5,2,5,7.08
Roma,Steven N'Zonzi,7,15,13,3,1,7.08
Milan,Alessio Romagnoli,20,10,1,0,2,7.08
Empoli,Ismaël Bennacer,0,15,66,0,0,7.08
Inter,Stefan de Vrij,13,16,4,3,2,7.07
Inter,Milan Škriniar,0,10,7,3,0,7.07
Lazio,Joaquín Correa,9,55,70,12,5,7.06
Roma,Diego Perotti,42,12,18,2,5,7.05
Roma,Federico Fazio,18,28,14,4,5,7.05
Spal,Vanja Milinković-Savić,0,0,0,0,0,7.05
Napoli,Allan,7,14,41,0,1,7.05
Juventus,Leonardo Bonucci,25,12,3,0,3,7.05
Atalanta,Rafael Tolói,5,22,9,1,1,7.05
Napoli,Raúl Albiol,50,2,1,0,1,7.05
Udinese,Stefano Okaka,40,15,26,0,6,7.04
Cagliari,Alessio Cragno,0,0,0,0,0,7.04
Milan,Gianluigi Donnarumma,0,0,0,0,0,7.04
Inter,Mauro Icardi,18,61,9,16,11,7.04
Fiorentina,Pietro Terracciano,0,0,0,0,0,7.04
Milan,Giacomo Bonaventura,15,20,10,4,3,7.04
Roma,Alessandro Florenzi,12,26,8,2,3,7.03
Roma,Daniele De Rossi,25,4,2,1,1,7.03
Inter,Kwadwo Asamoah,0,6,40,0,0,7.03
Torino,Nicolas N'Koulou,33,6,6,1,2,7.03
Roma,Konstantinos Manolas,9,11,3,1,1,7.03
Inter,Radja Nainggolan,13,48,27,1,6,7.02
Juventus,Mattia De Sciglio,0,3,8,0,0,7.02
Juventus,Juan Cuadrado,8,13,19,2,1,7.02
Milan,Ricardo Rodríguez,0,21,12,0,0,7.01
Sampdoria,Gianluca Caprari,26,23,18,0,6,7.01
Bologna,Federico Santander,14,57,3,7,8,7.01
Fiorentina,Nikola Milenković,11,28,11,2,3,7.01
Torino,Daniele Baselli,13,31,23,0,4,7.01
Lazio,Lucas Leiva,0,11,10,0,0,7.01
Sampdoria,Dennis Praet,8,25,37,2,2,7.00
Fiorentina,Federico Chiesa,6,95,79,7,6,7.00
Roma,Kevin Strootman,0,0,0,0,0,7.00
Juventus,Paolo Gozzi Iweru,0,0,1,0,0,7.00
Fiorentina,Tofol Montiel,0,1,0,0,0,7.00
Genoa,Christian Kouamé,6,69,43,5,4,6.99
Sampdoria,Lorenzo Tonelli,14,7,6,0,1,6.99
Empoli,Rade Krunić,13,40,47,3,5,6.99
Roma,Iván Marcano,0,3,3,0,0,6.99
Chievoverona,Mattia Bani,0,10,1,1,0,6.99
Atalanta,Marten de Roon,10,20,8,0,2,6.99
Bologna,Riccardo Orsolini,16,51,31,3,8,6.99
Udinese,Juan Musso,0,0,0,0,0,6.98
Juventus,Federico Bernardeschi,6,36,21,1,2,6.98
Bologna,Lyanco,14,7,10,0,1,6.98
Cagliari,Luca Cigarini,0,14,10,0,0,6.98
Torino,Salvatore Sirigu,0,0,2,0,0,6.98
Napoli,Nikola Maksimović,0,2,4,0,0,6.98
Sassuolo,Manuel Locatelli,9,22,21,0,2,6.98
Fiorentina,Vitor Hugo,0,11,2,1,0,6.97
Lazio,Luiz Felipe,14,7,3,0,1,6.97
Napoli,Kévin Malcuit,0,11,34,0,0,6.97
Napoli,Orestis Karnezis,0,0,0,0,0,6.97
Inter,Lautaro Martínez,12,50,13,7,6,6.97
Parma,Luigi Sepe,0,0,0,0,0,6.96
Milan,Franck Kessié,16,44,45,7,7,6.96
Lazio,Sergej Milinković-Savić,9,57,34,6,5,6.96
Sassuolo,Marlon,17,6,4,1,1,6.96
Juventus,Wojciech Szczęsny,0,0,0,0,0,6.96
Juventus,Sami Khedira,15,13,0,3,2,6.96
Sampdoria,Nicola Murru,0,8,16,0,0,6.96
Parma,Gervinho,35,31,64,2,11,6.96
Spal,Manuel Lazzari,0,21,65,0,0,6.96
Sampdoria,Joachim Andersen,0,11,15,1,0,6.96
Parma,Riccardo Gagliolo,0,13,5,1,0,6.96
Inter,Dalbert,0,3,3,0,0,6.95
Sassuolo,Kevin-Prince Boateng,16,25,0,3,4,6.95
Atalanta,José Luis Palomino,20,5,6,1,1,6.95
Inter,Samir Handanovič,0,0,0,0,0,6.95
Juventus,Blaise Matuidi,19,16,20,1,3,6.95
Sassuolo,Gianmarco Ferrari,21,19,4,2,4,6.95
Parma,José Machín,0,1,3,0,0,6.95
Torino,Koffi Djidji,0,1,15,0,0,6.95
Napoli,Marek Hamšík,0,13,6,0,0,6.95
Empoli,Francesco Caputo,23,70,12,16,16,6.94
Sampdoria,Grégoire Defrel,29,38,28,9,11,6.94
Genoa,Cristian Romero,12,17,15,2,2,6.94
Spal,Pasquale Schiattarella,0,10,10,0,0,6.94
Inter,Keita Baldé,23,22,20,5,5,6.93
Lazio,Senad Lulić,18,22,41,0,4,6.93
Spal,Andrea Petagna,24,66,30,10,16,6.93
Torino,Gleison Bremer,0,1,1,0,0,6.93
Frosinone,Raffaele Maiello,0,8,20,0,0,6.93
Atalanta,Berat Djimsiti,10,10,5,0,1,6.93
Bologna,Danilo,11,9,3,1,1,6.93
Roma,Cengiz Ünder,10,30,22,2,3,6.93
Bologna,Nicola Sansone,11,19,12,0,2,6.93
Spal,Mirko Valdifiori,0,6,2,0,0,6.93
Napoli,Amin Younes,27,11,18,2,3,6.93
Juventus,Daniele Rugani,25,8,0,2,2,6.92
Lazio,Thomas Strakosha,0,0,1,0,0,6.92
Fiorentina,Luis Muriel,18,34,31,3,6,6.92
Lazio,Marco Parolo,9,46,3,3,4,6.92
Roma,Javier Pastore,20,15,15,5,3,6.91
Atalanta,Gianluca Mancini,15,34,11,5,5,6.91
Milan,Mateo Musacchio,13,8,3,2,1,6.91
Sampdoria,Manolo Gabbiadini,24,17,6,1,4,6.91
Bologna,Rodrigo Palacio,8,38,49,7,3,6.91
Udinese,Samir,22,9,8,0,2,6.91
Milan,Lucas Biglia,25,4,3,0,1,6.91
Frosinone,Marco Sportiello,0,0,0,0,0,6.91
Napoli,Mário Rui,6,16,11,0,1,6.91
Inter,Danilo D'Ambrosio,17,12,13,1,2,6.90
Lazio,Rômulo,8,13,30,2,1,6.90
Parma,Leo Štulac,0,17,8,0,0,6.90
Chievoverona,Riccardo Meggiorini,11,27,6,4,3,6.90
Sampdoria,Albin Ekdal,0,9,35,2,0,6.90
Sampdoria,Omar Colley,0,6,5,1,0,6.90
Milan,Tiemoué Bakayoko,7,15,62,3,1,6.89
Lazio,Milan Badelj,10,10,29,0,1,6.89
Empoli,Diego Farias,17,42,17,11,7,6.89
Fiorentina,Valentin Eysseric,0,4,1,0,0,6.89
Udinese,Sebastien De Maio,8,13,4,1,1,6.89
Genoa,Goran Pandev,24,17,16,3,4,6.88
Genoa,Ivan Radovanović,0,33,13,0,0,6.88
Juventus,Douglas Costa,6,16,30,0,1,6.88
Cagliari,Nicolò Barella,3,39,42,1,1,6.88
Parma,Bruno Alves,36,11,3,0,4,6.88
Chievoverona,Emanuele Giaccherini,10,29,26,1,3,6.88
Atalanta,Hans Hateboer,21,24,14,5,5,6.88
Torino,Álex Berenguer,11,18,33,0,2,6.88
Atalanta,Timothy Castagne,31,13,20,4,4,6.88
Milan,Davide Calabria,14,7,12,0,1,6.87
Lazio,Felipe Caicedo,27,30,16,6,8,6.87
Udinese,Bram Nuytinck,0,5,2,0,0,6.87
Frosinone,Andrea Beghetto,0,16,7,1,0,6.87
Parma,Roberto Inglese,23,39,21,7,9,6.87
Juventus,Rodrigo Bentancur,17,12,18,1,2,6.87
Spal,Thiago Cionek,0,13,4,1,0,6.87
Udinese,Ignacio Pussetto,9,46,47,6,4,6.87
Cagliari,Luca Ceppitelli,8,12,3,3,1,6.86
Inter,João Mário,10,10,23,1,1,6.86
Udinese,Rolando Mandragora,8,39,4,0,3,6.86
