Team,Name,Key passes,Accurate passes percentage,Accurate passes,Assists,Big chances created,Rating
Sevilla,Munir El Haddadi,14,75,281,2,2,6.90
Rayo Vallecano,Emiliano Velazquez,7,70,351,2,1,6.89
Villarreal,Karl Toko Ekambi,26,75,374,1,3,6.89
Girona,Marc Muniesa,6,81,617,0,0,6.89
Athletic Bilbao,Beñat Etxebarria,32,85,991,2,4,6.89
Celta Vigo,Hugo Mallo,32,75,1112,4,5,6.89
Leganes,Unai Bustinza,10,71,618,1,0,6.89
Real Sociedad,Asier Illarramendi,11,85,1051,1,3,6.89
Deportivo Alaves,Fernando Pacheco,3,52,501,0,0,6.88
Getafe,Damián Suárez,62,65,860,3,3,6.88
Huesca,Roberto Santamaria,1,50,273,0,0,6.88
Leganes,Óscar Rodríguez,48,75,716,3,7,6.88
Real Madrid,Mariano Díaz,5,75,69,0,2,6.88
Villarreal,Daniele Bonera,0,90,84,0,0,6.88
Real Betis,Sidnei,2,90,1113,0,0,6.87
Villarreal,Ramiro Funes Mori,6,81,982,1,0,6.87
Barcelona,Samuel Umtiti,1,94,839,1,1,6.87
Real Sociedad,Diego Llorente,2,85,931,0,0,6.87
Sevilla,Quincy Promes,30,79,597,3,7,6.87
Athletic Bilbao,Yeray Álvarez,2,80,1028,0,0,6.87
Athletic Bilbao,Iker Muniain,29,86,1020,4,5,6.87
Huesca,Cucho Hernández,32,70,381,3,7,6.86
Espanyol,Léo Baptistão,18,73,271,1,1,6.86
Athletic Bilbao,Ibai Gómez,39,75,537,4,3,6.86
Atletico Madrid,Juanfran,20,82,633,2,6,6.86
Eibar,Iván Ramis,1,79,642,0,0,6.86
Leganes,Juanfran,23,73,332,1,1,6.86
Atletico Madrid,Thomas Lemar,40,85,799,3,3,6.85
Sevilla,Daniel Carriço,5,80,798,1,1,6.85
Rayo Vallecano,Abdoulaye Ba,2,82,864,0,0,6.85
Eibar,Papakouli Diop,10,73,826,1,1,6.85
Barcelona,Malcom,13,87,265,2,1,6.85
Espanyol,Diego López,1,66,704,0,0,6.85
Rayo Vallecano,Mario Suárez,10,79,458,0,1,6.85
Girona,Raúl García,6,71,303,1,0,6.85
Levante,Roger,16,69,241,0,1,6.85
Real Valladolid,Sergi Guardiola,9,65,233,1,3,6.84
Real Madrid,Lucas Vázquez,30,84,736,3,8,6.84
Valencia,Denis Cheryshev,37,69,418,2,11,6.84
Deportivo Alaves,Víctor Laguardia,7,70,893,2,3,6.84
Celta Vigo,Ryad Boudebouz,27,85,564,2,7,6.84
Real Madrid,Isco,27,89,822,2,4,6.83
Real Sociedad,Kevin Rodrigues,6,75,135,0,0,6.83
Rayo Vallecano,Álvaro Medrán,29,83,604,0,0,6.83
Huesca,Martín Mantovani,0,80,180,0,0,6.83
Barcelona,Nélson Semedo,4,91,981,0,0,6.83
Real Sociedad,Héctor Moreno,4,86,1023,0,1,6.83
Real Sociedad,Mikel Oyarzabal,47,74,683,2,7,6.83
Real Madrid,Álvaro Odriozola,18,91,538,2,7,6.83
Sevilla,Joris Gnagnon,2,90,233,0,0,6.83
Girona,Aleix García,29,85,912,1,1,6.83
Barcelona,Arthur,14,94,1197,1,3,6.83
Villarreal,Pablo Fornals,45,78,883,3,10,6.83
Villarreal,Jaume Costa,8,82,641,0,1,6.83
Espanyol,Óscar Melendo,34,85,740,5,6,6.83
Huesca,Javi Galán,17,65,258,2,4,6.83
Real Valladolid,Kiko Olivas,4,88,1188,0,0,6.82
Real Valladolid,Fernando Calero,5,84,1212,0,1,6.82
Levante,Ruben Rochina,30,73,685,5,11,6.82
Leganes,Rodrigo Tarin,1,77,360,0,0,6.82
Leganes,Martin Braithwaite,14,73,176,5,2,6.82
Eibar,Anaitz Arbilla,4,75,840,2,2,6.82
Real Valladolid,Oscar Plano,31,77,592,4,5,6.82
Deportivo Alaves,Tomás Pina,23,83,873,0,1,6.82
Huesca,Álex Gallar,29,75,304,1,5,6.82
Leganes,Diego Reyes,1,83,139,0,0,6.82
Huesca,Moi Gómez,51,83,1176,7,5,6.82
Espanyol,Didac Vila,20,73,813,2,5,6.81
Leganes,Rubén Pérez,14,80,1080,0,2,6.81
Real Sociedad,Joseba Zaldúa,14,77,696,2,2,6.81
Atletico Madrid,Stefan Savić,3,82,444,2,1,6.81
Espanyol,Sergio García,27,69,301,1,3,6.81
Sevilla,Sergio Escudero,12,81,603,1,3,6.81
Real Valladolid,Jordi Masip,1,44,437,0,0,6.81
Real Madrid,Thibaut Courtois,0,72,487,0,0,6.80
Getafe,Ángel Rodríguez,20,67,211,3,7,6.80
Barcelona,Rafinha Alcántara,2,89,129,0,0,6.80
Barcelona,Denis Suárez,1,73,11,0,0,6.80
Barcelona,Jeison Murillo,0,93,132,0,0,6.80
Villarreal,Nicola Sansone,1,85,11,1,0,6.80
Sevilla,Maximilian Wöber,5,81,211,0,1,6.80
Levante,José Luis Morales,45,71,494,5,10,6.80
Girona,Juanpe,5,82,1262,0,0,6.80
Girona,David Timor,0,85,74,0,0,6.80
Real Sociedad,Martín Zubimendi,1,25,1,0,1,6.80
Valencia,Mouctar Diakhaby,0,85,592,0,0,6.80
Huesca,Cristian Rivera,12,79,542,0,0,6.80
Celta Vigo,David Juncà,16,83,693,3,0,6.80
Celta Vigo,David Costas,0,88,601,0,0,6.79
Huesca,Jorge Pulido,12,75,694,3,1,6.79
Real Sociedad,Mikel Merino,13,80,867,3,4,6.79
Celta Vigo,Gustavo Cabral,5,87,791,0,0,6.79
Real Madrid,Nacho Fernández,6,90,889,1,1,6.79
Real Betis,Pau López,0,79,847,0,0,6.78
Real Sociedad,Igor Zubeldia,8,86,1030,1,2,6.78
Leganes,Vasyl Kravets,6,76,125,0,2,6.78
Getafe,Djené,5,72,700,0,0,6.78
Real Sociedad,Gerónimo Rulli,1,69,677,0,0,6.78
Rayo Vallecano,Gorka Elustondo,3,81,115,0,0,6.78
Deportivo Alaves,Rubén Duarte,26,67,618,0,1,6.78
Real Madrid,Federico Valverde,10,86,322,0,0,6.78
Villarreal,Santiago Cáseres,15,91,783,1,2,6.78
Villarreal,Miguel Layún,12,80,159,1,2,6.78
Huesca,David Ferreiro,51,76,560,3,8,6.78
Real Sociedad,Robin Le Normand,2,88,194,1,1,6.78
Celta Vigo,Sofiane Boufal,40,80,641,3,3,6.77
Valencia,Ferrán Torres,16,78,227,1,2,6.77
Leganes,Allan Nyom,27,76,371,1,3,6.77
Sevilla,Gabriel Mercado,2,82,610,1,1,6.77
Sevilla,Luis Muriel,3,77,36,1,0,6.77
Real Sociedad,Sandro Ramírez,19,78,267,0,0,6.77
Real Valladolid,Enes Ünal,19,69,364,3,2,6.77
Espanyol,Javi López,17,78,664,0,0,6.77
Real Betis,Andrés Guardado,31,89,1415,4,8,6.76
Celta Vigo,Pione Sisto,13,86,366,1,2,6.76
Valencia,Kévin Gameiro,25,77,325,1,6,6.76
Espanyol,Óscar Duarte,2,87,290,0,0,6.76
Rayo Vallecano,Luis Advíncula,17,82,772,3,6,6.76
Athletic Bilbao,Markel Susaeta,36,83,434,2,5,6.76
Villarreal,Samuel Chukwueze,22,73,370,2,2,6.76
Barcelona,Carles Aleñá,9,92,528,0,1,6.76
Eibar,Paulo Oliveira,1,69,694,0,0,6.76
Real Betis,Loren Moron,11,75,254,0,3,6.76
Sevilla,Franco Vázquez,30,79,847,4,8,6.76
Real Sociedad,Theo Hernández,18,83,753,2,2,6.75
Girona,Portu,34,74,461,2,8,6.75
Levante,Chema,3,74,274,0,2,6.75
Athletic Bilbao,Dani García,4,83,1156,0,0,6.75
Espanyol,Lei Wu,10,74,147,1,2,6.75
Levante,Sanjin Prcić,1,83,234,0,0,6.75
Eibar,Sergio Álvarez,2,79,395,0,0,6.75
Sevilla,Tomáš Vaclík,0,52,423,0,0,6.75
Eibar,Kike,14,70,277,0,2,6.75
Valencia,Cristiano Piccini,5,78,605,0,0,6.75
Leganes,Iván Cuéllar,0,52,509,0,0,6.75
Sevilla,Roque Mesa,21,87,799,2,3,6.75
Levante,Róber Pier,8,82,893,0,1,6.75
Real Betis,Francis Guerrero,14,81,638,1,2,6.75
Valencia,Carlos Soler,35,79,717,6,8,6.75
Getafe,Nemanja Maksimović,12,76,581,0,0,6.74
Villarreal,Carlos Bacca,23,68,184,1,2,6.74
Real Sociedad,Juanmi,10,80,288,2,3,6.74
Valencia,Facundo Roncaglia,2,83,667,0,0,6.74
Huesca,Xabier Etxeita,3,75,663,0,1,6.74
Villarreal,Alfonso Pedraza,25,76,538,3,6,6.74
Sevilla,Ibrahim Amadou,3,86,302,0,0,6.74
Espanyol,Pablo Piatti,13,75,175,0,3,6.74
Deportivo Alaves,Rodrigo Ely,2,71,114,0,0,6.74
Villarreal,Mario Gaspar,16,77,813,2,3,6.74
Real Sociedad,David Zurutuza,10,81,487,0,1,6.73
Real Valladolid,Moises Delgado,3,68,50,0,0,6.73
Real Valladolid,Joaquin Fernandez,1,78,241,0,0,6.73
Leganes,Recio,7,85,551,0,0,6.73
Villarreal,Manu Trigueros,19,87,852,0,5,6.73
Sevilla,Aleix Vidal,15,76,191,0,1,6.73
Eibar,Marc Cucurella,33,79,668,2,5,6.73
Getafe,Ignasi Miquel,0,55,50,0,0,6.73
Real Valladolid,Toni Villa,24,78,430,2,4,6.72
Rayo Vallecano,Giannelli Imbula,22,91,647,1,0,6.72
Getafe,Bruno González,3,71,354,1,0,6.72
Levante,Sergio Postigo,4,78,383,1,1,6.72
Espanyol,Adrià Pedrosa,8,82,186,0,2,6.72
Getafe,Hugo Duro,2,66,39,0,1,6.72
Real Sociedad,Aihen Muñoz,7,74,294,0,0,6.72
Rayo Vallecano,Alejandro Gálvez,4,81,558,0,1,6.72
Levante,Borja Mayoral,20,81,312,2,4,6.71
Real Valladolid,Daniele Verde,12,79,184,0,2,6.71
Real Sociedad,Jon Bautista,4,62,84,0,1,6.71
Sevilla,Guilherme Arana,1,85,186,0,0,6.71
Eibar,Gonzalo Escalante,9,78,591,1,1,6.71
Eibar,Pedro León,5,57,69,0,0,6.71
Deportivo Alaves,Takashi Inui,7,80,278,0,2,6.71
Rayo Vallecano,Oscar Trejo,29,78,659,4,6,6.71
Deportivo Alaves,Mubarak Wakaso,8,77,491,1,0,6.71
Sevilla,Marko Rog,4,86,178,0,0,6.70
Levante,Emmanuel Boateng,2,65,66,0,0,6.70
Barcelona,Abel Ruíz,1,80,8,0,0,6.70
Getafe,Mauro Arambarri,18,69,513,2,2,6.70
Celta Vigo,Rubén Blanco,2,60,421,0,0,6.70
Real Valladolid,Hacen,0,0,0,0,0,6.70
Real Valladolid,Javi Moyano,10,74,529,0,0,6.70
Real Valladolid,Waldo Rubio Marin,6,69,90,0,0,6.70
Huesca,Lluis Sastre,1,80,71,0,0,6.70
Levante,Francisco De La Manzanara,0,90,60,0,0,6.70
Girona,Pedro Porro,26,71,610,4,4,6.69
Rayo Vallecano,Stole Dimitrievski,0,58,306,0,0,6.69
Girona,Aday Benítez,13,81,177,2,3,6.69
Rayo Vallecano,Bebé,23,69,283,1,4,6.69
Getafe,Samu Sáiz,3,70,93,0,0,6.69
Celta Vigo,Stanislav Lobotka,18,89,1253,1,0,6.69
Huesca,Juanpi Añor,9,76,164,2,1,6.69
Deportivo Alaves,Manu García,12,74,693,1,0,6.69
Levante,Coke,13,75,558,0,2,6.69
Rayo Vallecano,Alex Moreno,34,76,839,1,3,6.68
Rayo Vallecano,Santi Comesaña,13,85,906,1,0,6.68
Real Sociedad,Miguel Ángel Moyà,0,79,257,0,0,6.68
Huesca,Ruben Semedo,1,87,312,0,0,6.68
Villarreal,Raba,5,78,73,1,2,6.68
Levante,Enis Bardhi,29,76,843,4,7,6.68
Espanyol,Hernán Pérez,14,73,161,2,2,6.68
Real Madrid,Jesús Vallejo,0,88,137,0,0,6.68
Eibar,Marko Dmitrović,0,44,301,0,0,6.68
Celta Vigo,Junior Alonso,5,76,205,0,0,6.68
Athletic Bilbao,Óscar de Marcos,28,77,793,2,8,6.67
Atletico Madrid,Ángel Correa,40,76,540,2,8,6.67
Real Sociedad,Andoni Gorosabel,4,79,166,0,1,6.67
Huesca,Damian Musto,8,80,623,0,0,6.67
Leganes,Nabil El Zhar,17,75,194,0,0,6.67
Deportivo Alaves,Borja Bastón,8,62,194,1,3,6.67
Real Betis,Antonio Sanabria,1,75,103,0,0,6.67
Sevilla,Bryan Salvatierra,2,72,47,1,1,6.67
Real Valladolid,Pablo Hervias,8,84,83,1,1,6.67
Deportivo Alaves,Martín Aguirregabiria,8,69,496,0,0,6.67
Rayo Vallecano,Alberto Garcia,0,65,308,0,0,6.66
Eibar,Fabián Orellana,48,78,906,5,7,6.66
Deportivo Alaves,John Guidetti,9,69,99,1,2,6.66
Rayo Vallecano,Javi Guerra,3,78,58,1,1,6.66
Huesca,Carlos Akapo,3,76,265,0,0,6.66
Celta Vigo,Jozabed Sánchez,8,85,597,0,1,6.66
Real Betis,Emerson,4,82,119,0,0,6.66
Getafe,Sebastián Cristóforo,7,78,111,2,0,6.66
Villarreal,Xavier Quintilla,5,78,219,0,0,6.66
Real Sociedad,Luca Sangalli,11,74,268,3,3,6.65
Rayo Vallecano,Álvaro García,20,69,290,2,4,6.65
Barcelona,Riqui Puig,2,92,106,0,1,6.65
Athletic Bilbao,Unai López,2,89,215,0,1,6.65
Huesca,Pablo Insua,1,78,192,0,0,6.65
Eibar,Pablo De Blasis,22,70,451,0,4,6.65
Atletico Madrid,Vitolo,8,78,240,1,1,6.65
Levante,Jason,30,69,449,5,8,6.65
Valencia,Rubén Sobrino,10,70,196,1,2,6.65
Athletic Bilbao,Iago Herrerín,2,52,463,1,1,6.65
Eibar,Marc Cardona,5,72,119,1,1,6.64
Girona,Douglas Luiz,10,84,615,0,1,6.64
Leganes,Mikel Vesga,15,80,629,1,1,6.64
Levante,Toño,15,75,475,2,1,6.64
Leganes,Gerard Gumbau,7,76,302,1,0,6.64
Athletic Bilbao,Íñigo Lekue,2,82,70,0,0,6.63
Celta Vigo,Kevin Vazquez,1,77,71,0,0,6.63
Atletico Madrid,Nikola Kalinić,4,57,61,0,0,6.63
Eibar,Pedro Bigas,1,82,244,1,1,6.63
Leganes,Sabin Merino,2,76,67,0,0,6.63
Celta Vigo,Fran Beltran,10,91,783,0,2,6.63
Real Betis,Jesé Rodríguez,7,75,145,0,1,6.63
Levante,Pedro López,5,85,149,1,1,6.63
Girona,Carles Planas,2,71,131,1,1,6.63
Girona,Jonas Ramalho,2,84,602,0,0,6.63
Atletico Madrid,Gelson Martins,2,77,48,0,0,6.63
Deportivo Alaves,Burgui,12,80,157,0,0,6.63
Rayo Vallecano,Álex Alegría,3,69,22,0,1,6.63
Real Valladolid,Anuar,2,75,296,0,0,6.62
Girona,Pere Pons,17,78,929,2,4,6.62
Girona,Valery Fernández,3,82,230,1,1,6.62
Real Valladolid,Borja,1,79,299,0,0,6.62
Real Valladolid,Keko,14,72,299,1,3,6.62
Huesca,Adrián Diéguez,1,73,149,0,0,6.62
Athletic Bilbao,Ander Capa,12,74,505,0,0,6.62
Leganes,Michael Santos,6,73,69,3,1,6.62
Getafe,Robert Ibáñez,0,89,17,0,0,6.62
Athletic Bilbao,Mikel San José,16,76,534,0,3,6.62
Espanyol,Facundo Ferreyra,0,67,33,0,0,6.61
Girona,Seydou Doumbia,1,71,50,0,0,6.61
Barcelona,Thomas Vermaelen,0,94,342,0,0,6.61
Sevilla,Maxime Gonalons,4,83,275,0,0,6.61
Real Valladolid,Leonardo Suárez,2,80,119,0,1,6.61
Deportivo Alaves,Diego Rolán,5,78,130,0,0,6.61
Espanyol,Javi Puado,4,70,62,0,1,6.61
Levante,Antonio Luna,10,73,348,2,5,6.61
Barcelona,Moussa Wagué,5,87,111,0,0,6.60
Valencia,Kang-in Lee,1,85,11,0,0,6.60
Girona,Johan Mojica,0,83,5,0,0,6.60
Athletic Bilbao,Kenan Kodro,2,80,37,0,0,6.60
Barcelona,Carles Pérez,0,86,6,0,0,6.60
Real Betis,Javi García,0,94,416,0,0,6.60
Rayo Vallecano,Jose Pozo,30,83,589,0,2,6.60
Real Sociedad,Ander Barrenetxea,7,78,82,0,0,6.60
Huesca,Juan Aguilera,0,89,164,0,0,6.60
Leganes,Daniel Ojeda,2,73,41,0,0,6.60
Villarreal,Miguelón,3,79,129,0,0,6.60
Espanyol,Alejandro López,0,91,68,0,0,6.60
Huesca,Camacho,2,55,12,0,0,6.60
Valencia,Michy Batshuayi,10,76,100,0,1,6.59
Getafe,Mathias Olivera,7,59,185,1,1,6.59
Athletic Bilbao,Íñigo Córdoba,18,70,285,5,2,6.59
Real Betis,Wilfrid Kaptoum,2,86,278,0,0,6.59
Huesca,Gonzalo Melero,22,86,617,1,2,6.59
Rayo Vallecano,Jordi Amat,5,82,1057,0,1,6.59
Deportivo Alaves,Darko Brašanac,9,80,494,1,0,6.59
Celta Vigo,Dennis Eckert,3,74,28,0,0,6.59
Real Betis,Diego Lainez,7,86,106,1,0,6.58
Getafe,Francisco Portillo,24,77,573,4,5,6.58
Celta Vigo,Sergio Álvarez,0,63,257,0,0,6.58
Real Valladolid,Duje Čop,10,67,113,0,3,6.57
Real Betis,Antonio Barragán,9,86,450,0,0,6.57
Athletic Bilbao,Aritz Aduriz,8,62,144,0,0,6.57
Barcelona,Jasper Cillessen,0,87,84,0,0,6.57
Atletico Madrid,Francisco Montero,0,75,120,0,0,6.57
Rayo Vallecano,Uche Agbo,1,91,184,0,0,6.57
Deportivo Alaves,Carlos Vigaray,5,72,111,0,0,6.56
Deportivo Alaves,Patrick Twumasi,2,71,39,0,0,6.56
Levante,Raphael Dwamena,3,71,29,1,1,6.56
Huesca,Yangel Herrera,4,76,328,0,0,6.56
Leganes,José Manuel Arnáiz,1,83,25,0,0,6.55
Real Valladolid,Stiven Plaza,0,67,4,0,0,6.55
Leganes,Javier Eraso,7,81,169,0,2,6.55
Huesca,Samuele Longo,6,64,52,2,3,6.55
Celta Vigo,Emre Mor,2,78,65,0,0,6.54
Levante,Moses Simon,8,69,148,1,2,6.54
Real Betis,Sergio León,6,79,78,1,1,6.54
Athletic Bilbao,Mikel Balenziaga,3,74,131,0,1,6.54
Atletico Madrid,Diego Costa,9,70,211,2,3,6.54
Barcelona,Kevin-Prince Boateng,2,77,46,0,0,6.53
Athletic Bilbao,Ander Iturraspe,0,89,71,0,0,6.53
Real Valladolid,Antoñito,23,77,500,1,3,6.53
