Team,Name,Blocked shots,Errors lead to goal,Clearances,Interceptions,Tackles,Rating
Lazio,Luis Alberto,2,0,4,16,39,7.86
Atalanta,Alejandro Gómez,1,0,3,22,14,7.83
Napoli,Lorenzo Insigne,0,0,3,17,29,7.72
Juventus,Paulo Dybala,0,0,3,12,18,7.72
Hellas Verona,Marco Silvestri,0,0,0,1,0,7.70
Napoli,Faouzi Ghoulam,2,0,13,15,8,7.65
Milan,Suso,0,0,2,16,18,7.56
Atalanta,Josip Iličić,0,0,1,16,24,7.55
Juventus,Miralem Pjanić,5,0,24,63,36,7.51
Hellas Verona,Deian Boldor,2,0,10,3,3,7.50
Lazio,Ciro Immobile,1,0,8,0,4,7.50
Milan,Hakan Çalhanoğlu,2,0,8,22,37,7.49
Roma,Aleksandar Kolarov,7,0,85,53,58,7.49
Bologna,Simone Verdi,1,0,8,36,33,7.47
Juventus,Douglas Costa,0,0,5,7,17,7.46
Roma,Edin Džeko,1,0,36,4,15,7.42
Roma,Łukasz Skorupski,0,0,1,0,0,7.40
Torino,Adem Ljajić,1,0,8,9,12,7.38
Spal,Federico Viviani,9,1,22,59,52,7.36
Inter,Mauro Icardi,6,0,23,5,3,7.34
Napoli,José Callejón,5,0,30,22,33,7.33
Inter,Marcelo Brozović,7,0,13,18,60,7.33
Juventus,Mattia De Sciglio,2,0,23,14,22,7.33
Juventus,Alex Sandro,1,0,41,30,58,7.32
Napoli,Raúl Albiol,13,0,127,32,29,7.32
Inter,Ivan Perišić,6,0,57,45,47,7.31
Sampdoria,Fabio Quagliarella,0,0,21,7,11,7.30
Roma,Elio Capradossi,2,0,12,2,1,7.30
Juventus,Juan Cuadrado,0,0,10,19,28,7.30
Napoli,Dries Mertens,2,0,8,5,28,7.29
Juventus,Medhi Benatia,13,0,85,43,28,7.29
Roma,Radja Nainggolan,1,0,26,18,49,7.29
Juventus,Giorgio Chiellini,14,0,139,47,28,7.26
Sampdoria,Lucas Torreira,17,0,31,72,101,7.24
Lazio,Felipe Anderson,0,1,5,11,34,7.24
Inter,Antonio Candreva,2,0,11,22,13,7.24
Roma,Federico Fazio,22,0,156,46,56,7.23
Sassuolo,Matteo Politano,2,0,8,14,23,7.23
Inter,Milan Škriniar,26,0,171,36,86,7.21
Bologna,Antonio Santurro,0,0,3,0,0,7.20
Milan,Cristián Zapata,6,1,49,15,25,7.20
Torino,Iago Falque,0,0,10,15,41,7.20
Inter,Rafinha Alcántara,0,0,3,7,14,7.18
Roma,Diego Perotti,0,0,10,11,25,7.18
Lazio,Sergej Milinković-Savić,6,0,33,33,55,7.17
Fiorentina,Cristiano Biraghi,5,1,78,44,74,7.17
Milan,Giacomo Bonaventura,6,0,17,33,31,7.16
Milan,Davide Calabria,4,0,67,33,64,7.16
Napoli,Marek Hamšík,2,0,14,14,36,7.15
Cagliari,Luca Ceppitelli,21,0,153,49,45,7.15
Benevento,Amato Ciciretti,0,0,4,6,14,7.15
Fiorentina,Milan Badelj,2,0,46,71,71,7.14
Juventus,Gonzalo Higuaín,4,0,20,7,19,7.14
Fiorentina,Davide Astori,17,1,124,51,47,7.14
Juventus,Benedikt Höwedes,0,0,10,8,1,7.13
Roma,Alisson,0,0,39,2,1,7.13
Fiorentina,Jordan Veretout,4,0,50,37,65,7.13
Genoa,Adel Taarabt,3,0,5,12,18,7.13
Genoa,Iuri Medeiros,1,0,3,2,6,7.13
Napoli,Jorginho,3,0,11,50,62,7.12
Spal,Thiago Cionek,9,0,98,35,28,7.12
Atalanta,Andrea Masiello,6,0,129,72,58,7.12
Roma,Maxime Gonalons,5,0,19,23,26,7.11
Roma,Alessandro Florenzi,8,0,47,44,38,7.09
Benevento,Nicolas Viola,8,1,17,25,37,7.09
Napoli,Kalidou Koulibaly,16,2,113,40,54,7.08
Lazio,Stefan de Vrij,24,1,153,71,31,7.08
Fiorentina,Vitor Hugo,6,0,89,43,32,7.08
Fiorentina,Federico Chiesa,1,0,12,19,62,7.08
Lazio,Lucas Leiva,7,0,55,70,107,7.08
Sassuolo,Stefano Sensi,2,1,10,22,17,7.07
Torino,Andrea Belotti,1,1,19,6,32,7.07
Sassuolo,Francesco Acerbi,21,0,244,88,51,7.07
Chievoverona,Lucas Castro,7,0,34,38,54,7.06
Atalanta,Remo Freuler,13,0,27,28,89,7.06
Milan,Leonardo Bonucci,22,0,129,51,30,7.05
Spal,Alex Meret,0,0,13,0,0,7.05
Roma,Stephan El Shaarawy,1,0,8,24,22,7.05
Atalanta,Robin Gosens,2,0,36,22,61,7.05
Fiorentina,Riccardo Saponara,1,0,4,1,12,7.05
Milan,Andrea Conti,0,0,5,1,4,7.05
Spal,Mirco Antenucci,0,0,14,11,16,7.05
Inter,João Miranda,23,1,124,38,48,7.05
Chievoverona,Roberto Inglese,2,1,16,8,31,7.05
Genoa,Armando Izzo,6,0,66,34,30,7.04
Udinese,Rodrigo De Paul,1,0,5,16,31,7.04
Atalanta,Mattia Caldara,18,0,106,41,39,7.04
Juventus,Federico Bernardeschi,0,1,14,12,8,7.04
Inter,João Cancelo,2,0,35,35,42,7.03
Atalanta,Bryan Cristante,6,0,26,23,66,7.03
Atalanta,Rafael Tolói,14,1,112,63,72,7.03
Milan,Lucas Biglia,12,0,47,28,59,7.03
Napoli,Vlad Chiricheş,1,0,17,16,8,7.03
Inter,Andrea Ranocchia,5,0,33,12,8,7.03
Napoli,Mário Rui,5,1,29,14,55,7.03
Napoli,Lorenzo Tonelli,1,0,10,7,7,7.03
Fiorentina,Germán Pezzella,16,0,178,63,63,7.02
Roma,Daniele De Rossi,13,1,42,43,23,7.02
Udinese,Jakub Jankto,8,0,23,20,29,7.02
Hellas Verona,Nicolas,0,2,30,2,2,7.02
Juventus,Sami Khedira,3,0,15,21,13,7.02
Roma,Konstantinos Manolas,23,0,131,46,23,7.02
Roma,Lorenzo Pellegrini,2,1,18,41,36,7.01
Juventus,Daniele Rugani,14,0,81,20,18,7.01
Cagliari,Luca Cigarini,5,0,25,42,42,7.01
Bologna,Erick Pulgar,13,1,77,46,70,7.01
Torino,Nicolas N'Koulou,22,0,156,57,56,7.01
Sampdoria,Dennis Praet,1,0,15,37,85,7.00
Torino,Salvatore Sirigu,0,0,47,1,0,7.00
Torino,Vanja Milinković-Savić,0,0,2,0,0,7.00
