Team,Name,Goal conversion percentage,Total shots,Successful dribbles,Big chances missed,Goals,Rating
Ado Den Haag,Robert Zwinkels,0,0,0,0,0,7.90
Heracles Almelo,Oussama Tannane,18,38,18,2,7,7.67
Psv Eindhoven,Luuk de Jong,23,112,16,18,26,7.65
Ajax,Joël Veltman,10,20,18,3,2,7.56
Az Alkmaar,Vincent Janssen,24,114,36,19,27,7.51
Psv Eindhoven,Andrés Guardado,4,23,20,2,1,7.49
Vitesse,Guram Kashia,19,26,6,3,5,7.47
Heracles Almelo,Gino Bosz,100,1,2,0,1,7.47
Feyenoord,Dirk Kuyt,30,63,18,7,19,7.46
Ajax,Nemanja Gudelj,11,37,29,1,4,7.44
Psv Eindhoven,Davy Pröpper,17,58,27,1,10,7.41
Ajax,Diederik Boer,0,0,0,0,0,7.40
Fc Twente,Hakim Ziyech,14,123,92,5,17,7.38
Ado Den Haag,Edouard Duplan,8,36,58,4,3,7.38
Psv Eindhoven,Jürgen Locadia,11,71,18,9,8,7.36
Fc Utrecht,Sébastien Haller,21,81,34,9,17,7.31
Heerenveen,Sam Larsson,11,53,77,5,6,7.31
Groningen,Rasmus Lindgren,40,10,3,0,4,7.28
Ajax,Arkadiusz Milik,23,90,11,11,21,7.26
Ado Den Haag,Wilfried Kanon,0,2,12,0,0,7.25
Psv Eindhoven,Jetro Willems,20,10,11,0,2,7.25
Ajax,Davy Klaassen,34,38,13,3,13,7.25
Nec Nijmegen,Christian Santos,20,81,12,7,16,7.24
Psv Eindhoven,Marco van Ginkel,33,24,8,5,8,7.24
Vitesse,Maikel Van der Werff,0,22,10,1,0,7.23
Pec Zwolle,Bart Van Hintum,9,11,4,0,1,7.23
Psv Eindhoven,Santiago Arias,14,22,31,0,3,7.23
Az Alkmaar,Stijn Wuytens,6,16,9,2,1,7.22
Az Alkmaar,Jop Van der Linden,11,9,10,0,1,7.22
Willem Ii Tilburg,Bartholomew Ogbeche,24,42,25,2,10,7.22
Az Alkmaar,Alireza Jahanbakhsh,7,42,38,3,3,7.20
Heracles Almelo,Justin Hoogma,0,0,0,0,0,7.20
Az Alkmaar,Fernando Lewis,0,3,3,0,0,7.20
Sc Cambuur,Noureddine Boutzamar,0,2,1,0,0,7.20
Fc Utrecht,Ruud Boymans,32,31,2,5,10,7.19
Pec Zwolle,Lars Veldwijk,21,66,21,13,14,7.19
Pec Zwolle,Ouasim Bouy,11,35,18,0,4,7.18
Vitesse,Lewis Baker,12,43,6,2,5,7.17
Psv Eindhoven,Jeffrey Bruma,0,24,10,1,0,7.17
Fc Twente,Jerson Cabral,18,33,72,1,6,7.17
Feyenoord,Eric Botteghin,0,11,6,1,0,7.17
Vitesse,Marvelous Nakamba,5,21,43,0,1,7.17
Pec Zwolle,Dirk Marcellis,33,12,17,0,4,7.17
Feyenoord,Tonny Vilhena,16,32,18,3,5,7.17
Fc Utrecht,Timo Letschert,14,21,27,2,3,7.16
Ajax,Riechedly Bazoer,14,37,33,3,5,7.16
Feyenoord,Terence Kongolo,0,9,18,0,0,7.15
Az Alkmaar,Thomas Ouwejan,0,0,2,0,0,7.15
Feyenoord,Eljero Elia,21,39,77,4,8,7.15
Ajax,Jaïro Riedewald,0,1,25,0,0,7.14
Fc Twente,Kamohelo Mokotjo,8,13,24,0,1,7.14
Psv Eindhoven,Héctor Moreno,29,14,7,3,4,7.14
Ajax,Mike Van der Hoorn,13,8,4,3,1,7.14
Fc Twente,Stefan Thesker,33,6,1,0,2,7.14
Ajax,Mitchell Dijks,0,13,47,0,0,7.14
Willem Ii Tilburg,Lucas Andersen,22,27,49,2,6,7.13
Nec Nijmegen,Rens Van Eijden,0,5,8,0,0,7.13
Feyenoord,Marko Vejinović,0,19,20,3,0,7.12
Pec Zwolle,Stefan Nijland,15,41,5,5,6,7.12
Vitesse,Arnold Kruiswijk,0,0,3,0,0,7.12
Az Alkmaar,Ridgeciano Haps,23,13,45,0,3,7.11
Nec Nijmegen,Gregor Breinburg,0,6,17,1,0,7.11
Ajax,Amin Younes,24,34,70,6,8,7.11
Willem Ii Tilburg,Rochdi Achenteh,0,10,12,0,0,7.11
Fc Utrecht,Nacer Barazite,17,48,38,8,8,7.10
Nec Nijmegen,Hannes Þór Halldórsson,0,0,0,0,0,7.10
Nec Nijmegen,Brad Jones,0,0,0,0,0,7.10
Excelsior,Danilho Doekhi,0,0,0,0,0,7.10
Ajax,Kenny Tete,0,3,15,0,0,7.10
Willem Ii Tilburg,Jordens Peters,11,9,6,3,1,7.09
Ajax,Nick Viergever,0,4,10,1,0,7.09
Feyenoord,Bart Nieuwkoop,0,4,2,0,0,7.08
Az Alkmaar,Markus Henriksen,29,41,9,4,12,7.07
Heracles Almelo,Iliass Bel Hassani,18,45,62,1,8,7.07
De Graafschap,Karim Tarfi,8,26,9,0,2,7.07
Fc Utrecht,Sean Klaiber,0,13,15,1,0,7.07
Feyenoord,Rick Karsdorp,0,10,19,0,0,7.07
Nec Nijmegen,Anthony Limbombe,12,57,31,2,7,7.06
Roda Jc Kerkrade,Hicham Faik,8,38,10,3,3,7.06
Az Alkmaar,Jeffrey Gouweleeuw,18,11,4,2,2,7.06
Vitesse,Kelvin Leerdam,14,7,6,0,1,7.05
Excelsior,Jurgen Matheij,0,4,5,0,0,7.05
Feyenoord,Sven van Beek,17,12,9,0,2,7.05
Feyenoord,Michiel Kramer,23,60,2,8,14,7.05
Pec Zwolle,Ryan Thomas,17,12,20,1,2,7.05
Heracles Almelo,Mike te Wierik,0,10,1,4,0,7.05
Excelsior,Tom Van Weert,18,60,20,8,11,7.05
Willem Ii Tilburg,Funso Ojo,0,45,26,1,0,7.05
Heracles Almelo,Wout Droste,0,2,8,0,0,7.04
Excelsior,Adil Auassar,5,41,31,3,2,7.04
Groningen,Johan Kappelhof,50,2,10,0,1,7.04
Ado Den Haag,Mike Havenaar,21,75,9,20,16,7.04
Roda Jc Kerkrade,Rydell Poepon,9,44,13,6,4,7.04
Fc Twente,Felipe Gutiérrez,9,23,22,4,2,7.03
Feyenoord,Simon Gustafsson,16,19,1,4,3,7.03
De Graafschap,Ted Van de Pavert,15,13,6,4,2,7.03
Heracles Almelo,Robin Gosens,9,22,14,0,2,7.03
Heerenveen,Jeremiah St. Juste,6,16,26,2,1,7.03
Fc Utrecht,Yassin Ayoub,7,15,25,0,1,7.02
Heracles Almelo,Thomas Bruns,12,43,20,2,5,7.02
Heracles Almelo,Mark Jan Fledderus,12,17,17,0,2,7.02
Vitesse,Kevin Diks,8,24,22,3,2,7.02
Heracles Almelo,Ramon Zomer,14,14,4,3,2,7.02
Vitesse,Sheran Yeini,9,11,19,1,1,7.02
Ado Den Haag,Timothy Derijck,18,17,3,3,3,7.01
Pec Zwolle,Bram Van Polen,23,13,10,2,3,7.01
Fc Utrecht,Christian Kum,20,10,8,1,2,7.01
Psv Eindhoven,Luciano Narsingh,22,37,54,14,8,7.01
Psv Eindhoven,Gastón Pereiro,32,34,25,4,11,7.00
Willem Ii Tilburg,Frenkie de Jong,0,0,1,0,0,7.00
Feyenoord,Anass Achahbar,20,10,4,0,2,7.00
Ado Den Haag,Tom Beugelsdijk,20,10,5,0,2,7.00
Ajax,Sam Hendriks,0,1,0,1,0,7.00
Excelsior,Tom Overtoom,0,1,1,0,0,7.00
Sc Cambuur,Jack Byrne,11,35,20,0,4,7.00
Nec Nijmegen,Lucas Woudenberg,14,7,10,0,1,7.00
Ajax,Viktor Fischer,22,37,30,4,8,7.00
Ajax,Lasse Schöne,20,20,23,0,4,7.00
Nec Nijmegen,Navarone Foor,8,48,39,7,4,6.99
Excelsior,Daan Bovenberg,7,14,7,2,1,6.99
Heerenveen,Caner Cavlan,4,25,28,1,1,6.99
Willem Ii Tilburg,Dries Wuytens,44,9,4,2,4,6.99
Pec Zwolle,Thomas Lam,9,22,23,1,2,6.99
Feyenoord,Jens Toornstra,8,25,13,1,2,6.99
Heerenveen,Joost van Aken,0,5,6,0,0,6.99
Az Alkmaar,Dabney dos Santos,10,39,30,8,4,6.99
Ado Den Haag,Vito Wormgoor,17,12,1,1,2,6.99
Groningen,Bryan Linssen,12,26,30,3,3,6.99
Groningen,Etienne Reijnen,0,4,3,0,0,6.98
Az Alkmaar,Ben Rienstra,7,28,17,2,2,6.98
Nec Nijmegen,Wojciech Golla,0,11,5,2,0,6.98
Ajax,Jasper Cillessen,0,0,2,0,0,6.98
Nec Nijmegen,Bart Buysse,0,0,0,0,0,6.98
Excelsior,Sander Fischer,18,11,3,1,2,6.97
Heracles Almelo,Wout Weghorst,26,47,5,5,12,6.97
Vitesse,Eloy Room,0,0,1,0,0,6.96
Roda Jc Kerkrade,Arjan Swinkels,0,11,9,1,0,6.96
Ajax,Anwar El Ghazi,23,47,47,6,11,6.96
Nec Nijmegen,Dario Đumić,10,10,9,1,1,6.96
Groningen,Sergio Padt,0,0,1,0,0,6.96
Groningen,Michael De Leeuw,18,49,9,6,9,6.95
Vitesse,Milot Rashica,19,43,76,6,8,6.95
Feyenoord,Karim El Ahmadi,6,18,17,0,1,6.95
Fc Utrecht,Rico Strieder,33,6,24,1,2,6.95
Vitesse,Renato Ibarra,0,18,26,2,0,6.95
Ajax,Robert Murić,0,0,1,0,0,6.95
Groningen,Albert Rusnák,11,38,32,2,4,6.95
Willem Ii Tilburg,Guus Joppen,50,2,3,0,1,6.94
Fc Twente,Joachim Andersen,11,9,7,0,1,6.94
Az Alkmaar,Ron Vlaar,10,10,5,1,1,6.94
Roda Jc Kerkrade,Anco Jansen,0,2,4,0,0,6.93
Feyenoord,Miquel Nelom,0,4,9,0,0,6.93
Psv Eindhoven,Jorrit Hendrix,15,13,12,0,2,6.93
Az Alkmaar,Levi García,14,7,20,0,1,6.93
Ajax,Thulani Serero,20,5,4,0,1,6.92
Fc Twente,Hidde ter Avest,13,8,17,0,1,6.92
Pec Zwolle,Bart Schenkeveld,0,3,6,1,0,6.92
Pec Zwolle,Wout Brama,11,9,5,1,1,6.92
Psv Eindhoven,Jeroen Zoet,0,0,0,0,0,6.91
Heerenveen,Henk Veerman,18,34,2,5,6,6.91
Fc Utrecht,Mark van der Maarel,13,8,11,0,1,6.91
Az Alkmaar,Thom Haye,7,15,15,1,1,6.91
De Graafschap,Hidde Jurjus,0,0,1,0,0,6.91
Fc Utrecht,Ramon Leeuwin,25,4,4,1,1,6.91
Az Alkmaar,Derrick Luckassen,9,11,21,3,1,6.91
Feyenoord,Bilal Başaçıkoğlu,10,29,24,5,3,6.91
Roda Jc Kerkrade,Uğur İnceman,8,13,6,1,1,6.91
Fc Utrecht,Bart Ramselaar,15,27,63,6,4,6.91
Excelsior,Luigi Bruins,0,10,31,1,0,6.91
Pec Zwolle,Boy De Jong,0,0,0,0,0,6.90
Pec Zwolle,Rick Dekker,33,3,0,0,1,6.90
Psv Eindhoven,Stijn Schaars,0,0,1,0,0,6.90
Heracles Almelo,Bram Castro,0,0,1,0,0,6.90
Nec Nijmegen,Benjamin Kirsten,0,0,0,0,0,6.90
Sc Cambuur,Sjoerd Overgoor,13,15,20,2,2,6.90
Psv Eindhoven,Maxime Lestienne,5,19,8,4,1,6.89
Heracles Almelo,Joey Pelupessy,0,15,10,0,0,6.89
Az Alkmaar,Joris van Overeem,20,20,17,4,4,6.89
Nec Nijmegen,Janio Bikel,20,10,33,0,2,6.88
Excelsior,Brandley Kuwas,10,41,74,3,4,6.88
De Graafschap,Bryan Smeets,3,39,8,2,1,6.88
Nec Nijmegen,Todd Kane,8,12,14,0,1,6.88
Ado Den Haag,Aaron Meijers,20,5,15,0,1,6.87
Sc Cambuur,Wessel Dammers,0,6,6,1,0,6.87
Roda Jc Kerkrade,Tom van Hyfte,31,26,11,3,8,6.87
Ajax,Daley Sinkgraven,0,6,20,1,0,6.87
Willem Ii Tilburg,Robbie Haemhouts,9,11,5,3,1,6.87
Excelsior,Tom Muyters,0,0,0,0,0,6.87
Roda Jc Kerkrade,Ard Van Peppen,0,4,12,0,0,6.87
Fc Twente,Giorgos Katsikas,0,0,1,0,0,6.87
Ado Den Haag,Roland Alberg,4,25,5,1,1,6.87
Fc Utrecht,Andreas Ludwig,12,25,5,3,3,6.87
Excelsior,Filip Kurto,0,0,0,0,0,6.86
Fc Utrecht,Willem Janssen,18,17,9,3,3,6.86
Vitesse,Denys Oliynyk,17,29,19,3,5,6.86
Heerenveen,Luciano Slagveer,11,45,27,6,5,6.86
Sc Cambuur,Marvin Peersman,0,24,23,0,0,6.86
Heracles Almelo,Jaroslav Navratil,24,21,10,5,5,6.86
Fc Utrecht,Ruben Ligeon,0,2,12,0,0,6.86
Ajax,Václav Černý,13,8,11,3,1,6.86
Pec Zwolle,Gustavo,0,1,3,0,0,6.86
Heerenveen,Branco Van den Boomen,6,17,12,0,1,6.86
Roda Jc Kerkrade,Tomi Juric,14,29,8,3,4,6.86
Ado Den Haag,Gianni Zuiverloon,14,14,8,1,2,6.85
Excelsior,Rick Kruys,7,15,5,4,1,6.85
Ado Den Haag,Danny Bakker,13,24,10,1,3,6.85
Psv Eindhoven,Nicolas Isimat-Mirin,0,2,4,0,0,6.85
Heracles Almelo,Brahim Darri,3,32,43,2,1,6.85
Az Alkmaar,Mattias Johansson,33,3,17,0,1,6.85
De Graafschap,Vincent Vermeij,17,52,14,14,9,6.85
De Graafschap,Robin Propper,10,21,4,1,2,6.85
Sc Cambuur,Marlon Pereira,0,1,1,0,0,6.84
