Team,Name,Key passes,Accurate passes percentage,Accurate passes,Assists,Big chances created,Rating
Barcelona,Lionel Messi,82,82,1505,16,37,8.43
Barcelona,Neymar,105,81,1467,12,26,8.04
Real Madrid,Gareth Bale,52,80,556,10,15,7.95
Real Madrid,Cristiano Ronaldo,52,79,850,11,13,7.86
Barcelona,Luis Suárez,57,73,677,16,21,7.69
Real Madrid,Karim Benzema,43,81,545,7,9,7.58
Real Madrid,Luka Modrić,61,91,1986,4,5,7.42
Malaga,Sergi Darder,1,81,29,0,0,7.40
Celta Vigo,Nolito,62,68,762,7,11,7.39
Atletico Madrid,Koke,78,82,1659,14,13,7.39
Atletico Madrid,Diego Godín,7,78,868,1,2,7.38
Real Madrid,Toni Kroos,57,94,2277,10,5,7.37
Barcelona,Andrés Iniesta,35,88,1621,2,8,7.36
Real Madrid,James Rodríguez,62,87,936,8,12,7.34
Atletico Madrid,Antoine Griezmann,54,78,1062,5,10,7.33
Real Madrid,Casemiro,7,87,890,3,2,7.32
Real Sociedad,Asier Illarramendi,30,81,1408,1,3,7.30
Atletico Madrid,Filipe Luís,29,83,1370,4,2,7.30
Las Palmas,Javi Castellano,0,77,30,0,0,7.30
Barcelona,Sergio Busquets,21,90,2176,4,8,7.29
Valencia,Shkodran Mustafi,4,81,1147,0,2,7.28
Barcelona,Javier Mascherano,11,90,1918,0,3,7.28
Las Palmas,Jonathan Viera,80,82,1530,9,10,7.26
Real Madrid,Sergio Ramos,7,90,1151,2,1,7.26
Rayo Vallecano,Roberto Trashorras,80,87,2351,7,4,7.25
Barcelona,Ivan Rakitić,33,88,1564,2,7,7.24
Villarreal,Bruno Soriano,17,86,1448,1,0,7.23
Atletico Madrid,Tiago,8,85,647,2,2,7.22
Real Madrid,Marcelo,51,84,1469,3,5,7.22
Sevilla,Éver Banega,44,83,972,2,9,7.22
Sevilla,Grzegorz Krychowiak,6,84,1007,0,0,7.21
Las Palmas,Pedro Bigas,6,84,1023,0,0,7.21
Real Madrid,Danilo,19,86,1069,5,2,7.20
Real Sociedad,Diego Reyes,7,82,856,0,0,7.20
Valencia,Dani Parejo,43,86,1495,5,3,7.18
Malaga,Ignacio Camacho,13,73,829,1,1,7.17
Real Madrid,Pepe,7,88,997,1,3,7.17
Athletic Bilbao,Beñat Etxebarria,64,81,1543,5,5,7.17
Real Sociedad,Imanol Agirretxe,3,66,219,0,1,7.17
Atletico Madrid,Gabi,27,82,1753,3,4,7.16
Malaga,Federico Ricca,5,63,144,1,1,7.16
Valencia,Jaume Doménech,1,52,226,0,0,7.16
Celta Vigo,Iago Aspas,51,77,725,4,8,7.15
Real Madrid,Lucas Vázquez,30,86,536,6,8,7.14
Real Sociedad,Carlos Martínez,6,79,212,2,3,7.14
Athletic Bilbao,Aritz Aduriz,33,61,432,6,6,7.14
Real Madrid,Keylor Navas,0,63,455,0,0,7.13
Granada,Youssef El Arabi,23,65,413,2,8,7.12
Real Sociedad,Rubén Pardo,45,82,840,7,7,7.12
Barcelona,Gerard Piqué,6,90,1830,1,2,7.11
Las Palmas,Raúl Lizoain,0,54,132,0,0,7.11
Atletico Madrid,José Giménez,8,73,631,1,3,7.11
Deportivo La Coruna,Lucas Pérez,72,79,709,8,8,7.09
Malaga,Charles Días,36,70,596,3,6,7.09
Deportivo La Coruna,Pedro Mosquera,22,83,1608,2,6,7.08
Sporting Gijon,Alberto Garcia,0,44,77,0,0,7.08
Athletic Bilbao,Raúl García,25,64,593,6,7,7.08
Villarreal,Mateo Musacchio,2,83,380,0,0,7.08
Valencia,Aderllan Santos,1,84,533,0,0,7.08
Granada,Ruben Rochina,47,71,826,6,6,7.07
Atletico Madrid,Saúl Ñíguez,19,76,867,2,2,7.07
Villarreal,Roberto Soldado,29,68,546,10,14,7.06
Villarreal,Alphonse Aréola,0,47,323,0,0,7.06
Atletico Madrid,Stefan Savić,0,78,295,0,0,7.05
Celta Vigo,Gustavo Cabral,5,87,1533,0,1,7.05
Celta Vigo,Andreu Fontàs,2,90,416,0,0,7.04
Malaga,Recio,37,82,1142,4,5,7.04
Las Palmas,David García,9,80,682,1,0,7.04
Barcelona,Thomas Vermaelen,0,92,313,0,0,7.04
Deportivo La Coruna,Sidnei,5,78,945,0,1,7.04
Barcelona,Jordi Alba,19,87,1798,6,8,7.04
