Team,Name,Key passes,Accurate passes percentage,Accurate passes,Assists,Big chances created,Rating
West Ham United,Dimitri Payet,119,80,1017,12,16,7.68
Arsenal,Mesut Özil,147,86,1964,19,28,7.63
Arsenal,Santi Cazorla,39,90,1109,3,7,7.59
Arsenal,Alexis Sánchez,64,80,1142,4,13,7.49
Liverpool,Philippe Coutinho,52,79,862,5,9,7.46
Tottenham,Mousa Dembélé,28,90,1240,1,0,7.41
West Ham United,Modibo Maiga,0,50,5,0,0,7.40
Tottenham,Christian Eriksen,116,81,1495,13,13,7.40
Chelsea,Cesc Fàbregas,69,84,2375,7,13,7.39
Tottenham,Harry Kane,46,73,703,1,3,7.38
Southampton,Virgil van Dijk,9,83,1153,0,3,7.38
Leicester City,N'Golo Kanté,31,82,1183,4,3,7.37
Leicester City,Riyad Mahrez,69,74,761,11,20,7.35
Manchester City,Yaya Touré,45,86,1589,5,5,7.32
Sunderland,Lamine Koné,5,63,253,1,1,7.31
Arsenal,Laurent Koscielny,8,87,1472,0,1,7.31
Crystal Palace,Yohan Cabaye,52,83,1049,1,2,7.30
Aston Villa,Idrissa Gueye,28,86,1599,1,0,7.30
Leicester City,Christian Fuchs,44,72,854,4,7,7.29
Tottenham,Toby Alderweireld,10,80,1671,2,1,7.28
Leicester City,Jamie Vardy,48,66,411,6,10,7.28
Manchester City,Nicolás Otamendi,5,84,1320,0,0,7.28
Watford,Troy Deeney,57,61,784,7,10,7.27
Liverpool,Jordan Henderson,19,79,743,3,1,7.26
Manchester City,Vincent Kompany,3,83,562,0,0,7.26
Manchester City,Sergio Agüero,29,85,616,2,4,7.26
Southampton,Graziano Pellè,38,66,576,6,6,7.25
Manchester City,Kevin De Bruyne,82,78,882,9,8,7.24
Arsenal,Gabriel Paulista,1,90,1003,0,0,7.24
Manchester United,Wayne Rooney,45,83,951,6,6,7.24
Everton,Ross Barkley,59,86,1549,8,10,7.23
Leicester City,Danny Drinkwater,44,78,1540,7,8,7.23
Arsenal,David Ospina,0,55,61,0,0,7.23
Newcastle United,Jonjo Shelvey,44,82,1209,5,9,7.22
Everton,Ramiro Funes Mori,6,84,1037,1,1,7.21
Manchester City,Bersant Celina,2,100,12,1,1,7.20
Swansea City,Ashley Williams,11,85,1601,1,0,7.20
Manchester City,David Silva,70,86,1198,11,5,7.20
Everton,Phil Jagielka,2,84,873,0,0,7.19
Chelsea,Willian,83,82,1236,6,9,7.19
Manchester United,Daley Blind,26,84,1700,1,2,7.19
West Ham United,Mark Noble,50,86,1659,4,3,7.18
Sunderland,Yann M'Vila,47,81,1367,4,5,7.18
Everton,Romelu Lukaku,53,73,797,6,8,7.18
Arsenal,Francis Coquelin,7,89,994,0,0,7.17
West Bromwich Albion,Jonny Evans,9,75,738,1,1,7.16
Manchester City,Gaël Clichy,12,81,564,1,2,7.16
Liverpool,Roberto Firmino,49,77,764,7,9,7.16
Liverpool,Lucas Leiva,22,83,1239,1,3,7.16
Liverpool,Daniel Sturridge,7,78,248,1,0,7.16
Chelsea,Eden Hazard,67,86,1218,3,2,7.15
Everton,Gareth Barry,34,82,1687,1,3,7.15
Watford,Nathan Aké,9,73,443,0,1,7.14
West Ham United,Winston Reid,8,83,693,1,0,7.13
Norwich City,Timm Klose,0,65,168,0,0,7.12
Tottenham,Kieran Trippier,6,74,196,1,0,7.12
Liverpool,James Milner,61,77,1064,11,6,7.11
Liverpool,Kevin Stewart,4,88,398,0,0,7.11
Arsenal,Olivier Giroud,36,68,571,6,9,7.11
Manchester City,Fernandinho,29,87,1636,2,5,7.11
West Ham United,Manuel Lanzini,34,89,971,2,3,7.11
Tottenham,Jan Vertonghen,6,88,1293,0,0,7.11
Arsenal,Aaron Ramsey,39,86,1854,4,4,7.11
Liverpool,Alberto Moreno,62,81,1077,4,3,7.10
Arsenal,Nacho Monreal,28,85,1576,3,2,7.09
West Bromwich Albion,James Morrison,15,83,495,3,1,7.09
Southampton,Dušan Tadić,75,73,639,12,12,7.09
Southampton,Sadio Mané,41,81,779,6,8,7.09
Aston Villa,Jores Okore,1,81,266,0,0,7.09
Liverpool,Dejan Lovren,8,85,890,0,0,7.09
Swansea City,Jack Cork,30,84,1434,2,3,7.09
Bournemouth,Harry Arter,26,86,888,0,1,7.09
Manchester United,Antonio Valencia,8,88,515,3,1,7.09
Chelsea,César Azpilicueta,21,82,1468,3,3,7.08
West Ham United,Cheikhou Kouyaté,21,80,981,2,1,7.08
Southampton,José Fonte,7,84,1362,1,1,7.08
Manchester United,Chris Smalling,6,82,1264,1,1,7.08
Crystal Palace,Brede Hangeland,0,86,208,0,0,7.07
Southampton,Cédric Soares,26,68,538,2,4,7.07
Tottenham,Kyle Walker,34,78,980,3,5,7.07
Liverpool,Mamadou Sakho,4,88,1092,0,0,7.06
Tottenham,Danny Rose,24,79,844,3,6,7.06
Liverpool,Emre Can,33,81,1458,0,6,7.05
Chelsea,Pedro,43,84,813,2,5,7.05
Stoke City,Marko Arnautović,51,79,859,6,11,7.05
Stoke City,Giannelli Imbula,11,88,678,0,0,7.05
Liverpool,Steven Caulker,1,69,47,0,0,7.05
Chelsea,Nemanja Matić,19,88,1416,2,2,7.05
West Ham United,Andy Carroll,22,62,268,2,4,7.05
Tottenham,Dele Alli,56,76,822,9,11,7.04
Southampton,Steven Davis,54,84,1258,3,5,7.04
Tottenham,Eric Dier,18,83,1735,2,3,7.03
Crystal Palace,Scott Dann,10,75,840,1,0,7.03
Everton,James McCarthy,14,87,1182,2,2,7.03
West Ham United,Michail Antonio,24,70,364,3,4,7.03
Leicester City,Robert Huth,2,72,580,0,1,7.03
Watford,Odion Ighalo,37,76,548,3,1,7.02
Stoke City,Jack Butland,1,50,439,0,0,7.02
Tottenham,Érik Lamela,75,79,774,9,11,7.02
Chelsea,Bertrand Traoré,5,83,113,1,1,7.02
Bournemouth,Steve Cook,6,81,1285,0,1,7.01
Liverpool,Adam Lallana,51,82,815,6,8,7.01
Arsenal,Petr Čech,1,59,503,0,0,7.01
Southampton,Oriol Romeu,11,85,708,0,1,7.01
Manchester City,Aleksandar Kolarov,38,79,1071,3,2,7.01
Leicester City,Wes Morgan,2,74,609,0,0,7.01
West Ham United,Mauro Zárate,20,85,224,0,1,7.00
Southampton,Victor Wanyama,16,82,1114,1,2,7.00
Arsenal,Alex Iwobi,12,86,315,2,3,7.00
Arsenal,Danny Welbeck,8,77,114,2,1,7.00
West Bromwich Albion,Serge Gnabry,1,86,6,0,0,7.00
Tottenham,Kevin Wimmer,2,89,484,0,0,7.00
West Bromwich Albion,Sebastien Pocognoli,2,63,12,1,0,7.00
Manchester United,Morgan Schneiderlin,9,90,1305,0,0,7.00
Swansea City,Federico Fernández,8,85,1439,1,0,7.00
Stoke City,Philipp Wollscheid,5,85,1031,0,0,7.00
Sunderland,Younès Kaboul,6,68,446,1,1,7.00
Manchester United,Michael Carrick,10,86,1355,0,1,6.99
Everton,Tom Cleverley,24,83,734,4,4,6.99
Sunderland,Vito Mannone,0,40,223,0,0,6.99
Bournemouth,Andrew Surman,43,85,1951,3,0,6.99
Aston Villa,Carlos Sánchez,4,81,639,0,1,6.99
Norwich City,Robbie Brady,56,71,803,2,6,6.98
Sunderland,Jermain Defoe,22,76,322,1,2,6.98
Liverpool,Kolo Touré,1,82,379,0,0,6.98
Liverpool,Martin Škrtel,5,85,1001,0,1,6.98
Swansea City,Gylfi Sigurðsson,57,79,941,3,7,6.98
Liverpool,Christian Benteke,31,66,343,3,4,6.98
Newcastle United,Jack Colback,16,85,904,1,1,6.98
Bournemouth,Simon Francis,35,79,1664,4,1,6.98
Sunderland,Adam Johnson,29,77,433,5,4,6.98
Watford,Heurelho Gomes,0,46,444,0,0,6.98
Everton,John Stones,6,89,1389,0,4,6.98
Manchester City,Bacary Sagna,27,83,1313,3,3,6.98
Manchester United,Timothy Fosu-Mensah,1,73,93,1,1,6.97
Sunderland,Patrick van Aanholt,30,77,823,3,4,6.97
West Ham United,James Tomkins,12,79,663,0,2,6.96
Bournemouth,Junior Stanislas,34,78,519,2,5,6.96
Chelsea,Diego Costa,30,78,641,6,3,6.96
West Ham United,James Collins,2,75,433,0,0,6.96
Manchester United,Ander Herrera,22,84,922,2,4,6.96
Manchester United,Bastian Schweinsteiger,8,86,914,0,0,6.96
Newcastle United,Karl Darlow,0,44,94,0,0,6.96
Chelsea,Oscar,29,81,843,3,3,6.95
Swansea City,Stephen Kingsley,2,76,84,1,1,6.95
Everton,Leighton Baines,22,82,621,1,2,6.95
West Bromwich Albion,Gareth McAuley,7,69,582,0,1,6.95
Swansea City,Kyle Bartley,1,79,100,0,0,6.95
Leicester City,Marc Albrighton,64,64,582,6,11,6.95
Arsenal,Héctor Bellerín,25,86,1446,5,9,6.95
Newcastle United,Chancel Mbemba,4,77,880,0,0,6.95
Crystal Palace,Jason Puncheon,60,80,992,3,4,6.95
Aston Villa,Rudy Gestede,15,57,342,2,2,6.94
Aston Villa,Ashley Westwood,41,83,1254,2,4,6.94
Watford,Étienne Capoue,24,79,1223,1,0,6.94
Southampton,Cuco Martina,14,74,318,1,2,6.94
Southampton,Shane Long,33,67,396,4,3,6.94
Arsenal,Joel Campbell,13,79,269,2,4,6.94
Crystal Palace,Damien Delaney,10,73,767,3,5,6.94
Leicester City,Danny Simpson,6,72,622,0,0,6.94
Liverpool,Cameron Brannagan,3,94,116,0,1,6.93
Watford,Ben Watson,33,78,1114,0,3,6.93
Manchester City,Wilfried Bony,13,78,317,3,3,6.93
Manchester United,Juan Mata,55,89,1608,5,7,6.93
Swansea City,Sung-Yueng Ki,23,91,1064,1,1,6.93
Bournemouth,Matt Ritchie,43,76,1088,6,5,6.92
Watford,José Jurado,41,84,803,0,5,6.92
Manchester United,Luke Shaw,4,86,233,1,1,6.92
Stoke City,Erik Pieters,19,78,1169,1,3,6.92
Manchester City,Fernando,8,89,814,0,0,6.92
Swansea City,Àngel Rangel,12,80,1021,0,0,6.91
