Team,Name,Goal conversion percentage,Total shots,Successful dribbles,Big chances missed,Goals,Rating
Borussia Mgladbach,Patrick Herrmann,27,11,9,2,3,6.74
Fc Schalke 04,Marco Höger,0,2,0,0,0,6.73
Vfb Stuttgart,Artem Kravets,7,14,2,1,1,6.73
Fc Schalke 04,Franco di Santo,11,19,13,2,2,6.73
Ingolstadt,Ramazan Özcan,0,0,1,0,0,6.73
Hamburger Sv,Gojko Kačar,17,6,2,0,1,6.73
1 Fc Koln,Miloš Jojić,13,16,5,0,2,6.73
Hertha Bsc,Peter Pekarík,0,3,7,0,0,6.73
Augsburg,Daniel Opare,0,1,4,0,0,6.73
Hannover 96,Manuel Schmiedebach,10,10,19,1,1,6.72
Hertha Bsc,Mitchell Weiser,22,9,49,1,2,6.72
Hannover 96,Noah Joel Sarenren Bazee,0,13,9,1,0,6.72
Augsburg,Piotr Trochowski,0,4,0,0,0,6.72
Darmstadt 98,Junior Diaz,0,5,0,0,0,6.72
Darmstadt 98,Tobias Kempe,0,20,20,0,0,6.72
Borussia Mgladbach,Álvaro Domínguez,0,0,1,0,0,6.72
1899 Hoffenheim,Jin-Su Kim,0,4,6,0,0,6.71
Vfb Stuttgart,Przemysław Tytoń,0,0,0,0,0,6.70
Hannover 96,Waldemar Anton,17,6,4,1,1,6.70
Fc Schalke 04,Sidney Sam,0,2,1,1,0,6.70
Augsburg,Sascha Mölders,0,1,0,0,0,6.70
Eintracht Frankfurt,David Kinsombi,0,0,0,0,0,6.70
Hertha Bsc,Maximilian Mittelstädt,0,1,0,0,0,6.70
Borussia Dortmund,Moritz Leitner,0,3,6,1,0,6.70
Vfb Stuttgart,Federico Barba,100,1,0,0,1,6.70
Hamburger Sv,Sven Schipplock,0,9,6,3,0,6.70
Darmstadt 98,Christian Mathenia,0,0,0,0,0,6.70
Vfb Stuttgart,Toni Šunjić,14,7,2,0,1,6.69
Darmstadt 98,Jan Rosenthal,0,16,14,2,0,6.69
Ingolstadt,Max Christiansen,0,10,4,0,0,6.69
Hamburger Sv,Gideon Jung,0,7,11,0,0,6.69
1 Fsv Mainz 05,Pablo De Blasis,16,25,30,3,4,6.69
Bayer 04 Leverkusen,Sebastian Boenisch,17,6,3,0,1,6.69
1899 Hoffenheim,Jonathan Schmid,25,16,7,2,4,6.69
Wolfsburg,Bruno Henrique,0,3,10,0,0,6.68
Hannover 96,Leon Andreasen,15,13,3,2,2,6.68
Augsburg,Halil Altintop,9,11,12,1,1,6.68
Hannover 96,Christian Schulz,33,6,2,1,2,6.68
1899 Hoffenheim,Steven Zuber,18,11,12,0,2,6.68
Fc Schalke 04,Sascha Riether,0,0,2,0,0,6.68
Vfb Stuttgart,Timo Werner,12,50,27,14,6,6.67
Eintracht Frankfurt,Stefan Aigner,9,35,15,3,3,6.67
Augsburg,Tim Matavz,0,9,4,3,0,6.67
Hertha Bsc,Jens Hegeler,0,9,5,1,0,6.67
Ingolstadt,Stefan Lex,10,20,2,5,2,6.67
Werder Bremen,Miloš Veljković,0,0,0,0,0,6.67
Ingolstadt,Tomáš Pekhart,0,3,0,0,0,6.67
Werder Bremen,Assani Lukimya,0,2,2,1,0,6.67
Eintracht Frankfurt,Joel Gerezgiher,0,3,3,0,0,6.67
Vfb Stuttgart,Daniel Schwaab,0,11,14,0,0,6.66
Darmstadt 98,Gyorgy Garics,0,3,5,0,0,6.66
Vfb Stuttgart,Emiliano Insúa,0,18,37,1,0,6.66
1899 Hoffenheim,Pavel Kadeřábek,0,5,17,0,0,6.66
Hamburger Sv,Dennis Diekmeier,0,3,15,0,0,6.66
Bayern Munchen,Sebastian Rode,20,5,3,2,1,6.65
Vfb Stuttgart,Martin Harnik,8,25,14,7,2,6.64
Borussia Mgladbach,Martin Hinteregger,0,3,1,0,0,6.64
Hannover 96,Hiroki Sakai,11,9,12,0,1,6.64
Hannover 96,Allan Saint-Maximin,25,4,19,0,1,6.64
Hannover 96,Mevlüt Erdinç,0,6,7,1,0,6.64
Hamburger Sv,Artjoms Rudnevs,14,14,1,1,2,6.64
Borussia Dortmund,Felix Passlack,0,0,0,0,0,6.63
Eintracht Frankfurt,Aleksandar Ignjovski,0,6,16,1,0,6.63
Darmstadt 98,Dominik Stroh-Engel,0,6,0,1,0,6.63
Wolfsburg,Diego Benaglio,0,0,0,0,0,6.63
Eintracht Frankfurt,Johannes Flum,0,2,1,0,0,6.63
1899 Hoffenheim,Jeremy Toljan,17,6,14,0,1,6.62
Hertha Bsc,Alexander Baumjohann,17,6,24,1,1,6.62
Ingolstadt,Alfredo Morales,4,25,20,0,1,6.62
Bayer 04 Leverkusen,Robbie Kruse,0,5,3,0,0,6.62
Hannover 96,Felix Klaus,8,13,10,0,1,6.62
Werder Bremen,Felix Kroos,0,4,3,1,0,6.61
Wolfsburg,Nicklas Bendtner,25,8,1,2,2,6.61
1 Fc Koln,Philipp Hosiner,10,10,4,4,1,6.61
Hannover 96,Ádám Szalai,0,15,23,4,0,6.61
Werder Bremen,Felix Wiedwald,0,1,1,0,0,6.60
Vfb Stuttgart,Philip Heise,0,3,1,0,0,6.60
Hertha Bsc,Julian Schieber,0,2,0,0,0,6.60
Darmstadt 98,Marco Sailer,25,4,1,1,1,6.60
Borussia Mgladbach,Roel Brouwers,0,1,2,0,0,6.60
Hamburger Sv,Zoltán Stieber,0,0,0,0,0,6.60
Wolfsburg,Carlos Ascues,0,0,1,0,0,6.60
Hamburger Sv,Nabil Bahoui,0,2,5,0,0,6.60
1899 Hoffenheim,Russell Canouse,0,0,0,0,0,6.60
1 Fc Koln,Kazuki Nagasawa,0,1,0,0,0,6.60
Vfb Stuttgart,Florian Klein,0,11,6,0,0,6.60
Darmstadt 98,Fabian Holland,0,2,4,0,0,6.59
Fc Schalke 04,Alessandro Schöpf,27,11,7,2,3,6.59
Hannover 96,Uffe Bech,17,6,5,3,1,6.59
Eintracht Frankfurt,Luca Waldschmidt,0,3,3,1,0,6.58
Borussia Mgladbach,Branimir Hrgota,0,1,4,1,0,6.58
Borussia Mgladbach,Julian Korb,17,6,7,1,1,6.58
1899 Hoffenheim,Phillipp Ochs,0,3,1,0,0,6.57
Augsburg,Markus Feulner,10,10,11,2,1,6.57
Augsburg,Dong-Won Ji,0,9,5,2,0,6.56
Werder Bremen,Janek Sternberg,0,1,4,0,0,6.56
Werder Bremen,László Kleinheisler,0,3,7,0,0,6.56
Eintracht Frankfurt,Slobodan Medojević,50,2,2,0,1,6.56
Werder Bremen,Levin Öztunali,6,18,49,1,1,6.56
Ingolstadt,Elias Kachunga,0,3,3,0,0,6.56
Bayer 04 Leverkusen,Tin Jedvaj,0,3,7,0,0,6.55
Hertha Bsc,Thomas Kraft,0,0,0,0,0,6.55
1 Fsv Mainz 05,Christoph Moritz,0,1,2,0,0,6.55
1899 Hoffenheim,Kevin Kurányi,0,9,9,2,0,6.55
Wolfsburg,Ismail Azzaoui,0,0,2,0,0,6.55
Eintracht Frankfurt,Constant Djakpa,0,2,4,0,0,6.55
1 Fsv Mainz 05,Pierre Bengtsson,0,4,4,0,0,6.55
1 Fc Koln,Paweł Olkowski,0,7,10,1,0,6.55
Augsburg,Christoph Janker,0,1,0,0,0,6.54
Vfb Stuttgart,Timo Baumgartl,0,6,1,2,0,6.54
Hamburger Sv,Ivica Olić,0,2,1,0,0,6.54
1 Fc Koln,Dušan Švento,33,3,3,0,1,6.54
Darmstadt 98,Felix Platte,0,3,3,0,0,6.53
Hamburger Sv,Josip Drmić,22,9,11,1,2,6.53
Borussia Mgladbach,Marvin Schulz,0,1,0,0,0,6.53
1 Fsv Mainz 05,Jairo Samperio,24,29,56,1,7,6.53
Bayer 04 Leverkusen,Roberto Hilbert,0,3,16,1,0,6.53
Hannover 96,Oliver Sorg,0,4,7,0,0,6.53
Hannover 96,Edgar Prib,0,19,28,1,0,6.53
Hannover 96,Charlison Benschop,14,7,1,1,1,6.53
Darmstadt 98,Marcel Heller,21,28,29,6,6,6.52
Eintracht Frankfurt,Yanni Regäsel,0,4,4,0,0,6.51
Hertha Bsc,Johannes van den Bergh,0,1,1,0,0,6.51
Augsburg,Albian Ajeti,0,0,0,0,0,6.50
Wolfsburg,Paul Seguin,0,2,0,0,0,6.50
1 Fsv Mainz 05,Maximilian Beister,0,0,1,0,0,6.50
Wolfsburg,Leandro Putaro,0,1,1,0,0,6.50
Hannover 96,Tim Dierßen,0,0,0,0,0,6.50
Ingolstadt,Maurice Multhaup,0,1,0,1,0,6.50
Eintracht Frankfurt,Mijat Gaćinović,0,2,3,0,0,6.50
1 Fsv Mainz 05,Suat Serdar,0,1,5,0,0,6.49
1 Fsv Mainz 05,Florian Niederlechner,0,5,1,2,0,6.49
Vfb Stuttgart,Borys Tashchy,0,1,0,0,0,6.49
Eintracht Frankfurt,Sonny Kittel,0,5,3,1,0,6.48
Vfb Stuttgart,Adam Hloušek,0,1,1,0,0,6.48
Ingolstadt,Ørjan Nyland,0,0,0,0,0,6.48
Vfb Stuttgart,Kevin Großkreutz,0,5,5,0,0,6.48
Eintracht Frankfurt,Anis Ben-Hatira,9,11,15,2,1,6.48
Augsburg,Jan Morávek,25,4,3,0,1,6.47
Werder Bremen,Lukas Fröde,0,1,0,0,0,6.47
Werder Bremen,Sambou Yatabare,14,7,16,0,1,6.46
Werder Bremen,Maximilian Eggestein,0,2,1,1,0,6.46
1899 Hoffenheim,Jiloan Hamad,50,2,3,1,1,6.46
Eintracht Frankfurt,Kaan Ayhan,0,0,0,0,0,6.45
