Team,Name,Blocked shots,Errors lead to goal,Clearances,Interceptions,Tackles,Rating
Ajax,Hakim Ziyech,0,0,2,27,48,8.34
Feyenoord,Steven Berghuis,1,0,7,11,44,8.09
Ajax,Dušan Tadić,4,0,12,17,32,7.97
Fc Utrecht,Maarten Paes,0,0,1,0,0,7.80
Psv Eindhoven,Luuk de Jong,4,1,49,9,46,7.73
Psv Eindhoven,Hirving Lozano,0,0,3,19,34,7.73
Vitesse,Martin Ødegaard,1,0,8,36,52,7.68
Ado Den Haag,Abdenasser El Khayati,1,1,15,11,32,7.51
Nec Nijmegen,Mattijs Branderhorst,0,0,5,0,0,7.50
Willem Ii Tilburg,Alexander Isak,0,0,6,2,11,7.49
Psv Eindhoven,Angeliño,7,0,68,48,74,7.47
Psv Eindhoven,Steven Bergwijn,2,0,11,8,30,7.46
Feyenoord,Joris Delle,0,0,1,0,0,7.45
Feyenoord,Robin van Persie,4,0,16,4,9,7.42
Feyenoord,Jean-Paul Boëtius,0,0,1,1,2,7.40
Feyenoord,Sam Larsson,0,0,9,29,45,7.38
Fc Utrecht,Oussama Tannane,2,0,0,3,30,7.37
Ajax,Frenkie de Jong,6,1,40,44,54,7.33
Pec Zwolle,Younes Namli,1,1,15,16,56,7.31
Az Alkmaar,Adam Maher,4,0,33,50,64,7.31
Fortuna Sittard,Mark Diemers,5,0,14,14,59,7.31
Vitesse,Richie Musaba,0,0,0,0,0,7.30
Ajax,Daley Blind,17,0,79,54,70,7.28
Ajax,Nicolás Tagliafico,5,1,55,62,68,7.28
Vitesse,Bryan Linssen,2,0,24,23,55,7.26
Psv Eindhoven,Gastón Pereiro,1,0,11,4,17,7.24
Heerenveen,Sam Lammers,4,1,34,3,19,7.24
Ajax,Matthijs De Ligt,28,1,131,37,34,7.23
Fc Emmen,Anco Jansen,4,0,30,12,23,7.22
Az Alkmaar,Oussama Idrissi,1,0,9,11,50,7.21
Nac Breda,Arijanet Murić,0,0,1,0,0,7.20
Feyenoord,Eric Botteghin,17,1,94,35,33,7.19
Heracles Almelo,Brandley Kuwas,0,0,1,9,27,7.18
Az Alkmaar,Mats Seuntjens,3,0,13,10,23,7.18
Ado Den Haag,Sheraldo Becker,2,0,13,14,20,7.17
Vitesse,Roy Beerens,0,0,2,3,14,7.17
Feyenoord,Jordy Clasie,5,0,48,61,90,7.16
Heerenveen,Arbër Zeneli,1,0,7,1,12,7.16
Az Alkmaar,Teun Koopmeiners,25,0,118,40,48,7.15
Az Alkmaar,Calvin Stengs,2,0,14,10,32,7.15
Psv Eindhoven,Donyell Malen,0,0,2,3,10,7.14
Willem Ii Tilburg,Fran Sol,5,0,14,1,4,7.14
Vvv Venlo,Peniel Mlapa,5,0,18,5,9,7.13
Feyenoord,Jens Toornstra,3,0,17,20,35,7.13
Pec Zwolle,Lennart Thy,1,0,5,7,5,7.12
Ajax,Donny van de Beek,5,0,19,26,51,7.11
Psv Eindhoven,Pablo Rosario,5,0,41,49,80,7.10
Fortuna Sittard,Wessel Dammers,17,0,97,28,37,7.09
Fortuna Sittard,Lazaros Lamprou,2,0,21,10,16,7.09
Psv Eindhoven,Mohammed Ihattaren,1,0,2,2,8,7.08
Psv Eindhoven,Denzel Dumfries,8,0,72,43,71,7.08
Vvv Venlo,Patrick Joosten,1,0,23,3,19,7.08
Ajax,Klaas-Jan Huntelaar,1,0,6,5,7,7.08
Psv Eindhoven,Trent Sainsbury,3,0,5,7,4,7.08
Ajax,Noussair Mazraoui,3,0,40,48,72,7.07
Ajax,Lasse Schöne,4,0,21,34,47,7.06
Excelsior,Luigi Bruins,9,0,69,26,41,7.06
Willem Ii Tilburg,Renato Tapia,19,0,29,16,46,7.04
Psv Eindhoven,Erick Gutierrez,2,0,10,6,23,7.04
Fc Utrecht,Nicolas Gavory,10,0,75,25,66,7.04
Feyenoord,Tyrell Malacia,8,0,37,24,44,7.04
Ado Den Haag,Robert Zwinkels,0,0,23,1,0,7.04
Groningen,Deyovaisio Zeefuik,10,1,69,52,108,7.04
Feyenoord,Orkun Kökçü,2,0,5,3,6,7.04
Fc Emmen,Caner Cavlan,13,1,68,46,86,7.04
Ajax,Noa Lang,0,0,0,1,3,7.03
Willem Ii Tilburg,Marios Vrushai,1,0,20,13,23,7.03
Ajax,David Neres,1,0,2,9,28,7.02
Psv Eindhoven,Daniel Schwaab,9,0,111,31,50,7.02
Ajax,Kasper Dolberg,0,0,4,4,7,7.02
Groningen,Mimoun Mahi,1,0,7,7,26,7.02
Fc Utrecht,Joris van Overeem,12,1,42,57,97,7.01
Fc Utrecht,Willem Janssen,30,0,146,42,31,7.01
Fc Utrecht,Riechedly Bazoer,0,0,4,3,11,7.01
Fc Emmen,Nicklas Pedersen,1,0,9,2,5,7.01
Heracles Almelo,Mohammed Osman,5,0,22,33,65,7.00
Psv Eindhoven,Nick Viergever,20,0,117,23,35,7.00
Vitesse,Oussama Darfalou,1,0,13,8,25,7.00
Psv Eindhoven,Jorrit Hendrix,8,0,43,34,88,7.00
Feyenoord,Calvin Verdonk,7,0,36,26,42,7.00
Nac Breda,Yassine Azzagari,1,0,1,0,5,7.00
Nac Breda,Ramon-Pascal Lundqvist,5,0,17,17,26,6.99
Az Alkmaar,Jonas Svensson,7,0,64,35,80,6.99
Excelsior,Marcus Edwards,1,0,9,7,27,6.99
Feyenoord,Tonny Vilhena,10,0,38,29,70,6.99
Psv Eindhoven,Cody Gakpo,2,0,4,1,1,6.98
Az Alkmaar,Thomas Ouwejan,6,0,70,28,59,6.98
Fc Utrecht,Timo Letschert,15,0,130,43,57,6.98
Fc Utrecht,Simon Gustafsson,5,0,15,21,54,6.98
Fc Utrecht,Jean-Christophe Bahebeck,1,0,7,2,6,6.98
Groningen,Paul Gladon,1,0,4,1,2,6.98
Az Alkmaar,Marco Bizot,0,2,35,0,1,6.97
Feyenoord,Jan-Arie van der Heijden,13,2,63,34,38,6.97
Ado Den Haag,Lex Immers,13,2,72,49,51,6.97
Excelsior,Jerdy Schouten,15,0,67,69,72,6.96
Vitesse,Tim Matavz,1,0,11,3,4,6.96
Az Alkmaar,Guus Til,5,0,10,24,70,6.96
Groningen,Samir Memisevic,13,0,89,55,54,6.96
Pec Zwolle,Gustavo Hamer,2,0,29,45,48,6.96
Excelsior,Jurgen Matheij,40,0,249,44,47,6.96
Vvv Venlo,Tino-Sven Sušić,8,0,15,9,27,6.96
Feyenoord,Cuco Martina,5,1,25,18,21,6.95
Groningen,Mike te Wierik,19,0,129,72,58,6.95
Pec Zwolle,Vito van Crooy,4,0,17,12,37,6.95
De Graafschap,Charlison Benschop,0,0,4,2,6,6.95
Willem Ii Tilburg,Dan Crowley,3,0,2,15,31,6.94
Vitesse,Thomas Buitink,1,0,6,2,10,6.94
Fc Utrecht,Sean Klaiber,15,0,67,38,79,6.94
Nac Breda,Dorian Dervite,12,0,30,8,6,6.94
Heracles Almelo,Adrian Dalmau,2,0,5,6,20,6.94
Groningen,Sergio Padt,0,2,53,2,4,6.94
Feyenoord,Sven van Beek,8,0,98,30,34,6.94
Vvv Venlo,Christian Kum,12,0,91,48,62,6.94
Vitesse,Thulani Serero,4,0,10,61,52,6.93
Ajax,André Onana,0,3,20,1,0,6.92
Az Alkmaar,Fredrik Midtsjø,3,0,13,50,74,6.92
Fc Emmen,Nick Kuipers,16,0,120,24,25,6.92
Nac Breda,Mitchell Te Vrede,4,0,40,1,13,6.92
Pec Zwolle,Bram Van Polen,11,0,90,37,41,6.92
Groningen,Michael Breij,1,0,2,4,10,6.92
Heerenveen,Mitchell Van Bergen,3,0,15,9,29,6.92
Fc Emmen,Glenn Bijl,5,0,80,40,104,6.92
Groningen,Julian Chabot,19,0,101,44,73,6.92
Ado Den Haag,Tomáš Necid,3,0,29,0,14,6.92
Pec Zwolle,Mike van Duinen,4,0,40,18,47,6.92
Nac Breda,Karol Mets,11,0,93,20,16,6.91
Pec Zwolle,Thomas Lam,7,0,93,31,25,6.91
Pec Zwolle,Clint Leemans,1,0,11,8,22,6.91
Groningen,Thomas Bruns,1,1,17,12,39,6.91
Feyenoord,Nicolai Jørgensen,1,0,15,1,14,6.91
Nac Breda,Khalid Karami,5,0,28,15,19,6.90
Groningen,Tom Van Weert,0,0,0,0,0,6.90
Ado Den Haag,Tom Beugelsdijk,22,0,116,60,37,6.90
Az Alkmaar,Kenzo Goudmijn,0,0,0,0,2,6.90
Vvv Venlo,Jonathan Opoku,2,0,23,11,27,6.90
Fc Emmen,Cas Peters,0,0,0,0,0,6.90
Fc Utrecht,Gyrano Kerk,2,0,3,17,39,6.90
Pec Zwolle,Kingsley Ehizibue,12,1,88,37,79,6.89
Vitesse,Jake Clarke-Salter,20,0,154,30,38,6.89
Vitesse,Alexander Büttner,5,0,46,29,49,6.89
Willem Ii Tilburg,Aras Özbiliz,0,0,6,1,13,6.89
Heracles Almelo,Kristoffer Peterson,4,0,8,7,32,6.89
Feyenoord,Kenneth Vermeer,0,2,4,0,0,6.89
Fortuna Sittard,Finn Stokkers,0,0,4,6,6,6.89
De Graafschap,Azor Matusiwa,5,0,37,31,46,6.89
Feyenoord,Jeremiah St. Juste,6,0,38,34,49,6.89
Groningen,Tim Handwerker,7,0,42,53,84,6.88
De Graafschap,Youssef El Jebli,11,0,14,14,50,6.88
Willem Ii Tilburg,Fernando Lewis,14,0,112,61,42,6.88
Heerenveen,Michel Vlap,2,0,29,9,38,6.88
Willem Ii Tilburg,Jordy Croux,1,0,5,1,3,6.88
Nac Breda,Grad Damen,8,0,16,8,2,6.88
Vitesse,Matúš Bero,8,0,20,32,75,6.87
Vitesse,Maikel Van der Werff,17,0,100,26,30,6.87
Fc Utrecht,Emil Bergstrom,3,0,30,3,13,6.87
Vitesse,Navarone Foor,2,0,26,28,75,6.86
De Graafschap,Delano Burgzorg,1,0,5,3,19,6.86
Heracles Almelo,Dario Van Den Buijs,19,0,129,64,50,6.86
Feyenoord,Justin Bijlow,0,0,15,0,0,6.86
Vvv Venlo,Nils Röseler,44,1,219,42,34,6.86
Feyenoord,Ridgeciano Haps,0,0,30,11,17,6.86
Vvv Venlo,Jay-Roy Grot,2,0,19,15,25,6.86
Az Alkmaar,Ron Vlaar,23,1,107,21,20,6.85
Pec Zwolle,Rick Dekker,3,0,22,27,29,6.85
Az Alkmaar,Myron Boadu,1,0,1,0,1,6.85
Az Alkmaar,Albert Guðmundsson,2,0,3,9,22,6.85
De Graafschap,Furdjel Narsingh,0,0,3,6,31,6.85
Fc Utrecht,Urby Emanuelson,0,0,18,14,30,6.85
Ajax,Zakaria Labyad,0,0,5,1,4,6.84
Nac Breda,Erik Palmer-Brown,24,1,108,31,28,6.84
Nac Breda,Greg Leigh,4,0,51,32,19,6.84
Vvv Venlo,Moreno Rutten,10,0,92,52,85,6.84
Vvv Venlo,Danny Post,11,0,52,60,108,6.84
Nac Breda,Menno Koch,30,1,184,64,53,6.84
Fc Emmen,Michael Chacon,7,0,38,45,78,6.84
Heracles Almelo,Janis Jonathan Blaswich,0,2,32,0,0,6.84
Psv Eindhoven,Michal Sadílek,1,0,15,10,18,6.84
Groningen,Iliass Bel Hassani,0,0,6,5,20,6.84
Ajax,Joël Veltman,2,0,17,3,18,6.83
Az Alkmaar,Dorin Rotariu,0,0,1,1,5,6.83
Fortuna Sittard,André Vidigal,0,0,1,1,5,6.83
Fc Utrecht,Sander van de Streek,4,0,18,14,33,6.83
De Graafschap,Ted Van de Pavert,8,0,114,43,41,6.83
Heracles Almelo,Bart Van Hintum,13,0,87,41,62,6.83
Groningen,Ludovit Reis,7,1,43,68,107,6.82
Vitesse,Vyacheslav Karavaev,3,0,74,27,80,6.82
Fortuna Sittard,Andrija Novakovich,1,0,14,1,4,6.82
