Team,Name,Key passes,Accurate passes percentage,Accurate passes,Assists,Big chances created,Rating
Arsenal,Alex Oxlade-Chamberlain,33,82,636,7,9,7.03
Leicester City,Christian Fuchs,39,72,935,4,4,7.02
Bournemouth,Harry Arter,32,88,1768,4,2,7.02
Tottenham,Heung-Min Son,43,81,629,6,5,7.02
Burnley,Matthew Lowton,30,67,723,2,2,7.01
Everton,Gareth Barry,28,79,1092,1,1,7.01
Middlesbrough,Ben Gibson,3,85,1423,1,1,7.01
Bournemouth,Jack Wilshere,35,84,892,2,4,7.01
Liverpool,Lucas Leiva,6,84,741,3,1,7.01
Stoke City,Geoff Cameron,10,74,586,1,1,7.01
Hull City,Curtis Davies,2,83,709,2,1,7.00
Southampton,Martín Cáceres,0,94,47,0,0,7.00
Arsenal,Per Mertesacker,0,100,8,0,0,7.00
Stoke City,Lee Grant,0,58,508,0,0,7.00
Arsenal,Carl Jenkinson,0,60,21,0,0,7.00
Watford,Adrian Mariappa,1,82,200,0,0,7.00
West Ham United,James Collins,4,78,455,0,0,7.00
Burnley,Tom Heaton,3,41,462,0,0,7.00
Everton,Leighton Baines,46,82,1066,3,1,7.00
West Bromwich Albion,Chris Brunt,41,73,666,4,6,7.00
Liverpool,Adam Lallana,43,84,1186,7,4,7.00
West Ham United,Cheikhou Kouyaté,9,83,893,0,0,6.99
Arsenal,Olivier Giroud,17,72,264,3,2,6.99
Stoke City,Joe Allen,28,81,1045,2,7,6.99
Bournemouth,Joshua King,30,80,569,2,3,6.99
Middlesbrough,Álvaro Negredo,26,67,577,4,8,6.99
Manchester United,Chris Smalling,3,88,410,1,1,6.99
Crystal Palace,Luka Milivojević,5,73,357,0,1,6.99
Tottenham,Hugo Lloris,2,72,766,0,0,6.99
Bournemouth,Junior Stanislas,23,80,491,5,6,6.98
Arsenal,Petr Čech,0,56,471,0,0,6.98
Manchester City,Fabian Delph,2,93,210,0,1,6.98
Middlesbrough,Antonio Barragán,9,80,821,0,1,6.98
Southampton,Cédric Soares,39,74,930,3,4,6.98
Swansea City,Fernando Llorente,26,66,599,1,2,6.98
Manchester United,Henrikh Mkhitaryan,30,84,650,1,6,6.98
Crystal Palace,Mamadou Sakho,4,83,186,0,0,6.98
West Ham United,José Fonte,9,82,1342,0,0,6.97
Liverpool,Georginio Wijnaldum,44,87,1419,9,7,6.97
Stoke City,Peter Crouch,17,59,293,2,5,6.97
Liverpool,Daniel Sturridge,14,74,206,1,2,6.97
Sunderland,Papy Djilobodji,1,72,500,0,0,6.97
Everton,Kevin Mirallas,44,83,596,6,4,6.97
Manchester United,Anthony Martial,25,81,494,6,7,6.96
Manchester United,Luke Shaw,10,86,328,1,1,6.96
Manchester City,John Stones,4,92,1344,0,0,6.96
Stoke City,Bruno Martins Indi,2,87,967,0,0,6.96
Arsenal,Alex Iwobi,27,88,785,3,2,6.96
Manchester United,Ashley Young,11,83,357,1,1,6.95
Manchester United,Scott McTominay,1,91,52,0,0,6.95
Hull City,Michael Dawson,4,81,533,0,0,6.95
Chelsea,Victor Moses,28,79,800,2,4,6.95
Everton,Séamus Coleman,17,78,717,3,6,6.95
Middlesbrough,Adama Traoré,19,70,258,1,1,6.95
Tottenham,Érik Lamela,19,80,244,1,1,6.94
Crystal Palace,Patrick van Aanholt,36,79,794,1,1,6.94
Burnley,Sam Vokes,15,50,302,3,2,6.94
Burnley,Joey Barton,9,73,421,0,1,6.94
Arsenal,Francis Coquelin,16,88,1036,0,0,6.94
West Ham United,Mark Noble,25,86,1236,0,1,6.94
Everton,Joel Robles,1,51,290,1,0,6.94
West Bromwich Albion,Jake Livermore,21,82,1314,1,2,6.94
Swansea City,Leroy Fer,18,82,1012,2,1,6.94
Burnley,Steven Defour,23,80,416,3,0,6.93
Stoke City,Ryan Shawcross,5,71,709,1,0,6.93
Everton,Morgan Schneiderlin,6,90,778,0,0,6.93
West Ham United,Arthur Masuaku,7,88,410,1,1,6.93
Chelsea,Oscar,15,84,207,1,1,6.93
Crystal Palace,Jason Puncheon,62,81,1193,5,5,6.93
Burnley,Ashley Barnes,22,55,247,2,3,6.93
Everton,Yannick Bolasie,20,73,213,4,8,6.92
Bournemouth,Charlie Daniels,30,82,1320,3,3,6.92
Southampton,Matt Targett,5,79,161,0,0,6.92
Hull City,Andrea Ranocchia,3,77,423,2,1,6.92
Watford,Troy Deeney,40,59,492,4,2,6.92
Manchester United,Wayne Rooney,36,84,656,5,5,6.92
Stoke City,Erik Pieters,18,76,1009,1,1,6.91
Middlesbrough,Bernardo Espinosa,0,85,448,0,0,6.91
Manchester United,Matteo Darmian,2,82,485,0,1,6.91
Watford,Stefano Okaka,14,67,154,0,2,6.91
Watford,Étienne Capoue,37,83,1229,1,0,6.91
Everton,Ramiro Funes Mori,4,79,631,1,2,6.90
Sunderland,Lamine Koné,2,69,542,0,1,6.90
Stoke City,Charlie Adam,30,69,598,3,3,6.90
Leicester City,Kasper Schmeichel,0,40,354,0,0,6.90
West Bromwich Albion,Claudio Yacob,6,82,769,0,0,6.90
Manchester United,Timothy Fosu-Mensah,0,80,33,0,0,6.90
Watford,Miguel Britos,7,69,704,2,2,6.90
Tottenham,Filip Lesniak,1,100,6,1,0,6.90
Crystal Palace,Jonathan Benteke,0,25,1,0,0,6.90
Arsenal,Mohamed Elneny,4,93,572,1,0,6.90
Arsenal,Aaron Ramsey,23,88,813,4,7,6.90
Crystal Palace,Pape Souaré,2,71,69,0,0,6.90
Southampton,Jack Stephens,4,84,612,1,1,6.90
Manchester City,Gaël Clichy,16,85,1239,0,1,6.90
Watford,Sebastian Prödl,10,76,817,1,1,6.89
West Ham United,Michail Antonio,31,73,466,3,3,6.89
Sunderland,Jermain Defoe,20,79,361,2,0,6.89
West Ham United,Angelo Ogbonna,6,81,654,0,0,6.89
Manchester City,Bacary Sagna,8,89,737,1,1,6.89
Middlesbrough,Daniel Ayala,0,79,302,0,0,6.89
Bournemouth,Lewis Cook,7,85,236,2,1,6.88
Leicester City,Jamie Vardy,31,62,331,5,6,6.88
Manchester City,Willy Caballero,0,76,299,0,0,6.88
Swansea City,Tom Carroll,17,81,647,2,1,6.88
Middlesbrough,Adam Clayton,21,87,1267,2,1,6.88
Southampton,Steven Davis,32,86,1479,3,2,6.88
Chelsea,Branislav Ivanović,3,83,273,0,0,6.88
Tottenham,Michel Vorm,0,75,101,0,0,6.88
Middlesbrough,Rudy Gestede,11,57,124,0,1,6.88
Manchester City,Pablo Zabaleta,11,83,475,1,0,6.88
Arsenal,Theo Walcott,13,75,405,2,3,6.88
Manchester City,Leroy Sané,36,81,562,3,7,6.88
Swansea City,Federico Fernández,3,82,927,2,1,6.87
Liverpool,Ragnar Klavan,3,88,829,0,0,6.87
Burnley,Robbie Brady,17,68,151,2,2,6.87
Arsenal,Gabriel Paulista,4,87,759,0,0,6.87
Hull City,Tom Huddlestone,19,82,1015,0,1,6.87
Crystal Palace,James Tomkins,2,77,560,0,0,6.87
Sunderland,Victor Anichebe,11,63,231,0,0,6.87
Arsenal,Rob Holding,3,83,384,0,0,6.87
Stoke City,Glenn Whelan,22,85,1191,1,1,6.87
Leicester City,Danny Drinkwater,15,77,1350,1,1,6.87
Watford,Younès Kaboul,2,68,478,0,0,6.87
Southampton,Pierre-Emile Højbjerg,16,88,883,0,0,6.86
Leicester City,Robert Huth,6,71,501,2,3,6.86
Crystal Palace,Scott Dann,6,74,451,1,1,6.86
Stoke City,Jack Butland,0,56,79,0,0,6.86
Crystal Palace,Yohan Cabaye,36,80,791,3,6,6.86
Bournemouth,Andrew Surman,12,86,1134,1,0,6.86
Bournemouth,Simon Francis,19,80,1319,1,2,6.86
Everton,James McCarthy,5,76,187,1,0,6.86
Chelsea,Thibaut Courtois,0,66,524,0,0,6.86
Manchester City,Nolito,13,82,320,2,2,6.86
Liverpool,Nathaniel Clyne,45,83,1496,2,5,6.85
Southampton,Ryan Bertrand,28,83,1090,4,3,6.85
Stoke City,Wilfried Bony,7,67,143,0,1,6.85
Bournemouth,Ryan Fraser,32,79,529,5,5,6.85
Manchester United,Jesse Lingard,29,88,638,2,4,6.85
Southampton,Dušan Tadić,68,79,841,5,6,6.85
Hull City,Shaun Maloney,4,86,95,2,1,6.84
Sunderland,Bryan Oviedo,10,75,375,0,1,6.84
West Bromwich Albion,Craig Dawson,21,63,642,0,0,6.84
Manchester City,Fernando,3,89,329,0,0,6.84
Burnley,Stephen Ward,21,69,774,1,3,6.84
Swansea City,Jordi Amat,2,86,564,0,0,6.84
Arsenal,Nacho Monreal,12,86,1501,2,3,6.83
Everton,Mason Holgate,9,75,481,1,3,6.83
Burnley,Kevin Long,0,69,75,0,0,6.83
Watford,Craig Cathcart,4,76,275,1,1,6.83
West Ham United,Adrián,1,49,206,0,0,6.83
Middlesbrough,Stewart Downing,30,81,767,3,2,6.83
Hull City,Eldin Jakupović,0,46,295,0,0,6.83
Southampton,Manolo Gabbiadini,6,70,82,0,0,6.83
Watford,Heurelho Gomes,1,49,505,0,0,6.83
Leicester City,Islam Slimani,17,71,299,4,2,6.83
Manchester United,Marouane Fellaini,18,86,910,0,0,6.83
Liverpool,Marko Grujić,1,79,26,0,0,6.83
Middlesbrough,Viktor Fischer,7,80,117,3,3,6.82
Everton,Ademola Lookman,0,87,82,0,0,6.81
Liverpool,Simon Mignolet,0,62,496,0,0,6.81
Swansea City,Kyle Naughton,23,77,1077,0,1,6.81
Southampton,Cuco Martina,5,81,250,0,0,6.81
Middlesbrough,Adam Forshaw,29,88,1195,1,3,6.81
Hull City,Sam Clucas,15,83,1279,1,2,6.81
Watford,José Holebas,36,75,867,4,3,6.81
Stoke City,Glen Johnson,11,79,583,0,3,6.81
Middlesbrough,George Friend,11,77,602,2,1,6.81
Chelsea,Michy Batshuayi,1,84,67,1,0,6.81
Middlesbrough,Víctor Valdés,0,53,472,0,0,6.80
West Ham United,Robert Snodgrass,65,83,832,5,3,6.80
Crystal Palace,James McArthur,16,78,668,3,3,6.80
West Bromwich Albion,Rickie Lambert,1,50,5,0,0,6.80
Bournemouth,Ryan Allsop,0,38,10,0,0,6.80
Sunderland,Jack Rodwell,8,78,447,1,1,6.80
Arsenal,Kieran Gibbs,10,82,306,1,0,6.80
West Ham United,André Ayew,15,79,341,3,3,6.80
Crystal Palace,Andros Townsend,52,75,515,4,8,6.79
Tottenham,Harry Winks,8,90,330,1,1,6.79
Southampton,Jay Rodriguez,7,67,157,2,0,6.79
Middlesbrough,Grant Leadbitter,9,80,272,0,0,6.78
Swansea City,Àngel Rangel,7,85,462,0,1,6.78
West Bromwich Albion,Nacer Chadli,34,80,532,5,6,6.78
Sunderland,Donald Love,4,68,146,1,1,6.78
Stoke City,Phil Bardsley,10,73,290,0,2,6.78
Bournemouth,Adam Smith,30,85,1230,5,8,6.78
Manchester United,David De Gea,0,60,508,0,0,6.78
Crystal Palace,Damien Delaney,6,71,634,2,3,6.78
Crystal Palace,Connor Wickham,0,72,71,0,0,6.78
Sunderland,Lee Cattermole,2,76,214,0,0,6.78
Leicester City,Wes Morgan,4,68,442,0,0,6.77
Sunderland,Billy Jones,29,69,484,0,2,6.77
Southampton,James Ward-Prowse,44,83,804,4,0,6.77
Burnley,Dean Marney,5,80,586,2,1,6.77
Leicester City,Andy King,6,79,510,0,0,6.77
Sunderland,John O'Shea,1,76,522,1,1,6.76
Everton,Aaron Lennon,6,81,108,1,1,6.76
Crystal Palace,Joel Ward,12,74,955,1,2,6.76
Crystal Palace,Wilfried Zaha,39,80,556,9,8,6.76
Manchester City,Jesús Navas,20,84,487,0,3,6.76
West Bromwich Albion,Matt Phillips,34,67,327,8,8,6.76
Sunderland,Vito Mannone,0,41,100,0,0,6.76
West Bromwich Albion,Darren Fletcher,24,77,937,3,3,6.76
Hull City,Evandro,11,82,228,0,1,6.75
Leicester City,Yohan Benalouane,2,68,128,0,0,6.75
Bournemouth,Dan Gosling,10,84,697,0,1,6.75
Stoke City,Marko Arnautović,51,75,649,5,8,6.75
Watford,Abdoulaye Doucouré,12,87,725,0,0,6.75
Sunderland,Jeremain Lens,2,70,14,0,0,6.75
Stoke City,Philipp Wollscheid,0,79,78,0,0,6.75
Manchester City,Raheem Sterling,46,80,831,6,6,6.75
Hull City,Abel Hernández,13,72,182,3,1,6.75
Middlesbrough,Fábio,16,71,503,0,0,6.75
West Bromwich Albion,Allan Nyom,10,71,520,2,1,6.74
Bournemouth,Artur Boruc,1,55,490,0,0,6.74
Southampton,Sofiane Boufal,24,77,390,0,3,6.74
Sunderland,Jason Denayer,2,80,469,0,0,6.74
Manchester City,Kelechi Iheanacho,13,77,147,3,3,6.74
Leicester City,Danny Simpson,11,69,753,2,1,6.74
Tottenham,Vincent Janssen,16,80,179,2,2,6.74
Stoke City,Jonathan Walters,12,57,189,2,1,6.74
Crystal Palace,Wayne Hennessey,3,47,382,0,0,6.74
West Bromwich Albion,Ben Foster,2,40,450,0,0,6.73
Southampton,Shane Long,14,70,214,1,2,6.73
West Bromwich Albion,Salomón Rondón,26,66,478,2,4,6.73
Stoke City,Mame Biram Diouf,10,64,233,2,3,6.73
Sunderland,Didier N'Dong,16,83,838,0,1,6.73
Arsenal,Danny Welbeck,5,84,161,2,2,6.73
Swansea City,Mike Van der Hoorn,0,77,250,0,0,6.73
Manchester United,Marcus Rashford,21,79,428,1,3,6.72
Arsenal,Héctor Bellerín,28,85,1179,4,3,6.72
Burnley,Andre Gray,20,72,267,3,2,6.72
Burnley,Jon Flanagan,1,68,93,0,0,6.72
Sunderland,Sebastian Larsson,23,80,514,1,2,6.71
Liverpool,Divock Origi,16,76,298,3,2,6.71
Swansea City,Sung-Yueng Ki,12,90,614,1,0,6.71
Hull City,David Meyler,6,81,414,0,1,6.71
Middlesbrough,Brad Guzan,0,45,134,0,0,6.71
Sunderland,Darron Gibson,2,80,310,0,0,6.71
Leicester City,Shinji Okazaki,14,75,328,1,1,6.71
Swansea City,Martin Olsson,7,77,384,0,0,6.71
West Ham United,Sofiane Feghouli,19,72,269,3,2,6.71
Middlesbrough,Christian Stuani,7,68,260,0,1,6.70
Bournemouth,Marc Pugh,19,81,404,2,2,6.70
Everton,Enner Valencia,7,80,182,1,1,6.70
Everton,Tom Davies,15,83,648,3,3,6.70
Leicester City,Daniel Amartey,15,81,635,1,0,6.70
Watford,Valon Behrami,5,80,586,0,1,6.70
Manchester United,Axel Tuanzebe,1,92,131,0,0,6.70
Swansea City,Jordan Ayew,6,84,201,3,2,6.70
Manchester City,Samir Nasri,1,91,10,0,0,6.70
Crystal Palace,Jeffrey Schlupp,6,72,252,0,0,6.70
Hull City,Dieumerci Mbokani,8,67,116,1,0,6.70
Stoke City,Bojan Krkić,5,84,157,0,0,6.70
Southampton,Josh Sims,2,77,62,1,1,6.70
West Bromwich Albion,Brendon Galloway,1,76,45,0,0,6.70
Bournemouth,Adam Federici,0,54,29,0,0,6.70
Bournemouth,Baily Cargill,0,0,0,0,0,6.70
Burnley,Daniel Agyei,0,25,1,0,0,6.70
West Bromwich Albion,Marc Wilson,2,68,51,0,0,6.70
Burnley,Jóhann Guðmundsson,15,70,208,2,1,6.70
Everton,Maarten Stekelenburg,0,53,252,0,0,6.69
Swansea City,Jack Cork,14,84,1074,0,1,6.69
Leicester City,Marc Albrighton,47,64,557,6,7,6.69
Watford,Isaac Success,5,70,92,1,0,6.69
West Ham United,Simone Zaza,8,70,73,0,0,6.69
Sunderland,Fabio Borini,15,74,373,0,0,6.69
Bournemouth,Benik Afobe,23,79,234,3,2,6.69
West Bromwich Albion,James Morrison,24,81,617,2,1,6.69
Leicester City,Riyad Mahrez,51,78,826,3,10,6.68
Crystal Palace,Loïc Rémy,2,80,36,0,0,6.68
Arsenal,Lucas Pérez,7,77,89,0,0,6.68
West Ham United,Darren Randolph,0,51,317,0,0,6.68
Middlesbrough,Adlène Guédioura,8,75,313,1,1,6.68
Swansea City,Łukasz Fabiański,0,60,553,0,0,6.68
Manchester City,Aleix García,1,93,90,0,0,6.68
Burnley,James Tarkowski,4,68,179,0,0,6.67
Watford,Daryl Janmaat,13,74,446,1,2,6.67
Everton,Gerard Deulofeu,11,72,118,0,0,6.67
Swansea City,Modou Barrow,21,75,225,2,3,6.67
Watford,Tom Cleverley,28,83,712,2,2,6.67
Hull City,Andrew Robertson,19,76,934,2,1,6.67
Sunderland,Jan Kirchhoff,1,73,144,0,0,6.67
West Bromwich Albion,Jonas Olsson,0,63,102,0,0,6.67
Southampton,Fraser Forster,1,49,418,0,1,6.67
Tottenham,Moussa Sissoko,21,82,371,2,0,6.67
Watford,Roberto Pereyra,16,84,351,2,3,6.67
Southampton,Sam McQueen,2,75,225,0,1,6.67
Watford,Camilo Zúñiga,5,81,290,0,0,6.67
Everton,Matthew Pennington,1,75,55,0,0,6.67
Leicester City,Ben Chilwell,3,69,207,0,1,6.66
Swansea City,Leon Britton,2,89,648,0,0,6.66
Stoke City,Shay Given,0,64,85,0,0,6.66
Swansea City,Jay Fulton,3,82,266,0,0,6.66
Chelsea,John Terry,2,92,295,0,1,6.66
Chelsea,Ola Aina,0,88,14,0,0,6.65
Chelsea,Nathaniel Chalobah,4,83,85,1,1,6.65
Hull City,Lazar Marković,8,77,257,0,0,6.65
Hull City,Jarrod Bowen,0,79,55,0,0,6.65
Watford,Odion Ighalo,11,77,227,1,0,6.65
Watford,Christian Kabasele,3,65,155,0,0,6.65
Watford,M'Baye Niang,9,81,328,2,4,6.64
Southampton,Jordy Clasie,5,85,527,1,0,6.64
Burnley,Scott Arfield,35,69,427,0,1,6.64
West Bromwich Albion,Samuel Field,3,81,85,0,0,6.64
Bournemouth,Callum Wilson,9,73,139,0,0,6.64
Burnley,George Boyd,16,73,402,1,3,6.64
Watford,Nordin Amrabat,32,75,508,3,4,6.64
Leicester City,Demarai Gray,17,75,244,3,3,6.64
Middlesbrough,Jordan Rhodes,2,62,26,0,0,6.63
Chelsea,Kurt Zouma,1,80,103,1,1,6.63
Burnley,Paul Robinson,0,41,42,0,0,6.63
Middlesbrough,Marten de Roon,11,79,1047,0,1,6.63
Liverpool,Trent Alexander-Arnold,1,65,46,0,0,6.63
Stoke City,Ramadan Sobhi,9,79,236,1,2,6.63
West Ham United,Diafra Sakho,1,69,22,0,0,6.63
Southampton,Jérémy Pied,1,80,56,0,0,6.63
Middlesbrough,Emilio Nsue,2,83,129,0,0,6.63
Crystal Palace,Lee Chung-yong,7,80,160,1,2,6.62
Manchester City,Claudio Bravo,0,73,482,0,0,6.62
Leicester City,Ahmed Musa,7,68,146,0,2,6.62
Liverpool,Loris Karius,0,65,174,0,0,6.62
Sunderland,George Honeyman,3,82,89,0,0,6.62
Hull City,Ryan Mason,8,86,324,0,0,6.62
Bournemouth,Tyrone Mings,1,83,252,0,1,6.62
West Bromwich Albion,James McClean,19,71,250,2,3,6.61
West Ham United,Edimilson Fernandes,6,86,409,0,0,6.61
Hull City,Adama Diomandé,13,78,251,0,0,6.61
Middlesbrough,Gastón Ramírez,31,76,474,3,2,6.61
Stoke City,Giannelli Imbula,5,87,333,0,0,6.61
Stoke City,Ibrahim Afellay,1,89,168,0,1,6.61
Sunderland,Adnan Januzaj,34,71,252,3,1,6.61
Crystal Palace,Joe Ledley,6,83,470,0,0,6.61
West Bromwich Albion,Hal Robson-Kanu,9,78,129,2,1,6.60
Crystal Palace,Fraizer Campbell,1,78,36,0,0,6.60
Stoke City,Julien Ngoy,1,100,11,0,0,6.60
West Bromwich Albion,Craig Gardner,10,57,35,1,2,6.60
Leicester City,Marcin Wasilewski,0,70,16,0,0,6.60
Tottenham,Kevin Wimmer,1,82,184,0,0,6.60
Liverpool,Kevin Stewart,0,60,12,0,0,6.60
Swansea City,Kristoffer Nordfeldt,0,82,18,0,0,6.60
West Ham United,Sam Byram,7,70,304,1,1,6.59
Stoke City,Saido Berahino,5,80,134,0,2,6.59
Crystal Palace,Mathieu Flamini,1,79,88,0,0,6.59
Sunderland,Steven Pienaar,7,79,305,0,0,6.59
Sunderland,Javier Manquillo,4,78,329,0,0,6.58
Crystal Palace,Martin Kelly,8,70,434,2,0,6.58
Everton,Arouna Koné,1,94,30,0,0,6.58
West Ham United,Håvard Nordtveit,4,78,321,1,1,6.58
Hull City,Ahmed El-Mohamady,26,77,1056,2,2,6.58
Swansea City,Stephen Kingsley,4,78,337,0,0,6.58
Hull City,Alfred N'Diaye,4,82,464,0,0,6.57
Bournemouth,Max Gradel,1,76,41,0,0,6.57
Watford,Mauro Zárate,4,90,60,0,0,6.57
Crystal Palace,Jordon Mutch,1,66,27,0,0,6.57
Swansea City,Oliver McBurnie,2,79,26,0,0,6.56
Middlesbrough,Patrick Bamford,1,70,57,0,0,6.56
Leicester City,Leonardo Ulloa,2,69,161,0,0,6.56
Burnley,Ashley Westwood,5,78,201,0,0,6.56
Watford,Costel Pantilimon,0,45,15,0,0,6.55
Leicester City,Luis Hernández,4,79,123,0,0,6.55
Hull City,Markus Henriksen,3,76,139,0,0,6.55
Liverpool,Alberto Moreno,5,84,152,1,0,6.54
Hull City,David Marshall,0,43,175,0,0,6.54
Bournemouth,Lewis Grabban,1,74,14,1,0,6.53
Hull City,Kamil Grosicki,24,72,222,3,6,6.53
West Ham United,Ashley Fletcher,4,81,74,0,0,6.53
Crystal Palace,Bakary Sako,1,69,29,0,0,6.53
Chelsea,Ruben Loftus-Cheek,0,84,21,0,0,6.53
Watford,Jerome Sinclair,1,79,19,0,0,6.53
Burnley,Jeff Hendrick,13,78,782,1,0,6.52
Swansea City,Jefferson Montero,9,65,61,1,2,6.52
Sunderland,Wahbi Khazri,21,77,244,0,2,6.52
West Ham United,Aaron Cresswell,17,75,572,2,4,6.51
Leicester City,Ron-Robert Zieler,0,36,98,0,0,6.51
Swansea City,Luciano Narsingh,7,88,108,3,1,6.51
Manchester United,Memphis Depay,0,71,10,0,0,6.50
Chelsea,Kenedy,1,69,20,0,0,6.50
Everton,Dominic Calvert-Lewin,0,67,58,0,0,6.50
Arsenal,Emiliano Martínez,0,74,32,0,0,6.50
West Ham United,Álvaro Arbeloa,2,87,90,0,0,6.50
Tottenham,Joshua Onomah,0,79,15,0,0,6.50
Leicester City,Nampalys Mendy,2,81,77,0,0,6.50
Sunderland,Joel Asoro,0,0,0,0,0,6.50
Bournemouth,Lys Mousset,4,68,43,0,0,6.50
Burnley,Lukas Jutkiewicz,0,71,5,0,0,6.50
