Team,Name,Key passes,Accurate passes percentage,Accurate passes,Assists,Big chances created,Rating
Bayern Munchen,Joshua Kimmich,86,90,2278,13,21,7.66
Bayern Munchen,Thiago Alcántara,40,92,2302,6,6,7.54
Borussia Mgladbach,Thorgan Hazard,75,77,882,10,13,7.52
Fc Schalke 04,George Timotheou,0,80,37,0,0,7.50
Bayern Munchen,James Rodríguez,53,87,764,3,8,7.49
Bayern Munchen,Robert Lewandowski,48,77,564,7,15,7.46
Eintracht Frankfurt,Frederik Rønnow,0,60,31,0,0,7.45
1899 Hoffenheim,Kerem Demirbay,80,81,1031,9,16,7.43
Rb Leipzig,Marcel Halstenberg,56,74,851,6,15,7.41
Werder Bremen,Max Kruse,83,79,1263,9,8,7.41
Eintracht Frankfurt,Sébastien Haller,38,63,498,9,13,7.37
Hannover 96,Edgar Prib,6,80,68,1,1,7.37
Fortuna Dusseldorf,Kevin Stöger,54,85,1165,7,13,7.35
1899 Hoffenheim,Ishak Belfodil,30,72,315,3,8,7.31
Borussia Dortmund,Jadon Sancho,71,85,1105,14,13,7.28
Freiburg,Vincenzo Grifo,46,79,666,5,2,7.27
Bayern Munchen,Thomas Müller,62,75,896,9,18,7.26
Wolfsburg,Ignacio Camacho,2,78,235,0,1,7.25
Bayer 04 Leverkusen,Julian Brandt,87,81,1387,11,14,7.24
Bayer 04 Leverkusen,Kevin Volland,44,75,645,9,13,7.23
Borussia Dortmund,Marco Reus,38,82,829,8,11,7.23
Rb Leipzig,Kevin Kampl,49,84,1205,5,8,7.23
Bayern Munchen,Mats Hummels,13,89,1551,1,2,7.23
Wolfsburg,Wout Weghorst,37,70,559,7,7,7.22
Rb Leipzig,Timo Werner,36,74,567,7,7,7.20
Bayern Munchen,Kingsley Coman,28,85,525,4,7,7.20
Rb Leipzig,Tyler Adams,5,80,421,2,2,7.19
Rb Leipzig,Willi Orbán,0,78,781,0,0,7.19
Rb Leipzig,Yussuf Poulsen,33,61,470,3,7,7.18
Bayer 04 Leverkusen,Kai Havertz,36,87,1560,3,5,7.18
Wolfsburg,Maximilian Arnold,49,81,1056,6,8,7.18
1899 Hoffenheim,Andrej Kramarić,52,81,774,4,8,7.17
Borussia Dortmund,Thomas Delaney,15,86,1376,5,5,7.16
Bayern Munchen,Niklas Süle,6,93,2379,0,0,7.15
Bayern Munchen,David Alaba,28,85,1507,3,6,7.15
Borussia Dortmund,Łukasz Piszczek,21,83,935,6,4,7.15
Borussia Dortmund,Axel Witsel,17,93,2239,1,3,7.14
Eintracht Frankfurt,Luka Jović,28,70,420,5,7,7.14
Hannover 96,Ihlas Bebou,16,71,258,3,2,7.13
Bayern Munchen,Jérôme Boateng,11,89,1419,2,2,7.13
Borussia Dortmund,Raphaël Guerreiro,41,85,906,6,8,7.12
Borussia Mgladbach,Louis Beyer,2,88,376,0,0,7.12
Werder Bremen,Milot Rashica,30,69,264,5,7,7.12
Fc Schalke 04,Daniel Caligiuri,59,69,791,3,8,7.12
Borussia Mgladbach,Lars Stindl,23,83,618,1,5,7.12
Eintracht Frankfurt,Filip Kostić,46,65,653,10,16,7.11
Bayer 04 Leverkusen,Leon Bailey,47,74,566,1,6,7.11
Borussia Dortmund,Paco Alcácer,15,75,212,0,2,7.10
Bayern Munchen,Serge Gnabry,29,83,661,5,13,7.10
Rb Leipzig,Emil Forsberg,40,82,390,7,6,7.10
1899 Hoffenheim,Benjamin Hübner,1,83,413,0,0,7.10
1 Fsv Mainz 05,Leandro Barreiro,1,56,14,0,0,7.10
Hannover 96,Samuel Radlinger-Sahin,0,70,16,0,0,7.10
1 Fsv Mainz 05,Aarón Martin Caricol,64,82,979,3,7,7.09
Rb Leipzig,Péter Gulácsi,1,59,528,0,1,7.08
Eintracht Frankfurt,Almamy Touré,1,73,178,0,0,7.07
Borussia Mgladbach,Yann Sommer,1,77,1093,0,0,7.06
Borussia Mgladbach,Ibrahima Traoré,16,80,188,2,5,7.06
1899 Hoffenheim,Florian Grillitsch,28,83,1291,3,5,7.06
Rb Leipzig,Ibrahima Konaté,6,76,788,1,0,7.06
Eintracht Frankfurt,Sebastian Rode,18,83,431,0,1,7.06
Rb Leipzig,Lukas Klostermann,20,74,588,1,3,7.06
Fc Schalke 04,Salif Sané,6,83,1274,0,0,7.06
Hertha Bsc,Marko Grujić,16,82,775,1,2,7.05
Bayer 04 Leverkusen,Charles Aránguiz,30,89,1441,7,7,7.05
Borussia Dortmund,Mario Götze,41,82,705,7,12,7.05
Eintracht Frankfurt,Gonçalo Paciência,4,61,57,1,1,7.05
1 Fsv Mainz 05,Niko Bungert,1,87,96,0,0,7.05
1899 Hoffenheim,Joelinton,45,79,548,5,9,7.05
Eintracht Frankfurt,Makoto Hasebe,7,85,1238,0,2,7.05
1 Fsv Mainz 05,Karim Onisiwo,21,63,144,3,6,7.04
Fc Schalke 04,Bastian Oczipka,46,77,595,5,6,7.04
Borussia Mgladbach,Tony Jantschke,1,90,724,1,1,7.04
Freiburg,Nils Petersen,21,68,348,3,1,7.04
Freiburg,Lukas Kübler,7,70,291,2,3,7.04
Eintracht Frankfurt,Jonathan de Guzmán,37,79,657,6,9,7.04
Rb Leipzig,Diego Demme,26,82,1196,2,4,7.04
Bayer 04 Leverkusen,Jonathan Tah,7,90,2238,1,1,7.03
Fortuna Dusseldorf,Markus Suttner,9,77,153,1,0,7.03
Wolfsburg,Admir Mehmedi,36,77,518,5,6,7.03
Wolfsburg,Robin Knoche,1,86,1748,0,0,7.03
Vfb Stuttgart,Daniel Didavi,28,78,299,2,2,7.02
Bayer 04 Leverkusen,Lars Bender,14,83,684,4,1,7.02
Bayern Munchen,Leon Goretzka,18,88,1008,4,4,7.02
Hertha Bsc,Ondrej Duda,41,77,924,5,10,7.02
Rb Leipzig,Nordi Mukiele,11,73,422,1,3,7.02
Hannover 96,Michael Esser,2,68,743,0,1,7.02
Hertha Bsc,Jordan Torunarigha,5,79,377,2,2,7.01
Borussia Mgladbach,Nico Elvedi,3,93,1916,1,1,7.01
Augsburg,Philipp Max,60,72,594,2,10,7.01
Werder Bremen,Maximilian Eggestein,46,80,1251,4,6,7.01
Bayern Munchen,Javi Martínez,7,88,794,0,0,7.01
Bayer 04 Leverkusen,Wendell,16,86,1414,2,4,7.00
Augsburg,Jonathan Schmid,46,81,811,7,2,7.00
1899 Hoffenheim,Nadiem Amiri,16,87,312,1,1,7.00
Bayer 04 Leverkusen,Karim Bellarabi,27,75,314,4,7,7.00
Wolfsburg,Gian-Luca Itter,0,88,38,0,0,7.00
Freiburg,Mark Flekken,0,79,22,0,0,7.00
Borussia Dortmund,Dan-Axel Zagadou,2,88,915,0,0,6.99
1 Fsv Mainz 05,Jean-Philippe Mateta,30,71,319,2,5,6.99
Augsburg,Alfreð Finnbogason,21,68,216,1,3,6.99
Fortuna Dusseldorf,Kaan Ayhan,6,88,1253,1,2,6.99
Fc Schalke 04,Naldo,2,80,261,0,0,6.99
1 Fsv Mainz 05,Alexander Hack,2,76,418,1,2,6.98
Hertha Bsc,Valentino Lazaro,56,76,920,6,12,6.98
Bayern Munchen,Arjen Robben,16,79,231,0,2,6.98
