Team,Name,Goal conversion percentage,Total shots,Successful dribbles,Big chances missed,Goals,Rating
Freiburg,Nils Petersen,24,41,8,8,10,7.04
Freiburg,Lukas Kübler,0,5,6,0,0,7.04
Eintracht Frankfurt,Jonathan de Guzmán,19,16,13,1,3,7.04
Rb Leipzig,Diego Demme,0,6,8,0,0,7.04
Bayer 04 Leverkusen,Jonathan Tah,30,10,17,2,3,7.03
Fortuna Dusseldorf,Markus Suttner,25,4,0,0,1,7.03
Wolfsburg,Admir Mehmedi,24,25,13,5,6,7.03
Wolfsburg,Robin Knoche,25,12,8,3,3,7.03
Vfb Stuttgart,Daniel Didavi,10,20,11,1,2,7.02
Bayer 04 Leverkusen,Lars Bender,13,8,10,1,1,7.02
Bayern Munchen,Leon Goretzka,17,48,15,7,8,7.02
Hertha Bsc,Ondrej Duda,31,36,38,4,11,7.02
Rb Leipzig,Nordi Mukiele,20,5,18,0,1,7.02
Hannover 96,Michael Esser,0,0,0,0,0,7.02
Hertha Bsc,Jordan Torunarigha,33,6,1,0,2,7.01
Borussia Mgladbach,Nico Elvedi,14,14,9,2,2,7.01
Augsburg,Philipp Max,20,20,11,1,4,7.01
Werder Bremen,Maximilian Eggestein,17,30,15,0,5,7.01
Bayern Munchen,Javi Martínez,21,14,5,1,3,7.01
Bayer 04 Leverkusen,Wendell,22,9,7,1,2,7.00
Augsburg,Jonathan Schmid,21,14,15,0,3,7.00
1899 Hoffenheim,Nadiem Amiri,23,13,20,3,3,7.00
Bayer 04 Leverkusen,Karim Bellarabi,18,28,20,2,5,7.00
Wolfsburg,Gian-Luca Itter,0,0,3,0,0,7.00
Freiburg,Mark Flekken,0,0,0,0,0,7.00
Borussia Dortmund,Dan-Axel Zagadou,22,9,13,1,2,6.99
1 Fsv Mainz 05,Jean-Philippe Mateta,18,79,34,11,14,6.99
Augsburg,Alfreð Finnbogason,32,31,12,8,10,6.99
Fortuna Dusseldorf,Kaan Ayhan,21,19,12,5,4,6.99
Fc Schalke 04,Naldo,0,7,1,0,0,6.99
1 Fsv Mainz 05,Alexander Hack,10,10,8,1,1,6.98
Hertha Bsc,Valentino Lazaro,19,16,34,0,3,6.98
Bayern Munchen,Arjen Robben,19,21,6,2,4,6.98
Bayer 04 Leverkusen,Sven Bender,0,10,5,0,0,6.97
1899 Hoffenheim,Pavel Kadeřábek,13,24,8,8,3,6.97
Borussia Dortmund,Manuel Akanji,17,6,8,0,1,6.97
Wolfsburg,Marcel Tisserand,13,8,4,1,1,6.97
Borussia Dortmund,Abdou Diallo,11,9,40,4,1,6.97
Freiburg,Nico Schlotterbeck,0,1,1,0,0,6.97
Freiburg,Luca Waldschmidt,17,52,20,5,9,6.96
1 Fsv Mainz 05,Jean-Paul Boëtius,13,32,32,1,4,6.96
Rb Leipzig,Marcel Sabitzer,9,43,15,6,4,6.95
Borussia Mgladbach,Jonas Hofmann,21,24,11,3,5,6.95
Wolfsburg,William,14,14,27,1,2,6.95
Wolfsburg,John Brooks,17,18,4,2,3,6.94
Borussia Dortmund,Achraf Hakimi,14,14,38,2,2,6.94
Bayer 04 Leverkusen,Julian Baumgartlinger,0,5,15,0,0,6.94
Fortuna Dusseldorf,Rouwen Hennings,15,46,4,7,7,6.94
Hertha Bsc,Maximilian Mittelstädt,6,17,24,1,1,6.94
Fc Schalke 04,Nabil Bentaleb,19,16,21,1,3,6.94
Augsburg,Andreas Luthe,0,0,0,0,0,6.94
1 Fsv Mainz 05,Robin Zentner,0,0,0,0,0,6.94
Bayer 04 Leverkusen,Aleksandar Dragović,50,4,0,0,2,6.94
Vfb Stuttgart,Timo Baumgartl,25,4,4,0,1,6.94
Bayer 04 Leverkusen,Lucas Alario,25,36,5,4,9,6.94
Hannover 96,Pirmin Schwegler,0,7,16,0,0,6.94
Eintracht Frankfurt,Kevin Trapp,0,0,0,0,0,6.94
Hertha Bsc,Niklas Stark,10,10,1,1,1,6.93
1899 Hoffenheim,Nico Schulz,5,21,52,3,1,6.93
Fc Schalke 04,Franco di Santo,0,2,3,0,0,6.93
Borussia Dortmund,Julian Weigl,50,2,6,0,1,6.92
1 Fsv Mainz 05,Giulio Donati,0,0,5,0,0,6.92
Borussia Mgladbach,Matthias Ginter,13,15,1,1,2,6.92
1899 Hoffenheim,Reiss Nelson,39,18,16,1,7,6.92
1 Fc Nurnberg,Ewerton,0,6,10,0,0,6.92
Augsburg,Dong-Won Ji,25,16,19,0,4,6.92
1 Fsv Mainz 05,Pierre Kunde,0,20,24,0,0,6.91
1899 Hoffenheim,Ermin Bičakčić,11,9,0,4,1,6.91
Wolfsburg,Jérôme Roussillon,18,17,50,1,3,6.91
Augsburg,Rani Khedira,33,12,2,0,4,6.90
Borussia Mgladbach,Alassane Pléa,18,65,23,15,12,6.90
Bayern Munchen,Corentin Tolisso,100,1,0,0,1,6.90
Wolfsburg,Koen Casteels,0,0,0,0,0,6.90
1 Fc Nurnberg,Matheus Pereira,14,22,40,0,3,6.90
Borussia Mgladbach,Josip Drmić,33,6,2,1,2,6.90
1899 Hoffenheim,Dennis Geiger,0,4,1,0,0,6.90
Fc Schalke 04,Steven Skrzybski,19,16,5,2,3,6.90
1899 Hoffenheim,Justin Hoogma,0,0,0,0,0,6.90
Hannover 96,Uffe Bech,0,0,2,0,0,6.90
Eintracht Frankfurt,Martin Hinteregger,13,24,7,1,3,6.90
Vfb Stuttgart,Marc-Oliver Kempf,15,13,2,1,2,6.90
Vfb Stuttgart,Ozan Kabak,27,11,14,0,3,6.89
Bayern Munchen,Rafinha,50,2,5,0,1,6.89
Fortuna Dusseldorf,Dodi Lukebakio,20,50,50,11,10,6.89
Wolfsburg,Renato Steffen,28,18,19,1,5,6.89
Hertha Bsc,Fabian Lustenberger,0,2,3,0,0,6.89
Hannover 96,Hendrik Weydandt,13,48,11,7,6,6.89
Borussia Mgladbach,Tobias Strobl,0,6,5,1,0,6.89
Fc Schalke 04,Weston McKennie,5,21,16,2,1,6.88
Werder Bremen,Davy Klaassen,22,23,17,3,5,6.88
Augsburg,Kevin Danso,10,10,2,0,1,6.88
1 Fsv Mainz 05,Daniel Brosinski,21,14,6,0,3,6.88
Werder Bremen,Nuri Şahin,10,10,9,0,1,6.88
1 Fsv Mainz 05,Stefan Bell,0,15,14,3,0,6.88
Hannover 96,Niclas Füllkrug,7,27,5,3,2,6.88
1899 Hoffenheim,Stefan Posch,0,5,1,0,0,6.88
1899 Hoffenheim,Joshua Brenet,25,8,14,2,2,6.88
1 Fc Nurnberg,Georg Margreitter,13,15,5,0,2,6.87
Vfb Stuttgart,Benjamin Pavard,0,11,7,0,0,6.87
Augsburg,Marco Richter,9,43,34,2,4,6.87
Eintracht Frankfurt,Ante Rebić,18,49,47,10,9,6.87
Fortuna Dusseldorf,Kenan Karaman,20,15,18,2,3,6.87
Hertha Bsc,Vedad Ibišević,22,45,14,11,10,6.86
Hertha Bsc,Karim Rekik,0,6,4,1,0,6.86
Werder Bremen,Philipp Bargfrede,0,6,4,0,0,6.86
Hannover 96,Felipe,29,7,2,0,2,6.86
Borussia Mgladbach,Patrick Herrmann,23,13,12,2,3,6.86
Freiburg,Jérôme Gondorf,11,18,6,2,2,6.86
Eintracht Frankfurt,David Abraham,0,4,6,2,0,6.86
Augsburg,Jeffrey Gouweleeuw,0,8,10,1,0,6.86
Wolfsburg,Josuha Guilavogui,29,7,8,1,2,6.86
Freiburg,Keven Schlotterbeck,0,2,6,1,0,6.86
Wolfsburg,Daniel Ginczek,21,29,13,2,6,6.85
Rb Leipzig,Dayot Upamecano,0,8,8,2,0,6.85
1899 Hoffenheim,Oliver Baumann,0,0,0,0,0,6.85
Vfb Stuttgart,Mario Gómez,16,44,8,13,7,6.85
Vfb Stuttgart,Nicolás González,4,48,46,9,2,6.85
Werder Bremen,Yuya Osako,14,21,19,2,3,6.85
Werder Bremen,Jiří Pavlenka,0,0,0,0,0,6.85
Werder Bremen,Theodor Gebre Selassie,12,25,14,6,3,6.85
Fortuna Dusseldorf,Marvin Ducksch,7,14,2,2,1,6.85
Freiburg,Pascal Stenzel,0,19,6,1,0,6.85
Freiburg,Manuel Gulde,20,5,1,0,1,6.84
1899 Hoffenheim,Ádám Szalai,13,47,10,8,6,6.84
Hannover 96,Waldemar Anton,5,19,17,0,1,6.84
Eintracht Frankfurt,Lucas Torró,0,3,2,0,0,6.84
1 Fsv Mainz 05,Moussa Niakhaté,13,8,8,2,1,6.84
1 Fsv Mainz 05,Anthony Ujah,18,22,3,3,4,6.84
Rb Leipzig,Amadou Haidara,17,6,10,0,1,6.83
Hertha Bsc,Arne Maier,0,13,22,0,0,6.83
Borussia Mgladbach,Florian Neuhaus,8,37,29,6,3,6.83
Werder Bremen,Niklas Moisander,0,5,11,0,0,6.83
Fortuna Dusseldorf,Matthias Zimmermann,11,9,19,0,1,6.83
Augsburg,André Hahn,14,28,17,3,4,6.83
Hannover 96,Florent Muslija,12,17,16,0,2,6.82
Hertha Bsc,Marvin Plattenhardt,11,9,9,0,1,6.82
Wolfsburg,Pavao Pervan,0,0,0,0,0,6.82
Augsburg,Caiuby,4,24,11,2,1,6.82
Fortuna Dusseldorf,Benito Raman,23,43,37,6,10,6.82
Freiburg,Janik Haberer,6,17,24,1,1,6.81
Werder Bremen,Sebastian Langkamp,0,8,2,1,0,6.81
Hertha Bsc,Salomon Kalou,22,37,55,10,8,6.81
Borussia Dortmund,Marcel Schmelzer,0,3,4,0,0,6.81
Borussia Dortmund,Roman Bürki,0,0,1,0,0,6.81
Vfb Stuttgart,Steven Zuber,16,31,9,0,5,6.81
Werder Bremen,Claudio Pizarro,21,24,7,2,5,6.81
Fc Schalke 04,Matija Nastasić,7,14,1,3,1,6.81
1 Fc Nurnberg,Enrico Valentini,0,3,9,0,0,6.81
Fc Schalke 04,Ralf Fährmann,0,0,0,0,0,6.81
1 Fsv Mainz 05,Phillipp Mwene,0,1,1,0,0,6.80
Eintracht Frankfurt,Marco Fabián,0,0,1,0,0,6.80
Augsburg,Michael Gregoritsch,9,67,15,11,6,6.80
Borussia Mgladbach,László Bénes,0,0,0,0,0,6.80
Borussia Mgladbach,Oscar Wendt,13,8,7,0,1,6.80
Wolfsburg,Yannick Gerhardt,8,25,10,4,2,6.80
Eintracht Frankfurt,Timothy Chandler,0,0,0,0,0,6.80
1 Fc Nurnberg,Christian Mathenia,0,0,1,0,0,6.80
Wolfsburg,Sebastian Jung,0,0,0,0,0,6.80
Werder Bremen,Ludwig Augustinsson,7,14,12,0,1,6.80
Hertha Bsc,Davie Selke,9,35,22,7,3,6.80
Vfb Stuttgart,Gonzalo Castro,22,9,6,1,2,6.79
Vfb Stuttgart,Borna Sosa,0,4,9,0,0,6.79
Freiburg,Alexander Schwolow,0,0,0,0,0,6.79
Hertha Bsc,Rune Jarstein,0,0,0,0,0,6.79
Werder Bremen,Miloš Veljković,11,9,0,0,1,6.79
Vfb Stuttgart,Dennis Aogo,0,6,5,1,0,6.79
Borussia Dortmund,Mahmoud Dahoud,17,6,7,2,1,6.78
Borussia Mgladbach,Raffael,33,6,10,4,2,6.78
Vfb Stuttgart,Anastasios Donis,22,23,18,2,5,6.78
Borussia Mgladbach,Christoph Kramer,40,5,9,0,2,6.78
1 Fsv Mainz 05,Alexandru Maxim,13,8,10,1,1,6.78
1899 Hoffenheim,Kevin Vogt,0,3,3,0,0,6.78
Rb Leipzig,Marcelo Saracchi,0,0,8,0,0,6.78
Vfb Stuttgart,Christian Gentner,0,20,11,4,0,6.78
Borussia Dortmund,Marius Wolf,20,5,11,0,1,6.78
Fc Schalke 04,Breel Embolo,24,21,26,9,5,6.77
Freiburg,Philipp Lienhart,0,3,5,1,0,6.77
Hertha Bsc,Vladimír Darida,0,7,4,1,0,6.77
Fc Schalke 04,Omar Mascarell,0,4,5,0,0,6.77
1899 Hoffenheim,Leonardo Bittencourt,6,18,10,4,1,6.77
Werder Bremen,Martin Harnik,17,24,6,7,4,6.77
Freiburg,Dominique Heintz,14,7,21,2,1,6.77
Fortuna Dusseldorf,Dawid Kownacki,40,10,5,0,4,6.77
Werder Bremen,Kevin Möhwald,21,14,9,0,3,6.77
Fortuna Dusseldorf,Niko Giesselmann,0,20,11,1,0,6.77
Hertha Bsc,Javairô Dilrosun,25,8,9,0,2,6.76
Bayern Munchen,Franck Ribéry,38,16,36,1,6,6.76
Wolfsburg,Josip Brekalo,13,23,30,3,3,6.76
Vfb Stuttgart,Santiago Ascacibar,0,14,13,1,0,6.76
Borussia Mgladbach,Michael Lang,11,9,2,3,1,6.76
1 Fc Nurnberg,Sebastian Kerk,0,15,4,0,0,6.76
Fc Schalke 04,Amine Harit,9,11,36,1,1,6.76
Freiburg,Florian Niederlechner,16,25,9,4,4,6.76
Bayer 04 Leverkusen,Mitchell Weiser,9,11,30,0,1,6.76
Bayer 04 Leverkusen,Lukáš Hrádecký,0,0,0,0,0,6.76
Wolfsburg,Felix Uduokhai,0,1,3,0,0,6.76
1 Fc Nurnberg,Ondřej Petrák,0,11,5,0,0,6.75
Fc Schalke 04,Yevhen Konoplyanka,7,14,14,2,1,6.75
Eintracht Frankfurt,Danny da Costa,12,17,27,5,2,6.75
Fc Schalke 04,Benjamin Stambouli,0,3,9,0,0,6.75
Wolfsburg,Felix Klaus,10,10,3,2,1,6.75
1 Fsv Mainz 05,Danny Latza,0,27,16,3,0,6.75
Hannover 96,Iver Fossum,0,1,3,0,0,6.74
Fc Schalke 04,Mark Uth,7,28,18,6,2,6.74
Borussia Dortmund,Jacob Bruun Larsen,10,21,17,2,2,6.74
1 Fc Nurnberg,Lukas Mühl,10,10,7,2,1,6.74
Fortuna Dusseldorf,Takashi Usami,5,19,13,3,1,6.74
Rb Leipzig,Jean-Kévin Augustin,25,12,9,3,3,6.73
1899 Hoffenheim,David Otto,0,0,0,0,0,6.73
Freiburg,Nicolas Höfler,0,10,10,1,0,6.73
Eintracht Frankfurt,Mijat Gaćinović,0,18,27,2,0,6.73
Wolfsburg,Elvis Rexhbecaj,29,7,10,0,2,6.73
Borussia Mgladbach,Denis Zakaria,14,28,29,7,4,6.73
1 Fc Nurnberg,Mikael Ishak,13,31,16,5,4,6.73
Augsburg,Raphael Framberger,0,0,10,0,0,6.73
Fortuna Dusseldorf,Jean Zimmer,17,6,7,1,1,6.73
Bayern Munchen,Renato Sanches,8,13,17,0,1,6.73
1 Fc Nurnberg,Patrick Erras,0,5,0,0,0,6.73
Werder Bremen,Florian Kainz,0,7,5,0,0,6.73
Bayer 04 Leverkusen,Dominik Kohr,0,12,4,2,0,6.73
Fortuna Dusseldorf,Andre Hoffmann,0,3,0,0,0,6.72
Werder Bremen,Josh Sargent,50,4,2,0,2,6.72
1 Fc Nurnberg,Adam Zreľák,13,15,1,4,2,6.72
Borussia Dortmund,Christian Pulišić,22,18,42,5,4,6.72
Rb Leipzig,Bruma,11,9,13,1,1,6.72
Fc Schalke 04,Ahmed Kutucu,25,8,12,0,2,6.71
Fortuna Dusseldorf,Marcin Kamiński,0,5,1,1,0,6.71
Vfb Stuttgart,Emiliano Insúa,33,6,33,0,2,6.71
Fortuna Dusseldorf,Marcel Sobottka,0,6,2,0,0,6.71
Freiburg,Mike Frantz,14,14,7,0,2,6.71
Augsburg,Daniel Baier,0,22,15,0,0,6.71
Hannover 96,Walace,6,17,25,0,1,6.70
Rb Leipzig,Emile Smith Rowe,0,0,1,0,0,6.70
Eintracht Frankfurt,Simon Falette,0,3,0,0,0,6.70
Rb Leipzig,Matheus Cunha,8,25,15,4,2,6.70
Augsburg,Konstantinos Stafylidis,0,9,4,0,0,6.70
Hertha Bsc,Mathew Leckie,11,19,11,1,2,6.70
Wolfsburg,Paul Verhaegh,0,0,0,0,0,6.70
Hannover 96,Oliver Sorg,0,2,9,0,0,6.70
Freiburg,Christian Günter,0,19,39,1,0,6.70
Fortuna Dusseldorf,Adam Bodzek,0,2,2,0,0,6.70
Borussia Dortmund,Maximilian Philipp,11,9,5,0,1,6.69
1 Fsv Mainz 05,Robin Quaison,21,34,22,9,7,6.69
Freiburg,Marco Terrazzino,11,9,8,1,1,6.69
1 Fsv Mainz 05,Jean-Philippe Gbamin,7,27,35,1,2,6.69
Hannover 96,Kevin Wimmer,0,3,0,1,0,6.69
Freiburg,Robin Koch,13,8,7,2,1,6.68
Eintracht Frankfurt,Evan N'Dicka,8,12,5,2,1,6.68
Hannover 96,Linton Maina,8,13,19,2,1,6.68
Hertha Bsc,Per Ciljan Skjelbred,0,3,9,1,0,6.68
Vfb Stuttgart,Andreas Beck,0,8,9,1,0,6.68
Augsburg,Sergio Córdova,33,9,10,1,3,6.68
Fc Schalke 04,Alexander Nübel,0,0,0,0,0,6.68
Vfb Stuttgart,Erik Thommy,6,16,8,2,1,6.68
1 Fc Nurnberg,Robert Bauer,0,4,4,0,0,6.68
Rb Leipzig,Stefan Ilsanker,0,2,2,1,0,6.68
Bayer 04 Leverkusen,Tin Jedvaj,0,4,7,1,0,6.68
Eintracht Frankfurt,Marc Stendera,0,0,0,0,0,6.68
1 Fsv Mainz 05,Ridle Baku,0,11,8,0,0,6.67
Hannover 96,Nicolai Müller,31,16,17,3,5,6.67
Werder Bremen,Johannes Eggestein,18,22,15,4,4,6.66
Augsburg,Ja-Cheol Koo,13,16,14,4,2,6.65
Eintracht Frankfurt,Jetro Willems,0,3,8,0,0,6.65
Fc Schalke 04,Sebastian Rudy,0,2,7,0,0,6.65
Eintracht Frankfurt,Carlos Salcedo,0,3,0,0,0,6.65
Freiburg,Amir Abrashi,0,4,3,0,0,6.65
Fortuna Dusseldorf,Davor Lovren,0,1,0,0,0,6.65
Bayer 04 Leverkusen,Ramazan Özcan,0,0,0,0,0,6.65
Wolfsburg,John Yeboah,0,1,2,0,0,6.65
Rb Leipzig,Konrad Laimer,10,10,32,3,1,6.65
Eintracht Frankfurt,Gélson Fernandes,33,3,5,0,1,6.65
Hertha Bsc,Lukas Klünter,0,5,10,0,0,6.64
Hannover 96,Matthias Ostrzolek,0,4,4,0,0,6.64
Vfb Stuttgart,Ron-Robert Zieler,0,0,2,0,0,6.64
Fortuna Dusseldorf,Michael Rensing,0,0,0,0,0,6.64
1 Fc Nurnberg,Tim Leibold,0,18,25,1,0,6.63
Wolfsburg,Yunus Malli,25,4,9,2,1,6.63
Hannover 96,Genki Haraguchi,0,23,46,3,0,6.63
Fc Schalke 04,Nassim Boujellab,0,6,7,1,0,6.63
1 Fsv Mainz 05,Florian Müller,0,0,1,0,0,6.63
1 Fsv Mainz 05,Gerit Holtmann,0,2,6,1,0,6.63
Borussia Mgladbach,Michaël Cuisance,0,3,12,0,0,6.62
Bayer 04 Leverkusen,Isaac Thelin,0,4,1,0,0,6.62
1 Fc Nurnberg,Yuya Kubo,5,21,12,1,1,6.61
Augsburg,Julian Schieber,33,3,2,0,1,6.61
Freiburg,Lucas Höler,18,22,9,5,4,6.61
Vfb Stuttgart,Alexander Esswein,0,19,9,0,0,6.61
Bayern Munchen,Sven Ulreich,0,0,0,0,0,6.61
Fc Schalke 04,Hamza Mendyl,0,2,7,0,0,6.61
1899 Hoffenheim,Kasim Adams,0,1,7,1,0,6.61
Fortuna Dusseldorf,Alfredo Morales,6,16,4,0,1,6.60
Fc Schalke 04,Guido Burgstaller,12,33,7,7,4,6.60
Werder Bremen,Stefanos Kapino,0,0,0,0,0,6.60
Hertha Bsc,Peter Pekarík,0,0,1,0,0,6.60
1 Fsv Mainz 05,Issah Abass,0,1,1,0,0,6.60
Eintracht Frankfurt,Danny Blum,0,0,0,0,0,6.60
Fortuna Dusseldorf,Oliver Fink,30,10,9,1,3,6.59
1 Fc Nurnberg,Törles Knöll,20,5,5,0,1,6.59
1 Fc Nurnberg,Eduard Löwen,13,24,29,3,3,6.59
Vfb Stuttgart,Holger Badstuber,0,0,0,0,0,6.59
1 Fc Nurnberg,Alexander Fuchs,33,3,4,0,1,6.59
Bayern Munchen,Manuel Neuer,0,0,0,0,0,6.59
Augsburg,Jan Morávek,0,3,4,1,0,6.58
Bayern Munchen,Sandro Wagner,0,3,0,1,0,6.58
Borussia Mgladbach,Fabian Johnson,33,3,1,1,1,6.58
Augsburg,Georg Teigl,0,1,2,0,0,6.58
Freiburg,Roland Sallai,18,11,5,0,2,6.58
Eintracht Frankfurt,Marco Russ,0,0,0,0,0,6.58
Eintracht Frankfurt,Allan,0,2,1,0,0,6.58
Hannover 96,Bobby Wood,20,15,5,3,3,6.58
1 Fc Nurnberg,Hanno Behrens,15,26,8,8,4,6.57
Fc Schalke 04,Suat Serdar,9,22,37,4,2,6.57
Fc Schalke 04,Alessandro Schöpf,8,12,16,0,1,6.57
1 Fsv Mainz 05,Levin Öztunali,0,13,16,0,0,6.57
Vfb Stuttgart,Chadrac Akolo,0,8,7,1,0,6.56
Borussia Dortmund,Shinji Kagawa,0,4,0,1,0,6.55
Freiburg,Tim Kleindienst,0,2,3,1,0,6.55
Fc Schalke 04,Baba Rahman,0,1,1,0,0,6.55
Augsburg,Felix Götze,50,2,0,0,1,6.55
Eintracht Frankfurt,Taleb Tawatha,0,0,2,0,0,6.55
Fortuna Dusseldorf,Jaroslav Drobný,0,0,0,0,0,6.55
1 Fc Nurnberg,Federico Palacios,50,4,11,0,2,6.55
Hertha Bsc,Palkó Dárdai,0,1,0,0,0,6.54
Hannover 96,Kevin Akpoguma,0,0,3,0,0,6.54
Werder Bremen,Marco Friedl,0,0,2,0,0,6.53
1 Fc Nurnberg,Edgar Salli,0,1,0,0,0,6.53
Hannover 96,Sebastian Soto,0,0,0,0,0,6.53
Augsburg,Fredrik Jensen,0,1,2,1,0,6.52
Augsburg,Reece Oxford,0,3,0,2,0,6.51
Hannover 96,Jonathas,23,13,5,1,3,6.51
Fc Schalke 04,Jeffrey Bruma,0,2,2,0,0,6.50
1 Fsv Mainz 05,Jonathan Burkardt,0,5,2,1,0,6.50
1 Fc Nurnberg,Ivo Iličević,0,0,1,0,0,6.50
Hertha Bsc,Pascal Köpke,0,2,1,0,0,6.50
Vfb Stuttgart,Leon Dajaku,0,0,0,0,0,6.50
Fortuna Dusseldorf,Robin Bormuth,0,0,2,0,0,6.50
1 Fsv Mainz 05,Ahmet Gurleyen,0,1,1,1,0,6.50
Freiburg,Christoph Daferner,0,0,0,0,0,6.50
Vfb Stuttgart,Pablo Maffeo,0,2,10,0,0,6.48
Fc Schalke 04,Cedric Teuchert,0,1,1,0,0,6.48
Fc Schalke 04,Rabbi Matondo,0,2,2,1,0,6.47
Hertha Bsc,Derrick Luckassen,0,0,2,0,0,6.47
Augsburg,Gregor Kobel,0,0,1,0,0,6.46
Bayer 04 Leverkusen,Paulinho,0,4,9,0,0,6.46
Borussia Dortmund,Ömer Toprak,0,1,1,0,0,6.46
Hannover 96,Julian Korb,0,2,4,0,0,6.46
Hannover 96,Marvin Bakalorz,10,10,10,0,1,6.45
