Team,Name,Key passes,Accurate passes percentage,Accurate passes,Assists,Big chances created,Rating
Paris Saint Germain,Zlatan Ibrahimović,47,79,1081,13,18,8.17
Paris Saint Germain,Ángel Di María,104,81,1242,18,31,7.94
Olympique Lyonnais,Mathieu Gorgelin,0,52,14,0,0,7.60
Paris Saint Germain,Thiago Silva,8,95,2288,1,3,7.55
Paris Saint Germain,Salvatore Sirigu,0,80,56,0,0,7.50
Angers,Aissa Laidouni,1,78,28,0,0,7.50
Paris Saint Germain,Layvin Kurzawa,20,88,825,5,6,7.49
Lille Osc,Sofiane Boufal,74,77,719,4,13,7.41
Paris Saint Germain,Nicolas Douchez,0,92,22,0,0,7.40
Olympique Lyonnais,Corentin Tolisso,38,85,1654,6,8,7.39
Olympique Lyonnais,Rachid Ghezzal,49,76,685,8,12,7.38
Bordeaux,Wahbi Khazri,54,77,454,7,5,7.33
Ogc Nice,Hatem Ben Arfa,34,80,996,6,9,7.32
Olympique Lyonnais,Christophe Jallet,25,85,1074,5,4,7.31
Stade Rennais,Ousmane Dembélé,43,72,435,5,6,7.31
Paris Saint Germain,Presnel Kimpembe,1,92,357,0,0,7.30
Paris Saint Germain,Hervin Ongenda,8,88,226,1,2,7.30
Paris Saint Germain,David Luiz,9,92,1726,2,3,7.30
Paris Saint Germain,Serge Aurier,13,88,1020,2,3,7.30
Saint Etienne,Loïc Perrin,5,84,1087,1,1,7.28
Paris Saint Germain,Lucas Moura,59,85,1039,4,6,7.28
Paris Saint Germain,Javier Pastore,30,82,723,6,6,7.28
Caen,Damien Da Silva,4,80,792,0,3,7.27
Olympique Lyonnais,Alexandre Lacazette,44,78,797,3,6,7.26
Bordeaux,Robin Maulun,1,88,44,0,0,7.25
Bordeaux,Henri Saivet,14,81,795,0,0,7.24
Paris Saint Germain,Edinson Cavani,26,85,680,5,5,7.24
Olympique Lyonnais,Maxime Gonalons,11,89,1684,0,1,7.24
Paris Saint Germain,Gregory van der Wiel,12,90,824,3,3,7.24
Lille Osc,Mounir Obbadi,53,86,1430,4,4,7.22
Olympique Lyonnais,Mathieu Valbuena,68,86,964,5,9,7.22
Fc Nantes,Guillaume Gillet,10,85,862,0,1,7.21
Lorient,Marvin Gakpa,2,80,28,0,0,7.20
Lorient,Erwin Koffi,0,75,36,0,0,7.20
Lille Osc,Marko Baša,2,87,558,0,1,7.20
Olympique Lyonnais,Samuel Umtiti,2,87,1684,0,0,7.20
Fc Nantes,Olivier Veigneau,2,72,54,0,0,7.20
Olympique Lyonnais,Milan Biševac,0,92,278,0,0,7.18
Saint Etienne,Moustapha Bayal Sall,6,79,965,0,1,7.18
Olympique De Marseille,Abdelaziz Barrada,62,80,692,6,10,7.17
As Monaco,Fabinho,25,81,1188,4,5,7.17
Lorient,Yrondu Musavu-King,0,79,56,0,0,7.17
As Monaco,Jérémy Toulalan,11,80,1126,1,0,7.16
Montpellier,Vitorino Hilton,12,75,1169,1,2,7.16
Stade De Reims,Nicolas de Préville,77,68,640,9,17,7.16
Montpellier,Ryad Boudebouz,124,78,1482,11,26,7.16
Olympique De Marseille,Lassana Diarra,19,87,1199,1,0,7.16
Caen,Ronny Rodelin,40,66,697,2,6,7.15
Lille Osc,Mike Maignan,0,65,49,0,0,7.15
Fc Nantes,Abdoulaye Touré,3,81,77,0,1,7.15
Paris Saint Germain,Marco Verratti,20,93,1375,3,2,7.15
Ogc Nice,Jean-Michaël Seri,51,89,2407,6,9,7.15
Paris Saint Germain,Maxwell,28,91,1397,3,6,7.15
Lille Osc,Éder,9,71,232,4,5,7.15
Saint Etienne,Oussama Tannane,11,73,145,1,4,7.14
Lille Osc,Djibril Sidibé,38,79,1189,3,5,7.14
Montpellier,Daniel Congré,4,84,1184,0,2,7.14
Lorient,Denis Bouanga,5,86,30,0,1,7.13
Guingamp,Nicolas Benezet,36,74,296,4,6,7.13
Lorient,Wesley Lautoa,4,83,411,0,3,7.12
Montpellier,Ellyes Skhiri,5,83,311,0,0,7.12
Paris Saint Germain,Marquinhos,3,93,1672,0,2,7.12
Olympique De Marseille,Mauricio Isla,22,84,990,1,1,7.12
Lille Osc,Stoppila Sunzu,0,79,327,0,0,7.12
Ogc Nice,Romain Genevois,3,87,580,0,0,7.12
Ogc Nice,Paul Baysse,0,88,1480,0,0,7.11
Stade De Reims,Aïssa Mandi,4,82,1141,1,2,7.11
Lorient,Walid Mesloub,67,83,1278,4,8,7.10
Bordeaux,Nicolas Maurice-Belay,18,84,617,2,4,7.10
Ogc Nice,Ricardo Pereira,17,84,1107,4,5,7.10
Olympique Lyonnais,Nabil Fekir,12,86,177,1,0,7.09
Caen,Syam Ben Youssef,7,72,356,1,1,7.09
Bordeaux,Nicolas Pallois,3,81,623,1,0,7.09
Angers,Romain Saïss,14,80,1328,2,1,7.09
Paris Saint Germain,Blaise Matuidi,28,92,1504,6,10,7.08
As Monaco,Fábio Coentrão,9,78,382,2,7,7.08
Guingamp,Younousse Sankharé,19,77,1027,2,3,7.08
Lille Osc,Ibrahim Amadou,4,81,684,0,0,7.08
Angers,Romain Thomas,4,84,1063,0,0,7.07
Olympique De Marseille,Karim Rekik,5,91,1194,1,2,7.07
Olympique Lyonnais,Mapou Yanga-Mbiwa,1,89,1518,0,0,7.06
Paris Saint Germain,Adrien Rabiot,8,91,1308,1,1,7.06
Guingamp,Jérémy Sorbon,1,85,1068,0,0,7.06
Ogc Nice,Jérémy Pied,33,80,1364,3,6,7.06
Saint Etienne,Ronaël Pierre-Gabriel,1,73,117,0,0,7.06
Montpellier,Jonas Martin,28,88,1808,3,2,7.06
Ogc Nice,Nampalys Mendy,8,92,2717,2,0,7.06
Stade Rennais,Fallou Diagne,4,80,722,0,0,7.05
Angers,Billy Ketkeophomphone,39,74,702,7,10,7.05
Guingamp,Christophe Kerbrat,4,80,849,0,1,7.05
Olympique De Marseille,Michy Batshuayi,27,75,505,9,5,7.04
Guingamp,Dorian Lévêque,1,73,318,0,0,7.04
Troyes,Johan Martial,0,78,169,0,0,7.04
Fc Nantes,Valentin Rongier,8,85,407,2,0,7.04
As Monaco,Almamy Touré,7,76,228,2,1,7.04
Bordeaux,Cheick Diabaté,14,65,261,4,5,7.04
Stade Rennais,Benjamin André,25,80,1514,2,1,7.04
As Monaco,Thomas Lemar,31,83,659,3,8,7.03
Toulouse,Wissam Ben Yedder,32,73,674,5,7,7.03
Gfc Ajaccio,Roderic Filippi,4,77,584,1,0,7.03
Fc Nantes,Koffi Djidji,1,84,612,0,0,7.03
Troyes,Jessy Pi,26,79,1325,0,1,7.03
Paris Saint Germain,Thiago Motta,16,93,2756,1,2,7.03
Montpellier,Bryan Dabo,24,80,1216,1,3,7.03
Bastia,Sadio Diallo,22,78,278,2,2,7.03
Lille Osc,Renato Civelli,7,70,852,0,0,7.03
Olympique De Marseille,Nicolas N'Koulou,2,87,1437,0,0,7.02
Caen,Andy Delort,38,58,552,2,5,7.02
Bordeaux,Diego Contento,16,79,740,0,1,7.02
Stade Rennais,Juan Quintero,16,84,481,2,2,7.02
Saint Etienne,Kévin Malcuit,4,70,193,1,2,7.01
Montpellier,William Rémy,9,78,881,1,1,7.01
Bordeaux,Valentín Vada,19,87,582,2,3,7.01
Ogc Nice,Valère Germain,46,76,815,6,6,7.01
Lille Osc,Adama Soumaoro,2,85,767,0,0,7.00
Olympique Lyonnais,Lucas Tousart,0,85,34,0,0,7.00
Fc Nantes,Maxime Dupé,0,53,101,0,0,7.00
Ogc Nice,Gautier Lloris,0,94,44,0,0,7.00
Gfc Ajaccio,Jules Goda,0,62,48,0,0,7.00
Bastia,Thomas Vincensini,0,43,18,0,0,7.00
Lorient,Didier Bouanga,4,86,30,0,0,7.00
Olympique De Marseille,Javier Manquillo,17,82,1152,1,4,7.00
Fc Nantes,Adrien Thomasson,49,79,1086,5,6,6.99
Fc Nantes,Birama Toure,12,79,748,2,2,6.99
Bordeaux,Jaroslav Plašil,24,86,1054,3,6,6.99
Fc Nantes,Youssouf Sabaly,26,79,1047,1,2,6.99
Bastia,Sébastien Squillaci,4,81,678,2,1,6.98
Paris Saint Germain,Benjamin Stambouli,4,91,1246,0,1,6.98
Toulouse,Jean-Daniel Akpa Akpro,24,76,823,4,5,6.98
Stade Rennais,Paul-Georges Ntep,21,72,242,3,6,6.98
Olympique De Marseille,Mario Lemina,3,86,167,0,1,6.98
Stade De Reims,Anthony Weber,2,84,649,0,0,6.97
Lorient,Lindsay Rose,1,80,339,0,0,6.97
Saint Etienne,Florentin Pogba,7,81,786,1,0,6.97
Bordeaux,Cédric Yambéré,3,83,862,0,1,6.97
Bordeaux,Clément Chantôme,12,89,1331,0,0,6.97
As Monaco,João Moutinho,44,83,1165,2,7,6.97
Lorient,Zargo Touré,2,87,933,0,0,6.97
Guingamp,Franck Hery,0,80,102,0,0,6.97
Saint Etienne,Stéphane Ruffier,1,56,604,0,0,6.97
Olympique Lyonnais,Claudio Beauvue,15,74,227,2,3,6.96
Troyes,Thiago Xavier,3,79,336,0,0,6.96
Ogc Nice,Maxime Le Marchand,2,86,1220,0,0,6.96
Stade Rennais,Yacouba Sylla,10,82,715,1,2,6.96
Olympique De Marseille,Stephane Sparagna,1,87,158,0,1,6.96
Guingamp,Thibault Giresse,43,75,452,4,8,6.95
Fc Nantes,Lucas Deaux,4,82,519,0,0,6.95
Angers,Ludovic Butelle,0,55,248,0,0,6.95
Lille Osc,Morgan Amalfitano,21,80,315,0,3,6.95
Ogc Nice,Mathieu Bodmer,11,84,764,1,1,6.95
Saint Etienne,Francois Clerc,5,75,294,1,1,6.95
Gfc Ajaccio,Paul Andre Guerin,0,47,23,0,0,6.95
As Monaco,Tiemoué Bakayoko,6,87,627,0,0,6.95
