Team,Name,Blocked shots,Errors lead to goal,Clearances,Interceptions,Tackles,Rating
Paris Saint Germain,Zlatan Ibrahimović,2,0,29,5,17,8.17
Paris Saint Germain,Ángel Di María,1,0,1,19,12,7.94
Olympique Lyonnais,Mathieu Gorgelin,0,0,3,0,0,7.60
Paris Saint Germain,Thiago Silva,20,0,145,93,52,7.55
Paris Saint Germain,Salvatore Sirigu,0,0,2,0,0,7.50
Angers,Aissa Laidouni,0,0,2,3,3,7.50
Paris Saint Germain,Layvin Kurzawa,3,1,42,62,52,7.49
Lille Osc,Sofiane Boufal,0,1,3,8,51,7.41
Paris Saint Germain,Nicolas Douchez,0,0,0,0,0,7.40
Olympique Lyonnais,Corentin Tolisso,4,1,24,67,87,7.39
Olympique Lyonnais,Rachid Ghezzal,0,0,7,18,36,7.38
Bordeaux,Wahbi Khazri,0,0,7,15,42,7.33
Ogc Nice,Hatem Ben Arfa,0,0,4,9,15,7.32
Olympique Lyonnais,Christophe Jallet,4,0,53,41,86,7.31
Stade Rennais,Ousmane Dembélé,1,0,3,20,21,7.31
Paris Saint Germain,Presnel Kimpembe,4,0,23,14,13,7.30
Paris Saint Germain,Hervin Ongenda,0,0,0,7,4,7.30
Paris Saint Germain,David Luiz,8,1,75,60,29,7.30
Paris Saint Germain,Serge Aurier,2,0,68,72,83,7.30
Saint Etienne,Loïc Perrin,10,1,114,50,56,7.28
Paris Saint Germain,Lucas Moura,0,0,2,28,46,7.28
Paris Saint Germain,Javier Pastore,0,0,2,7,15,7.28
Caen,Damien Da Silva,15,0,147,90,72,7.27
Olympique Lyonnais,Alexandre Lacazette,0,0,1,10,39,7.26
Bordeaux,Robin Maulun,0,0,0,1,2,7.25
Bordeaux,Henri Saivet,4,0,13,31,66,7.24
Paris Saint Germain,Edinson Cavani,5,0,10,13,20,7.24
Olympique Lyonnais,Maxime Gonalons,5,0,47,85,108,7.24
Paris Saint Germain,Gregory van der Wiel,3,0,32,51,40,7.24
Lille Osc,Mounir Obbadi,3,0,16,59,79,7.22
Olympique Lyonnais,Mathieu Valbuena,0,0,0,5,24,7.22
Fc Nantes,Guillaume Gillet,7,0,29,49,55,7.21
Lorient,Marvin Gakpa,0,0,0,1,4,7.20
Lorient,Erwin Koffi,2,0,2,5,1,7.20
Lille Osc,Marko Baša,6,0,59,33,9,7.20
Olympique Lyonnais,Samuel Umtiti,17,0,146,71,42,7.20
Fc Nantes,Olivier Veigneau,0,0,2,4,7,7.20
Olympique Lyonnais,Milan Biševac,4,0,23,9,6,7.18
Saint Etienne,Moustapha Bayal Sall,15,1,140,51,57,7.18
Olympique De Marseille,Abdelaziz Barrada,1,0,7,27,40,7.17
As Monaco,Fabinho,8,0,86,76,111,7.17
Lorient,Yrondu Musavu-King,2,0,10,13,6,7.17
As Monaco,Jérémy Toulalan,12,0,70,70,77,7.16
Montpellier,Vitorino Hilton,26,1,165,115,61,7.16
Stade De Reims,Nicolas de Préville,1,0,5,36,41,7.16
Montpellier,Ryad Boudebouz,4,1,6,29,47,7.16
Olympique De Marseille,Lassana Diarra,4,0,21,43,77,7.16
Caen,Ronny Rodelin,1,0,38,26,41,7.15
Lille Osc,Mike Maignan,0,0,1,0,0,7.15
Fc Nantes,Abdoulaye Touré,0,0,9,3,6,7.15
Paris Saint Germain,Marco Verratti,2,0,3,26,31,7.15
Ogc Nice,Jean-Michaël Seri,3,0,20,35,50,7.15
Paris Saint Germain,Maxwell,4,0,39,42,36,7.15
Lille Osc,Éder,2,0,12,5,6,7.15
Saint Etienne,Oussama Tannane,0,0,1,6,15,7.14
Lille Osc,Djibril Sidibé,10,1,58,122,118,7.14
