Team,Name,Key passes,Accurate passes percentage,Accurate passes,Assists,Big chances created,Rating
Atalanta,Alejandro Gómez,94,81,984,10,16,7.66
Napoli,Lorenzo Insigne,67,86,2017,9,12,7.65
Cagliari,Luca Crosta,0,35,9,0,0,7.60
Roma,Edin Džeko,45,70,589,9,8,7.59
Napoli,Dries Mertens,61,76,612,9,13,7.58
Napoli,Marek Hamšík,80,88,2728,10,10,7.52
Torino,Andrea Belotti,56,75,527,7,5,7.48
Juventus,Gonzalo Higuaín,39,83,627,3,9,7.43
Roma,Radja Nainggolan,69,80,1217,5,12,7.41
Roma,Federico Fazio,10,86,1605,1,4,7.41
Juventus,Alex Sandro,50,85,1082,4,5,7.39
Juventus,Paulo Dybala,59,85,946,7,10,7.39
Lazio,Felipe Anderson,78,75,1181,9,13,7.38
Juventus,Giorgio Chiellini,4,87,1080,1,0,7.37
Inter,Mauro Icardi,44,72,319,8,4,7.36
Juventus,Miralem Pjanić,60,87,1405,9,12,7.35
Napoli,Jorginho,39,91,2396,3,5,7.34
Roma,Kevin Strootman,56,85,1711,7,12,7.34
Roma,Mohamed Salah,75,80,777,11,13,7.33
Roma,Daniele De Rossi,29,86,1476,4,5,7.33
Napoli,José Callejón,78,85,1325,12,9,7.32
Napoli,Vlad Chiricheş,3,93,820,0,1,7.32
Sassuolo,Domenico Berardi,39,71,598,9,10,7.32
Inter,Éver Banega,60,85,985,6,5,7.32
Lazio,Lucas Biglia,57,87,1408,3,4,7.29
Napoli,Nikola Maksimović,1,93,491,0,0,7.29
Roma,Diego Perotti,45,82,608,6,7,7.29
Sassuolo,Francesco Acerbi,8,86,1469,0,0,7.27
Atalanta,Mattia Caldara,4,85,870,0,0,7.27
Milan,Suso,65,79,965,9,9,7.27
Roma,Leandro Paredes,47,88,1063,1,5,7.27
Napoli,Kalidou Koulibaly,6,89,1743,0,1,7.26
Milan,Giacomo Bonaventura,41,85,633,2,3,7.26
Juventus,Dani Alves,33,85,986,2,2,7.26
Torino,Adem Ljajić,61,87,1219,8,12,7.25
Fiorentina,Marcos Alonso,0,81,90,0,0,7.25
Juventus,Medhi Benatia,1,91,783,0,1,7.24
Sassuolo,Francesco Magnanelli,6,82,757,0,0,7.23
