Team,Name,Accurate passing percentage,Assists,Tackles,Successful Dribbles,Goals,Rating
Guingamp,Christophe Kerbrat,82,1,58,2,0,7.13
Paris Saint Germain,Thomas Meunier,86,4,45,27,1,7.13
Lille Osc,Marko Baša,91,0,20,4,1,7.13
Olympique De Marseille,Rolando,91,0,50,1,4,7.13
As Monaco,Jemerson,86,0,69,3,2,7.12
Paris Saint Germain,Thiago Motta,92,0,56,7,0,7.12
Lille Osc,Renato Civelli,79,0,22,1,1,7.12
Montpellier,Vitorino Hilton,81,0,38,6,1,7.11
Nancy,Clément Lenglet,75,0,44,2,0,7.11
Olympique Lyonnais,Mouctar Diakhaby,88,0,29,6,1,7.11
Angers,Cheikh N'Doye,66,5,54,10,5,7.10
Paris Saint Germain,Maxwell,89,6,29,3,0,7.10
Stade Rennais,Edson Mexer,82,1,28,10,1,7.09
Angers,Flavien Tait,80,2,14,10,2,7.09
Olympique De Marseille,Rod Fanni,86,0,41,18,1,7.09
Caen,Ronny Rodelin,70,3,41,43,9,7.09
Nancy,Benoît Pedretti,78,2,60,5,1,7.09
Saint Etienne,Ronaël Pierre-Gabriel,80,0,50,21,0,7.09
Ogc Nice,Dante,94,3,35,7,0,7.08
Caen,Julien Féret,79,3,59,48,2,7.08
Angers,Karl Toko Ekambi,77,4,26,66,7,7.08
Olympique Lyonnais,Lucas Tousart,86,1,51,20,1,7.08
Saint Etienne,Jordan Veretout,82,4,80,35,3,7.07
Montpellier,Steve Mounié,65,3,17,21,14,7.07
Stade Rennais,Joris Gnagnon,88,0,46,10,1,7.07
Paris Saint Germain,David Luiz,93,0,1,4,0,7.07
Bordeaux,Nicolas Pallois,79,1,67,12,2,7.06
Bordeaux,Jérémy Toulalan,81,0,95,29,0,7.06
Paris Saint Germain,Layvin Kurzawa,89,2,22,28,2,7.06
Ogc Nice,Ricardo Pereira,87,4,69,29,2,7.06
Lille Osc,Adama Soumaoro,92,0,21,24,0,7.06
Olympique De Marseille,Grégory Sertic,84,0,37,5,1,7.05
Dijon,Jordan Lotiès,81,0,39,8,2,7.05
As Monaco,Tiemoué Bakayoko,87,1,70,57,2,7.05
Guingamp,Jimmy Briand,74,5,26,26,12,7.04
Ogc Nice,Malang Sarr,90,1,36,8,1,7.04
As Monaco,João Moutinho,85,4,53,9,2,7.04
Olympique Lyonnais,Mathieu Valbuena,88,5,17,25,8,7.03
Montpellier,Stéphane Sessègnon,86,2,28,67,2,7.03
Olympique De Marseille,Maxime López,87,7,41,30,3,7.03
Nancy,Vincent Muratori,68,0,54,6,0,7.03
Paris Saint Germain,Kevin Trapp,89,0,1,0,0,7.03
Lorient,Michael Ciani,84,0,31,10,3,7.03
Nancy,Tobias Badila,72,0,75,4,1,7.03
Bordeaux,Igor Lewczuk,85,0,43,4,1,7.02
Caen,Damien Da Silva,78,1,80,19,0,7.02
Bordeaux,Younousse Sankharé,84,4,86,36,6,7.02
Olympique Lyonnais,Nabil Fekir,85,4,22,56,9,7.02
Olympique Lyonnais,Nicolas N'Koulou,91,0,17,6,0,7.02
Saint Etienne,Vincent Pajot,80,0,41,4,3,7.01
Angers,Mehdi Tahrat,71,0,14,5,0,7.01
Lille Osc,Nicolas de Préville,72,1,24,44,14,7.01
Guingamp,Jérémy Sorbon,88,0,33,15,1,7.01
Olympique De Marseille,Yohann Pelé,74,0,0,0,0,7.01
As Monaco,Almamy Touré,79,5,27,13,0,7.01
Paris Saint Germain,Blaise Matuidi,91,4,60,22,4,7.01
Bordeaux,Valentín Vada,85,2,44,19,6,7.00
Stade Rennais,Sanjin Prcić,86,0,29,5,1,7.00
Fc Nantes,Diego Carlos,81,0,74,8,2,7.00
Dijon,Pierre Lees Melou,78,3,98,25,7,7.00
Olympique Lyonnais,Olivier Kemen,76,0,2,3,0,7.00
Fc Nantes,Anthony Walongwa,88,0,6,0,0,7.00
Angers,Grégory Bourillon,78,0,7,0,1,7.00
Toulouse,Dušan Veškovac,67,0,1,0,0,7.00
Olympique Lyonnais,Memphis Depay,80,7,12,40,5,6.99
Saint Etienne,Stéphane Ruffier,66,0,1,0,0,6.99
Saint Etienne,Léo Lacroix,86,0,20,5,0,6.99
Olympique De Marseille,Lassana Diarra,88,0,38,21,0,6.99
Lorient,Benjamin Moukandjo,73,1,11,26,13,6.99
Lille Osc,Ibrahim Amadou,87,1,86,23,1,6.99
Metz,Cheick Diabaté,60,1,4,6,8,6.99
Dijon,Quentin Bernard,79,0,23,4,0,6.99
Metz,Renaud Cohade,79,4,99,38,1,6.98
Bastia,Sébastien Squillaci,83,1,5,0,0,6.98
Stade Rennais,Paul-Georges Ntep,79,5,20,35,2,6.98
Saint Etienne,Ole Selnæs,84,0,64,12,0,6.98
As Monaco,Guido Carrillo,69,1,8,1,7,6.98
Olympique De Marseille,Hiroki Sakai,83,2,89,23,0,6.97
Stade Rennais,Benjamin André,82,3,121,30,0,6.97
Toulouse,Yrondu Musavu-King,76,0,2,0,0,6.97
Ogc Nice,Arnaud Souquet,86,5,64,17,1,6.97
Bordeaux,Diego Contento,75,1,63,1,0,6.96
Bordeaux,Malcom,80,4,30,40,7,6.96
As Monaco,Bernardo Silva,81,9,47,70,8,6.96
Metz,Simon Falette,80,1,26,15,3,6.96
Lille Osc,Mike Maignan,77,0,0,0,0,6.96
Stade Rennais,Ramy Bensebaini,83,0,56,18,0,6.96
Paris Saint Germain,Grzegorz Krychowiak,93,0,19,2,0,6.95
Toulouse,Martin Braithwaite,75,3,22,37,11,6.95
Fc Nantes,Guillaume Gillet,83,0,91,19,3,6.95
Ogc Nice,Alassane Pléa,81,2,19,23,11,6.95
Toulouse,Oscar Trejo,75,5,82,86,2,6.95
Montpellier,Ellyes Skhiri,85,1,104,38,1,6.94
Nancy,Faitout Maouassa,62,3,19,16,3,6.94
Olympique De Marseille,Tomáš Hubočan,80,0,27,4,0,6.94
Toulouse,Yann Bodiger,72,3,65,15,1,6.94
Dijon,Loïs Diony,72,8,24,53,11,6.94
Saint Etienne,Kévin Théophile-Catherine,78,2,37,9,0,6.94
Dijon,Frédéric Sammaritano,80,4,33,29,4,6.94
Olympique De Marseille,Doria,83,0,22,3,1,6.94
Ogc Nice,Walter Benítez,89,0,0,0,0,6.93
Lille Osc,Rony Lopes,76,4,36,49,4,6.93
Lorient,Jimmy Cabot,77,4,36,40,5,6.93
Paris Saint Germain,Serge Aurier,89,3,48,21,0,6.93
Toulouse,Issa Diop,74,2,49,14,2,6.93
Bastia,Yannick Cahuzac,84,0,64,14,1,6.93
Fc Nantes,Préjuce Nakoulma,85,0,7,12,6,6.93
Nancy,Modou Diagne,79,0,31,5,1,6.93
Lille Osc,Junior Alonso,83,1,12,3,0,6.93
Lorient,Mathieu Peybernes,79,0,63,14,0,6.92
Lille Osc,Xeka,82,2,24,7,1,6.92
Ogc Nice,Younès Belhanda,83,6,44,31,3,6.92
Caen,Alaeddine Yahia,78,0,44,11,1,6.92
Dijon,Yunis Abdelhamid,83,0,40,10,0,6.92
Angers,Romain Thomas,86,0,46,4,1,6.92
Ogc Nice,Maxime Le Marchand,93,0,8,6,0,6.92
Metz,Eiji Kawashima,47,0,0,0,0,6.92
Olympique De Marseille,Patrice Evra,83,0,23,7,1,6.92
As Monaco,Danijel Subašić,63,0,1,2,0,6.92
Dijon,Cédric Varrault,83,0,40,11,3,6.92
Caen,Ivan Santini,66,2,16,9,15,6.91
Dijon,Júlio Tavares,59,3,17,15,9,6.91
Angers,Abdoulaye Bamba,81,2,10,8,0,6.91
Ogc Nice,Dalbert,87,3,87,47,0,6.91
Stade Rennais,Giovanni Sio,76,1,18,33,9,6.91
Fc Nantes,Emiliano Sala,61,4,32,26,12,6.91
Ogc Nice,Yoan Cardinale,77,0,1,4,0,6.91
Olympique Lyonnais,Rachid Ghezzal,77,2,24,42,2,6.91
Guingamp,Baissama Sankoh,85,0,19,11,0,6.91
Olympique Lyonnais,Mapou Yanga-Mbiwa,89,0,36,6,0,6.90
Bordeaux,Jaroslav Plašil,82,5,78,19,1,6.90
Angers,Baptiste Santamaria,81,0,101,24,0,6.90
Toulouse,Andy Delort,63,0,8,15,5,6.90
Nancy,Amine Bassi,80,0,2,1,0,6.90
Saint Etienne,Dylan Saint-Louis,57,0,1,1,1,6.90
Guingamp,Dorian Lévêque,82,0,8,0,0,6.90
Ogc Nice,Hicham Mahou,100,0,0,1,0,6.90
Caen,Matthieu Dreyer,54,0,0,0,0,6.90
Bastia,Nicolas Saint-Ruf,86,1,14,0,0,6.90
Angers,Vincent Manceau,78,0,71,11,1,6.90
Saint Etienne,Romain Hamouma,74,5,23,40,7,6.90
Saint Etienne,Oussama Tannane,77,1,30,30,1,6.89
Montpellier,Nordi Mukiele,81,0,49,22,0,6.89
Montpellier,Lukáš Pokorný,87,0,14,2,0,6.89
Guingamp,Étienne Didot,80,1,58,11,1,6.89
Nancy,Erick Cabaco,71,1,30,0,0,6.88
Lille Osc,Yassine Benzia,82,3,42,32,3,6.88
Lorient,Wesley Lautoa,86,0,56,7,1,6.88
As Monaco,Adama Traoré,88,0,3,2,2,6.88
Olympique Lyonnais,Jérémy Morel,83,4,67,21,0,6.88
Bordeaux,Isaac Thelin,62,2,2,0,2,6.88
Dijon,Baptiste Reynet,60,0,2,2,0,6.88
Dijon,Fouad Chafik,76,1,88,43,0,6.88
As Monaco,Valère Germain,76,3,21,7,10,6.88
Olympique Lyonnais,Rafael,81,3,65,47,0,6.88
Nancy,Joeffrey Cuffaut,80,1,77,31,1,6.88
Fc Nantes,Koffi Djidji,78,0,64,5,0,6.88
Montpellier,Daniel Congré,86,0,30,6,1,6.87
Bastia,Florian Marange,77,0,24,0,0,6.87
As Monaco,Djibril Sidibé,81,5,76,20,2,6.87
Olympique Lyonnais,Anthony Lopes,70,1,1,1,0,6.87
Bordeaux,Cédric Carrasso,58,0,0,1,0,6.87
Fc Nantes,Lucas Lima,71,2,124,34,1,6.87
Nancy,Alou Diarra,73,0,42,6,2,6.86
Dijon,Ádám Lang,82,0,20,0,0,6.86
Saint Etienne,Henri Saivet,78,2,31,19,1,6.86
Lille Osc,Sébastien Corchia,75,1,102,22,1,6.86
Nancy,Youssef Aït Bennasser,78,1,50,30,3,6.86
Montpellier,Paul Lasne,82,2,28,8,3,6.86
Toulouse,Clément Michelin,67,0,15,3,0,6.86
Nancy,Julien Cétout,77,2,43,8,1,6.86
Lille Osc,Naïm Sliti,77,1,22,39,1,6.86
Angers,Issa Cissokho,79,2,19,7,0,6.85
Guingamp,Jonathan Martins Pereira,81,0,32,5,0,6.85
Lille Osc,Franck Béria,79,0,27,9,1,6.85
Ogc Nice,Anastasios Donis,91,1,8,12,5,6.85
As Monaco,Ivan Cavaleiro,77,0,2,1,0,6.85
Metz,Guido Milan,78,0,30,2,1,6.85
Bordeaux,François Kamano,79,4,22,44,6,6.85
Metz,Ivan Balliu,76,5,57,17,0,6.85
Lorient,Arnold Mvuemba,90,1,49,41,1,6.85
Stade Rennais,Pedro Mendes,81,0,18,6,0,6.84
Saint Etienne,Jérémy Clément,90,0,10,1,0,6.84
Stade Rennais,Benoît Costil,52,1,1,1,0,6.84
Caen,Ismaël Diomandé,79,0,19,2,0,6.84
Bordeaux,Gaëtan Laborde,66,5,34,36,6,6.84
Fc Nantes,Léo Dubois,75,7,73,28,0,6.83
Stade Rennais,Ludovic Baal,76,5,101,62,0,6.83
Caen,Jonathan Delaplace,79,4,70,22,0,6.83
Toulouse,Steeve Yago,72,0,51,11,0,6.83
Stade Rennais,Romain Danzé,77,2,64,13,0,6.83
Caen,Frédéric Guilbert,72,1,90,23,0,6.83
Bordeaux,Youssouf Sabaly,82,4,78,48,0,6.83
Nancy,Issiar Dia,70,3,14,52,8,6.83
Stade Rennais,Clément Chantôme,88,0,11,0,0,6.83
Bastia,Sadio Diallo,78,3,19,18,3,6.83
Guingamp,Lucas Deaux,79,5,94,23,2,6.82
Nancy,Sergey Chernik,48,0,1,0,0,6.82
Metz,Georges Mandjeck,78,1,60,31,3,6.82
Montpellier,William Rémy,81,1,21,7,0,6.82
Bordeaux,Diego Rolán,79,0,26,31,9,6.82
Saint Etienne,Nolan Roux,69,1,8,8,4,6.82
As Monaco,Nabil Dirar,82,3,17,26,1,6.82
Olympique De Marseille,Rémy Cabella,86,4,43,19,2,6.82
Bastia,Enzo Crivelli,67,1,18,8,10,6.82
Guingamp,Benjamin Angoua,77,1,8,2,0,6.81
Nancy,Guy N'Dy Assembé,47,0,0,0,0,6.81
Angers,Jonathan Bamba,77,2,14,13,3,6.81
Stade Rennais,Gélson Fernandes,87,0,83,4,0,6.81
Toulouse,François Moubandje,71,1,57,46,0,6.81
Olympique Lyonnais,Sergi Darder,83,2,15,15,1,6.81
Lille Osc,Éder,72,4,11,17,6,6.81
Olympique De Marseille,Morgan Sanson,81,14,59,53,4,6.81
Angers,Famara Diédhiou,69,1,14,31,8,6.80
As Monaco,Irvin Cardona,75,0,0,0,0,6.80
Stade Rennais,James Léa Siliki,50,0,0,0,0,6.80
Ogc Nice,Olivier Boscagli,87,0,6,0,0,6.80
Ogc Nice,Mickaël Le Bihan,76,0,3,3,3,6.80
Saint Etienne,Mickael Nade,73,0,2,1,0,6.80
Angers,Ismaël Traoré,83,1,44,4,1,6.80
Lorient,Benjamin Lecomte,60,0,0,0,0,6.80
As Monaco,Benjamin Mendy,76,5,48,39,0,6.80
Guingamp,Mathieu Bodmer,87,1,10,4,0,6.79
Angers,Pablo Martinez,78,0,25,1,0,6.79
Saint Etienne,Cheikh M'Bengue,76,1,15,3,0,6.79
Paris Saint Germain,Hatem Ben Arfa,84,1,7,43,0,6.79
Nancy,Michaël Chrétien,80,0,25,2,0,6.78
Fc Nantes,Mariusz Stępiński,68,4,8,6,4,6.78
Fc Nantes,Amine Harit,83,1,34,88,1,6.78
Lille Osc,Yves Bissouma,79,0,40,30,1,6.78
Guingamp,Moustapha Diallo,75,2,38,3,5,6.78
Toulouse,Alban Lafont,48,0,2,2,0,6.78
Fc Nantes,Yacine Bammou,72,1,34,8,4,6.78
Ogc Nice,Vincent Koziello,92,1,38,25,1,6.78
Bordeaux,Vukašin Jovanović,84,0,8,3,0,6.78
Guingamp,Thibault Giresse,85,0,8,3,1,6.78
Lorient,Majeed Waris,79,5,38,42,9,6.77
Montpellier,Yacouba Sylla,83,0,37,5,1,6.77
Lille Osc,Julian Palmieri,81,2,45,31,1,6.77
Dijon,Chang-Hoon Kwon,75,0,5,7,0,6.77
Bastia,Jean-Louis Leca,45,0,0,0,0,6.77
Metz,Benoît Assou-Ekotto,73,1,19,10,0,6.77
Metz,Cheick Doukouré,85,1,88,17,0,6.77
Bordeaux,Adam Ounas,71,2,21,31,3,6.77
Stade Rennais,Kamil Grosicki,73,3,3,18,4,6.77
Bastia,Allan Saint-Maximin,78,2,21,144,3,6.77
Bordeaux,Théo Pellenard,67,0,11,2,0,6.77
Toulouse,Jessy Pi,70,1,16,5,0,6.76
Nancy,Loïc Puyo,73,0,27,8,2,6.76
Stade Rennais,Adama Diakhaby,69,0,23,32,4,6.76
Lorient,Mohamed Mara,83,1,23,30,0,6.76
Bastia,Alexander Djiku,75,0,50,8,1,6.76
Guingamp,Nicolas Benezet,62,1,6,2,1,6.76
Bordeaux,Abdou Traoré,95,0,4,1,0,6.76
Nancy,Maurice Dalé,67,4,9,11,3,6.76
Lille Osc,Vincent Enyeama,60,0,1,2,0,6.76
Olympique De Marseille,André Zambo Anguissa,87,1,62,32,0,6.76
Guingamp,Jordan Ikoko,84,1,41,27,0,6.76
Caen,Jordan Adeoti,82,0,54,22,0,6.76
Angers,Nicolas Pépé,77,1,35,36,3,6.76
Bastia,Abdelhamid El Kaoutari,80,0,25,6,0,6.76
Metz,Yann Jouffre,86,2,23,7,4,6.76
Metz,Chris Philipps,82,0,29,3,0,6.75
Dijon,Vincent Rufli,75,2,60,2,0,6.75
Dijon,Florent Balmont,86,2,51,11,0,6.75
Saint Etienne,Kévin Malcuit,76,3,65,53,0,6.75
Lorient,Mattéo Guendouzi,92,0,11,5,0,6.75
Caen,Syam Ben Youssef,81,0,35,2,0,6.75
Stade Rennais,Afonso Figueiredo,87,0,6,6,0,6.75
Metz,Milan Biševac,80,0,27,4,0,6.75
Stade Rennais,Dimitri Cavaré,65,0,3,3,0,6.75
Ogc Nice,Mounir Obbadi,88,0,16,2,0,6.75
Ogc Nice,Rémi Walter,90,1,31,22,0,6.75
Toulouse,Alexis Blin,77,0,67,10,0,6.74
Stade Rennais,Wesley Saïd,81,0,12,22,4,6.74
Toulouse,Ola Toivonen,74,2,17,5,7,6.74
Metz,Thomas Didillon,50,0,0,0,0,6.74
Toulouse,Jimmy Durmaz,75,1,16,34,2,6.74
Toulouse,Kelvin Amian,77,0,50,15,0,6.74
Lille Osc,Ricardo Kishna,72,0,7,14,0,6.74
Lorient,François Bellugou,87,0,35,11,0,6.74
Montpellier,Jérôme Roussillon,82,1,66,33,1,6.73
Ogc Nice,Bassem Srarfi,91,0,1,3,0,6.73
Dijon,Valentin Rosier,78,0,3,0,0,6.73
Montpellier,Casimir Ninga,70,2,7,8,5,6.73
Saint Etienne,Fabien Lemoine,85,0,20,7,0,6.73
Montpellier,Laurent Pionnier,64,0,0,0,0,6.73
Fc Nantes,Maxime Dupé,53,0,0,0,0,6.73
Angers,Yoann Andreu,80,0,22,10,0,6.73
Bastia,Mehdi Mostefa,76,1,44,6,0,6.73
Metz,Fallou Diagne,76,0,12,7,0,6.73
Ogc Nice,Arnaud Lusamba,86,0,7,3,0,6.73
Dijon,Marvin Martin,76,1,6,5,0,6.73
Dijon,Oussama Haddadi,74,2,35,7,0,6.72
Toulouse,Corentin Jean,78,2,7,16,1,6.72
Guingamp,Marcus Coco,74,2,53,49,4,6.72
Stade Rennais,Adrien Hunou,77,0,26,12,1,6.72
Bordeaux,Jérémy Ménez,83,2,13,17,3,6.72
As Monaco,Andrea Raggi,78,0,17,2,0,6.72
Dijon,Jordan Marié,82,1,47,12,1,6.72
Olympique Lyonnais,Maciej Rybus,85,1,31,13,0,6.72
Guingamp,Sloan Privat,62,1,5,2,3,6.72
Olympique Lyonnais,Maxwel Cornet,75,2,43,27,6,6.71
Dijon,Johan Gastien,82,0,14,1,0,6.71
Paris Saint Germain,Alphonse Aréola,85,0,1,3,0,6.71
Saint Etienne,Alexander Søderlund,73,1,14,2,1,6.71
Angers,Pierrick Capelle,79,1,54,17,2,6.71
Caen,Hervé Bazile,76,3,13,16,2,6.71
Lorient,Vincent Le Goff,85,1,70,29,1,6.71
Bastia,Lassana Coulibaly,79,2,59,38,0,6.71
Lorient,Zargo Touré,85,0,24,15,1,6.71
Guingamp,Karl-Johan Johnsson,55,2,1,0,0,6.71
Lorient,Walid Mesloub,82,1,21,14,0,6.71
Saint Etienne,Robert Berić,73,0,5,5,6,6.70
Stade Rennais,Firmin Ndombe Mubele,72,0,18,19,3,6.70
Lorient,Pierre-Yves Hamel,89,0,0,0,1,6.70
Nancy,Youssouf Hadji,63,1,12,10,0,6.70
Caen,Jordan Leborgne,69,0,15,2,0,6.70
Bastia,Geoffrey Acheampong,33,0,1,0,0,6.70
Fc Nantes,Kolbeinn Sigthorsson,53,0,2,1,0,6.70
Caen,Emmanuel Imorou,78,0,17,3,0,6.70
Lorient,Erwin Koffi,81,1,21,14,0,6.70
Metz,Jonathan Rivierez,77,1,41,15,0,6.70
Nancy,Vincent Marchetti,77,1,36,7,0,6.69
Olympique De Marseille,Bouna Sarr,84,1,25,17,0,6.69
Angers,Mathieu Michel,62,0,1,0,0,6.69
Saint Etienne,Pierre-Yves Polomat,77,1,14,8,0,6.69
Bastia,Florian Raspentino,58,0,7,0,0,6.68
Lille Osc,Martin Terrier,87,0,5,5,1,6.68
Nancy,Diallo Guidileye,80,2,59,15,0,6.68
Metz,Gauthier Hein,82,0,8,5,2,6.68
Guingamp,Alexandre Mendy,70,0,2,9,3,6.67
Paris Saint Germain,Jesé Rodríguez,81,0,1,1,1,6.67
Bastia,Pierre Bengtsson,71,1,37,7,1,6.67
Olympique De Marseille,Clinton N'Jie,78,1,13,18,4,6.67
Bordeaux,Milan Gajić,74,0,28,9,0,6.66
Bastia,Gaël Danic,67,3,38,32,4,6.66
Bordeaux,Jérôme Prior,65,0,0,0,0,6.66
Nancy,Anthony Robic,75,0,28,20,0,6.66
Metz,Mevlüt Erdinç,66,1,6,11,6,6.66
Bastia,Axel Ngando,85,2,15,19,0,6.66
Montpellier,Jonathan Ikoné,78,1,5,28,1,6.66
Olympique Lyonnais,Jordan Ferri,87,2,15,17,1,6.66
Fc Nantes,Enock Kwateng,76,0,14,0,0,6.66
Lorient,Moryke Fofana,78,1,7,20,0,6.66
Fc Nantes,Adrien Thomasson,81,2,52,18,2,6.66
Dijon,Romain Amalfitano,80,0,41,16,0,6.65
Caen,Steed Malbranque,84,0,10,7,0,6.65
Lorient,Cafú,89,2,11,5,0,6.65
Bastia,Gilles Cioni,67,0,50,2,0,6.65
Metz,Thibaut Vion,58,1,1,4,2,6.65
Metz,Boris Mathis,80,0,2,0,0,6.65
Montpellier,Alexandre Llovet,33,1,1,0,0,6.65
Olympique De Marseille,Aaron Leya Iseka,73,2,2,5,0,6.65
Angers,Jamel Saihi,81,0,9,4,0,6.65
Caen,Romain Genevois,76,0,30,2,0,6.65
Metz,Kévin Lejeune,72,0,11,4,0,6.64
Olympique De Marseille,Saîf-Eddine Khaoui,66,0,3,4,0,6.64
Dijon,Dylan Bahamboula,80,0,7,17,1,6.64
Fc Nantes,Abdoulaye Touré,82,0,12,7,0,6.63
Caen,Rémy Vercoutre,52,0,0,2,0,6.63
Caen,Nicolas Seube,83,0,30,1,0,6.63
Bastia,Thievy Bifouma,74,0,12,3,2,6.63
Bastia,Prince Oniangué,77,0,15,3,3,6.63
Saint Etienne,Kévin Monnet-Paquet,78,4,43,35,4,6.63
Metz,Opa Nguette,75,2,70,68,2,6.63
Montpellier,Isaac Mbenza,78,1,4,18,3,6.63
Bastia,Lindsay Rose,80,0,14,3,0,6.63
Guingamp,Nill De Pauw,80,2,14,1,4,6.62
Toulouse,Dodi Lukebakio,80,0,1,5,0,6.62
Toulouse,Tongo Doumbia,82,0,16,4,0,6.62
Fc Nantes,Sérgio Oliveira,81,0,4,4,0,6.62
Angers,Mateo Pavlović,76,0,8,1,1,6.62
Dijon,Jérémie Bela,77,1,3,13,0,6.62
Lorient,Alhassan Wakaso,86,0,25,5,0,6.62
Metz,Habib Diallo,69,1,8,3,1,6.62
Angers,Férébory Doré,84,0,3,2,0,6.61
Paris Saint Germain,Jean-Kévin Augustin,84,2,0,4,1,6.61
Lorient,Steven Moreira,80,3,46,15,0,6.61
Angers,Gilles Sunu,82,0,9,15,0,6.60
Caen,Pape Sane,78,0,2,2,1,6.60
Montpellier,Joris Marveaux,77,0,13,1,0,6.60
Lille Osc,Hamza Mendyl,100,0,0,0,0,6.60
As Monaco,Seydou Sy,47,0,0,0,0,6.60
Saint Etienne,Digbo Maiga,76,0,4,8,0,6.60
Nancy,Serge N'Guessan,82,0,11,8,0,6.60
Saint Etienne,Ben Kantie Karamoko,85,0,1,0,0,6.60
Bastia,Paul Charruau,43,0,0,0,0,6.60
Dijon,Yohann Rivière,63,1,1,0,1,6.60
Metz,Nicolas Basin,50,0,2,0,0,6.60
Caen,Vincent Bessat,78,6,62,39,0,6.59
Metz,Florent Mollet,88,1,19,9,0,6.59
Olympique De Marseille,Karim Rekik,89,0,13,9,0,6.59
Nancy,Abdou Coulibaly,77,0,11,15,0,6.59
Toulouse,Pavle Ninkov,71,0,7,4,0,6.59
Bordeaux,Maxime Poundjé,74,0,5,10,0,6.59
Paris Saint Germain,Gonçalo Guedes,86,1,0,4,0,6.58
Bordeaux,Thomas Touré,76,1,11,4,0,6.58
Lorient,Jérémie Aliadière,62,1,4,3,1,6.58
Nancy,Alexis Busin,74,0,1,3,1,6.58
Olympique De Marseille,Henri Bedimo,83,0,14,8,0,6.58
Ogc Nice,Vincent Marcel,93,0,7,8,0,6.58
Fc Nantes,Jules Iloki,75,4,22,7,1,6.58
Fc Nantes,Rémy Riou,58,0,1,1,0,6.58
Lorient,Romain Philippoteaux,76,1,25,37,2,6.58
Paris Saint Germain,Christopher Nkunku,85,0,4,3,1,6.58
Olympique Lyonnais,Clément Grenier,75,0,0,1,0,6.58
