Team,Name,Key passes,Accurate passes percentage,Accurate passes,Assists,Big chances created,Rating
Ajax,Hakim Ziyech,109,73,1046,13,27,8.34
Feyenoord,Steven Berghuis,122,80,1595,13,30,8.09
Ajax,Dušan Tadić,93,76,1077,13,26,7.97
Fc Utrecht,Maarten Paes,0,53,17,0,0,7.80
Psv Eindhoven,Luuk de Jong,50,66,695,6,11,7.73
Psv Eindhoven,Hirving Lozano,66,75,507,8,14,7.73
Vitesse,Martin Ødegaard,112,80,971,10,17,7.68
Ado Den Haag,Abdenasser El Khayati,89,75,905,12,18,7.51
Nec Nijmegen,Mattijs Branderhorst,0,35,7,0,0,7.50
Willem Ii Tilburg,Alexander Isak,24,73,227,6,7,7.49
Psv Eindhoven,Angeliño,70,77,1431,9,17,7.47
Psv Eindhoven,Steven Bergwijn,66,85,916,12,14,7.46
Feyenoord,Joris Delle,0,54,13,0,0,7.45
Feyenoord,Robin van Persie,33,80,484,4,6,7.42
Feyenoord,Jean-Paul Boëtius,3,88,35,0,0,7.40
Feyenoord,Sam Larsson,88,82,1075,8,11,7.38
Fc Utrecht,Oussama Tannane,40,75,319,3,7,7.37
Ajax,Frenkie de Jong,47,91,2245,3,7,7.33
Pec Zwolle,Younes Namli,88,81,1020,7,12,7.31
Az Alkmaar,Adam Maher,43,82,1419,4,8,7.31
Fortuna Sittard,Mark Diemers,89,83,1128,7,7,7.31
Vitesse,Richie Musaba,0,100,5,0,0,7.30
Ajax,Daley Blind,24,89,2410,4,5,7.28
Ajax,Nicolás Tagliafico,34,85,1264,4,4,7.28
Vitesse,Bryan Linssen,23,65,358,2,3,7.26
Psv Eindhoven,Gastón Pereiro,42,77,536,6,10,7.24
Heerenveen,Sam Lammers,37,69,582,5,12,7.24
Ajax,Matthijs De Ligt,13,90,1994,1,0,7.23
Fc Emmen,Anco Jansen,60,80,866,7,7,7.22
Az Alkmaar,Oussama Idrissi,58,81,1025,6,8,7.21
Nac Breda,Arijanet Murić,0,81,21,0,0,7.20
Feyenoord,Eric Botteghin,8,88,1182,1,1,7.19
Heracles Almelo,Brandley Kuwas,76,79,661,10,16,7.18
Az Alkmaar,Mats Seuntjens,43,73,621,5,11,7.18
Ado Den Haag,Sheraldo Becker,57,74,643,8,12,7.17
Vitesse,Roy Beerens,29,76,210,4,3,7.17
Feyenoord,Jordy Clasie,35,88,2076,4,4,7.16
Heerenveen,Arbër Zeneli,26,78,328,9,10,7.16
Az Alkmaar,Teun Koopmeiners,22,86,1917,1,7,7.15
Az Alkmaar,Calvin Stengs,34,74,495,4,10,7.15
Psv Eindhoven,Donyell Malen,28,80,312,4,5,7.14
Willem Ii Tilburg,Fran Sol,12,72,310,0,1,7.14
Vvv Venlo,Peniel Mlapa,23,60,357,3,2,7.13
Feyenoord,Jens Toornstra,51,83,1054,5,10,7.13
Pec Zwolle,Lennart Thy,19,75,301,1,1,7.12
Ajax,Donny van de Beek,42,79,701,10,7,7.11
Psv Eindhoven,Pablo Rosario,30,86,1700,3,7,7.10
Fortuna Sittard,Wessel Dammers,3,83,770,0,0,7.09
Fortuna Sittard,Lazaros Lamprou,26,75,400,6,5,7.09
Psv Eindhoven,Mohammed Ihattaren,24,80,169,0,8,7.08
Psv Eindhoven,Denzel Dumfries,27,82,1374,6,10,7.08
Vvv Venlo,Patrick Joosten,39,70,333,5,9,7.08
Ajax,Klaas-Jan Huntelaar,18,82,290,4,3,7.08
Psv Eindhoven,Trent Sainsbury,0,94,208,0,0,7.08
Ajax,Noussair Mazraoui,26,87,1197,1,5,7.07
Ajax,Lasse Schöne,41,90,1545,5,7,7.06
Excelsior,Luigi Bruins,37,79,971,5,6,7.06
Willem Ii Tilburg,Renato Tapia,14,80,547,0,2,7.04
Psv Eindhoven,Erick Gutierrez,23,86,392,4,3,7.04
Fc Utrecht,Nicolas Gavory,54,80,959,5,1,7.04
Feyenoord,Tyrell Malacia,12,84,722,0,1,7.04
Ado Den Haag,Robert Zwinkels,0,57,412,0,0,7.04
Groningen,Deyovaisio Zeefuik,33,69,714,1,3,7.04
Feyenoord,Orkun Kökçü,17,85,298,4,2,7.04
Fc Emmen,Caner Cavlan,58,78,1087,6,7,7.04
Ajax,Noa Lang,2,81,22,1,1,7.03
Willem Ii Tilburg,Marios Vrushai,13,67,241,2,3,7.03
Ajax,David Neres,32,83,726,8,5,7.02
Psv Eindhoven,Daniel Schwaab,5,88,2091,0,0,7.02
Ajax,Kasper Dolberg,15,79,188,2,1,7.02
Groningen,Mimoun Mahi,33,75,385,6,3,7.02
Fc Utrecht,Joris van Overeem,27,84,1252,3,4,7.01
Fc Utrecht,Willem Janssen,7,86,1198,0,1,7.01
Fc Utrecht,Riechedly Bazoer,16,88,447,1,3,7.01
Fc Emmen,Nicklas Pedersen,5,69,96,1,1,7.01
Heracles Almelo,Mohammed Osman,31,84,984,3,5,7.00
Psv Eindhoven,Nick Viergever,7,90,2043,1,0,7.00
Vitesse,Oussama Darfalou,14,60,177,2,1,7.00
Psv Eindhoven,Jorrit Hendrix,13,83,1348,3,2,7.00
Feyenoord,Calvin Verdonk,9,81,558,2,3,7.00
Nac Breda,Yassine Azzagari,0,89,17,0,0,7.00
Nac Breda,Ramon-Pascal Lundqvist,40,68,315,5,4,6.99
Az Alkmaar,Jonas Svensson,28,85,1393,2,6,6.99
Excelsior,Marcus Edwards,27,81,427,4,3,6.99
Feyenoord,Tonny Vilhena,36,83,1404,5,4,6.99
Psv Eindhoven,Cody Gakpo,17,74,92,5,8,6.98
Az Alkmaar,Thomas Ouwejan,40,85,1165,6,7,6.98
Fc Utrecht,Timo Letschert,7,86,1236,1,1,6.98
Fc Utrecht,Simon Gustafsson,42,83,1152,6,3,6.98
Fc Utrecht,Jean-Christophe Bahebeck,11,69,137,2,3,6.98
Groningen,Paul Gladon,11,55,81,0,2,6.98
Az Alkmaar,Marco Bizot,0,64,603,0,0,6.97
Feyenoord,Jan-Arie van der Heijden,7,93,1316,0,2,6.97
Ado Den Haag,Lex Immers,26,73,938,2,6,6.97
Excelsior,Jerdy Schouten,16,82,1245,2,1,6.96
Vitesse,Tim Matavz,11,55,66,1,3,6.96
Az Alkmaar,Guus Til,41,83,787,4,4,6.96
Groningen,Samir Memisevic,11,71,1096,1,1,6.96
Pec Zwolle,Gustavo Hamer,23,84,995,1,5,6.96
Excelsior,Jurgen Matheij,10,74,1060,2,2,6.96
Vvv Venlo,Tino-Sven Sušić,56,80,722,2,7,6.96
Feyenoord,Cuco Martina,3,89,567,0,0,6.95
Groningen,Mike te Wierik,9,81,956,1,2,6.95
Pec Zwolle,Vito van Crooy,24,71,379,3,3,6.95
De Graafschap,Charlison Benschop,13,62,218,0,1,6.95
Willem Ii Tilburg,Dan Crowley,60,85,1305,7,10,6.94
Vitesse,Thomas Buitink,10,67,89,0,0,6.94
Fc Utrecht,Sean Klaiber,46,77,1306,5,9,6.94
Nac Breda,Dorian Dervite,2,70,80,0,1,6.94
Heracles Almelo,Adrian Dalmau,18,66,283,3,4,6.94
Groningen,Sergio Padt,1,51,572,0,0,6.94
Feyenoord,Sven van Beek,2,92,1370,0,0,6.94
Vvv Venlo,Christian Kum,5,75,410,0,1,6.94
Vitesse,Thulani Serero,23,89,1438,2,0,6.93
Ajax,André Onana,0,76,598,0,0,6.92
Az Alkmaar,Fredrik Midtsjø,42,83,1493,5,6,6.92
Fc Emmen,Nick Kuipers,3,73,393,0,0,6.92
Nac Breda,Mitchell Te Vrede,18,69,448,0,1,6.92
Pec Zwolle,Bram Van Polen,4,85,1015,0,0,6.92
Groningen,Michael Breij,6,70,56,0,2,6.92
Heerenveen,Mitchell Van Bergen,32,75,392,2,7,6.92
Fc Emmen,Glenn Bijl,40,82,1414,4,3,6.92
Groningen,Julian Chabot,5,72,860,0,0,6.92
Ado Den Haag,Tomáš Necid,11,64,185,3,1,6.92
Pec Zwolle,Mike van Duinen,25,69,380,3,1,6.92
Nac Breda,Karol Mets,3,86,737,0,0,6.91
Pec Zwolle,Thomas Lam,10,88,1311,1,0,6.91
Pec Zwolle,Clint Leemans,27,77,515,0,2,6.91
Groningen,Thomas Bruns,21,65,329,1,4,6.91
Feyenoord,Nicolai Jørgensen,30,78,359,2,6,6.91
Nac Breda,Khalid Karami,5,75,306,0,0,6.90
Groningen,Tom Van Weert,3,66,29,1,1,6.90
Ado Den Haag,Tom Beugelsdijk,14,74,676,3,4,6.90
Az Alkmaar,Kenzo Goudmijn,0,100,10,0,0,6.90
Vvv Venlo,Jonathan Opoku,46,66,420,5,9,6.90
Fc Emmen,Cas Peters,0,67,2,0,0,6.90
Fc Utrecht,Gyrano Kerk,30,71,363,8,9,6.90
Pec Zwolle,Kingsley Ehizibue,48,83,996,7,6,6.89
Vitesse,Jake Clarke-Salter,2,82,1010,0,0,6.89
Vitesse,Alexander Büttner,41,77,685,4,10,6.89
Willem Ii Tilburg,Aras Özbiliz,9,74,241,2,3,6.89
Heracles Almelo,Kristoffer Peterson,30,73,552,5,10,6.89
Feyenoord,Kenneth Vermeer,0,68,288,0,0,6.89
Fortuna Sittard,Finn Stokkers,14,57,150,1,0,6.89
De Graafschap,Azor Matusiwa,11,75,490,2,3,6.89
Feyenoord,Jeremiah St. Juste,19,89,1048,2,3,6.89
Groningen,Tim Handwerker,28,63,576,2,2,6.88
De Graafschap,Youssef El Jebli,62,75,736,7,7,6.88
Willem Ii Tilburg,Fernando Lewis,10,77,779,1,2,6.88
Heerenveen,Michel Vlap,35,76,704,4,8,6.88
Willem Ii Tilburg,Jordy Croux,5,78,70,0,1,6.88
Nac Breda,Grad Damen,1,76,118,0,0,6.88
Vitesse,Matúš Bero,24,81,757,3,2,6.87
Vitesse,Maikel Van der Werff,6,78,772,2,1,6.87
Fc Utrecht,Emil Bergstrom,2,83,294,1,0,6.87
Vitesse,Navarone Foor,33,81,923,4,5,6.86
