Team,Name,Blocked shots,Errors lead to goal,Clearances,Interceptions,Tackles,Rating
Atalanta,Alejandro Gómez,0,0,4,16,19,7.85
Parma,Pierluigi Frattali,0,0,1,0,0,7.70
Juventus,Cristiano Ronaldo,2,0,30,6,10,7.66
Milan,Suso,1,0,1,16,28,7.61
Udinese,Rodrigo De Paul,2,0,11,32,53,7.57
Atalanta,Josip Iličić,1,0,1,5,15,7.47
Napoli,Lorenzo Insigne,0,0,3,8,14,7.44
Sampdoria,Fabio Quagliarella,1,0,17,8,14,7.38
Milan,Hakan Çalhanoğlu,5,0,11,28,52,7.37
Inter,Cédric Soares,1,0,2,2,8,7.37
Napoli,Dries Mertens,0,0,2,13,19,7.37
Napoli,Fabián Ruiz,4,0,24,21,54,7.36
Lazio,Luis Alberto,3,0,7,10,53,7.34
Atalanta,Duván Zapata,6,0,23,4,9,7.32
Inter,Marcelo Brozović,8,0,26,44,101,7.30
Cagliari,Leonardo Pavoletti,3,0,25,7,32,7.28
Juventus,Paulo Dybala,2,0,0,14,17,7.26
Roma,Edin Džeko,1,0,35,0,13,7.25
Napoli,Arkadiusz Milik,2,0,15,3,19,7.24
Roma,Stephan El Shaarawy,2,0,5,20,27,7.24
Roma,Aleksandar Kolarov,15,1,70,41,38,7.24
Juventus,Miralem Pjanić,6,1,18,36,41,7.24
Juventus,Mario Mandžukić,5,0,17,13,34,7.23
Bologna,Erick Pulgar,5,1,51,50,65,7.22
Roma,Antonio Mirante,0,0,7,0,0,7.22
Inter,Ivan Perišić,4,0,49,23,34,7.21
Napoli,José Callejón,5,0,6,22,35,7.20
Inter,Šime Vrsaljko,1,0,21,11,20,7.20
Chievoverona,Adrian Šemper,0,0,6,1,0,7.20
Milan,Krzysztof Piątek,5,0,35,4,17,7.20
Frosinone,Camillo Ciano,4,0,14,8,33,7.19
Napoli,Faouzi Ghoulam,2,0,13,8,9,7.18
Torino,Armando Izzo,24,1,142,87,76,7.18
Torino,Andrea Belotti,5,0,22,15,33,7.16
Fiorentina,Jordan Veretout,7,1,48,46,64,7.16
Napoli,Kalidou Koulibaly,33,0,135,39,61,7.15
Torino,Cristian Ansaldi,4,0,22,15,50,7.15
Sampdoria,Rafael,0,0,1,0,0,7.15
Torino,Iago Falque,0,0,2,3,13,7.15
Fiorentina,Cristiano Biraghi,17,0,91,44,53,7.14
Milan,Cristián Zapata,15,0,56,8,23,7.14
Juventus,Alex Sandro,8,0,59,38,68,7.14
Sassuolo,Domenico Berardi,2,0,23,26,38,7.13
Roma,Lorenzo Pellegrini,2,0,19,12,39,7.13
Atalanta,Robin Gosens,4,0,48,38,63,7.13
Lazio,Ciro Immobile,1,0,7,1,11,7.13
Inter,Matteo Politano,0,0,8,14,18,7.13
Genoa,Domenico Criscito,12,0,128,70,110,7.13
