Team,Name,Accurate passing percentage,Assists,Tackles,Successful Dribbles,Goals,Rating
Deportivo La Coruna,Adrián López,70,6,24,38,9,6.94
Valencia,Neto,52,0,1,0,0,6.94
Real Betis,Joel Campbell,89,1,6,9,2,6.94
Deportivo La Coruna,Federico Cartabia,79,1,37,35,2,6.94
Levante,Raúl Fernández,49,0,0,0,0,6.94
Sevilla,Jesús Navas,77,0,32,16,1,6.94
Sevilla,Nolito,73,5,49,27,4,6.93
Sevilla,Clément Lenglet,84,1,67,12,3,6.93
Eibar,David Lombán,81,0,16,0,1,6.93
Eibar,Charles Días,69,1,11,4,8,6.93
Real Madrid,Jesús Vallejo,87,0,8,5,0,6.93
Athletic Bilbao,Ander Iturraspe,83,0,42,5,0,6.93
Girona,Bernardo Espinosa,82,3,36,2,0,6.93
Deportivo Alaves,Martín Aguirregabiria,72,4,50,16,0,6.92
Barcelona,Ousmane Dembélé,82,6,10,40,3,6.92
Leganes,Joseba Zaldúa,73,0,68,32,1,6.92
Barcelona,Thomas Vermaelen,93,1,13,1,0,6.92
Sevilla,David Soria,67,0,1,0,0,6.92
Espanyol,Pau López,50,0,0,0,0,6.92
Real Betis,Cristian Tello,77,3,32,42,4,6.92
Getafe,Juan Cala,63,2,21,2,2,6.92
Las Palmas,Oussama Tannane,79,0,15,8,0,6.91
Real Madrid,Mateo Kovačić,94,1,37,35,0,6.91
Celta Vigo,Pablo Hernández,84,2,48,18,3,6.91
Deportivo Alaves,Rodrigo Ely,73,0,32,3,1,6.91
Malaga,Paul Baysse,82,0,25,3,1,6.91
Celta Vigo,Sergi Gómez,88,0,52,1,1,6.91
Leganes,Raúl García,70,2,34,11,0,6.90
Las Palmas,Sergi Samper,84,0,10,3,0,6.90
Sevilla,Walter Montoya,70,0,1,0,0,6.90
Eibar,Asier Riesgo,35,0,0,0,0,6.90
Deportivo Alaves,Víctor López,62,1,2,0,0,6.90
Getafe,Leandro Cabrera,50,0,19,3,0,6.90
Real Betis,Antonio Sanabria,73,0,8,6,8,6.89
Villarreal,Álvaro González,84,2,38,2,0,6.89
Real Madrid,Dani Ceballos,94,0,9,11,2,6.89
Eibar,Dani García,81,1,80,8,0,6.89
Espanyol,Diego López,48,0,0,0,0,6.89
Athletic Bilbao,Yeray Álvarez,82,0,12,4,0,6.89
Deportivo Alaves,Rubén Duarte,70,2,76,10,0,6.89
Malaga,Recio,83,2,54,17,1,6.89
Espanyol,Javi López,75,0,47,7,0,6.89
Valencia,Ezequiel Garay,86,0,18,0,0,6.88
Valencia,Nemanja Maksimović,85,0,21,6,0,6.88
Girona,Aleix García,84,0,24,6,1,6.88
Deportivo Alaves,Fernando Pacheco,50,0,0,1,0,6.88
Sevilla,Gabriel Mercado,83,1,55,4,0,6.88
Villarreal,Jaume Costa,83,0,67,27,0,6.88
Sevilla,Pablo Sarabia,79,5,27,21,6,6.88
Espanyol,Didac Vila,78,0,29,6,0,6.88
Malaga,Federico Ricca,65,1,43,7,0,6.88
Atletico Madrid,Gabi,85,1,80,10,0,6.88
Leganes,Unai Bustinza,79,0,36,3,2,6.88
Deportivo La Coruna,Guilherme,85,0,79,26,0,6.87
Villarreal,Daniele Bonera,87,1,16,1,0,6.87
Getafe,Bruno González,66,0,25,1,0,6.87
Athletic Bilbao,Aritz Aduriz,67,1,11,19,9,6.87
Sevilla,Guido Pizarro,86,0,75,21,1,6.87
Las Palmas,Ximo Navarro,83,1,63,36,0,6.87
Villarreal,Nicola Sansone,79,1,8,10,5,6.87
Valencia,Francis Coquelin,84,0,18,14,1,6.87
Celta Vigo,Jonny Castro,84,1,102,45,2,6.87
Villarreal,Sergio Asenjo,55,0,2,1,0,6.87
Barcelona,Paulinho,88,2,39,25,9,6.86
Athletic Bilbao,Kepa Arrizabalaga,63,0,0,0,0,6.86
Girona,Pedro Alcala,72,0,9,5,1,6.86
Barcelona,Paco Alcácer,82,3,4,3,4,6.86
Valencia,Simone Zaza,71,1,21,13,13,6.86
Deportivo La Coruna,Celso Borges,78,3,61,14,3,6.86
Eibar,Sergi Enrich,68,1,11,4,3,6.86
Levante,Enis Bardhi,81,1,38,24,9,6.86
Real Sociedad,Miguel Ángel Moyà,74,0,0,0,0,6.86
Deportivo Alaves,Ibai Gómez,73,6,19,38,7,6.85
Valencia,Rubén Vezo,77,0,43,11,0,6.85
Real Betis,Ryad Boudebouz,81,3,32,38,2,6.85
Eibar,David Juncà,73,2,15,10,0,6.85
Las Palmas,Alejandro Gálvez,80,0,61,10,1,6.85
Atletico Madrid,Yannick Carrasco,80,4,17,35,3,6.85
Real Sociedad,Adnan Januzaj,81,5,16,67,3,6.85
Deportivo La Coruna,Juanfran,76,1,64,47,0,6.85
Girona,Portu,76,5,30,50,11,6.84
Las Palmas,Jonathan Calleri,65,3,24,31,9,6.84
Girona,Juanpe,77,1,48,4,5,6.84
Valencia,Nacho Vidal,79,0,17,3,1,6.84
Getafe,Loïc Rémy,77,0,8,27,8,6.84
Villarreal,Mariano Barbosa,60,0,0,0,0,6.84
Celta Vigo,Stanislav Lobotka,91,0,64,44,0,6.84
Leganes,Ezequiel Muñoz,77,1,36,3,0,6.84
Atletico Madrid,Juanfran,82,1,33,7,0,6.84
Eibar,Joan Jordan,83,4,31,42,6,6.83
Atletico Madrid,Diego Costa,75,3,17,15,3,6.83
Real Sociedad,Kevin Rodrigues,84,2,44,13,1,6.83
Las Palmas,Alen Halilović,81,1,11,31,2,6.83
Celta Vigo,Emre Mor,73,2,14,44,1,6.83
Real Sociedad,Igor Zubeldia,86,2,39,9,1,6.83
Barcelona,Denis Suárez,85,2,11,21,2,6.83
Athletic Bilbao,Óscar de Marcos,78,2,27,12,1,6.82
Espanyol,Pablo Piatti,74,3,45,24,2,6.82
Deportivo Alaves,Guillermo Maripán,77,0,28,10,0,6.82
Girona,Pablo Maffeo,74,1,74,33,0,6.82
Levante,Emmanuel Boateng,65,0,4,15,6,6.82
Barcelona,Gerard Deulofeu,81,1,8,7,1,6.82
Getafe,Emiliano Martínez,42,0,0,0,0,6.82
Deportivo La Coruna,Fabian Schär,80,2,59,14,2,6.82
Eibar,Kike,72,1,14,13,8,6.82
Leganes,Martín Mantovani,78,0,12,2,1,6.82
Las Palmas,Javi Castellano,90,0,47,7,0,6.81
Malaga,Miguel Torres,82,0,16,0,0,6.81
Athletic Bilbao,Iñaki Williams,78,6,28,61,7,6.81
Espanyol,Víctor Sánchez,73,2,106,11,0,6.81
Espanyol,Aarón Martin Caricol,79,0,56,35,0,6.81
Leganes,Iván Cuéllar,41,0,4,0,0,6.81
Girona,Michael Olunga,69,1,6,3,3,6.81
Sevilla,Miguel Layún,78,0,28,8,2,6.81
Girona,David Timor,82,0,17,1,2,6.81
Levante,José Luis Morales,70,8,37,91,10,6.81
Getafe,Markel Bergara,72,1,35,2,4,6.81
Deportivo Alaves,Manu García,73,0,95,18,3,6.80
Espanyol,Léo Baptistão,67,3,54,30,8,6.80
Malaga,Isaac Success,59,1,9,23,0,6.80
Eibar,Gonzalo Escalante,74,0,59,15,1,6.80
Real Madrid,Marcos Llorente,93,0,15,7,0,6.80
Celta Vigo,Facundo Roncaglia,88,0,35,9,0,6.80
Eibar,Bebé,74,1,9,8,0,6.80
Villarreal,Andrés Fernández,58,0,1,0,0,6.80
Malaga,Emanuel Cecchini,81,0,3,1,0,6.80
Malaga,Álex Robles,65,0,2,0,0,6.80
Real Betis,Antonio Barragán,84,6,59,14,0,6.80
Athletic Bilbao,Markel Susaeta,81,2,42,37,3,6.80
Levante,Sergio Postigo,80,0,36,9,1,6.80
Deportivo Alaves,Tomás Pina,82,0,71,19,1,6.80
Espanyol,Esteban Granero,84,2,32,9,1,6.80
Las Palmas,Alberto Aquilani,84,0,33,7,0,6.80
Malaga,Roberto,48,0,0,0,0,6.79
Sevilla,Johannes Geis,85,1,20,0,0,6.79
Malaga,Luis Hernández,80,1,49,3,0,6.79
Deportivo La Coruna,Emre Çolak,82,1,24,33,1,6.79
Getafe,Damián Suárez,69,4,86,34,1,6.79
Espanyol,Marc Roca,89,0,8,2,0,6.79
Espanyol,Sergio García,73,6,15,22,2,6.79
Girona,Bono,46,0,1,1,0,6.79
Sevilla,Roque Mesa,91,0,13,3,0,6.79
Sevilla,Lionel Carole,83,1,12,10,0,6.78
Deportivo Alaves,Álvaro Medrán,82,0,21,18,2,6.78
Leganes,Miguel Ángel Guerrero,76,3,7,9,4,6.78
Las Palmas,David García,81,0,16,5,1,6.78
Las Palmas,Mauricio Lemos,88,0,22,6,0,6.78
Levante,Ruben Rochina,77,0,8,5,1,6.78
Athletic Bilbao,Xabier Etxeita,84,0,2,0,1,6.78
Real Betis,Sergio León,69,1,13,20,11,6.78
Athletic Bilbao,Mikel Rico,82,0,24,10,0,6.78
Atletico Madrid,Fernando Torres,61,0,11,17,5,6.77
Real Betis,Juan Narváez,91,0,8,3,0,6.77
Eibar,Rubén Peña,72,0,41,20,1,6.77
Sevilla,Wissam Ben Yedder,79,3,12,16,9,6.77
Getafe,Jorge Molina,59,4,18,24,7,6.77
Sevilla,Daniel Carriço,86,0,7,0,0,6.77
Real Betis,Antonio Adán,67,2,1,5,0,6.77
Athletic Bilbao,Mikel Balenziaga,78,2,34,14,0,6.77
Athletic Bilbao,Íñigo Lekue,76,1,71,42,0,6.77
Levante,Roger,72,2,8,13,3,6.76
Deportivo Alaves,Mubarak Wakaso,75,1,43,17,0,6.76
Valencia,Toni Lato,79,1,30,8,0,6.76
Villarreal,Raba,79,4,25,27,2,6.76
Deportivo Alaves,Rubén Sobrino,73,2,33,25,3,6.76
Celta Vigo,Jozabed Sánchez,87,4,18,6,0,6.76
Getafe,Vitorino Antunes,63,2,58,18,0,6.76
Girona,Anthony Lozano,67,0,9,11,1,6.76
Las Palmas,Michel Macedo,82,1,33,14,0,6.76
Celta Vigo,Gustavo Cabral,89,1,30,1,1,6.76
Barcelona,Nélson Semedo,88,0,34,29,0,6.75
Villarreal,Enes Ünal,74,3,15,9,6,6.75
Real Betis,Francis Guerrero,80,0,31,17,1,6.75
Las Palmas,Sergio Araujo,95,0,3,2,0,6.75
Espanyol,Sergio Sánchez,70,0,4,0,0,6.75
Real Sociedad,Juanmi,81,2,22,11,8,6.75
Deportivo Alaves,John Guidetti,66,3,7,8,3,6.75
Levante,Coke,74,0,35,19,3,6.75
Las Palmas,Pedro Bigas,88,0,14,10,0,6.75
Getafe,Dani Pacheco,70,0,4,4,0,6.74
Atletico Madrid,Kévin Gameiro,78,2,11,9,7,6.74
Eibar,Ander Capa,73,1,57,34,0,6.74
Girona,Aday Benítez,78,0,17,27,2,6.74
Sevilla,Franco Vázquez,75,6,39,32,4,6.74
Eibar,Iván Alejo,69,3,20,33,1,6.74
Levante,Erick Cabaco,72,0,25,2,0,6.74
Atletico Madrid,Vitolo,82,2,24,34,2,6.73
Las Palmas,Momo,83,1,14,7,0,6.73
Celta Vigo,Brais Méndez,80,1,19,8,1,6.73
Real Madrid,Theo Hernández,87,0,20,22,0,6.73
Malaga,Juankar,76,0,23,6,0,6.73
Villarreal,Roger Martínez,75,0,1,6,1,6.73
Real Betis,Jordi Amat,90,0,32,18,0,6.73
Levante,Oier Olazábal,47,0,0,2,0,6.73
Deportivo Alaves,Burgui,76,0,10,21,1,6.73
Levante,Róber Pier,82,0,35,8,0,6.72
Malaga,Adalberto Peñaranda,80,0,10,15,0,6.72
Sevilla,Sandro Ramírez,81,1,8,11,0,6.72
Girona,Jonas Ramalho,75,0,25,13,0,6.72
Leganes,Mauro Dos Santos,76,0,16,1,0,6.72
Girona,Carles Planas,71,1,5,0,0,6.72
Celta Vigo,Rubén Blanco,59,0,0,0,0,6.72
Villarreal,Antonio Rukavina,83,0,25,1,0,6.72
Levante,Antonio Luna,70,2,39,10,0,6.72
Levante,Chema,77,1,20,1,1,6.72
Las Palmas,Gabriel Peñalba,86,0,6,6,0,6.71
Deportivo La Coruna,Sulley Muntari,72,0,9,0,0,6.71
Girona,Gorka Iraizoz,49,0,1,0,0,6.71
Valencia,Carlos Soler,85,4,51,26,1,6.71
Real Betis,Víctor Camarasa,87,0,20,11,1,6.71
Sevilla,Sébastien Corchia,80,1,18,5,0,6.71
Levante,Toño,78,1,12,24,0,6.71
Deportivo La Coruna,Borja Valle,77,2,6,0,3,6.71
Atletico Madrid,Ángel Correa,74,4,41,69,8,6.71
Malaga,Youssef En-Nesyri,58,0,31,18,4,6.70
Real Sociedad,David Zurutuza,86,2,49,14,0,6.70
Real Betis,Javi García,92,0,34,13,1,6.70
Deportivo La Coruna,Pedro Mosquera,80,2,48,9,0,6.70
Sevilla,Joaquín Correa,84,1,15,40,1,6.70
Eibar,Cristian Rivera,85,0,13,2,0,6.70
Real Betis,Alin Toșca,87,0,12,2,0,6.70
Getafe,Mathias Olivera,34,0,3,2,1,6.70
Deportivo La Coruna,Carles Gil,87,1,6,2,0,6.70
Deportivo Alaves,Antonio Sivera,38,0,0,0,0,6.70
Deportivo Alaves,Héctor Hernández,100,0,1,0,0,6.70
Malaga,Ivan Rodríguez,91,0,1,0,0,6.70
Getafe,Carlos Calderón,100,0,1,0,0,6.70
Atletico Madrid,Nicolás Gaitán,78,0,9,2,0,6.70
Deportivo Alaves,Enzo Zidane,57,0,2,2,0,6.70
Villarreal,Alfred N'Diaye,89,0,3,1,0,6.70
Levante,Ivi,74,3,48,33,4,6.70
Real Betis,Riza Durmisi,85,3,39,8,2,6.70
Celta Vigo,Sergio Álvarez,66,0,0,1,0,6.69
Espanyol,Carlos Sánchez,82,0,25,9,0,6.69
Deportivo Alaves,Alexis Ruano,76,0,33,6,1,6.69
Malaga,Diego Rolán,81,0,33,42,5,6.69
Athletic Bilbao,Mikel San José,79,1,52,20,1,6.69
Valencia,Luciano Vietto,81,1,13,8,2,6.69
Malaga,Ignasi Miquel,73,0,19,10,0,6.69
Deportivo La Coruna,Raúl Albentosa,79,0,13,2,1,6.69
Deportivo La Coruna,Costel Pantilimon,59,0,0,1,0,6.68
Deportivo La Coruna,Michael Krohn-Dehli,86,1,25,15,1,6.68
Sevilla,Sergio Rico,60,0,1,0,0,6.68
Girona,Johan Mojica,78,4,42,47,0,6.68
Espanyol,Óscar Duarte,79,0,12,1,0,6.68
Espanyol,Mario Hermoso,75,0,13,5,1,6.68
Levante,Pedro López,76,0,33,7,0,6.68
Real Madrid,Kiko Casilla,75,0,1,0,0,6.68
Malaga,Adrián González,81,0,40,8,3,6.68
Atletico Madrid,Augusto Fernández,82,0,3,2,0,6.68
Las Palmas,Tana,87,1,31,19,1,6.67
Eibar,Marko Dmitrović,46,0,4,5,0,6.67
Villarreal,Denis Cheryshev,72,1,27,16,2,6.67
Sevilla,Luis Muriel,75,1,16,28,7,6.67
Celta Vigo,Andreu Fontàs,88,1,13,0,0,6.67
Deportivo La Coruna,Fernando Navarro,79,0,32,8,0,6.67
Real Betis,Rafa Navarro,91,0,3,3,0,6.67
Malaga,Diego Gonzalez,75,0,27,1,1,6.67
Malaga,Manuel Iturra,80,0,70,19,0,6.67
Las Palmas,David Simón,81,0,24,13,0,6.66
Barcelona,Aleix Vidal,78,1,6,3,1,6.66
Leganes,Darko Brašanac,81,0,32,10,2,6.66
Valencia,Andreas Pereira,72,3,26,17,1,6.66
Malaga,Mehdi Lacen,85,0,38,5,0,6.66
Las Palmas,Dani Castellano,81,2,46,24,0,6.65
Las Palmas,Matías Aguirregaray,77,0,26,14,0,6.65
Deportivo Alaves,Daniel Torres,83,0,19,9,0,6.65
Eibar,Papakouli Diop,76,0,31,8,0,6.65
Levante,Hacen,63,0,0,0,0,6.65
Deportivo La Coruna,Mujaid Sadick,95,0,4,0,0,6.65
Deportivo La Coruna,Eneko Bóveda,74,1,36,3,0,6.65
Deportivo Alaves,Bojan Krkić,80,0,2,9,0,6.65
Deportivo La Coruna,Federico Valverde,77,0,25,7,0,6.64
Deportivo Alaves,Alfonso Pedraza,68,5,57,43,3,6.64
Eibar,Takashi Inui,80,2,39,40,5,6.64
Sevilla,Guilherme Arana,87,0,4,0,0,6.63
Villarreal,Chuca,78,0,1,2,0,6.63
Espanyol,José Jurado,83,3,18,35,0,6.63
Villarreal,Roberto Soriano,80,0,30,14,0,6.63
Leganes,Javier Eraso,76,3,32,10,4,6.63
Getafe,Mauro Arambarri,70,1,56,13,1,6.62
Real Sociedad,Álvaro Odriozola,88,4,41,32,0,6.62
Levante,Saša Lukić,85,1,21,15,0,6.62
Levante,Jason,70,2,32,25,1,6.62
Las Palmas,Hernán,90,0,18,0,0,6.62
Real Sociedad,Gerónimo Rulli,74,0,2,0,0,6.62
Leganes,José Naranjo,77,0,17,6,1,6.62
Leganes,Claudio Beauvue,68,0,5,13,2,6.61
Leganes,Gerard Gumbau,79,0,35,6,1,6.61
Athletic Bilbao,Mikel Vesga,82,1,17,7,1,6.61
Las Palmas,Raúl Lizoain,73,0,1,0,0,6.61
Girona,Olarenwaju Kayode,65,1,3,3,0,6.61
Villarreal,Javi Fuego,79,0,52,4,0,6.61
Espanyol,Óscar Melendo,84,1,2,8,0,6.61
Leganes,Omar Ramos,79,1,22,33,0,6.60
Girona,Marlos Moreno,100,0,1,0,0,6.60
Barcelona,José Manuel Arnáiz,75,0,1,0,0,6.60
Deportivo Alaves,Óscar Romero,63,0,5,2,0,6.60
Real Betis,Matías Nahuel,81,0,4,8,0,6.60
Villarreal,Leonardo Suárez,82,0,0,1,0,6.60
Real Sociedad,Jon Bautista,77,0,0,1,1,6.60
Levante,Aly Abeid,75,0,2,1,0,6.60
Atletico Madrid,Carlos Isaac,88,0,1,1,0,6.60
Las Palmas,Erik Expósito,64,0,1,5,1,6.60
Getafe,David Alba,78,0,1,0,0,6.60
Getafe,Alberto Redondo,43,0,4,0,0,6.60
Malaga,Alberto Lopez,80,0,1,0,0,6.60
Leganes,Sergio Arribas,90,0,2,0,0,6.60
Valencia,Ferrán Torres,69,1,8,8,0,6.60
Malaga,Maxime Lestienne,75,1,8,10,0,6.60
Celta Vigo,Nemanja Radoja,86,1,18,11,0,6.60
Getafe,Gaku Shibasaki,75,0,21,12,1,6.60
Real Betis,Rubén Castro,83,1,1,1,1,6.59
Deportivo Alaves,Christian Santos,66,0,2,0,2,6.59
Getafe,Francisco Portillo,75,3,38,36,2,6.59
Malaga,Keko,74,2,38,10,0,6.59
Espanyol,Marc Navarro,73,0,20,9,1,6.58
Levante,Nano Mesa,61,0,7,2,0,6.58
Girona,Pere Pons,80,2,80,41,0,6.58
Las Palmas,Nacho Gil,81,1,16,10,0,6.58
Las Palmas,Benito Ramírez,65,0,6,4,0,6.58
Girona,Douglas Luiz,78,0,10,4,0,6.58
Getafe,Mathieu Flamini,68,0,11,1,0,6.58
Malaga,Esteban Rolón,77,0,6,4,0,6.57
Levante,Álex Alegría,69,0,8,1,0,6.57
Leganes,Nabil El Zhar,79,2,11,49,2,6.56
Malaga,Javier Ontiveros,73,0,10,14,0,6.56
Levante,Cheick Doukouré,83,0,34,1,1,6.56
Athletic Bilbao,Sabin Merino,69,0,7,2,0,6.56
Malaga,Borja Bastón,75,0,9,3,2,6.56
Levante,Armando Sadiku,77,0,1,2,0,6.55
Villarreal,Mario González,57,0,0,0,0,6.55
Celta Vigo,Róbert Mazáň,88,0,0,1,0,6.55
