Team,Name,Key passes,Accurate passes percentage,Accurate passes,Assists,Big chances created,Rating
Atalanta,Alejandro Gómez,116,84,1360,11,22,7.85
Parma,Pierluigi Frattali,0,62,21,0,0,7.70
Juventus,Cristiano Ronaldo,48,85,877,8,9,7.66
Milan,Suso,99,83,1244,10,19,7.61
Udinese,Rodrigo De Paul,100,76,1211,8,15,7.57
Atalanta,Josip Iličić,65,80,976,7,11,7.47
Napoli,Lorenzo Insigne,66,86,1058,6,6,7.44
Sampdoria,Fabio Quagliarella,37,69,591,8,7,7.38
Milan,Hakan Çalhanoğlu,84,85,1457,6,8,7.37
Inter,Cédric Soares,6,80,125,1,0,7.37
Napoli,Dries Mertens,70,79,670,11,17,7.37
Napoli,Fabián Ruiz,62,90,1615,4,6,7.36
Lazio,Luis Alberto,78,82,1049,5,7,7.34
Atalanta,Duván Zapata,65,79,549,7,16,7.32
Inter,Marcelo Brozović,51,90,2271,1,6,7.30
Cagliari,Leonardo Pavoletti,25,69,580,1,2,7.28
Juventus,Paulo Dybala,50,89,1048,4,3,7.26
Roma,Edin Džeko,46,71,500,6,6,7.25
Napoli,Arkadiusz Milik,37,83,487,3,4,7.24
Roma,Stephan El Shaarawy,38,82,666,3,9,7.24
Roma,Aleksandar Kolarov,60,81,1293,2,8,7.24
Juventus,Miralem Pjanić,73,92,1784,6,8,7.24
Juventus,Mario Mandžukić,31,71,415,6,5,7.23
Bologna,Erick Pulgar,61,84,1207,2,2,7.22
Roma,Antonio Mirante,0,64,178,0,0,7.22
Inter,Ivan Perišić,61,75,841,3,12,7.21
Napoli,José Callejón,73,87,1289,10,12,7.20
Inter,Šime Vrsaljko,16,86,426,2,0,7.20
Chievoverona,Adrian Šemper,0,53,90,0,0,7.20
Milan,Krzysztof Piątek,29,75,406,0,5,7.20
Frosinone,Camillo Ciano,58,73,543,4,11,7.19
Napoli,Faouzi Ghoulam,25,89,709,3,6,7.18
Torino,Armando Izzo,11,78,1426,1,1,7.18
Torino,Andrea Belotti,35,65,474,3,6,7.16
Fiorentina,Jordan Veretout,76,82,1485,3,8,7.16
Napoli,Kalidou Koulibaly,8,89,2230,2,0,7.15
Torino,Cristian Ansaldi,36,73,426,2,5,7.15
Sampdoria,Rafael,0,71,36,0,0,7.15
Torino,Iago Falque,50,83,692,4,3,7.15
Fiorentina,Cristiano Biraghi,63,76,1018,4,10,7.14
Milan,Cristián Zapata,4,92,586,0,1,7.14
Juventus,Alex Sandro,36,85,1338,2,2,7.14
Sassuolo,Domenico Berardi,60,77,917,4,6,7.13
Roma,Lorenzo Pellegrini,60,80,678,3,6,7.13
Atalanta,Robin Gosens,19,79,771,2,3,7.13
Lazio,Ciro Immobile,55,77,705,6,12,7.13
Inter,Matteo Politano,65,80,974,6,9,7.13
Genoa,Domenico Criscito,48,76,1096,4,7,7.13
Sassuolo,Stefano Sensi,52,90,1206,4,7,7.13
Juventus,João Cancelo,35,86,1084,3,5,7.12
Lazio,Danilo Cataldi,15,84,291,1,3,7.12
Empoli,Bartłomiej Drągowski,0,61,298,0,0,7.12
Juventus,Emre Can,19,87,875,1,4,7.12
Cagliari,Darijo Srna,46,81,992,4,3,7.12
Lazio,Francesco Acerbi,10,87,1545,1,2,7.11
Milan,Gonzalo Higuaín,19,84,278,1,2,7.11
Napoli,Piotr Zieliński,59,90,1774,2,6,7.11
Juventus,Giorgio Chiellini,8,85,1133,1,0,7.10
Juventus,Medhi Benatia,0,91,287,0,0,7.10
Sassuolo,Merih Demiral,2,87,614,0,1,7.10
Spal,Jasmin Kurtić,37,86,1050,5,4,7.10
Fiorentina,Germán Pezzella,6,86,1398,1,2,7.09
Atalanta,Remo Freuler,44,88,1945,6,7,7.08
Inter,Roberto Gagliardini,14,87,695,0,1,7.08
Roma,Steven N'Zonzi,24,88,1481,2,3,7.08
Milan,Alessio Romagnoli,6,91,1609,0,0,7.08
Empoli,Ismaël Bennacer,32,86,1645,5,4,7.08
Inter,Stefan de Vrij,6,92,1530,0,0,7.07
Inter,Milan Škriniar,8,93,2222,1,0,7.07
Lazio,Joaquín Correa,57,86,735,6,9,7.06
Roma,Diego Perotti,18,82,243,0,4,7.05
Roma,Federico Fazio,6,85,1198,0,0,7.05
Spal,Vanja Milinković-Savić,0,53,31,0,0,7.05
Napoli,Allan,35,90,1957,3,6,7.05
Juventus,Leonardo Bonucci,8,87,1400,0,1,7.05
Atalanta,Rafael Tolói,13,85,1003,3,4,7.05
Napoli,Raúl Albiol,5,89,1007,0,2,7.05
Udinese,Stefano Okaka,18,72,161,1,1,7.04
Cagliari,Alessio Cragno,1,61,657,0,0,7.04
Milan,Gianluigi Donnarumma,2,80,776,0,0,7.04
Inter,Mauro Icardi,34,71,291,4,6,7.04
Fiorentina,Pietro Terracciano,0,73,184,0,0,7.04
Milan,Giacomo Bonaventura,10,89,322,1,0,7.04
Roma,Alessandro Florenzi,42,78,896,2,7,7.03
Roma,Daniele De Rossi,19,87,809,2,4,7.03
Inter,Kwadwo Asamoah,32,89,1723,1,1,7.03
Torino,Nicolas N'Koulou,4,90,1268,0,0,7.03
Roma,Konstantinos Manolas,3,88,912,1,1,7.03
Inter,Radja Nainggolan,41,84,809,3,7,7.02
Juventus,Mattia De Sciglio,14,83,835,1,3,7.02
Juventus,Juan Cuadrado,31,88,654,2,2,7.02
Milan,Ricardo Rodríguez,21,87,1598,3,1,7.01
Sampdoria,Gianluca Caprari,15,82,338,2,1,7.01
Bologna,Federico Santander,37,61,324,3,4,7.01
Fiorentina,Nikola Milenković,4,80,1316,0,0,7.01
Torino,Daniele Baselli,45,80,930,1,5,7.01
Lazio,Lucas Leiva,31,88,1211,2,3,7.01
Sampdoria,Dennis Praet,37,87,1515,3,7,7.00
Fiorentina,Federico Chiesa,54,72,600,3,10,7.00
Roma,Kevin Strootman,2,78,28,0,0,7.00
Juventus,Paolo Gozzi Iweru,0,91,50,0,0,7.00
Fiorentina,Tofol Montiel,2,60,3,0,1,7.00
Genoa,Christian Kouamé,48,66,598,5,8,6.99
Sampdoria,Lorenzo Tonelli,1,89,1052,0,0,6.99
Empoli,Rade Krunić,52,81,1051,7,13,6.99
Roma,Iván Marcano,6,87,454,0,1,6.99
Chievoverona,Mattia Bani,4,81,1001,0,2,6.99
Atalanta,Marten de Roon,31,88,1917,3,2,6.99
Bologna,Riccardo Orsolini,22,69,436,5,5,6.99
Udinese,Juan Musso,1,56,429,0,0,6.98
Juventus,Federico Bernardeschi,36,83,515,3,6,6.98
Bologna,Lyanco,3,80,445,0,1,6.98
Cagliari,Luca Cigarini,33,80,1036,1,6,6.98
Torino,Salvatore Sirigu,1,60,607,0,0,6.98
Napoli,Nikola Maksimović,4,93,795,0,0,6.98
Sassuolo,Manuel Locatelli,41,87,1032,4,6,6.98
Fiorentina,Vitor Hugo,7,87,1127,2,1,6.97
Lazio,Luiz Felipe,4,84,573,1,1,6.97
Napoli,Kévin Malcuit,22,86,850,2,4,6.97
Napoli,Orestis Karnezis,0,64,132,0,0,6.97
Inter,Lautaro Martínez,21,71,170,2,4,6.97
Parma,Luigi Sepe,1,59,639,0,0,6.96
Milan,Franck Kessié,43,87,1470,2,2,6.96
Lazio,Sergej Milinković-Savić,48,80,1115,3,5,6.96
Sassuolo,Marlon,3,94,972,0,0,6.96
Juventus,Wojciech Szczęsny,0,79,491,0,0,6.96
Juventus,Sami Khedira,6,86,301,1,1,6.96
Sampdoria,Nicola Murru,31,78,1265,5,9,6.96
Parma,Gervinho,22,82,418,2,7,6.96
Spal,Manuel Lazzari,56,82,842,8,10,6.96
Sampdoria,Joachim Andersen,8,89,1802,1,1,6.96
Parma,Riccardo Gagliolo,17,76,914,2,3,6.96
Inter,Dalbert,10,80,330,1,1,6.95
Sassuolo,Kevin-Prince Boateng,16,81,247,1,1,6.95
Atalanta,José Luis Palomino,6,88,1145,1,1,6.95
Inter,Samir Handanovič,0,81,779,0,0,6.95
Juventus,Blaise Matuidi,23,88,1076,2,3,6.95
Sassuolo,Gianmarco Ferrari,5,87,1629,0,0,6.95
Parma,José Machín,1,76,19,1,1,6.95
Torino,Koffi Djidji,0,83,490,0,0,6.95
Napoli,Marek Hamšík,16,88,749,0,0,6.95
Empoli,Francesco Caputo,44,77,656,3,8,6.94
Sampdoria,Grégoire Defrel,26,84,653,3,5,6.94
Genoa,Cristian Romero,3,81,658,2,1,6.94
Spal,Pasquale Schiattarella,38,87,1142,4,1,6.94
Inter,Keita Baldé,22,85,241,2,3,6.93
Lazio,Senad Lulić,52,78,1028,1,7,6.93
Spal,Andrea Petagna,28,80,579,1,3,6.93
Torino,Gleison Bremer,1,85,88,0,0,6.93
Frosinone,Raffaele Maiello,19,82,985,0,3,6.93
Atalanta,Berat Djimsiti,6,91,940,2,3,6.93
Bologna,Danilo,9,77,1132,0,2,6.93
Roma,Cengiz Ünder,33,78,392,7,5,6.93
Bologna,Nicola Sansone,19,77,267,4,6,6.93
Spal,Mirko Valdifiori,22,86,435,1,2,6.93
Napoli,Amin Younes,10,90,280,2,1,6.93
Juventus,Daniele Rugani,0,90,696,0,0,6.92
Lazio,Thomas Strakosha,0,65,597,0,0,6.92
Fiorentina,Luis Muriel,19,62,226,0,2,6.92
Lazio,Marco Parolo,31,78,803,3,8,6.92
Roma,Javier Pastore,18,86,317,0,0,6.91
Atalanta,Gianluca Mancini,12,83,1092,2,3,6.91
Milan,Mateo Musacchio,8,90,1567,0,1,6.91
Sampdoria,Manolo Gabbiadini,16,77,210,2,1,6.91
Bologna,Rodrigo Palacio,39,77,545,6,6,6.91
Udinese,Samir,9,82,580,0,2,6.91
Milan,Lucas Biglia,12,90,751,0,0,6.91
Frosinone,Marco Sportiello,0,62,622,0,0,6.91
Napoli,Mário Rui,26,84,915,1,3,6.91
Inter,Danilo D'Ambrosio,34,85,1382,5,11,6.90
Lazio,Rômulo,37,83,689,3,4,6.90
Parma,Leo Štulac,21,86,558,2,2,6.90
Chievoverona,Riccardo Meggiorini,12,65,264,1,2,6.90
Sampdoria,Albin Ekdal,18,86,1425,0,1,6.90
Sampdoria,Omar Colley,4,88,972,0,0,6.90
