Team,Name,Blocked shots,Errors lead to goal,Clearances,Interceptions,Tackles,Rating
Granada,Javi Marquez,0,0,6,12,7,6.64
Osasuna,Miguel Flaño,4,0,49,29,12,6.64
Granada,Héctor Hernández,1,0,25,15,25,6.64
Malaga,Juanpi Añor,1,0,4,11,29,6.64
Espanyol,José Antonio Reyes,0,0,1,6,11,6.64
Deportivo Alaves,Raúl García,4,0,53,19,32,6.64
Granada,Gastón Silva,8,0,55,40,47,6.64
Real Betis,Rafa Navarro,2,1,23,13,30,6.63
Granada,Jérémie Boga,0,0,1,2,7,6.63
Sporting Gijon,Moi Gómez,4,0,7,11,38,6.63
Espanyol,Álvaro Vázquez,0,0,2,10,1,6.63
Malaga,Duda,1,0,3,7,7,6.63
Osasuna,Miguel De las Cuevas,1,0,11,18,34,6.63
Real Sociedad,Juanmi,0,0,4,3,20,6.63
Deportivo La Coruna,Przemysław Tytoń,0,0,11,4,2,6.62
Athletic Bilbao,Enric Saborit,0,2,20,13,14,6.62
Osasuna,Fran Mérida,0,0,7,15,38,6.62
Sporting Gijon,Carlos Castro,1,0,2,1,6,6.62
Granada,Jon Toral,3,0,5,3,9,6.62
Leganes,Adrián Marín,4,0,23,15,23,6.62
Espanyol,Javi López,4,0,59,32,60,6.62
Eibar,Adrián González,2,0,11,8,23,6.62
Granada,Sergi Samper,4,1,11,25,25,6.61
Eibar,Bebé,0,0,1,11,10,6.61
Osasuna,Oier,10,0,133,90,109,6.61
Las Palmas,Michel Macedo,6,0,47,26,30,6.61
Leganes,Gabriel Pires,9,0,21,25,72,6.61
Leganes,Nabil El Zhar,0,0,6,11,20,6.60
Espanyol,Papakouli Diop,2,0,25,23,23,6.60
Celta Vigo,Pape Cheikh,2,0,3,5,22,6.60
Valencia,Federico Cartabia,0,0,0,2,10,6.60
Eibar,Cristian Rivera,3,0,4,16,18,6.60
Athletic Bilbao,Asier Villalibre,0,0,1,1,0,6.60
Las Palmas,Aythami Artiles,6,0,33,18,10,6.60
Barcelona,Carles Aleñá,0,0,0,1,0,6.60
Leganes,Jon Ander Serantes,0,1,10,1,1,6.60
Leganes,Omar Ramos,0,0,4,8,28,6.60
Osasuna,Álvaro Fernández,0,0,0,0,0,6.60
Sevilla,Diego Gonzalez,0,0,3,2,2,6.60
Granada,Jean Carlos,0,0,0,0,1,6.60
Real Sociedad,Jon Gaztañaga,1,0,0,0,0,6.60
Malaga,Luis Muñoz,0,1,14,5,11,6.60
Sporting Gijon,Juan Rodríguez,5,1,17,4,5,6.60
Sporting Gijon,Pablo Fernández,0,0,0,0,0,6.60
Osasuna,Javier Flano Bezunartea,0,0,3,4,4,6.60
Real Betis,Álex Martínez,3,0,24,19,18,6.60
Malaga,Javier Ontiveros,1,0,3,4,21,6.59
Eibar,Mauro Dos Santos,4,0,38,17,13,6.59
Deportivo Alaves,Víctor Camarasa,1,0,13,13,32,6.59
Deportivo La Coruna,Carles Gil,0,0,6,13,21,6.58
Real Betis,Jonas Martin,2,0,11,13,15,6.58
Leganes,Mamadou Koné,0,0,1,0,4,6.58
Las Palmas,Javi Varas,0,4,14,5,4,6.58
Granada,Mehdi Carcela-González,2,0,2,22,33,6.58
Malaga,Zdravko Kuzmanović,1,0,2,3,2,6.58
Sevilla,Walter Montoya,0,0,0,5,3,6.58
Sporting Gijon,Rachid Aït-Atmane,0,0,4,5,17,6.58
Leganes,Tito,9,1,67,51,50,6.57
Osasuna,Mario Fernández,0,1,7,0,1,6.57
Deportivo La Coruna,Gaël Kakuta,1,0,2,3,10,6.57
Deportivo La Coruna,Marlos Moreno,0,0,1,13,22,6.56
Granada,Ezequiel Ponce,0,0,13,3,6,6.56
Celta Vigo,Theo Bongonda,1,0,10,16,31,6.56
Leganes,Darwin Machís,1,0,6,12,16,6.56
Real Sociedad,Markel Bergara,0,0,2,5,5,6.56
Osasuna,Álex Berenguer,3,0,37,51,65,6.56
Osasuna,Miguel Olavide,2,0,4,8,17,6.56
Espanyol,Felipe Caicedo,2,0,8,2,25,6.56
Real Betis,Darko Brašanac,3,0,20,14,47,6.55
Villarreal,Leonardo Suárez,0,0,0,0,0,6.55
Sporting Gijon,Xavi Torres,3,0,28,15,14,6.55
Osasuna,Emmanuel Rivière,1,0,7,3,8,6.55
Deportivo La Coruna,Bruno Gama,2,0,3,11,40,6.55
Osasuna,Raoul Loé,0,0,19,22,11,6.54
Deportivo Alaves,Édgar Méndez,1,0,26,18,44,6.54
Villarreal,Alfred N'Diaye,1,0,4,2,5,6.53
Osasuna,Aitor Buñuel,2,0,26,23,33,6.53
Osasuna,Jaime Romero,2,0,6,7,10,6.53
Osasuna,Nikola Vujadinović,5,1,45,18,10,6.53
Deportivo La Coruna,Laure,2,0,10,11,12,6.53
Sporting Gijon,Lillo Castellano,8,1,88,57,42,6.53
Real Betis,Roman Zozulya,1,0,1,0,3,6.50
Celta Vigo,David Costas,1,0,2,1,0,6.50
Espanyol,Rubén Duarte,0,0,9,8,3,6.50
Celta Vigo,Andrew Hjulsager,0,0,1,1,3,6.50
Granada,Martin Hongla,4,1,31,13,14,6.50
Real Betis,Dani Giménez,0,0,1,0,0,6.50
Granada,Luis Martins,0,0,1,1,2,6.50
Malaga,Weligton,0,0,4,3,4,6.50
Las Palmas,Tyronne,0,0,0,1,1,6.50
Leganes,Diego Barrios,0,0,3,0,0,6.50
Sporting Gijon,Rubén Sánchez Pérez-Cejuela,0,0,0,0,0,6.50
Las Palmas,Benito Ramírez,0,0,0,1,0,6.50
