Team,Name,Blocked shots,Errors lead to goal,Clearances,Interceptions,Tackles,Rating
Bayern Munchen,Thiago Alcántara,3,0,8,125,76,7.96
Augsburg,Andreas Luthe,0,0,3,0,0,7.75
Bayern Munchen,Arjen Robben,0,0,1,16,13,7.60
1 Fc Koln,Sven Müller,0,0,1,0,0,7.50
Werder Bremen,Max Kruse,0,1,14,13,15,7.47
Bayern Munchen,Robert Lewandowski,1,0,22,12,9,7.41
Bayer 04 Leverkusen,Hakan Çalhanoğlu,2,0,9,18,24,7.40
Rb Leipzig,Emil Forsberg,1,0,11,45,28,7.40
Fc Schalke 04,Johannes Geis,4,0,36,43,31,7.39
1899 Hoffenheim,Benjamin Hübner,14,0,78,82,73,7.38
Bayer 04 Leverkusen,Joel Pohjanpalo,0,0,2,1,0,7.37
Bayern Munchen,Arturo Vidal,4,2,16,51,78,7.36
Bayern Munchen,Mats Hummels,9,1,67,57,57,7.35
Borussia Dortmund,Ousmane Dembélé,0,2,4,24,30,7.34
Rb Leipzig,Naby Keïta,8,1,29,82,81,7.34
1899 Hoffenheim,Sebastian Rudy,8,0,28,100,92,7.33
Bayern Munchen,Tom Starke,0,0,3,0,0,7.33
Bayern Munchen,Xabi Alonso,2,0,14,65,55,7.33
Bayern Munchen,Javi Martínez,9,0,59,50,43,7.33
1 Fc Koln,Frederik Sørensen,22,0,161,85,97,7.30
Wolfsburg,Philipp Wollscheid,2,1,15,15,16,7.30
Augsburg,Raphael Framberger,0,0,5,6,6,7.30
Borussia Dortmund,Pierre-Emerick Aubameyang,0,0,4,11,16,7.29
Bayern Munchen,Franck Ribéry,2,0,3,12,10,7.25
Ingolstadt,Pascal Groß,3,0,11,48,67,7.25
Borussia Dortmund,Sokratis,12,0,105,39,59,7.23
Bayern Munchen,Philipp Lahm,2,1,27,50,41,7.22
Hamburger Sv,Kyriakos Papadopoulos,12,0,115,48,35,7.22
Bayern Munchen,Joshua Kimmich,8,0,20,26,38,7.21
Rb Leipzig,Willi Orbán,11,1,137,67,67,7.21
Fc Schalke 04,Thilo Kehrer,6,0,36,43,35,7.20
Augsburg,Konstantinos Stafylidis,10,0,88,88,58,7.20
Bayer 04 Leverkusen,Vladlen Yurchenko,2,0,1,10,1,7.20
Borussia Mgladbach,Jannik Vestergaard,21,1,171,54,70,7.19
1899 Hoffenheim,Niklas Süle,16,1,81,70,68,7.19
Fc Schalke 04,Benedikt Höwedes,12,0,108,119,62,7.19
Rb Leipzig,Timo Werner,1,0,4,21,24,7.19
Borussia Dortmund,Marco Reus,0,0,3,10,15,7.18
1 Fc Koln,Anthony Modeste,3,0,36,18,16,7.18
Bayern Munchen,David Alaba,8,0,30,58,40,7.16
Bayern Munchen,Thomas Müller,5,0,10,20,14,7.16
1 Fc Koln,Jonas Hector,10,0,61,81,86,7.15
1 Fsv Mainz 05,Alexander Hack,15,0,54,49,34,7.15
Borussia Mgladbach,Raffael,0,0,1,8,14,7.14
1899 Hoffenheim,Andrej Kramarić,2,0,1,19,10,7.14
Darmstadt 98,Hamit Altintop,9,0,7,43,52,7.14
Eintracht Frankfurt,David Abraham,19,1,124,84,40,7.14
1899 Hoffenheim,Kevin Vogt,18,0,101,44,31,7.14
Ingolstadt,Markus Suttner,4,0,66,92,67,7.13
Eintracht Frankfurt,Marco Fabián,0,0,5,50,40,7.13
Borussia Mgladbach,Andreas Christensen,26,2,120,70,47,7.13
1 Fc Koln,Lukas Klünter,3,0,28,41,16,7.13
Hertha Bsc,Niklas Stark,25,1,76,69,66,7.11
Wolfsburg,Luiz Gustavo,18,0,60,88,67,7.11
Darmstadt 98,Mario Vrančić,2,0,18,31,45,7.11
1 Fc Koln,Marcel Risse,2,0,2,22,14,7.11
Wolfsburg,Mario Gómez,10,0,58,13,21,7.10
Borussia Dortmund,Gonzalo Castro,4,0,14,25,41,7.10
Augsburg,Daniel Baier,1,0,34,104,60,7.10
Rb Leipzig,Fabio Coltorti,0,0,1,0,0,7.10
Fc Schalke 04,Naldo,13,1,123,52,22,7.10
Borussia Dortmund,Julian Weigl,6,0,37,70,67,7.10
Bayern Munchen,Douglas Costa,1,0,1,9,9,7.10
Borussia Dortmund,Marc Bartra,12,1,57,64,54,7.09
Borussia Mgladbach,Mahmoud Dahoud,3,0,23,48,75,7.09
Hertha Bsc,Fabian Lustenberger,11,0,22,50,41,7.09
Eintracht Frankfurt,Makoto Hasebe,8,0,32,61,33,7.09
Bayern Munchen,Rafinha,3,0,12,33,25,7.09
Augsburg,Jeffrey Gouweleeuw,7,0,105,54,37,7.08
Hertha Bsc,John Brooks,12,1,121,62,34,7.08
Werder Bremen,Thomas Delaney,8,0,20,29,28,7.08
Borussia Dortmund,Raphaël Guerreiro,4,0,19,33,29,7.08
Eintracht Frankfurt,Omar Mascarell,6,0,60,105,62,7.08
Fc Schalke 04,Nabil Bentaleb,6,2,25,54,37,7.07
Hamburger Sv,Mërgim Mavraj,25,1,165,85,70,7.07
Wolfsburg,Josuha Guilavogui,8,0,38,85,53,7.06
1899 Hoffenheim,Steven Zuber,1,0,21,59,48,7.06
1 Fc Koln,Yuya Osako,3,1,17,17,43,7.05
Borussia Dortmund,Łukasz Piszczek,5,0,62,38,45,7.05
Hertha Bsc,Sebastian Langkamp,14,0,113,65,43,7.05
Werder Bremen,Zlatko Junuzović,6,0,22,68,46,7.05
Rb Leipzig,Diego Demme,3,0,27,93,104,7.05
Borussia Dortmund,André Schürrle,0,0,3,11,12,7.05
Borussia Mgladbach,Lars Stindl,1,0,16,27,38,7.05
Darmstadt 98,Florian Jungwirth,9,0,30,54,54,7.04
Borussia Dortmund,Adrian Ramos,0,0,5,3,2,7.04
1899 Hoffenheim,Kerem Demirbay,1,0,15,45,55,7.04
Augsburg,Martin Hinteregger,21,1,146,90,46,7.04
1 Fc Koln,Leonardo Bittencourt,0,0,4,16,30,7.04
Fc Schalke 04,Sead Kolašinac,5,0,53,81,69,7.04
1899 Hoffenheim,Oliver Baumann,0,4,28,0,0,7.04
1 Fsv Mainz 05,Stefan Bell,21,1,145,91,47,7.03
Fc Schalke 04,Breel Embolo,0,0,0,6,10,7.03
Ingolstadt,Almog Cohen,4,1,37,67,75,7.02
Wolfsburg,Ricardo Rodríguez,7,1,57,36,28,7.02
Rb Leipzig,Bernardo,4,0,49,65,61,7.02
Freiburg,Vincenzo Grifo,2,0,19,36,32,7.02
Augsburg,Paul Verhaegh,12,1,83,79,57,7.02
Borussia Mgladbach,Ibrahima Traoré,0,0,5,9,25,7.01
Wolfsburg,Robin Knoche,14,0,85,57,29,7.01
Fc Schalke 04,Leon Goretzka,6,0,23,77,66,7.01
Rb Leipzig,Marvin Compper,6,0,119,67,45,7.00
Werder Bremen,Niklas Schmidt,0,0,0,1,2,7.00
Rb Leipzig,Marcel Sabitzer,3,0,28,34,32,7.00
1899 Hoffenheim,Sandro Wagner,2,0,31,14,30,7.00
1899 Hoffenheim,Mark Uth,0,0,13,16,13,7.00
Borussia Dortmund,Shinji Kagawa,1,0,14,11,11,7.00
Rb Leipzig,Stefan Ilsanker,12,0,96,93,91,6.99
Wolfsburg,Julian Draxler,1,0,1,9,8,6.99
Bayern Munchen,Jérôme Boateng,5,0,23,13,13,6.99
Augsburg,Dominik Kohr,13,0,35,69,89,6.99
Wolfsburg,Christian Träsch,1,0,11,26,22,6.99
Fc Schalke 04,Matija Nastasić,20,0,82,46,32,6.99
Bayer 04 Leverkusen,Wendell,11,0,51,78,96,6.98
Bayer 04 Leverkusen,Javier Hernández,0,0,3,8,5,6.98
1 Fc Koln,Dominique Heintz,15,0,132,77,62,6.98
Hamburger Sv,Aaron Hunt,4,0,6,18,28,6.98
1 Fc Koln,Paweł Olkowski,3,0,60,45,30,6.98
Bayer 04 Leverkusen,Kevin Kampl,4,2,6,65,52,6.98
Borussia Dortmund,Sven Bender,3,0,14,7,7,6.98
Bayer 04 Leverkusen,Jonathan Tah,12,2,63,45,41,6.97
1 Fsv Mainz 05,Leon Balogun,11,1,49,43,25,6.97
Ingolstadt,Romain Brégerie,12,1,82,30,19,6.96
Fc Schalke 04,Holger Badstuber,4,0,29,26,12,6.96
Eintracht Frankfurt,Jesús Vallejo,11,0,93,70,32,6.96
Bayer 04 Leverkusen,Julian Baumgartlinger,3,0,8,44,55,6.96
Darmstadt 98,Jérôme Gondorf,10,1,54,74,81,6.95
1899 Hoffenheim,Ermin Bičakčić,8,0,55,31,14,6.95
Bayer 04 Leverkusen,Lars Bender,2,0,10,18,33,6.94
Hertha Bsc,Marvin Plattenhardt,5,1,45,53,44,6.94
Hertha Bsc,Per Ciljan Skjelbred,6,0,19,53,73,6.94
Werder Bremen,Robert Bauer,13,0,80,65,72,6.94
Hertha Bsc,Jens Hegeler,1,0,11,8,7,6.94
Freiburg,Çağlar Söyüncü,20,3,138,45,47,6.94
Borussia Dortmund,Marcel Schmelzer,12,0,36,67,45,6.93
Werder Bremen,Lamine Sané,17,1,175,74,38,6.93
1 Fc Koln,Timo Horn,0,2,22,0,1,6.93
Borussia Mgladbach,László Bénes,0,0,5,9,5,6.93
1 Fsv Mainz 05,Giulio Donati,12,0,64,86,92,6.93
Rb Leipzig,Dayot Upamecano,4,0,43,29,20,6.93
Werder Bremen,Clemens Fritz,5,0,30,23,40,6.92
Hertha Bsc,Vedad Ibišević,3,1,22,10,30,6.92
Borussia Mgladbach,Thorgan Hazard,2,0,14,22,28,6.92
Freiburg,Nils Petersen,1,0,23,10,19,6.92
Wolfsburg,Maximilian Arnold,5,0,17,47,41,6.91
Borussia Mgladbach,Christoph Kramer,11,0,30,60,72,6.91
Borussia Mgladbach,Tony Jantschke,7,0,72,40,35,6.91
Borussia Dortmund,Matthias Ginter,8,1,71,44,38,6.91
Borussia Dortmund,Emre Mor,0,0,0,5,9,6.91
Rb Leipzig,Marcel Halstenberg,8,0,57,81,67,6.91
1899 Hoffenheim,Ádám Szalai,1,0,11,1,9,6.91
Ingolstadt,Marvin Matip,14,0,158,83,71,6.91
Ingolstadt,Florent Hadergjonaj,2,0,63,64,54,6.90
Bayer 04 Leverkusen,Benjamin Henrichs,6,0,56,97,98,6.90
Hertha Bsc,Ondrej Duda,0,0,0,1,3,6.90
Werder Bremen,Niklas Moisander,14,0,158,70,45,6.90
Eintracht Frankfurt,Marc Stendera,0,0,2,7,14,6.90
Darmstadt 98,Victor Obinna,0,0,0,2,1,6.90
1 Fc Koln,Neven Subotić,6,0,74,27,19,6.90
Darmstadt 98,Daniel Fernandes,0,0,1,1,0,6.90
Borussia Mgladbach,Tobias Strobl,9,0,26,46,35,6.90
Borussia Mgladbach,Fabian Johnson,1,0,15,18,22,6.90
Wolfsburg,Jeffrey Bruma,17,1,115,36,22,6.90
Fc Schalke 04,Ralf Fährmann,0,1,54,3,1,6.89
1 Fsv Mainz 05,André Ramalho,7,0,40,38,39,6.89
Bayer 04 Leverkusen,Ömer Toprak,18,0,97,49,35,6.89
1899 Hoffenheim,Pavel Kadeřábek,4,0,35,52,31,6.89
1 Fsv Mainz 05,Danny Latza,3,0,32,51,37,6.89
Darmstadt 98,Felix Platte,0,0,4,3,6,6.89
Freiburg,Lukas Kübler,4,0,40,43,40,6.89
Darmstadt 98,Markus Steinhofer,3,0,6,10,16,6.89
Fc Schalke 04,Guido Burgstaller,0,0,8,3,3,6.88
Borussia Dortmund,Roman Bürki,0,0,15,0,0,6.88
Wolfsburg,Yunus Malli,2,0,8,18,25,6.88
Freiburg,Mike Frantz,5,0,38,46,48,6.88
Bayer 04 Leverkusen,Roberto Hilbert,2,0,17,19,22,6.87
Eintracht Frankfurt,Bastian Oczipka,2,0,58,85,65,6.87
Freiburg,Marc-Oliver Kempf,8,1,45,35,13,6.87
Hamburger Sv,Walace,0,0,6,43,22,6.87
Wolfsburg,Vieirinha,4,0,10,50,26,6.87
1 Fc Koln,Matthias Lehmann,9,0,25,40,29,6.87
Wolfsburg,Jakub Błaszczykowski,1,0,32,56,56,6.87
Bayer 04 Leverkusen,Charles Aránguiz,3,1,29,71,39,6.87
Werder Bremen,Fin Bartels,1,0,9,26,36,6.86
Borussia Mgladbach,Oscar Wendt,9,1,42,64,48,6.86
1 Fc Koln,Thomas Kessler,0,2,15,0,0,6.86
1 Fc Koln,Marco Höger,5,0,29,53,74,6.86
Bayern Munchen,Juan Bernat,6,0,15,28,21,6.86
Bayern Munchen,Manuel Neuer,0,1,6,1,0,6.85
Eintracht Frankfurt,Szabolcs Huszti,0,0,7,28,27,6.85
Rb Leipzig,Yussuf Poulsen,4,0,15,15,23,6.85
1 Fsv Mainz 05,Daniel Brosinski,3,0,35,75,42,6.85
Werder Bremen,Serge Gnabry,4,1,3,29,34,6.85
Darmstadt 98,Aytaç Sulu,24,0,138,74,24,6.85
Borussia Mgladbach,Nico Elvedi,7,2,56,73,50,6.85
Eintracht Frankfurt,Timothy Chandler,7,0,55,74,48,6.85
Borussia Dortmund,Erik Durm,1,0,8,18,23,6.85
1899 Hoffenheim,Marco Terrazzino,0,0,1,2,7,6.84
Bayern Munchen,Kingsley Coman,0,0,1,8,11,6.84
Hertha Bsc,Mitchell Weiser,1,0,9,31,24,6.84
Freiburg,Pascal Stenzel,0,0,28,21,43,6.84
Eintracht Frankfurt,Alexander Meier,0,0,14,7,2,6.84
Eintracht Frankfurt,Mijat Gaćinović,4,0,19,75,47,6.84
Hertha Bsc,Vladimír Darida,4,0,13,32,30,6.84
Augsburg,Gojko Kačar,6,1,43,41,38,6.84
Eintracht Frankfurt,Aymen Barkok,0,0,4,19,26,6.84
Freiburg,Manuel Gulde,10,0,76,35,44,6.84
Darmstadt 98,Peter Niemeyer,5,0,37,36,35,6.83
1899 Hoffenheim,Eugen Polański,0,0,9,19,11,6.83
Werder Bremen,Thanos Petsos,2,0,0,1,4,6.83
Borussia Dortmund,Mikel Merino,2,1,6,13,18,6.83
Rb Leipzig,Davie Selke,0,0,1,1,7,6.83
Wolfsburg,Sebastian Jung,1,0,4,7,7,6.83
Freiburg,Maximilian Philipp,3,0,15,22,25,6.82
Hertha Bsc,Allan,1,1,9,38,28,6.82
Borussia Dortmund,Nuri Şahin,0,0,4,10,4,6.82
Hertha Bsc,Rune Jarstein,0,3,24,3,0,6.82
Freiburg,Florian Niederlechner,4,0,7,17,28,6.82
Fc Schalke 04,Dennis Aogo,1,0,6,5,5,6.82
Borussia Mgladbach,Julian Korb,0,0,11,15,29,6.82
1 Fc Koln,Miloš Jojić,1,0,9,34,22,6.82
1 Fsv Mainz 05,Gaëtan Bussmann,2,0,28,43,27,6.82
Hamburger Sv,Lewis Holtby,4,1,29,66,87,6.81
Ingolstadt,Mathew Leckie,5,0,23,35,42,6.81
Bayer 04 Leverkusen,Stefan Kießling,0,0,16,2,16,6.81
Werder Bremen,Theodor Gebre Selassie,10,1,67,61,48,6.80
Freiburg,Nicolas Höfler,17,0,71,67,50,6.80
Darmstadt 98,Fabian Holland,9,0,56,62,79,6.80
Borussia Dortmund,Christian Pulišić,0,0,7,17,25,6.80
Borussia Dortmund,Dženis Burnić,0,0,2,2,1,6.80
Hamburger Sv,Christian Mathenia,0,0,12,1,0,6.80
1 Fsv Mainz 05,Jannik Huth,0,1,6,0,0,6.80
Freiburg,Karim Guédé,0,0,2,2,6,6.80
Freiburg,Jonas Meffert,0,0,0,3,1,6.80
Borussia Mgladbach,Nico Schulz,2,0,10,14,6,6.80
Bayer 04 Leverkusen,Aleksandar Dragović,5,1,79,34,12,6.79
Augsburg,Dong-Won Ji,6,0,51,22,25,6.79
Fc Schalke 04,Alessandro Schöpf,2,0,30,67,58,6.79
Hamburger Sv,Matthias Ostrzolek,2,1,25,46,62,6.79
Ingolstadt,Darío Lezcano,0,0,3,20,28,6.79
Wolfsburg,Yannick Gerhardt,6,0,45,33,55,6.79
Augsburg,Raúl Bobadilla,0,0,3,9,7,6.79
Rb Leipzig,Benno Schmitz,5,0,19,32,41,6.79
1 Fsv Mainz 05,Fabian Frei,9,0,25,64,36,6.78
Freiburg,Janik Haberer,2,0,33,22,35,6.78
Borussia Mgladbach,Yann Sommer,0,0,5,2,0,6.78
Eintracht Frankfurt,Anderson Ordóñez,2,0,7,10,4,6.78
Fc Schalke 04,Eric Maxim Choupo-Moting,0,0,16,10,9,6.77
Bayer 04 Leverkusen,Kai Havertz,3,0,15,19,19,6.77
Werder Bremen,Philipp Bargfrede,2,0,4,24,13,6.77
Hamburger Sv,Vasilije Janjičić,2,0,5,5,7,6.77
Wolfsburg,Koen Casteels,0,1,16,0,0,6.77
1 Fc Koln,Christian Clemens,0,0,2,18,41,6.76
Augsburg,Philipp Max,2,0,42,42,40,6.76
1899 Hoffenheim,Nadiem Amiri,1,0,5,36,27,6.76
Hamburger Sv,Gotoku Sakai,8,0,58,70,67,6.76
Fc Schalke 04,Coke,3,0,11,14,14,6.76
Werder Bremen,Florian Grillitsch,6,0,30,51,46,6.76
Werder Bremen,Florian Kainz,0,0,7,8,6,6.76
1 Fc Koln,Artjoms Rudnevs,2,0,5,4,4,6.76
Hamburger Sv,Gideon Jung,10,0,76,56,55,6.76
1 Fc Koln,Dominic Maroh,3,0,38,22,13,6.76
Ingolstadt,Marcel Tisserand,12,0,126,65,29,6.76
Hamburger Sv,Emir Spahić,10,0,47,26,16,6.76
1 Fsv Mainz 05,Niko Bungert,4,0,32,23,12,6.76
Darmstadt 98,Alexander Milošević,17,0,99,35,20,6.76
Augsburg,Christoph Janker,6,0,54,15,19,6.75
Werder Bremen,Felix Wiedwald,0,0,15,1,0,6.75
Ingolstadt,Tobias Levels,2,0,17,28,15,6.75
Borussia Dortmund,Sebastian Rode,0,0,3,21,9,6.75
Eintracht Frankfurt,Danny Blum,0,0,2,14,4,6.75
Fc Schalke 04,Franco di Santo,1,0,3,4,6,6.75
Rb Leipzig,Dominik Kaiser,0,0,9,13,18,6.75
Bayer 04 Leverkusen,Bernd Leno,0,3,31,1,2,6.74
Hamburger Sv,Douglas Santos,6,1,58,61,79,6.74
Ingolstadt,Anthony Jung,2,0,12,12,23,6.74
Fc Schalke 04,Baba Rahman,2,0,21,26,31,6.74
1899 Hoffenheim,Pirmin Schwegler,3,0,5,11,12,6.74
Darmstadt 98,Michael Esser,0,0,14,0,0,6.74
Hertha Bsc,Peter Pekarík,10,0,31,62,56,6.74
Bayer 04 Leverkusen,Julian Brandt,0,0,9,28,25,6.74
1 Fc Koln,Konstantin Rausch,2,0,25,50,37,6.74
Hertha Bsc,Julian Schieber,0,0,8,5,3,6.74
Freiburg,Alexander Schwolow,0,2,36,0,0,6.74
Eintracht Frankfurt,Guillermo Varela,1,0,7,20,8,6.73
Werder Bremen,Santiago García,1,0,43,57,33,6.73
Hamburger Sv,Pierre-Michel Lasogga,3,0,4,5,3,6.73
Hertha Bsc,Salomon Kalou,1,0,11,28,14,6.73
Eintracht Frankfurt,Branimir Hrgota,2,0,9,9,24,6.73
Bayer 04 Leverkusen,Karim Bellarabi,0,0,7,12,24,6.73
Freiburg,Amir Abrashi,7,0,24,33,42,6.73
Darmstadt 98,Patrick Banggaard,6,0,36,12,11,6.72
Fc Schalke 04,Daniel Caligiuri,3,0,16,46,54,6.72
1899 Hoffenheim,Lukas Rupp,4,0,4,16,19,6.72
Fc Schalke 04,Max Meyer,0,0,3,10,22,6.72
Wolfsburg,Jannes Horn,1,0,13,26,18,6.72
Wolfsburg,Diego Benaglio,0,2,7,0,0,6.71
Ingolstadt,Roger,14,2,58,60,61,6.71
Eintracht Frankfurt,Michael Hector,7,0,55,44,40,6.71
Bayer 04 Leverkusen,Kevin Volland,1,0,12,5,20,6.71
Freiburg,Julian Schuster,4,0,24,16,14,6.71
Darmstadt 98,Immanuel Höhn,6,0,53,27,17,6.71
1 Fsv Mainz 05,Jhon Córdoba,2,0,26,15,21,6.70
Fc Schalke 04,Benjamin Stambouli,2,3,23,61,41,6.70
Darmstadt 98,Sven Schipplock,1,0,7,11,12,6.70
Wolfsburg,Bas Dost,0,0,1,0,0,6.70
Borussia Dortmund,Felix Passlack,0,0,11,5,15,6.70
Eintracht Frankfurt,Marco Russ,0,0,10,3,4,6.70
Rb Leipzig,Massimo Bruno,0,0,0,0,0,6.70
Werder Bremen,Lennart Thy,0,0,0,1,0,6.70
1 Fsv Mainz 05,Aaron Seydel,0,0,2,1,1,6.70
Freiburg,Håvard Nielsen,0,0,0,0,0,6.70
Hamburger Sv,Tom Mickel,0,0,3,0,0,6.70
Borussia Dortmund,Mario Götze,2,0,7,11,8,6.70
Bayer 04 Leverkusen,Leon Bailey,0,0,1,3,1,6.70
Hamburger Sv,Bakery Jatta,1,0,3,5,9,6.70
1899 Hoffenheim,Jeremy Toljan,2,0,22,30,17,6.70
Bayern Munchen,Renato Sanches,0,0,4,11,9,6.69
Darmstadt 98,Antonio Čolak,1,0,6,5,9,6.69
Augsburg,Marwin Hitz,0,2,9,0,1,6.69
Werder Bremen,Claudio Pizarro,0,0,11,11,7,6.69
1 Fsv Mainz 05,Yoshinori Muto,0,0,0,6,9,6.68
Wolfsburg,Daniel Didavi,0,0,1,11,9,6.68
1 Fsv Mainz 05,Bojan Krkić,0,0,1,9,5,6.68
Augsburg,Caiuby,0,0,3,2,7,6.68
Hertha Bsc,Genki Haraguchi,0,0,13,23,48,6.68
Rb Leipzig,Péter Gulácsi,0,0,25,0,0,6.68
1 Fsv Mainz 05,Jonas Lössl,0,2,18,1,1,6.68
Ingolstadt,Alfredo Morales,2,0,25,67,35,6.68
Wolfsburg,Riechedly Bazoer,1,0,4,13,16,6.68
Wolfsburg,Paul Seguin,1,1,10,25,29,6.68
Freiburg,Marc Torrejón,1,0,41,26,11,6.68
Hamburger Sv,Michael Gregoritsch,3,0,22,16,16,6.67
Wolfsburg,Bruno Henrique,2,0,2,1,5,6.67
Eintracht Frankfurt,Ante Rebić,2,1,6,31,20,6.67
Hamburger Sv,Albin Ekdal,7,0,39,39,24,6.67
Hertha Bsc,Maximilian Mittelstädt,1,0,8,14,24,6.67
Ingolstadt,Lukas Hinterseer,0,0,6,9,12,6.67
1 Fsv Mainz 05,Pablo De Blasis,1,0,8,19,25,6.67
Wolfsburg,Borja Mayoral,0,0,0,1,2,6.67
Werder Bremen,Izet Hajrović,1,0,0,4,6,6.67
Borussia Mgladbach,Jonas Hofmann,0,0,10,25,21,6.67
Bayer 04 Leverkusen,Admir Mehmedi,0,0,7,21,23,6.67
Hamburger Sv,Luca Waldschmidt,2,0,5,5,8,6.66
Hamburger Sv,Johan Djourou,8,3,71,32,21,6.66
1 Fsv Mainz 05,Jean-Philippe Gbamin,7,1,16,56,53,6.66
Hertha Bsc,Valentin Stocker,1,0,4,19,25,6.66
Hertha Bsc,Alexander Esswein,2,0,10,29,27,6.66
Augsburg,Alfreð Finnbogason,1,0,4,13,11,6.65
Fc Schalke 04,Yevhen Konoplyanka,0,0,2,8,5,6.65
Werder Bremen,Maximilian Eggestein,8,0,21,31,21,6.65
Bayer 04 Leverkusen,Tin Jedvaj,8,1,80,40,35,6.65
Fc Schalke 04,Donis Avdijaj,0,0,0,1,3,6.65
Rb Leipzig,Federico Palacios,0,0,1,2,2,6.65
1 Fc Koln,Marcel Hartel,0,0,0,3,3,6.65
Fc Schalke 04,Sascha Riether,0,0,3,3,7,6.65
Werder Bremen,Ousman Manneh,0,0,4,2,8,6.65
Eintracht Frankfurt,Lukáš Hrádecký,0,0,30,0,0,6.65
Hamburger Sv,Dennis Diekmeier,6,1,49,33,44,6.65
Borussia Mgladbach,André Hahn,2,0,9,27,26,6.64
Darmstadt 98,Roman Bezjak,1,0,6,13,11,6.64
Bayer 04 Leverkusen,Danny da Costa,0,0,2,2,2,6.63
1899 Hoffenheim,Fabian Schär,4,0,10,9,6,6.63
1899 Hoffenheim,Barış Atik,0,0,0,2,1,6.63
Wolfsburg,Marcel Schafer,0,0,0,1,4,6.63
Ingolstadt,Sonny Kittel,1,0,6,11,8,6.63
Fc Schalke 04,Klaas-Jan Huntelaar,0,0,4,1,4,6.63
Darmstadt 98,Artem Fedetsky,9,0,36,19,33,6.63
Darmstadt 98,Denys Oliynyk,0,0,0,0,2,6.63
1 Fsv Mainz 05,Gerit Holtmann,0,0,0,2,4,6.63
Augsburg,Jonathan Schmid,5,0,22,25,32,6.63
Werder Bremen,Miloš Veljković,10,0,105,29,25,6.62
Bayern Munchen,Sven Ulreich,0,1,1,0,0,6.62
1 Fsv Mainz 05,Suat Serdar,1,0,1,15,14,6.61
Hamburger Sv,Nicolai Müller,4,0,11,29,48,6.61
Hamburger Sv,Bobby Wood,0,0,8,10,15,6.61
Freiburg,Onur Bulut,5,0,12,15,25,6.61
Ingolstadt,Martin Hansen,0,1,14,0,0,6.61
Eintracht Frankfurt,Haris Seferović,0,0,6,4,4,6.60
Augsburg,Ja-Cheol Koo,3,0,16,30,35,6.60
Borussia Mgladbach,Patrick Herrmann,0,0,2,16,12,6.60
Hertha Bsc,Jordan Torunarigha,1,1,28,14,7,6.60
Borussia Dortmund,Ju Ho Park,0,0,2,0,1,6.60
Fc Schalke 04,Fabian Reese,0,0,0,0,1,6.60
Eintracht Frankfurt,Max Besuschkow,0,0,1,1,3,6.60
