Team,Name,Accurate passing percentage,Assists,Tackles,Successful Dribbles,Goals,Rating
Lazio,Luis Alberto,80,14,39,59,11,7.86
Atalanta,Alejandro Gómez,82,10,14,105,6,7.83
Napoli,Lorenzo Insigne,85,11,29,62,8,7.72
Juventus,Paulo Dybala,87,5,18,93,22,7.72
Hellas Verona,Marco Silvestri,68,0,0,0,0,7.70
Napoli,Faouzi Ghoulam,89,3,8,9,2,7.65
Milan,Suso,81,7,18,77,6,7.56
Atalanta,Josip Iličić,82,8,24,66,11,7.55
Juventus,Miralem Pjanić,90,8,36,28,5,7.51
Hellas Verona,Deian Boldor,81,0,3,0,0,7.50
Lazio,Ciro Immobile,79,9,4,25,29,7.50
Milan,Hakan Çalhanoğlu,82,7,37,23,6,7.49
Roma,Aleksandar Kolarov,81,8,58,55,2,7.49
Bologna,Simone Verdi,78,10,33,78,10,7.47
Juventus,Douglas Costa,84,12,17,106,4,7.46
Roma,Edin Džeko,71,4,15,41,16,7.42
Roma,Łukasz Skorupski,73,0,0,0,0,7.40
Torino,Adem Ljajić,82,10,12,42,6,7.38
Spal,Federico Viviani,86,3,52,15,3,7.36
Inter,Mauro Icardi,74,1,3,10,29,7.34
Napoli,José Callejón,84,10,33,11,10,7.33
Inter,Marcelo Brozović,88,9,60,26,4,7.33
Juventus,Mattia De Sciglio,90,0,22,10,1,7.33
Juventus,Alex Sandro,86,4,58,51,4,7.32
Napoli,Raúl Albiol,90,1,29,2,3,7.32
Inter,Ivan Perišić,75,9,47,31,11,7.31
Sampdoria,Fabio Quagliarella,70,6,11,18,19,7.30
Roma,Elio Capradossi,87,0,1,1,0,7.30
Juventus,Juan Cuadrado,89,6,28,30,4,7.30
Napoli,Dries Mertens,75,6,28,42,18,7.29
Juventus,Medhi Benatia,91,0,28,5,2,7.29
Roma,Radja Nainggolan,84,9,49,50,4,7.29
Juventus,Giorgio Chiellini,87,2,28,10,0,7.26
Sampdoria,Lucas Torreira,87,1,101,35,4,7.24
Lazio,Felipe Anderson,77,7,34,77,4,7.24
Inter,Antonio Candreva,82,8,13,49,0,7.24
Roma,Federico Fazio,84,0,56,16,2,7.23
Sassuolo,Matteo Politano,74,4,23,70,10,7.23
Inter,Milan Škriniar,91,0,86,19,4,7.21
Bologna,Antonio Santurro,48,0,0,0,0,7.20
Milan,Cristián Zapata,90,0,25,6,0,7.20
Torino,Iago Falque,80,8,41,46,12,7.20
Inter,Rafinha Alcántara,89,3,14,42,2,7.18
Roma,Diego Perotti,86,4,25,62,5,7.18
Lazio,Sergej Milinković-Savić,80,3,55,55,12,7.17
Fiorentina,Cristiano Biraghi,77,4,74,11,1,7.17
Milan,Giacomo Bonaventura,88,3,31,34,8,7.16
Milan,Davide Calabria,81,3,64,13,1,7.16
Napoli,Marek Hamšík,89,1,36,14,7,7.15
Cagliari,Luca Ceppitelli,78,0,45,12,3,7.15
Benevento,Amato Ciciretti,80,1,14,11,2,7.15
Fiorentina,Milan Badelj,83,1,71,29,2,7.14
Juventus,Gonzalo Higuaín,80,6,19,53,16,7.14
Fiorentina,Davide Astori,87,1,47,16,1,7.14
Juventus,Benedikt Höwedes,93,0,1,0,1,7.13
Roma,Alisson,79,0,1,6,0,7.13
Fiorentina,Jordan Veretout,84,1,65,34,8,7.13
Genoa,Adel Taarabt,81,2,18,49,2,7.13
Genoa,Iuri Medeiros,74,1,6,14,2,7.13
Napoli,Jorginho,89,4,62,12,2,7.12
Spal,Thiago Cionek,79,0,28,10,1,7.12
Atalanta,Andrea Masiello,85,0,58,7,4,7.12
Roma,Maxime Gonalons,87,1,26,9,0,7.11
Roma,Alessandro Florenzi,79,5,38,18,1,7.09
Benevento,Nicolas Viola,82,6,37,37,2,7.09
Napoli,Kalidou Koulibaly,91,1,54,11,5,7.08
Lazio,Stefan de Vrij,91,1,31,8,6,7.08
Fiorentina,Vitor Hugo,86,0,32,5,1,7.08
Fiorentina,Federico Chiesa,78,5,62,75,6,7.08
Lazio,Lucas Leiva,87,3,107,23,2,7.08
Sassuolo,Stefano Sensi,84,0,17,12,2,7.07
Torino,Andrea Belotti,71,4,32,26,10,7.07
Sassuolo,Francesco Acerbi,85,0,51,17,0,7.07
Chievoverona,Lucas Castro,78,4,54,33,3,7.06
Atalanta,Remo Freuler,88,3,89,36,5,7.06
Milan,Leonardo Bonucci,86,0,30,5,2,7.05
Spal,Alex Meret,56,0,0,0,0,7.05
Roma,Stephan El Shaarawy,83,4,22,37,7,7.05
Atalanta,Robin Gosens,81,1,61,10,1,7.05
Fiorentina,Riccardo Saponara,81,5,12,17,0,7.05
Milan,Andrea Conti,90,0,4,1,0,7.05
Spal,Mirco Antenucci,78,7,16,30,11,7.05
Inter,João Miranda,88,0,48,7,0,7.05
Chievoverona,Roberto Inglese,67,2,31,31,12,7.05
Genoa,Armando Izzo,77,0,30,7,1,7.04
Udinese,Rodrigo De Paul,77,7,31,72,4,7.04
Atalanta,Mattia Caldara,84,0,39,7,3,7.04
Juventus,Federico Bernardeschi,85,6,8,23,4,7.04
Inter,João Cancelo,84,3,42,45,1,7.03
Atalanta,Bryan Cristante,78,2,66,52,9,7.03
Atalanta,Rafael Tolói,81,4,72,19,1,7.03
Milan,Lucas Biglia,91,1,59,15,1,7.03
Napoli,Vlad Chiricheş,91,0,8,5,0,7.03
Inter,Andrea Ranocchia,90,0,8,1,2,7.03
Napoli,Mário Rui,88,4,55,12,2,7.03
Napoli,Lorenzo Tonelli,94,0,7,2,1,7.03
Fiorentina,Germán Pezzella,84,0,63,6,1,7.02
Roma,Daniele De Rossi,85,2,23,9,1,7.02
Udinese,Jakub Jankto,76,5,29,22,4,7.02
Hellas Verona,Nicolas,53,0,2,0,0,7.02
Juventus,Sami Khedira,87,2,13,8,9,7.02
Roma,Konstantinos Manolas,87,0,23,4,2,7.02
Roma,Lorenzo Pellegrini,82,4,36,18,3,7.01
Juventus,Daniele Rugani,91,2,18,0,2,7.01
Cagliari,Luca Cigarini,80,3,42,10,2,7.01
Bologna,Erick Pulgar,83,1,70,19,3,7.01
Torino,Nicolas N'Koulou,89,0,56,21,2,7.01
Sampdoria,Dennis Praet,84,3,85,58,1,7.00
Torino,Salvatore Sirigu,66,0,0,2,0,7.00
Torino,Vanja Milinković-Savić,57,0,0,1,0,7.00
Udinese,Bram Nuytinck,85,1,65,1,1,7.00
