Team,Name,Goal conversion percentage,Total shots,Successful dribbles,Big chances missed,Goals,Rating
Atalanta,Alejandro Gómez,17,93,84,5,16,7.66
Napoli,Lorenzo Insigne,15,122,59,8,18,7.65
Cagliari,Luca Crosta,0,0,0,0,0,7.60
Roma,Edin Džeko,18,160,34,29,29,7.59
Napoli,Dries Mertens,25,113,61,19,28,7.58
Napoli,Marek Hamšík,18,68,40,4,12,7.52
Torino,Andrea Belotti,26,101,33,13,26,7.48
Juventus,Gonzalo Higuaín,22,107,53,12,24,7.43
Roma,Radja Nainggolan,17,64,30,3,11,7.41
Roma,Federico Fazio,12,17,20,0,2,7.41
Juventus,Alex Sandro,25,12,49,1,3,7.39
Juventus,Paulo Dybala,17,65,67,4,11,7.39
Lazio,Felipe Anderson,9,47,117,3,4,7.38
Juventus,Giorgio Chiellini,17,12,5,1,2,7.37
Inter,Mauro Icardi,25,95,13,12,24,7.36
Juventus,Miralem Pjanić,12,42,16,4,5,7.35
Napoli,Jorginho,0,16,11,1,0,7.34
Roma,Kevin Strootman,25,16,15,2,4,7.34
Roma,Mohamed Salah,23,64,36,16,15,7.33
Roma,Daniele De Rossi,24,17,12,1,4,7.33
Napoli,José Callejón,22,63,12,10,14,7.32
Napoli,Vlad Chiricheş,40,5,8,0,2,7.32
Sassuolo,Domenico Berardi,17,30,33,2,5,7.32
Inter,Éver Banega,20,30,41,1,6,7.32
Lazio,Lucas Biglia,25,16,16,2,4,7.29
Napoli,Nikola Maksimović,100,1,9,0,1,7.29
Roma,Diego Perotti,21,38,53,2,8,7.29
Sassuolo,Francesco Acerbi,33,12,19,1,4,7.27
Atalanta,Mattia Caldara,50,14,7,3,7,7.27
Milan,Suso,13,54,75,2,7,7.27
Roma,Leandro Paredes,14,22,14,0,3,7.27
Napoli,Kalidou Koulibaly,22,9,10,0,2,7.26
Milan,Giacomo Bonaventura,10,30,60,1,3,7.26
Juventus,Dani Alves,14,14,20,0,2,7.26
Torino,Adem Ljajić,15,66,59,2,10,7.25
Fiorentina,Marcos Alonso,0,0,6,0,0,7.25
Juventus,Medhi Benatia,11,9,10,0,1,7.24
Sassuolo,Francesco Magnanelli,33,3,5,0,1,7.23
Bologna,Federico Viviani,9,22,9,0,2,7.22
Lazio,Keita Baldé,32,50,53,1,16,7.21
Lazio,Stefan de Vrij,22,9,9,0,2,7.21
Juventus,Daniele Rugani,100,2,4,0,2,7.20
Napoli,Lorenzo Tonelli,100,2,0,0,2,7.20
Atalanta,Filippo Melegoni,0,0,0,0,0,7.20
Empoli,Raffaele Maiello,0,0,2,0,0,7.20
Milan,Gabriel Paletta,13,16,2,0,2,7.20
Juventus,Leonardo Bonucci,17,18,4,2,3,7.20
Atalanta,Andrea Masiello,30,10,4,1,3,7.19
Fiorentina,Davide Astori,15,13,17,1,2,7.19
Roma,Konstantinos Manolas,0,12,11,2,0,7.19
Inter,João Miranda,0,15,17,2,0,7.19
